Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,-0.4895311109673976,-1.5495886324252242,0.019762845849802372,0.1753671175907975,1.0,12/23,18.24%,POLR2G;POLR2L;NELFCD;POLR2H;POLR2C;NELFB;POLR2E;POLR2I;POLR2J;NELFE;SUPT4H1;SUPT5H
prerank,Reactome_2022__Nucleotide Salvage R-HSA-8956321,-0.5222631622552056,-1.5489120000899823,0.033663366336633666,0.1742665992595956,1.0,9/18,13.29%,TK1;APRT;UCKL1;AMPD2;UCK1;DGUOK;GMPR;GMPR2;SCO2
prerank,Reactome_2022__Rap1 Signaling R-HSA-392517,0.5863308717417678,1.5472140498806328,0.03564356435643564,0.19905081685603784,1.0,6/12,10.29%,PRKCA;RAPGEF3;SIPA1;RAP1A;RAP1GAP;YWHAB
prerank,Reactome_2022__Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370,0.4060663215310809,1.5470688619311994,0.023715415019762844,0.19696751174987437,1.0,16/50,14.47%,LMO7;BIRC6;CLTC;RANBP2;EML4;STRN;EIF2AK3;PPM1B;TPM4;MECP2;KIF5B;GCC2;RRBP1;HIP1;RNF213;TPR
prerank,Reactome_2022__SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,-0.39010440058667495,-1.5467137558131796,0.017543859649122806,0.1748739953104226,1.0,28/58,27.54%,PSMB10;CDK4;PSMB8;PSME1;UBB;PSMB9;PSMF1;PSME3;PSME2;PSMD2;PSMB7;PSMB6;PSMD13;UBC;PSMC3;PSMB3;PSMB1;PSMD8;CKS1B;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1;CDKN1B;PSMD3;CDK2;PSMA6
prerank,Reactome_2022__Transcriptional Regulation Of Pluripotent Stem Cells R-HSA-452723,0.5503051783287514,1.545772338703897,0.041407867494824016,0.19638342564987887,1.0,12/17,33.92%,EPAS1;PBX1;GATA6;SMAD2;SOX2;SMAD4;NR6A1;DKK1;KLF4;TSC22D1;EPHA1;GSC
prerank,Reactome_2022__PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884,-0.5402139409293826,-1.5421609980306203,0.044,0.17859269342196202,1.0,10/17,22.90%,POLR2G;POLR2L;POLR2H;POLR2C;POLR2E;POLR2I;MYBL1;POLR2J;POLR2A;PLD6
prerank,Reactome_2022__Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332,-0.4668792148436749,-1.540938498433875,0.031067961165048542,0.17817230086812327,1.0,6/27,6.79%,TUBA1A;TUBB6;TUBB2A;TUBB4B;TUBA1B;TUBB2B
prerank,Reactome_2022__Netrin-1 Signaling R-HSA-373752,0.45044928380985855,1.53977851667286,0.02569593147751606,0.20233131044134295,1.0,20/35,26.53%,MYO10;SRC;UNC5B;RGMA;CDC42;SLIT2;MAPK11;PTPN11;NTN1;WASL;UNC5A;NEO1;NTN4;PTK2;AGAP2;MAPK8;ABLIM1;ROBO1;MAPK14;TRIO
prerank,Reactome_2022__Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829,0.39776995625947587,1.5397374404788768,0.03225806451612903,0.20017627377693495,1.0,28/54,26.91%,SMARCD3;SEC24A;SEC24D;PPARA;SCD;SEC23A;NFYA;GGPS1;MBTPS2;NCOA1;TBL1X;HMGCR;NFYB;IDI1;LMBR1;CYP51A1;NCOA2;KPNB1;CREBBP;HELZ2;SC5D;SEC24B;SAR1B;FDPS;SQLE;FASN;LIN9;HMGCS1
prerank,Reactome_2022__G-protein Mediated Events R-HSA-112040,0.42442008797848924,1.5360916830780194,0.028225806451612902,0.20294810126080887,1.0,12/40,10.67%,NBEA;ADCY1;ITPR3;GNAI3;PRKX;AHCYL1;PRKCA;PLCB1;GNAL;ADCY5;PRKAR2B;GNAQ
prerank,Reactome_2022__O-linked Glycosylation Of Mucins R-HSA-913709,0.4446494046493004,1.5346153448537823,0.030991735537190084,0.2027114314665599,1.0,14/35,14.41%,GALNT14;MUC5AC;GALNT12;MUC1;GALNT1;GALNT3;B3GNT2;ST3GAL1;MUC2;B4GALT5;C1GALT1C1;MUC6;ST6GALNAC4;C1GALT1
prerank,Reactome_2022__Signal Transduction By L1 R-HSA-445144,0.5284192553792224,1.5327696974420262,0.03564356435643564,0.20289649972413737,1.0,6/18,19.23%,EGFR;ITGA5;ITGB1;ITGA9;ITGA2B;MAPK1
prerank,Reactome_2022__RND2 GTPase Cycle R-HSA-9696270,0.43209706022916833,1.5308539939288108,0.01867219917012448,0.20346756436527932,1.0,19/38,29.31%,PLXND1;CKAP4;GOLGA3;BLTP3B;LRRC1;FNBP1;VANGL1;KIF14;ALDH3A2;LEMD3;EPHA2;DST;TXNL1;TFRC;KCTD13;KIDINS220;PIK3R1;NISCH;FRS2
prerank,Reactome_2022__Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943,-0.47438369672577163,-1.5275641942186133,0.04426559356136821,0.19381328377918308,1.0,7/25,8.44%,AK4;NME2;DTYMK;TYMS;NME3;TXN2;NME4
prerank,Reactome_2022__Signaling By EGFR R-HSA-177929,0.42105972031993755,1.5274513583985805,0.018108651911468814,0.20633055952019394,1.0,13/43,11.69%,EGFR;PXDN;SRC;CDC42;STAM2;NRAS;SOS1;PTPN11;ADAM17;SPRY1;ARHGEF7;STAM;ADAM10
prerank,Reactome_2022__Extension Of Telomeres R-HSA-180786,-0.399495114606155,-1.5271235160072678,0.013806706114398421,0.1922781758077768,1.0,23/49,27.08%,RUVBL1;POLD4;TINF2;RUVBL2;CTC1;POLA2;POLD2;ACD;POLD1;CHTF8;FEN1;RPA3;STN1;NHP2;TERF2;RFC2;PCNA;TERT;NOP10;RFC5;PIF1;CDK2;CHTF18
prerank,Reactome_2022__Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,0.4301116983813756,1.5247998549588269,0.032,0.20804302214002968,1.0,11/39,10.01%,COL18A1;COL4A2;COL4A1;COL5A2;PCOLCE;COL6A2;COL26A1;COL17A1;COL5A1;COL1A1;P4HA1
prerank,Reactome_2022__SIRT1 Negatively Regulates rRNA Expression R-HSA-427359,-0.47114743427430833,-1.5225172860011402,0.028225806451612902,0.1963054198648352,1.0,14/25,31.91%,H2AX;RRP8;H2BC12;TAF1C;H2AJ;SUV39H1;H2AC6;H2BC21;H2BC11;TBP;H2BC5;TAF1D;H2AC7;H2BC15
prerank,MSigDB_Hallmark_2020__Oxidative Phosphorylation,-0.32206148955410735,-1.522209433788609,0.002074688796680498,0.027718890332581094,0.225,76/198,25.81%,OAT;CYC1;DLST;NDUFA2;SLC25A6;COX4I1;IDH3B;MRPL11;PHB2;UQCRQ;TIMM8B;LDHA;BCKDHA;NDUFV1;LDHB;COX8A;NDUFB2;TIMM10;IDH2;ATP5MG;OXA1L;ATP5MC1;ATP5MC2;MRPS11;NDUFB4;NQO2;ATP5F1D;GOT2;CS;ATP5F1B;SLC25A4;MRPS12;NDUFS8;SLC25A11;COX6A1;SURF1;TIMM50;HSD17B10;ATP5PD;MRPL15;PMPCA;RHOT2;GPI;NDUFB7;TIMM13;NDUFS3;ATP5MC3;NDUFA9;NDUFA3;ALDH6A1;COX7A2L;BAX;UQCR11;COX5A;UQCRFS1;ATP5MF;OGDH;ACADVL;ETFB;TOMM22;VDAC2;NDUFS7;NDUFB1;RETSAT;MDH2;VDAC1;NDUFB6;MPC1;ECHS1;SLC25A3;NDUFA8;HTRA2;COX5B;ACAA1;NDUFA7;ATP6V1F
prerank,Reactome_2022__Cyclin E Associated Events During G1/S Transition R-HSA-69202,-0.3641123683146346,-1.5220070133098753,0.012396694214876033,0.19481856088403804,1.0,31/81,24.15%,MYC;PSMB10;CDK4;PSMB8;PSME1;E2F4;MAX;UBB;AKT2;PSMB9;PSMF1;PSME3;PSME2;PSMD2;PSMB7;AKT1;PSMB6;PSMD13;UBC;PSMC3;PSMB3;PSMB1;PSMD8;CKS1B;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1;LIN52;CDKN1B
prerank,Reactome_2022__Kinesins R-HSA-983189,0.4493469484226443,1.5186305843887642,0.029880478087649404,0.21488085806683815,1.0,10/35,10.77%,KIF21B;KIF13B;KIF26A;KIF3B;KIF3C;KLC3;KIF16B;KIFAP3;KIF4A;KIF5B
prerank,Reactome_2022__PPARA Activates Gene Expression R-HSA-1989781,0.3576944792003641,1.5171034428786194,0.004301075268817204,0.21515671724333363,1.0,39/96,24.70%,ABCA1;FHL2;SMARCD3;MIA3;CDK8;AHRR;NPAS2;PPARA;MED14;CCNC;GRHL1;NFYA;CLOCK;CDK19;ACOX1;TNFRSF21;TXNRD1;AHR;THRAP3;NCOA1;EP300;MED4;AGXT;TBL1X;PEX11A;HMGCR;MED13;NFYB;MED23;ACADM;NCOR1;NCOA2;ALAS1;BMAL1;CPT2;CREBBP;HELZ2;NCOR2;ARNT2
prerank,Reactome_2022__Signaling By PDGFR In Disease R-HSA-9671555,0.5329989019356537,1.5169067938866874,0.03501945525291829,0.21336423573482305,1.0,9/16,26.29%,STRN;NRAS;SOS1;WDR48;GOLGA4;STAT1;ETV6;PIK3CB;PIK3R1
prerank,Reactome_2022__PKA-mediated Phosphorylation Of CREB R-HSA-111931,0.5454388661590186,1.5164040553135723,0.033268101761252444,0.2119950868487964,1.0,6/16,8.56%,NBEA;ADCY1;PRKX;PRKCA;ADCY5;PRKAR2B
prerank,Reactome_2022__FGFR1 Mutant Receptor Activation R-HSA-1839124,0.49480739382572536,1.5137364302849063,0.04330708661417323,0.21355632083736123,1.0,7/20,26.29%,MYO18A;ERLIN2;ZMYM2;STAT1;CPSF6;BAG4;PIK3R1
prerank,Reactome_2022__RAC1 GTPase Cycle R-HSA-9013149,0.3357971124615523,1.5137338959526052,0.00202020202020202,0.2114626314173871,1.0,52/149,21.13%,ARHGAP23;FGD5;ARHGEF4;OPHN1;ARHGAP45;DEF6;DOCK7;DOCK9;SH3BP1;IQGAP2;NHS;LBR;BAIAP2L1;SPATA13;DOCK4;PKN2;FAM13A;SYDE2;CDC42;VAV3;TIAM1;SOS1;ARHGAP12;SNAP23;PIK3R3;ARHGEF25;WIPF1;DIAPH3;ITGB1;WASF3;ARHGEF7;TMPO;FERMT2;WASL;ARHGEF6;NCKAP1;GNA13;ARHGAP42;ABI1;MCF2L;VANGL1;LEMD3;DOCK11;VRK2;ABL2;SRGAP2;CDC42BPA;PLEKHG2;KALRN;EPHA2;ALS2;GIT2
prerank,Reactome_2022__Formation Of Early Elongation Complex R-HSA-113418,-0.43086443552432796,-1.513275004227987,0.027559055118110236,0.20551661821841766,1.0,15/33,22.74%,POLR2G;POLR2L;NELFCD;POLR2H;ERCC2;POLR2C;NELFB;POLR2E;POLR2I;POLR2J;NELFE;SUPT4H1;SUPT5H;POLR2A;GTF2H4
prerank,Reactome_2022__TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,-0.5584418602094979,-1.5131909124038851,0.04842105263157895,0.20345024623767055,1.0,6/13,14.24%,SARM1;NDUFA2;UBB;TAB1;TICAM1;UBC
prerank,Reactome_2022__MHC Class II Antigen Presentation R-HSA-2132295,0.3612147995613543,1.5126063385756396,0.006329113924050633,0.2110262268556825,1.0,21/83,11.20%,CTSL;KIF26A;KIF3B;SEC24A;SEC24D;CLTC;CTSH;SEC23A;KIF3C;KLC3;CANX;CTSF;SPTBN2;DYNC1I2;DYNC1LI1;KIFAP3;KIF4A;DCTN6;KIF5B;CTSV;CAPZA1
prerank,Reactome_2022__APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154,-0.3790768038756894,-1.512170824658748,0.0078125,0.2027257386099669,1.0,29/65,23.47%,PSMB10;PSMB8;PSME1;UBE2S;UBB;PSMB9;PSMF1;PSME3;ANAPC11;PSME2;ANAPC2;PSMD2;UBE2C;PSMB7;ANAPC15;PSMB6;CDC20;PSMD13;UBC;PTTG1;PSMC3;PSMB3;PSMB1;PSMD8;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1
prerank,Reactome_2022__Regulation Of MECP2 Expression And Activity R-HSA-9022692,0.4679777486574833,1.5107528591792656,0.02663934426229508,0.2114138623603259,1.0,14/27,18.82%,AGO1;TNRC6C;AGO4;TNRC6B;LBR;PRKCA;HDAC2;AGO3;MECP2;HDAC1;TBL1X;TNRC6A;AGO2;NCOR1
prerank,Reactome_2022__Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,0.42820666110271177,1.5094173597345932,0.02584493041749503,0.21115578971100502,1.0,12/39,14.33%,EGFR;FGFR3;SRC;IRS2;STRN;SOS1;PIK3R3;PTPN11;PDGFB;FGFR2;ESR1;FGFR4
prerank,Reactome_2022__PI3K Events In ERBB2 Signaling R-HSA-1963642,0.5944304570336427,1.5088118257091863,0.06471816283924843,0.20998377151031564,1.0,1/11,0.06%,EGFR
prerank,Reactome_2022__Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,0.3521089224320552,1.5079909474065374,0.004228329809725159,0.20907834508220394,1.0,39/98,24.70%,ABCA1;FHL2;SMARCD3;MIA3;CDK8;AHRR;NPAS2;PPARA;MED14;CCNC;GRHL1;NFYA;CLOCK;CDK19;ACOX1;TNFRSF21;TXNRD1;AHR;THRAP3;NCOA1;EP300;MED4;AGXT;TBL1X;PEX11A;HMGCR;MED13;NFYB;MED23;ACADM;NCOR1;NCOA2;ALAS1;BMAL1;CPT2;CREBBP;HELZ2;NCOR2;ARNT2
prerank,"Reactome_2022__Base-Excision Repair, AP Site Formation R-HSA-73929",-0.43888265140011723,-1.5067322787301132,0.022448979591836733,0.20852796616675723,1.0,19/33,31.91%,H2AX;H2BC12;OGG1;TINF2;MUTYH;H2AJ;ACD;H2AC6;H2BC21;UNG;TERF2;H2BC11;SMUG1;H2BC5;MPG;TERF2IP;NEIL3;H2AC7;H2BC15
prerank,Reactome_2022__DNA Replication Pre-Initiation R-HSA-69002,-0.3402963929017488,-1.5017718240601687,0.006060606060606061,0.21318666928566748,1.0,41/113,23.47%,H2AX;CDT1;PSMB10;PSMB8;PSME1;H2BC12;UBE2S;UBB;PSMB9;PSMF1;PSME3;ANAPC11;H2AJ;MCM7;PSME2;ANAPC2;PSMD2;POLA2;UBE2C;PSMB7;FZR1;ANAPC15;PSMB6;MCM5;PSMD13;UBC;POLE3;RPA3;H2AC6;PSMC3;PSMB3;H2BC21;PSMB1;PSMD8;PSMD9;H2BC11;ORC6;PSMC5;PSMC4;PSMA7;PSMA1
prerank,Reactome_2022__Metal Ion SLC Transporters R-HSA-425410,0.49305565812886004,1.5007505527734175,0.05263157894736842,0.2173822252674595,1.0,12/20,24.13%,SLC39A4;SLC30A3;SLC30A7;SLC31A1;SLC41A1;SLC30A5;SLC41A2;SLC30A6;SLC39A6;SLC30A1;SLC11A2;SLC39A7
prerank,Reactome_2022__Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,-0.3824619344399546,-1.5002532916679452,0.02321083172147002,0.21321942339467326,1.0,26/57,23.47%,TP53;PSMB10;PSMB8;PSME1;UBB;PSMB9;PSMF1;PSME3;PSME2;PSMD2;PSMB7;FKBPL;PSMB6;CCNB2;PSMD13;UBC;PLK1;PSMC3;PSMB3;PSMB1;PSMD8;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1
prerank,Reactome_2022__Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,0.43569524194643994,1.4996898388013882,0.03792415169660679,0.21696357382660852,1.0,14/36,14.41%,SPON2;MUC5AC;GALNT12;MUC1;ADAMTS7;THSD7B;GALNT3;LFNG;ADAMTS17;MUC2;B3GLCT;C1GALT1C1;MUC6;C1GALT1
prerank,Reactome_2022__Chemokine Receptors Bind Chemokines R-HSA-380108,0.5547895891917028,1.4977442870356834,0.04950495049504951,0.2176949902271303,1.0,7/13,22.10%,CXCR4;CX3CL1;CCRL2;CCR1;CNOT6;CCR3;CCL22
prerank,Reactome_2022__APC/C:Cdc20 Mediated Degradation Of Cyclin B R-HSA-174048,-0.4709334947100072,-1.4972271439911482,0.03913894324853229,0.21562464451762137,1.0,8/24,14.24%,UBE2S;UBB;ANAPC11;ANAPC2;UBE2C;ANAPC15;CDC20;UBC
prerank,Reactome_2022__Diseases Of Glycosylation R-HSA-3781865,0.35333328284515514,1.4936246217955325,0.009900990099009901,0.22164932891221983,1.0,26/96,12.92%,SPON2;MUC5AC;GALNT12;PAPSS2;MUC1;GFPT1;SDC3;GPC4;HEXB;ALG6;ADAMTS7;EGFL7;GNE;THSD7B;GALNT3;LFNG;PGM1;ALG11;GPC2;ALG13;ADAMTS17;MUC2;NUS1;B3GLCT;C1GALT1C1;MUC6
prerank,Reactome_2022__Resolution Of Abasic Sites (AP Sites) R-HSA-73933,-0.4135271621375912,-1.4926639307565268,0.02857142857142857,0.22046522783599784,1.0,17/38,28.24%,POLD4;OGG1;APEX1;MUTYH;POLD2;POLD1;PNKP;FEN1;POLE3;RPA3;UNG;RFC2;PCNA;RFC5;POLE;SMUG1;MPG
prerank,Reactome_2022__Neuronal System R-HSA-112316,0.30960183017147846,1.4915795781946024,0.006211180124223602,0.2228868747051344,1.0,42/209,12.17%,KCNK3;PPM1E;KCNMA1;KCND3;EPB41L2;NBEA;SRC;MYO6;GLUL;ABCC8;ADCY1;KCNS3;TSPAN7;KCNK6;NCALD;PRKAA2;KCNJ6;GNAI3;EPB41;PRKX;KCNH2;CASK;SLC6A11;PRKCA;PLCB1;PPFIA3;GNG4;NRAS;GNAL;KCNQ2;CACNB4;ADCY5;PRKAR2B;GNG12;HCN4;MPP2;GABRG3;ARHGEF7;CACNA2D2;KCNB1;ALDH5A1;NLGN2
prerank,Reactome_2022__Signaling By MET R-HSA-6806834,0.3909765271908904,1.4898927525233188,0.04158004158004158,0.22347231269216308,1.0,21/56,19.08%,TNS4;LAMC1;LAMC2;SRC;DOCK7;STAM2;TNS3;NRAS;LAMB3;SOS1;RAP1A;PTPN11;ITGB1;STAM;RANBP9;HGFAC;LAMA5;PTK2;RNMT;LAMB1;EPS15
prerank,Reactome_2022__IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,-0.48936293199759434,-1.4894023034133663,0.04106776180698152,0.22323599022382798,1.0,6/20,15.51%,SARM1;NDUFA2;UBB;TICAM1;UBC;UBE2D2
prerank,Reactome_2022__Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,0.29155195529369543,1.4888164431618627,0.0,0.2230645334130002,1.0,107/356,18.91%,EGFR;LMO7;PSME4;MYO18A;BIRC6;FGFR3;SRC;SPRED1;MRAS;CDK8;CLTC;IRS2;ERLIN2;DUSP6;RANBP2;AP3B1;EML4;FOXO4;CCNC;BCL2L11;SPTBN1;FAM131B;SPRED2;PPP2R5A;ERLEC1;HDAC2;FOXO1;STRN;RBPJ;ZMYM2;ZFYVE9;NF1;MIB1;KREMEN1;NRAS;PSMD14;EIF2AK3;CTNNB1;PPP1CB;PSMD6;PPP2R1B;SOS1;WDR48;SMAD2;FZD4;RAP1A;GOLGA4;TGFBR1;PIK3R3;PPM1B;TNKS;HHAT;FOXO3;GOLGB1;TPM4;PTPN11;ADAM17;LYN;YWHAB;MECP2;PDGFB;KIF5B;HDAC1;PSMC2;HDAC8;GCC2;POLR2B;ADAM10;RRBP1;SMAD4;HDAC4;HIP1;RNF213;PSMD5;RICTOR;EP300;TRIP11;FGFR2;DUSP9;STAT1;AKAP9;GTF2F2;ESR1;FGFR4;TPR;AGGF1;FZD6;QKI;TBL1X;PTPN12;PPP1CC;WNT3A;PSMA4;ETV6;LRP6;KSR1;RNMT;TGFB1;PSMB2;POLR2D;DUSP10;YES1;MDM2;TNKS2;CHUK;NCOR1;ITGA2B
prerank,Reactome_2022__Ephrin Signaling R-HSA-3928664,0.5068343224484844,1.4866138826323605,0.060362173038229376,0.2241664239434339,1.0,10/17,29.48%,SRC;EPHB6;PKN2;EPHB2;ARHGEF7;EFNB1;SDCBP;NCK2;MYL12A;EFNB3
prerank,Reactome_2022__Removal Of Flap Intermediate R-HSA-69166,-0.536610584229954,-1.4861300237505282,0.050505050505050504,0.22561215133076626,1.0,7/14,21.24%,POLD4;POLA2;POLD2;POLD1;FEN1;RPA3;PCNA
prerank,Reactome_2022__Fanconi Anemia Pathway R-HSA-6783310,-0.4171103188642868,-1.4859423783951713,0.03550295857988166,0.22366191502377716,1.0,10/36,14.72%,EME1;UBB;FAAP100;CENPX;FANCG;EME2;ATRIP;MUS81;UBC;RPA3
prerank,Reactome_2022__Stabilization Of P53 R-HSA-69541,-0.38495409695334626,-1.4843676303460387,0.027237354085603113,0.22369285185026438,1.0,24/53,23.47%,CDKN2A;TP53;PSMB10;PSMB8;PSME1;UBB;PSMB9;PSMF1;PSME3;PSME2;PSMD2;PSMB7;PSMB6;PSMD13;UBC;PSMC3;PSMB3;PSMB1;PSMD8;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1
prerank,Reactome_2022__Cardiac Conduction R-HSA-5576891,0.3863584983549641,1.483421333627323,0.03353057199211045,0.22671185701259758,1.0,11/56,5.41%,KCNK3;KCND3;ASPH;ATP2B4;NANOS1;KCNK6;ITPR3;KCNH2;AHCYL1;HIPK1;PRKCA
prerank,Reactome_2022__Peptide Hormone Metabolism R-HSA-2980736,0.4040136496043819,1.4827687733090662,0.0299625468164794,0.22587510536002006,1.0,17/43,19.36%,MYO5A;ERO1B;SLC30A7;SEC11C;ATP6AP2;EXOC2;CTNNB1;CPE;SLC30A5;KIF5B;ACE;SLC30A6;AGXT;EXOC6;ERO1A;EXOC8;MYRIP
prerank,Reactome_2022__RORA Activates Gene Expression R-HSA-1368082,0.5041840964413727,1.4824685579510937,0.07407407407407407,0.22439578510441224,1.0,10/18,29.78%,SMARCD3;PPARA;NCOA1;EP300;TBL1X;NCOA2;CREBBP;HELZ2;LIN9;TBL1XR1
prerank,Reactome_2022__Negative Regulation Of NOTCH4 Signaling R-HSA-9604323,-0.38303264152953365,-1.4821149198041554,0.03155818540433925,0.22461218434826632,1.0,25/52,25.62%,PSMB10;PSMB8;PSME1;UBB;PSMB9;PSMF1;PSME3;PSME2;PSMD2;PSMB7;AKT1;PSMB6;PSMD13;UBC;PSMC3;PSMB3;PSMB1;PSMD8;PSMD9;PSMC5;PSMC4;PSMA7;PSMA1;TACC3;PSMD3
prerank,Reactome_2022__SARS-CoV-2 Infection R-HSA-9694516,-0.3045333600792397,-1.479608532919412,0.0,0.22611312519636756,1.0,67/243,15.59%,RPS2;RPS29;SDC2;RPS12;RPS3A;ZDHHC8;RPS13;RPS17;RPS21;RPS20;RPS3;RPSA;RPS14;RPS27;PARP14;RPS15A;TKFC;RPS28;RPS19;RPS16;RPS9;RPS25;SNRPB;FAU;RPS11;NUP210;RPS5;VPS11;RPS10;UBB;GEMIN5;AKT2;SNRPD2;RPS4X;MAVS;RPS6;PRKCSH;HLA-B;B2M;NUP62;NUP93;IL17RC;GPC1;GEMIN4;RPS15;HLA-A;ST6GALNAC2;RPS8;TAB1;MAN1B1;IRAK1;RPS23;GANAB;RNF135;AKT1;GEMIN7;SDC4;HLA-C;NOD1;STT3A;RPS7;UBC;PRMT1;NUP85;TYK2;VPS18;STAT2
prerank,Reactome_2022__Processive Synthesis On Lagging Strand R-HSA-69183,-0.5194642964405786,-1.4789695548462023,0.056,0.2250140544472293,1.0,7/15,21.24%,POLD4;POLA2;POLD2;POLD1;FEN1;RPA3;PCNA
prerank,Reactome_2022__Methylation R-HSA-156581,-0.5495195121806606,-1.478322636296474,0.07099391480730223,0.22384644814461074,1.0,6/12,22.50%,MAT1A;TRMT112;GSTO1;CYP1A2;AS3MT;MAT2A
prerank,Reactome_2022__RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,-0.3573047159559263,-1.4768693794253633,0.022,0.2240772285628042,1.0,31/79,23.47%,GATA3;H2AX;PSMB10;PSMB8;PSME1;H2BC12;UBB;PSMB9;PSMF1;PSME3;H2AJ;PSME2;PSMD2;GATA2;PSMB7;ABL1;PSMB6;PSMD13;UBC;H2AC6;PSMC3;PSMB3;H2BC21;PSMB1;PSMD8;PSMD9;H2BC11;PSMC5;PSMC4;PSMA7;PSMA1
prerank,Reactome_2022__Polymerase Switching On C-strand Of Telomere R-HSA-174411,-0.4513365252681828,-1.4761465350248837,0.025691699604743084,0.22297461874438682,1.0,12/25,21.24%,POLD4;TINF2;CTC1;POLA2;POLD2;ACD;POLD1;CHTF8;STN1;TERF2;RFC2;PCNA
prerank,Reactome_2022__Signaling By ERBB2 TMD/JMD Mutants R-HSA-9665686,0.5193271036050291,1.4755423766356657,0.05731225296442688,0.23234898848660715,1.0,3/16,7.62%,EGFR;NRAS;SOS1
prerank,Reactome_2022__TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,-0.3747808699351588,-1.4753227747078905,0.024,0.22203936053835105,1.0,24/59,25.52%,TP53;POLR2G;DDB2;POLR2L;NELFCD;POLR2H;RAD51D;CDK9;SSRP1;ERCC2;POLR2C;NELFB;POLR2E;POLR2I;POLR2J;NELFE;ELOB;SUPT4H1;SUPT5H;CCNK;POLR2A;GTF2H4;FOS;GTF2F1
prerank,Reactome_2022__Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373,-0.4600574711411128,-1.474424720549921,0.0513347022587269,0.22144725557691544,1.0,11/25,25.21%,POLD4;APEX1;POLD2;POLD1;FEN1;POLE3;RPA3;RFC2;PCNA;RFC5;POLE
prerank,Reactome_2022__RAB Geranylgeranylation R-HSA-8873719,0.3917472734177878,1.4741274153817785,0.03875968992248062,0.23254215795472627,1.0,21/52,20.61%,RAB36;PTP4A2;RAB27B;RAB3B;RAB1A;RAB23;RAB8B;RAB10;RAB29;RAB2A;RAB22A;RAB31;CHML;RAB9A;RAB8A;RABGGTB;RAB13;RAB43;RAB18;RAB6B;RAB4A
prerank,Reactome_2022__Intra-Golgi Traffic R-HSA-6811438,0.40857411841855307,1.47323303016596,0.0392156862745098,0.23203108199546513,1.0,16/38,19.10%,RAB36;MAN1C1;MAN1A2;NAPG;COG3;COG5;VPS45;GOSR1;STX6;COG6;TRIP11;NSF;MAN2A1;SNAP29;STX16;VTI1A
prerank,Reactome_2022__Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397,-0.45642058223246523,-1.4730261933183253,0.04294478527607362,0.22134229620439616,1.0,11/25,25.21%,POLD4;UBB;POLD2;POLD1;UBC;POLE3;RPA3;RFC2;PCNA;RFC5;POLE
prerank,Reactome_2022__Formation Of Cornified Envelope R-HSA-6809371,-0.46738700058190674,-1.4725227780339376,0.06288032454361055,0.22014265651662307,1.0,10/23,16.93%,PKP1;PKP3;CDSN;PI3;JUP;KLK12;PKP2;DSG2;ST14;CASP14
prerank,Reactome_2022__IRS-related Events Triggered By IGF1R R-HSA-2428928,0.43858511501747866,1.4714736545773608,0.04563492063492063,0.23279023634369092,1.0,9/30,14.33%,IGF2;FGFR3;IRS2;NRAS;SOS1;PTPN11;PIK3C3;FGFR2;FGFR4
prerank,Reactome_2022__Myogenesis R-HSA-525793,0.4785021375864068,1.4695147902163324,0.04771784232365145,0.23352853248031485,1.0,12/21,27.80%,CDC42;CTNNB1;MAPK11;CDH2;CTNNA2;NEO1;SPAG9;TCF12;CDON;MAPK14;MEF2A;MEF2D
