Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,40/153,1.781559905515122e-15,1.0680451633563157e-13,0,0,5.609928332106315,190.5203864893253,RPL4;RPL30;RPL32;RPLP1;RPL12;RPLP0;RPL8;RPS14;RPL7A;RPS17;RPS16;RPS15A;RPS19;RPS3;RPL35;RPL37;RPL15;RPS2;RPL18;RPS13;RPS12;RPL19;RPS9;RPL41;RPS5;RPL13A;RPL35A;RPSA;RPS3A;RPS28;RPS27;RPS29;RPL27A;RPL37A;RPL27;RPS20;FAU;LAMTOR1;RPL28;RPS21
Reactome_2022,rRNA Processing R-HSA-72312,46/199,2.2624073504396524e-15,1.2917268634176873e-13,0,0,4.778904280711147,161.1558681913454,RPL4;RPL30;RPL32;RPLP1;RPL12;RPLP0;RPL8;RPS14;TRMT112;RPL7A;RPS17;EXOSC5;RPS16;RPS15A;RPS19;NOB1;RPS3;RPL35;RPL37;RPL15;RPS2;RPL18;RPS13;RPS12;RPL19;NOP56;RPL41;RPS9;UTP4;RPS5;DDX56;RPL13A;RPL35A;RPSA;RPS3A;RCL1;RPS28;RPS27;RPS29;RPL27A;RPL37A;RPL27;RPS20;FAU;RPL28;RPS21
Reactome_2022,Translation R-HSA-72766,54/281,3.5336390973174524e-14,1.925833308038012e-12,0,0,3.792065943049185,117.45493122021504,RPL4;RPL30;RPL32;RPLP1;RPLP0;RPL8;EEF1B2;MRPL4;RPS14;TRMT112;RPL7A;RPS17;RPS16;RPS19;RPL35;RPL37;RPS13;RPS12;RPS9;RPS5;MRPL49;MRPS2;RPL13A;RPSA;RPS3A;EEF1G;EEF1A2;RPL37A;RPL27;RPL28;RPL12;MRPL16;MRPL17;MRPL12;MRPL10;MRPL11;RPS15A;RPS3;RPL15;RPS2;RPL18;RPL19;RPL41;RPL35A;EEF2;RPS28;RPS27;RPS29;RPL27A;EIF3G;RPS20;FAU;EIF3F;RPS21
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,45/209,7.175183558826571e-14,3.740454385666546e-12,0,0,4.355155635955336,131.8112370896583,RPL4;RPL30;RPL32;RPLP1;RPL12;RPLP0;RPL8;PSMB10;RPS14;RPL7A;RPS17;RPS16;RPS15A;RPS19;RPS3;RPL35;RPL37;RPL15;RPS2;RPL18;RPS13;RPS12;RPL19;RPL41;RPS9;RPS5;RPL13A;RPL35A;RPSA;RPS3A;PSMB8;PSMB9;RPS28;RPS27;RPS29;RPL27A;RPL37A;COL4A5;RPL27;RPS20;EVL;FAU;RPL28;RPS21;PFN2
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",21/50,3.1148873492033386e-13,1.5561458048728348e-11,0,0,11.344827586206897,326.7016879245938,RPS9;RPS5;RPS3A;RPSA;RPS14;RPS17;RPS28;RPS16;RPS15A;RPS27;RPS19;RPS29;RPS3;EIF3G;RPS20;RPS2;EIF3F;FAU;RPS21;RPS13;RPS12
Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,20/47,8.494937265906447e-13,4.0741719127287306e-11,0,0,11.596487973783466,322.31436199462706,RPS9;RPS5;RPS3A;RPSA;RPS14;RPS17;RPS28;RPS15A;RPS16;RPS27;RPS19;RPS29;RPS3;GEMIN5;RPS20;RPS2;FAU;RPS21;RPS13;RPS12
Reactome_2022,Metabolism Of Amino Acids And Derivatives R-HSA-71291,59/364,4.8102524492356595e-12,2.2182664179359829e-10,0,0,3.083899347939857,80.3672544369103,RPL4;RPL30;RPL32;RPLP1;RPLP0;RPL8;RPS14;RPL7A;RPS17;RPS16;RPS19;VSIG2;RPL35;RPL37;RPS13;AASS;RPS12;ARG2;RPS9;RPS5;PIPOX;RPL13A;RPSA;RPS3A;MAT1A;IVD;RPL37A;RPL27;SLC25A10;RPL28;BCAT2;GCDH;OAT;RPL12;DLST;MRI1;PSMB10;RPS15A;RPS3;RPL15;RPS2;RPL18;RPL19;CHGA;RPL41;RPL35A;PSMB8;PSMB9;ALDH4A1;GSTZ1;GRHPR;RPS28;RPS27;RPS29;RPL27A;KYAT1;RPS20;FAU;RPS21
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,21/57,6.5409556853752585e-12,2.8009306667017616e-10,0,0,9.135477582846004,235.26538625550265,RPS9;RPS5;RPS3A;RPSA;RPS14;RPS17;RPS28;RPS16;RPS15A;RPS27;RPS19;RPS29;RPS3;EIF3G;RPS20;RPS2;EIF3F;FAU;RPS21;RPS13;RPS12
Reactome_2022,Translation Initiation Complex Formation R-HSA-72649,21/57,6.5409556853752585e-12,2.8009306667017616e-10,0,0,9.135477582846004,235.26538625550265,RPS9;RPS5;RPS3A;RPSA;RPS14;RPS17;RPS28;RPS16;RPS15A;RPS27;RPS19;RPS29;RPS3;EIF3G;RPS20;RPS2;EIF3F;FAU;RPS21;RPS13;RPS12
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",21/58,9.668990948064374e-12,3.9976276368031666e-10,0,0,8.88809862494073,225.42082089881967,RPS9;RPS5;RPS3A;RPSA;RPS14;RPS17;RPS28;RPS16;RPS15A;RPS27;RPS19;RPS29;RPS3;EIF3G;RPS20;RPS2;EIF3F;FAU;RPS21;RPS13;RPS12
