priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative
815,3,Tier 3 — Partial reversal,2,BRD-A56987319,SQ-22536,0.000000,-17.776590,-14.076845,3,2,0,-10.617812,-14.076845,-17.776590,-90.000000,815,False,False,True,False,True,False
816,3,Tier 3 — Partial reversal,2,BRD-K40742111,baeomycesic-acid,-14.007999,-36.773888,20.886703,3,2,0,-9.965061,-14.007999,-36.773888,-90.000000,816,True,False,True,False,False,False
817,3,Tier 3 — Partial reversal,2,BRD-K91701654,U-0126,0.704722,-16.664555,-13.887339,3,2,0,-9.949057,-13.887339,-16.664555,-90.000000,817,False,False,True,False,True,False
818,3,Tier 3 — Partial reversal,2,BRD-K81062487,taurocholic-acid,4.580691,-22.325144,-13.774456,3,2,0,-10.506303,-13.774456,-22.325144,-90.000000,818,False,False,True,False,True,False
819,3,Tier 3 — Partial reversal,2,BRD-K10670311,sulfasalazine,-18.050606,23.276780,-13.740946,3,2,0,-2.838257,-13.740946,-18.050606,-90.000000,819,True,False,False,False,True,False
820,3,Tier 3 — Partial reversal,2,BRD-A41630653,BRD-A41630653,0.000000,-40.289722,-13.717612,3,2,0,-18.002445,-13.717612,-40.289722,-90.000000,820,False,False,True,False,True,False
821,3,Tier 3 — Partial reversal,2,BRD-A07000685,hydrocortisone-hemisuccinate,0.000000,-13.657474,-21.510254,3,2,0,-11.722576,-13.657474,-21.510254,-90.000000,821,False,False,True,False,True,False
822,3,Tier 3 — Partial reversal,2,BRD-A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),0.000000,-26.860548,-13.612007,3,2,0,-13.490852,-13.612007,-26.860548,-90.000000,822,False,False,True,False,True,False
823,3,Tier 3 — Partial reversal,2,BRD-K08703257,3-amino-benzamide,0.000000,-21.064146,-13.528574,3,2,0,-11.530907,-13.528574,-21.064146,-90.000000,823,False,False,True,False,True,False
824,3,Tier 3 — Partial reversal,2,BRD-K67298865,SB-431542,-17.433710,14.403412,-13.470146,3,2,0,-5.500148,-13.470146,-17.433710,-90.000000,824,True,False,False,False,True,False
825,3,Tier 3 — Partial reversal,2,BRD-K03015355,forskolin,0.000000,-13.284973,-16.132710,3,2,0,-9.805894,-13.284973,-16.132710,-90.000000,825,False,False,True,False,True,False
826,3,Tier 3 — Partial reversal,2,BRD-A58157837,butabindide,0.000000,-13.257112,-32.791344,3,2,0,-15.349486,-13.257112,-32.791344,-90.000000,826,False,False,True,False,True,False
827,3,Tier 3 — Partial reversal,2,BRD-K89014967,AS-703026,0.000000,-13.138687,-30.193052,3,2,0,-14.443913,-13.138687,-30.193052,-90.000000,827,False,False,True,False,True,False
828,3,Tier 3 — Partial reversal,2,BRD-A79314293,cephalosporanic-acid,0.000000,-13.107523,-44.045406,3,2,0,-19.050976,-13.107523,-44.045406,-90.000000,828,False,False,True,False,True,False
829,3,Tier 3 — Partial reversal,2,BRD-A23359898,sibutramine,1.832276,-13.056316,-18.219818,3,2,0,-9.814619,-13.056316,-18.219818,-90.000000,829,False,False,True,False,True,False
830,3,Tier 3 — Partial reversal,2,BRD-K76674262,homoharringtonine,0.000000,-44.295868,-13.042637,3,2,0,-19.112835,-13.042637,-44.295868,-90.000000,830,False,False,True,False,True,False
831,3,Tier 3 — Partial reversal,2,BRD-K63195589,tipifarnib,46.665398,-12.970555,-84.848920,3,2,0,-17.051359,-12.970555,-84.848920,-90.000000,831,False,False,True,False,True,False
832,3,Tier 3 — Partial reversal,2,BRD-K10207760,lasalocid,8.822428,-25.181383,-12.824053,3,2,0,-9.727669,-12.824053,-25.181383,-90.000000,832,False,False,True,False,True,False
833,3,Tier 3 — Partial reversal,2,BRD-K93280214,gabazine,0.000000,-24.899536,-12.670221,3,2,0,-12.523252,-12.670221,-24.899536,-90.000000,833,False,False,True,False,True,False
834,3,Tier 3 — Partial reversal,2,BRD-M00539986,formoterol,0.775194,-38.873610,-12.556725,3,2,0,-16.885047,-12.556725,-38.873610,-90.000000,834,False,False,True,False,True,False
835,3,Tier 3 — Partial reversal,2,BRD-K28428262,brivanib,0.000000,-12.508809,-39.606220,3,2,0,-17.371676,-12.508809,-39.606220,-90.000000,835,False,False,True,False,True,False
836,3,Tier 3 — Partial reversal,2,BRD-K93461745,buspirone,0.634249,-12.475911,-18.959198,3,2,0,-10.266953,-12.475911,-18.959198,-90.000000,836,False,False,True,False,True,False
837,3,Tier 3 — Partial reversal,2,BRD-K91315211,betahistine,0.000000,-38.541985,-12.270323,3,2,0,-16.937436,-12.270323,-38.541985,-90.000000,837,False,False,True,False,True,False
838,3,Tier 3 — Partial reversal,2,BRD-K21520694,sulfacetamide,0.000000,-12.260646,-19.333723,3,2,0,-10.531456,-12.260646,-19.333723,-90.000000,838,False,False,True,False,True,False
839,3,Tier 3 — Partial reversal,2,BRD-A53131506,epitestosterone,0.000000,-12.111186,-24.843056,3,2,0,-12.318081,-12.111186,-24.843056,-90.000000,839,False,False,True,False,True,False
840,3,Tier 3 — Partial reversal,2,BRD-A25576662,streptozotocin,5.910544,-12.014807,-25.219866,3,2,0,-10.441376,-12.014807,-25.219866,-90.000000,840,False,False,True,False,True,False
841,3,Tier 3 — Partial reversal,2,BRD-K14048378,BRD-K14048378,0.000000,-16.620060,-11.949454,3,2,0,-9.523171,-11.949454,-16.620060,-90.000000,841,False,False,True,False,True,False
842,3,Tier 3 — Partial reversal,2,BRD-K91485395,BRD-K91485395,0.000000,-11.923719,-12.533664,3,2,0,-8.152461,-11.923719,-12.533664,-90.000000,842,False,False,True,False,True,False
843,3,Tier 3 — Partial reversal,2,BRD-K02275692,cefotiam,1.233263,-11.874559,-13.973709,3,2,0,-8.205002,-11.874559,-13.973709,-90.000000,843,False,False,True,False,True,False
844,3,Tier 3 — Partial reversal,2,BRD-K27665173,D-64406,0.563777,-11.862955,-40.034320,3,2,0,-17.111166,-11.862955,-40.034320,-90.000000,844,False,False,True,False,True,False
845,3,Tier 3 — Partial reversal,2,BRD-K57569181,pentoxifylline,0.000000,-11.528463,-18.548008,3,2,0,-10.025490,-11.528463,-18.548008,-90.000000,845,False,False,True,False,True,False
846,3,Tier 3 — Partial reversal,2,BRD-K64857848,XMD-885,0.000000,-23.223192,-11.512903,3,2,0,-11.578698,-11.512903,-23.223192,-90.000000,846,False,False,True,False,True,False
847,3,Tier 3 — Partial reversal,2,BRD-K21350491,phenamil,-33.413185,-11.485888,0.000000,3,2,0,-14.966358,-11.485888,-33.413185,-90.000000,847,True,False,True,False,False,False
848,3,Tier 3 — Partial reversal,2,BRD-K53318339,vinpocetine,0.000000,-11.458682,-17.596035,3,2,0,-9.684906,-11.458682,-17.596035,-90.000000,848,False,False,True,False,True,False
849,3,Tier 3 — Partial reversal,2,BRD-K72222507,quinapril,0.916138,-18.010590,-11.448687,3,2,0,-9.514380,-11.448687,-18.010590,-90.000000,849,False,False,True,False,True,False
850,3,Tier 3 — Partial reversal,2,BRD-K95202259,ML-3163,0.000000,-11.362823,-16.963062,3,2,0,-9.441962,-11.362823,-16.963062,-90.000000,850,False,False,True,False,True,False
851,3,Tier 3 — Partial reversal,2,BRD-A64479082,quinidine,2.431290,-11.069737,-23.444118,3,2,0,-10.694188,-11.069737,-23.444118,-90.000000,851,False,False,True,False,True,False
852,3,Tier 3 — Partial reversal,2,BRD-K01095011,finasteride,0.493305,-10.893433,-19.367464,3,2,0,-9.922531,-10.893433,-19.367464,-90.000000,852,False,False,True,False,True,False
853,3,Tier 3 — Partial reversal,2,BRD-A44827100,erythromycin,0.000000,-10.865241,-21.181591,3,2,0,-10.682277,-10.865241,-21.181591,-90.000000,853,False,False,True,False,True,False
854,3,Tier 3 — Partial reversal,2,BRD-A37780065,triamcinolone,3.655008,-10.818613,-34.330254,3,2,0,-13.831286,-10.818613,-34.330254,-90.000000,854,False,False,True,False,True,False
855,3,Tier 3 — Partial reversal,2,BRD-K30189597,SYK-inhibitor,0.000000,-31.987823,-10.815294,3,2,0,-14.267706,-10.815294,-31.987823,-90.000000,855,False,False,True,False,True,False
856,3,Tier 3 — Partial reversal,2,BRD-A00100033,nifurtimox,1.365289,-11.371738,-10.807934,3,2,0,-6.938128,-10.807934,-11.371738,-90.000000,856,False,False,True,False,True,False
857,3,Tier 3 — Partial reversal,2,BRD-K10136726,tosyllysyl-chloromethyl-ketone,0.739958,-10.793091,-17.156162,3,2,0,-9.069765,-10.793091,-17.156162,-90.000000,857,False,False,True,False,True,False
858,3,Tier 3 — Partial reversal,2,BRD-K48367671,febuxostat,0.000000,-17.332972,-10.775507,3,2,0,-9.369493,-10.775507,-17.332972,-90.000000,858,False,False,True,False,True,False
859,3,Tier 3 — Partial reversal,2,BRD-K11399644,phenformin,0.000000,-16.837622,-10.673890,3,2,0,-9.170504,-10.673890,-16.837622,-90.000000,859,False,False,True,False,True,False
860,3,Tier 3 — Partial reversal,2,BRD-K32830106,guanfacine,28.840813,-10.634830,-14.916371,3,2,0,1.096538,-10.634830,-14.916371,-90.000000,860,False,False,True,False,True,False
861,3,Tier 3 — Partial reversal,2,BRD-K56231354,triprolidine,0.000000,-11.296581,-10.601351,3,2,0,-7.299311,-10.601351,-11.296581,-90.000000,861,False,False,True,False,True,False
862,3,Tier 3 — Partial reversal,2,BRD-K10852020,tolcapone,0.000000,-19.783361,-10.552361,3,2,0,-10.111907,-10.552361,-19.783361,-90.000000,862,False,False,True,False,True,False
863,3,Tier 3 — Partial reversal,2,BRD-K12401458,BRD-K12401458,-40.306500,-10.469114,12.295811,3,2,0,-12.826601,-10.469114,-40.306500,-90.000000,863,True,False,True,False,False,False
864,3,Tier 3 — Partial reversal,2,BRD-K14550461,doxercalciferol,0.000000,-20.646107,-10.410500,3,2,0,-10.352202,-10.410500,-20.646107,-90.000000,864,False,False,True,False,True,False
865,3,Tier 3 — Partial reversal,2,BRD-K82688027,RG-13022,-10.681366,-10.321135,2.536998,3,2,0,-6.155168,-10.321135,-10.681366,-90.000000,865,True,False,True,False,False,False
866,3,Tier 3 — Partial reversal,2,BRD-A96255180,ribavirin,0.000000,-23.488110,-10.245821,3,2,0,-11.244644,-10.245821,-23.488110,-90.000000,866,False,False,True,False,True,False
867,3,Tier 3 — Partial reversal,2,BRD-A09056319,alfuzosin,0.211417,-10.709094,-10.162656,3,2,0,-6.886778,-10.162656,-10.709094,-90.000000,867,False,False,True,False,True,False
868,3,Tier 3 — Partial reversal,2,BRD-K35941380,methysergide,0.000000,-53.410583,-10.147991,3,2,0,-21.186191,-10.147991,-53.410583,-90.000000,868,False,False,True,False,True,False
869,3,Tier 3 — Partial reversal,2,BRD-K60487568,SU-4312,0.000000,-10.012097,-51.043995,3,2,0,-20.352031,-10.012097,-51.043995,-90.000000,869,False,False,True,False,True,False
870,3,Tier 3 — Partial reversal,2,BRD-A41555725,chlortetracycline,0.000000,-38.530050,-9.942385,3,2,0,-16.157478,-9.942385,-38.530050,-90.000000,870,False,False,True,False,True,False
871,3,Tier 3 — Partial reversal,2,BRD-K61314889,endo-IWR-1,10.029966,-40.875793,-9.937066,3,2,0,-13.594298,-9.937066,-40.875793,-90.000000,871,False,False,True,False,True,False
872,3,Tier 3 — Partial reversal,2,BRD-A41145729,methoprene-acid,0.000000,-9.909597,-15.044142,3,2,0,-8.317913,-9.909597,-15.044142,-90.000000,872,False,False,True,False,True,False
873,3,Tier 3 — Partial reversal,2,BRD-A25234499,aminoglutethimide,0.000000,-11.181035,-9.845786,3,2,0,-7.008940,-9.845786,-11.181035,-90.000000,873,False,False,True,False,True,False
874,3,Tier 3 — Partial reversal,2,BRD-K35708212,ouabain,0.000000,-9.840159,-11.511603,3,2,0,-7.117254,-9.840159,-11.511603,-90.000000,874,False,False,True,False,True,False
875,3,Tier 3 — Partial reversal,2,BRD-K19507340,megestrol,0.017834,-9.690260,-21.063770,3,2,0,-10.245399,-9.690260,-21.063770,-90.000000,875,False,False,True,False,True,False
876,3,Tier 3 — Partial reversal,2,BRD-K76805682,SB-415286,-14.662604,1.656096,-9.444998,3,2,0,-7.483835,-9.444998,-14.662604,-90.000000,876,True,False,False,False,True,False
877,3,Tier 3 — Partial reversal,2,BRD-A44008656,doxylamine,0.000000,-9.443270,-26.018879,3,2,0,-11.820716,-9.443270,-26.018879,-90.000000,877,False,False,True,False,True,False
878,3,Tier 3 — Partial reversal,2,BRD-A79903587,tegafur,0.000000,-9.430094,-16.941366,3,2,0,-8.790487,-9.430094,-16.941366,-90.000000,878,False,False,True,False,True,False
879,3,Tier 3 — Partial reversal,2,BRD-K60640630,mometasone,5.351136,-9.345024,-21.013996,3,2,0,-8.335961,-9.345024,-21.013996,-90.000000,879,False,False,True,False,True,False
880,3,Tier 3 — Partial reversal,2,BRD-A22844106,tenoxicam,0.000000,-9.191566,-19.377579,3,2,0,-9.523048,-9.191566,-19.377579,-90.000000,880,False,False,True,False,True,False
881,3,Tier 3 — Partial reversal,2,BRD-K84566043,fenpiverinium,-9.161382,4.973015,-49.265152,3,2,0,-17.817840,-9.161382,-49.265152,-90.000000,881,True,False,False,False,True,False
882,3,Tier 3 — Partial reversal,2,BRD-K13533483,cyclosporin-a,0.000000,-9.136940,-11.416927,3,2,0,-6.851289,-9.136940,-11.416927,-90.000000,882,False,False,True,False,True,False
883,3,Tier 3 — Partial reversal,2,BRD-K11163873,phenanthridone,0.000000,-9.116441,-24.720982,3,2,0,-11.279141,-9.116441,-24.720982,-90.000000,883,False,False,True,False,True,False
884,3,Tier 3 — Partial reversal,2,BRD-K94080537,diethyltoluamide,0.000000,-8.973661,-13.495420,3,2,0,-7.489694,-8.973661,-13.495420,-90.000000,884,False,False,True,False,True,False
885,3,Tier 3 — Partial reversal,2,BRD-K40887525,ritanserin,0.000000,-22.351492,-8.809450,3,2,0,-10.386981,-8.809450,-22.351492,-90.000000,885,False,False,True,False,True,False
886,3,Tier 3 — Partial reversal,2,BRD-K24675965,LY-288513,1.127555,-8.642786,-16.455250,3,2,0,-7.990160,-8.642786,-16.455250,-90.000000,886,False,False,True,False,True,False
887,3,Tier 3 — Partial reversal,2,BRD-K31268420,NSC-693868,0.000000,-8.627221,-29.141724,3,2,0,-12.589648,-8.627221,-29.141724,-90.000000,887,False,False,True,False,True,False
888,3,Tier 3 — Partial reversal,2,BRD-A95939040,sertaconazole,0.000000,-18.393246,-8.602415,3,2,0,-8.998554,-8.602415,-18.393246,-90.000000,888,False,False,True,False,True,False
889,3,Tier 3 — Partial reversal,2,BRD-K83063356,RS-102895,0.000000,-15.178069,-8.597604,3,2,0,-7.925224,-8.597604,-15.178069,-90.000000,889,False,False,True,False,True,False
890,3,Tier 3 — Partial reversal,2,BRD-A22769835,homochlorcyclizine,0.493305,-8.586811,-38.987090,3,2,0,-15.693532,-8.586811,-38.987090,-90.000000,890,False,False,True,False,True,False
891,3,Tier 3 — Partial reversal,2,BRD-K31611373,fluprostenol,-27.469269,3.025396,-8.573758,3,2,0,-11.005877,-8.573758,-27.469269,-90.000000,891,True,False,False,False,True,False
892,3,Tier 3 — Partial reversal,2,BRD-K72541103,JAK3-inhibitor-I,7.175425,-8.558803,-18.520750,3,2,0,-6.634709,-8.558803,-18.520750,-90.000000,892,False,False,True,False,True,False
893,3,Tier 3 — Partial reversal,2,BRD-K71103788,duloxetine,,-8.550344,-8.566720,2,2,0,-8.558532,-8.558532,-8.566720,-90.000000,893,False,False,True,False,True,False
894,3,Tier 3 — Partial reversal,2,BRD-K40227168,vinburnine,0.000000,-34.235190,-8.549786,3,2,0,-14.261659,-8.549786,-34.235190,-90.000000,894,False,False,True,False,True,False
895,3,Tier 3 — Partial reversal,2,BRD-K52512893,SC-19220,0.000000,-8.532842,-27.028930,3,2,0,-11.853924,-8.532842,-27.028930,-90.000000,895,False,False,True,False,True,False
896,3,Tier 3 — Partial reversal,2,BRD-K25591257,resveratrol,-19.068016,-8.473719,3.840733,3,2,0,-7.900334,-8.473719,-19.068016,-90.000000,896,True,False,True,False,False,False
897,3,Tier 3 — Partial reversal,2,BRD-A43930669,L-368899,0.000000,-8.432404,-15.223749,3,2,0,-7.885384,-8.432404,-15.223749,-90.000000,897,False,False,True,False,True,False
898,3,Tier 3 — Partial reversal,2,BRD-K61993165,niacin,2.456973,-8.392063,-22.355474,3,2,0,-9.430188,-8.392063,-22.355474,-90.000000,898,False,False,True,False,True,False
899,3,Tier 3 — Partial reversal,2,BRD-K75430629,BRD-K75430629,0.000000,-8.345327,-18.581253,3,2,0,-8.975527,-8.345327,-18.581253,-90.000000,899,False,False,True,False,True,False
900,3,Tier 3 — Partial reversal,2,BRD-K79124250,ioxaglic-acid,-17.670190,11.801076,-8.280089,3,2,0,-4.716401,-8.280089,-17.670190,-90.000000,900,True,False,False,False,True,False
901,3,Tier 3 — Partial reversal,2,BRD-A04327189,synephrine,0.000000,-15.672896,-8.274401,3,2,0,-7.982432,-8.274401,-15.672896,-90.000000,901,False,False,True,False,True,False
902,3,Tier 3 — Partial reversal,2,BRD-K55301415,abiraterone,-11.327005,-8.215973,0.000000,3,2,0,-6.514326,-8.215973,-11.327005,-90.000000,902,True,False,True,False,False,False
903,3,Tier 3 — Partial reversal,2,BRD-K38305202,domperidone,-8.208561,9.202539,-12.029796,3,2,0,-3.678606,-8.208561,-12.029796,-90.000000,903,True,False,False,False,True,False
904,3,Tier 3 — Partial reversal,2,BRD-K88849294,lobaric-acid,-10.111149,2.829169,-8.181967,3,2,0,-5.154649,-8.181967,-10.111149,-90.000000,904,True,False,False,False,True,False
905,3,Tier 3 — Partial reversal,2,BRD-K72166146,dihydroergotamine,2.164634,-8.139535,-10.059464,3,2,0,-5.344788,-8.139535,-10.059464,-90.000000,905,False,False,True,False,True,False
906,3,Tier 3 — Partial reversal,2,BRD-K08589866,linsitinib,0.000000,-8.067348,-39.342590,3,2,0,-15.803313,-8.067348,-39.342590,-90.000000,906,False,False,True,False,True,False
907,3,Tier 3 — Partial reversal,2,BRD-K31283835,tofacitinib,4.545454,-7.964104,-14.974871,3,2,0,-6.131173,-7.964104,-14.974871,-90.000000,907,False,False,True,False,True,False
908,3,Tier 3 — Partial reversal,2,BRD-K81376179,TCS-359,0.000000,-7.917778,-9.784957,3,2,0,-5.900912,-7.917778,-9.784957,-90.000000,908,False,False,True,False,True,False
909,3,Tier 3 — Partial reversal,2,BRD-A93424738,dexamethasone-acetate,17.492280,-7.840644,-28.511934,3,2,0,-6.286766,-7.840644,-28.511934,-90.000000,909,False,False,True,False,True,False
910,3,Tier 3 — Partial reversal,2,BRD-A96897502,U-74389F,0.000000,-7.802525,-12.172730,3,2,0,-6.658418,-7.802525,-12.172730,-90.000000,910,False,False,True,False,True,False
911,3,Tier 3 — Partial reversal,2,BRD-A55962179,omeprazole,0.458069,-13.573585,-7.751406,3,2,0,-6.955641,-7.751406,-13.573585,-90.000000,911,False,False,True,False,True,False
912,3,Tier 3 — Partial reversal,2,BRD-K80348542,cephaeline,-9.126145,-7.716702,0.000000,3,2,0,-5.614282,-7.716702,-9.126145,-90.000000,912,True,False,True,False,False,False
913,3,Tier 3 — Partial reversal,2,BRD-K99621550,tubocurarine,0.000000,-12.620192,-7.710251,3,2,0,-6.776814,-7.710251,-12.620192,-90.000000,913,False,False,True,False,True,False
914,3,Tier 3 — Partial reversal,2,BRD-K27141178,SB-203186,0.000000,-7.703654,-8.168635,3,2,0,-5.290763,-7.703654,-8.168635,-90.000000,914,False,False,True,False,True,False
915,3,Tier 3 — Partial reversal,2,BRD-K95785537,PP-2,0.000000,-11.604197,-7.701603,3,2,0,-6.435267,-7.701603,-11.604197,-90.000000,915,False,False,True,False,True,False
916,3,Tier 3 — Partial reversal,2,BRD-A36267905,buphenine,3.453136,-87.350250,-7.681466,3,2,0,-30.526193,-7.681466,-87.350250,-90.000000,916,False,False,True,False,True,False
917,3,Tier 3 — Partial reversal,2,BRD-K73838513,cinacalcet,0.000000,-12.868229,-7.628411,3,2,0,-6.832213,-7.628411,-12.868229,-90.000000,917,False,False,True,False,True,False
918,3,Tier 3 — Partial reversal,2,BRD-K39569857,avrainvillamide-analog-3,0.000000,-17.715800,-7.610994,3,2,0,-8.442265,-7.610994,-17.715800,-90.000000,918,False,False,True,False,True,False
919,3,Tier 3 — Partial reversal,2,BRD-K69556541,ryanodine,0.000000,-21.665180,-7.555829,3,2,0,-9.740336,-7.555829,-21.665180,-90.000000,919,False,False,True,False,True,False
920,3,Tier 3 — Partial reversal,2,BRD-A37776212,ICI-204448,0.000000,-7.499596,-21.284191,3,2,0,-9.594596,-7.499596,-21.284191,-90.000000,920,False,False,True,False,True,False
921,3,Tier 3 — Partial reversal,2,BRD-K55454768,TAS-301,0.000000,-15.746198,-7.427317,3,2,0,-7.724505,-7.427317,-15.746198,-90.000000,921,False,False,True,False,True,False
922,3,Tier 3 — Partial reversal,2,BRD-K97118047,"4,5,6,7-tetrabromobenzotriazole",-7.352210,11.363092,-20.266400,3,2,0,-5.418506,-7.352210,-20.266400,-90.000000,922,True,False,False,False,True,False
923,3,Tier 3 — Partial reversal,2,BRD-K83023055,GR-135531,0.000000,-15.657171,-7.351453,3,2,0,-7.669541,-7.351453,-15.657171,-90.000000,923,False,False,True,False,True,False
924,3,Tier 3 — Partial reversal,2,BRD-K01902415,pirinixic-acid,1.409443,-7.326778,-10.330202,3,2,0,-5.415846,-7.326778,-10.330202,-90.000000,924,False,False,True,False,True,False
925,3,Tier 3 — Partial reversal,2,BRD-A49148672,galantamine,-45.564526,14.867039,-7.306522,3,2,0,-12.668003,-7.306522,-45.564526,-90.000000,925,True,False,False,False,True,False
926,3,Tier 3 — Partial reversal,2,BRD-A66559694,naltrexone,0.000000,-7.209303,-53.845300,3,2,0,-20.351534,-7.209303,-53.845300,-90.000000,926,False,False,True,False,True,False
927,3,Tier 3 — Partial reversal,2,BRD-K35240538,methylprednisolone,-8.862278,14.321532,-7.189413,3,2,0,-0.576720,-7.189413,-8.862278,-90.000000,927,True,False,False,False,True,False
928,3,Tier 3 — Partial reversal,2,BRD-K04923131,GSK-3-inhibitor-IX,30.897125,-7.152572,-73.118454,3,2,0,-16.457967,-7.152572,-73.118454,-90.000000,928,False,False,True,False,True,False
929,3,Tier 3 — Partial reversal,2,BRD-K57926513,tyrphostin-AG-1295,0.000000,-7.079002,-45.033310,3,2,0,-17.370771,-7.079002,-45.033310,-90.000000,929,False,False,True,False,True,False
930,3,Tier 3 — Partial reversal,2,BRD-K88172511,naltrexone,0.028894,-9.665401,-7.020775,3,2,0,-5.552427,-7.020775,-9.665401,-90.000000,930,False,False,True,False,True,False
931,3,Tier 3 — Partial reversal,2,BRD-K22631935,neurodazine,0.000000,-7.011980,-45.818382,3,2,0,-17.610121,-7.011980,-45.818382,-90.000000,931,False,False,True,False,True,False
932,3,Tier 3 — Partial reversal,2,BRD-K04993501,cefixime,2.466526,-6.963440,-9.121727,3,2,0,-4.539547,-6.963440,-9.121727,-90.000000,932,False,False,True,False,True,False
933,3,Tier 3 — Partial reversal,2,BRD-A13188892,doxazosin,0.000000,-6.941491,-18.230370,3,2,0,-8.390620,-6.941491,-18.230370,-90.000000,933,False,False,True,False,True,False
934,3,Tier 3 — Partial reversal,2,BRD-K73991644,isoquercetin,0.000000,-6.934295,-9.167049,3,2,0,-5.367115,-6.934295,-9.167049,-90.000000,934,False,False,True,False,True,False
935,3,Tier 3 — Partial reversal,2,BRD-A31204924,mitotane,0.000000,-8.799133,-6.739179,3,2,0,-5.179437,-6.739179,-8.799133,-90.000000,935,False,False,True,False,True,False
936,3,Tier 3 — Partial reversal,2,BRD-A85234536,N6-cyclopentyladenosine,21.928629,-9.297014,-6.619029,3,2,0,2.004195,-6.619029,-9.297014,-90.000000,936,False,False,True,False,True,False
937,3,Tier 3 — Partial reversal,2,BRD-K28863208,PNU-282987,1.585624,-6.579898,-6.597593,3,2,0,-3.863956,-6.579898,-6.597593,-90.000000,937,False,False,True,False,True,False
938,3,Tier 3 — Partial reversal,2,BRD-K42095107,daidzein,-6.451620,-11.170626,7.257739,3,2,0,-3.454836,-6.451620,-11.170626,-90.000000,938,True,False,True,False,False,False
939,3,Tier 3 — Partial reversal,2,BRD-K50417881,eticlopride,0.775194,-6.406246,-19.224092,3,2,0,-8.285048,-6.406246,-19.224092,-90.000000,939,False,False,True,False,True,False
940,3,Tier 3 — Partial reversal,2,BRD-K29733039,deforolimus,0.000000,-6.401520,-22.776600,3,2,0,-9.726040,-6.401520,-22.776600,-90.000000,940,False,False,True,False,True,False
941,3,Tier 3 — Partial reversal,2,BRD-K56334280,amonafide,0.000000,-7.258633,-6.305694,3,2,0,-4.521442,-6.305694,-7.258633,-90.000000,941,False,False,True,False,True,False
942,3,Tier 3 — Partial reversal,2,BRD-K09631521,thiotepa,-7.935284,-6.265929,2.607470,3,2,0,-3.864581,-6.265929,-7.935284,-90.000000,942,True,False,True,False,False,False
943,3,Tier 3 — Partial reversal,2,BRD-K52930707,rescinnamine,0.000000,-19.123558,-6.187078,3,2,0,-8.436879,-6.187078,-19.123558,-90.000000,943,False,False,True,False,True,False
944,3,Tier 3 — Partial reversal,2,BRD-K11634954,GBR-13069,-38.927418,5.370153,-6.095842,3,2,0,-13.217702,-6.095842,-38.927418,-90.000000,944,True,False,False,False,True,False
945,3,Tier 3 — Partial reversal,2,BRD-A77722753,hydralazine,-6.087437,-10.320614,15.805964,3,2,0,-0.200696,-6.087437,-10.320614,-90.000000,945,True,False,True,False,False,False
946,3,Tier 3 — Partial reversal,2,BRD-A38793261,BRD-A38793261,0.000000,-5.990134,-12.730184,3,2,0,-6.240106,-5.990134,-12.730184,-90.000000,946,False,False,True,False,True,False
947,3,Tier 3 — Partial reversal,2,BRD-A10420615,cyclopiazonic-acid,0.000000,-13.317424,-5.855055,3,2,0,-6.390826,-5.855055,-13.317424,-90.000000,947,False,False,True,False,True,False
948,3,Tier 3 — Partial reversal,2,BRD-K30816563,ranitidine,12.604802,-5.776535,-7.864151,3,2,0,-0.345295,-5.776535,-7.864151,-90.000000,948,False,False,True,False,True,False
949,3,Tier 3 — Partial reversal,2,BRD-K41859756,NVP-AUY922,0.000000,-44.019890,-5.764422,3,2,0,-16.594771,-5.764422,-44.019890,-90.000000,949,False,False,True,False,True,False
950,3,Tier 3 — Partial reversal,2,BRD-K92817986,BIX-02188,2.607470,-5.715065,-38.282830,3,2,0,-13.796808,-5.715065,-38.282830,-90.000000,950,False,False,True,False,True,False
951,3,Tier 3 — Partial reversal,2,BRD-A18419789,etoposide,0.000000,-5.671305,-15.641444,3,2,0,-7.104250,-5.671305,-15.641444,-90.000000,951,False,False,True,False,True,False
952,3,Tier 3 — Partial reversal,2,BRD-A22143024,estropipate,-14.700025,-5.620908,0.704722,3,2,0,-6.538737,-5.620908,-14.700025,-90.000000,952,True,False,True,False,False,False
953,3,Tier 3 — Partial reversal,2,BRD-K26947839,BRD-K26947839,-59.578117,-5.610674,4.060347,3,2,0,-20.376148,-5.610674,-59.578117,-90.000000,953,True,False,True,False,False,False
954,3,Tier 3 — Partial reversal,2,BRD-K61951118,FG-7142,21.262249,-5.607580,-10.595472,3,2,0,1.686399,-5.607580,-10.595472,-90.000000,954,False,False,True,False,True,False
955,3,Tier 3 — Partial reversal,2,BRD-K46317332,proadifen,0.000000,-6.953239,-5.563560,3,2,0,-4.172266,-5.563560,-6.953239,-90.000000,955,False,False,True,False,True,False
