priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative
573,3,Tier 3 — Partial reversal,2,BRD-K92984783,melperone,0.000000,-62.510780,-53.639404,3,2,0,-38.716728,-53.639404,-62.510780,-90.000000,573,False,False,True,False,True,False
574,3,Tier 3 — Partial reversal,2,BRD-K13725475,rhodomyrtoxin,0.000000,-58.177826,-53.618755,3,2,0,-37.265527,-53.618755,-58.177826,-90.000000,574,False,False,True,False,True,False
575,3,Tier 3 — Partial reversal,2,BRD-K80725821,RS-16566,0.000000,-54.284805,-53.370380,3,2,0,-35.885062,-53.370380,-54.284805,-90.000000,575,False,False,True,False,True,False
576,3,Tier 3 — Partial reversal,2,BRD-K46142322,RS-67333,0.916138,-65.317800,-53.303467,3,2,0,-39.235043,-53.303467,-65.317800,-90.000000,576,False,False,True,False,True,False
577,3,Tier 3 — Partial reversal,2,BRD-K15402119,huperzine-a,0.000000,-75.772510,-52.409527,3,2,0,-42.727346,-52.409527,-75.772510,-90.000000,577,False,False,True,False,True,False
578,3,Tier 3 — Partial reversal,2,BRD-K39746403,erythromycin-estolate,0.000000,-52.312200,-65.405380,3,2,0,-39.239193,-52.312200,-65.405380,-90.000000,578,False,False,True,False,True,False
579,3,Tier 3 — Partial reversal,2,BRD-K77641333,naphazoline,0.000000,-55.244522,-52.098797,3,2,0,-35.781106,-52.098797,-55.244522,-90.000000,579,False,False,True,False,True,False
580,3,Tier 3 — Partial reversal,2,BRD-K47659338,EMD-386088,0.000000,-51.261566,-52.884872,3,2,0,-34.715479,-51.261566,-52.884872,-90.000000,580,False,False,True,False,True,False
581,3,Tier 3 — Partial reversal,2,BRD-K20152659,dihomo-gamma-linolenic-acid,3.888171,-52.611137,-50.315240,3,2,0,-33.012735,-50.315240,-52.611137,-90.000000,581,False,False,True,False,True,False
582,3,Tier 3 — Partial reversal,2,BRD-K36055864,cycloheximide,0.000000,-48.755120,-67.596050,3,2,0,-38.783723,-48.755120,-67.596050,-90.000000,582,False,False,True,False,True,False
583,3,Tier 3 — Partial reversal,2,BRD-K94830329,ataluren,0.000000,-48.346290,-66.523660,3,2,0,-38.289983,-48.346290,-66.523660,-90.000000,583,False,False,True,False,True,False
584,3,Tier 3 — Partial reversal,2,BRD-A04668240,CGP-52432,0.000000,-60.776894,-48.040817,3,2,0,-36.272570,-48.040817,-60.776894,-90.000000,584,False,False,True,False,True,False
585,3,Tier 3 — Partial reversal,2,BRD-K40530731,hyoscyamine,0.000000,-60.860374,-47.633030,3,2,0,-36.164468,-47.633030,-60.860374,-90.000000,585,False,False,True,False,True,False
