priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative
2167,4,Tier 4 — Weak/single-signature,0,BRD-K52850071,WHI-P154,0.000000,23.437778,7.827750,3,0,0,10.421843,7.827750,0.000000,-90.000000,2167,False,False,False,False,False,False
2168,4,Tier 4 — Weak/single-signature,0,BRD-K10995081,perphenazine,0.105708,19.002620,7.900416,3,0,0,9.002915,7.900416,0.105708,-90.000000,2168,False,False,False,False,False,False
2169,4,Tier 4 — Weak/single-signature,0,BRD-K22503835,scriptaid,0.000000,25.966024,7.966460,3,0,0,11.310828,7.966460,0.000000,-90.000000,2169,False,False,False,False,False,False
2170,4,Tier 4 — Weak/single-signature,0,BRD-K92723993,imatinib,7.988336,15.436110,1.797040,3,0,0,8.407162,7.988336,1.797040,-90.000000,2170,False,False,False,False,False,False
2171,4,Tier 4 — Weak/single-signature,0,BRD-K49372556,mofezolac,0.000000,8.020924,16.293716,3,0,0,8.104880,8.020924,0.000000,-90.000000,2171,False,False,False,False,False,False
2172,4,Tier 4 — Weak/single-signature,0,BRD-A91452556,estradiol-cypionate,0.023746,8.040208,15.364005,3,0,0,7.809320,8.040208,0.023746,-90.000000,2172,False,False,False,False,False,False
2173,4,Tier 4 — Weak/single-signature,0,BRD-A18917088,estradiol,10.325998,8.096060,0.352361,3,0,0,6.258140,8.096060,0.352361,-90.000000,2173,False,False,False,False,False,False
2174,4,Tier 4 — Weak/single-signature,0,BRD-A26711594,nicardipine,0.035236,8.103273,42.397530,3,0,0,16.845346,8.103273,0.035236,-90.000000,2174,False,False,False,False,False,False
2175,4,Tier 4 — Weak/single-signature,0,BRD-K74305673,IKK-2-inhibitor-V,6.236786,8.139535,72.343580,3,0,0,28.906634,8.139535,6.236786,-90.000000,2175,False,False,False,False,False,False
2176,4,Tier 4 — Weak/single-signature,0,BRD-K67637637,olopatadine,0.000000,8.163357,15.416548,3,0,0,7.859968,8.163357,0.000000,-90.000000,2176,False,False,False,False,False,False
2177,4,Tier 4 — Weak/single-signature,0,BRD-A80213327,NSC-23766,2.501762,8.184715,27.918610,3,0,0,12.868362,8.184715,2.501762,-90.000000,2177,False,False,False,False,False,False
2178,4,Tier 4 — Weak/single-signature,0,BRD-K15409150,penfluridol,8.210261,5.179704,46.675278,3,0,0,20.021748,8.210261,5.179704,-90.000000,2178,False,False,False,False,False,False
2179,4,Tier 4 — Weak/single-signature,0,BRD-K54411430,robustic-acid,0.000000,8.266013,8.967132,3,0,0,5.744382,8.266013,0.000000,-90.000000,2179,False,False,False,False,False,False
2180,4,Tier 4 — Weak/single-signature,0,BRD-A50675702,fipronil,2.325581,8.321911,10.486761,3,0,0,7.044751,8.321911,2.325581,-90.000000,2180,False,False,False,False,False,False
2181,4,Tier 4 — Weak/single-signature,0,BRD-A60294240,tribenoside,0.000000,8.330930,18.722786,3,0,0,9.017905,8.330930,0.000000,-90.000000,2181,False,False,False,False,False,False
2182,4,Tier 4 — Weak/single-signature,0,BRD-A62336480,niguldipine,0.000000,15.248781,8.331911,3,0,0,7.860231,8.331911,0.000000,-90.000000,2182,False,False,False,False,False,False
2183,4,Tier 4 — Weak/single-signature,0,BRD-K73709114,BRD-K73709114,0.563777,28.895605,8.334577,3,0,0,12.597986,8.334577,0.563777,-90.000000,2183,False,False,False,False,False,False
