priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status
18,2,Tier 2 — Consistent reversal,4,BRD-K55930204,phenytoin,-37.665825,-91.621540,-43.434790,3,3,1,-57.574052,-43.434790,-91.621540,-90.000000,18,True,False,True,True,True,False,1775.000000,Phenytoin,C15H12N2O2,252.270000,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",CXOFVDLJLONNDW-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,ANDA089779,MARSAM PHARMS LLC,001,Discontinued,INJECTABLE,INJECTION,PHENYTOIN SODIUM,phenytoin,200,False,,,,,,,,429,True,10,NCT00219479 | NCT00552526 | NCT00612651 | NCT00781196 | NCT02939937 | NCT04829838 | NCT05459597 | NCT05637086 | NCT06081283 | NCT06466473,COMPLETED | RECRUITING | TERMINATED | UNKNOWN,PHASE1 | PHASE2 | PHASE3 | PHASE4,"Brain Injuries, Acute, Brain Injuries, Traumatic, Brain Ischemia, Brain Hypoxia, Hypoxia-Ischemia, Brain | Epilepsy | Epilepsy, Mental Retardation | Gingival Overgrowth | Gliosarcoma, Glioblastoma, Anaplastic Astrocytoma | Healthy | Optic Neuritis | Seizure, Epileptic | Seizures | Status Epilepticus",phenytoin,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
22,2,Tier 2 — Consistent reversal,3,BRD-K52662033,lidocaine,-18.033361,-84.468930,-85.993546,3,3,0,-62.831946,-84.468930,-85.993546,-90.000000,32,True,False,True,False,True,False,3676.000000,Lidocaine,C14H22N2O,234.340000,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00643487 | NCT02792933 | NCT03388814 | NCT04192708 | NCT04792164 | NCT06438952 | NCT06652334 | NCT06838793 | NCT07245121 | NCT07691684,COMPLETED | RECRUITING | UNKNOWN | WITHDRAWN,EARLY_PHASE1 | NA | PHASE4,"Anterior Knee Pain Syndrome | Chronic Pain, Perineural Analgesia, Prolotherapy, Knee Osteoarthritis | Effects of Anesthesia Spinal and Epidural in Pregnancy | Femoral Fractures | Inguinal Hernia | Low Back Pain, Lumbar Disc Herniation | Microtia, Microtia, Congenital | Musculoskeletal Diseases or Conditions | Pain, Postoperative, Breast Cancer, Opioid Use, Surgery | Temporomandibular Joint Disorders, Temporomandibular Joint Internal Derangement, Temporomandibular Joint Dysfunction Syndrome",lidocaine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
25,2,Tier 2 — Consistent reversal,3,BRD-K94353609,fluocinolone,-77.690400,-79.709700,-63.414906,3,3,0,-73.605002,-77.690400,-79.709700,-90.000000,35,True,False,True,False,True,False,91488.000000,Fluocinolone,C21H26F2O6,412.400000,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CC(C4=CC(=O)C=CC43C)F)F)O,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O,"InChI=1S/C21H26F2O6/c1-18-4-3-10(25)5-13(18)14(22)6-12-11-7-15(26)21(29,17(28)9-24)19(11,2)8-16(27)20(12,18)23/h3-5,11-12,14-16,24,26-27,29H,6-9H2,1-2H3/t11-,12-,14-,15+,16-,18-,19-,20-,21-/m0/s1",UUOUOERPONYGOS-CLCRDYEYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,ANDA088047,ALLIED,001,Discontinued,CREAM,TOPICAL,FLUOCINOLONE ACETONIDE,fluocinolone,200,True,FLUOCINOLONE ACETONIDE,Fluocinolone Acetonide,"Sun Pharmaceutical Industries, Inc.",HUMAN PRESCRIPTION DRUG,TOPICAL,INDICATIONS AND USAGE Fluocinolone Acetonide Topical Solution is indicated for the relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.,fluocinolone,200,True,10,NCT00344968 | NCT00570830 | NCT00605423 | NCT00770770 | NCT01802580 | NCT02424019 | NCT02746991 | NCT03345914 | NCT06516419 | NCT07423442,COMPLETED | NOT_YET_RECRUITING | TERMINATED | UNKNOWN,EARLY_PHASE1 | NA | PHASE2 | PHASE3 | PHASE4,"Age Related Macular Degeneration | Dermatitis, Atopic | Diabetic Macular Edema | Diabetic Macular Edema (DME) | Intermediate Uveitis, Posterior Uveitis | Macular Edema, Retinal Vein Occlusion | Melasma | Noninfectious Posterior Uveitis, Uveitis, Posterior, Uveitic Macular Edema | Posterior Uveitis, Intermediate Uveitis, Panuveitis | Psoriasis",fluocinolone,200,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
27,2,Tier 2 — Consistent reversal,3,BRD-K56343971,vemurafenib,-0.458069,-75.634640,-75.796540,3,3,0,-50.629750,-75.634640,-75.796540,-90.000000,37,True,False,True,False,True,False,42611257.000000,Vemurafenib,C23H18ClF2N3O3S,489.900000,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,"InChI=1S/C23H18ClF2N3O3S/c1-2-9-33(31,32)29-19-8-7-18(25)20(21(19)26)22(30)17-12-28-23-16(17)10-14(11-27-23)13-3-5-15(24)6-4-13/h3-8,10-12,29H,2,9H2,1H3,(H,27,28)",GPXBXXGIAQBQNI-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT01656642 | NCT01748149 | NCT01765569 | NCT01835184 | NCT01943422 | NCT02788201 | NCT03768063 | NCT04801966 | NCT05159245 | NCT07256184,ACTIVE_NOT_RECRUITING | COMPLETED | RECRUITING | TERMINATED,EARLY_PHASE1 | NA | PHASE1 | PHASE2 | PHASE3,"Advanced Cancer, Solid Tumor, Haematological Malignancy | Cancer | Malignant Melanoma | Malignant Melanoma, Neoplasms | Melanoma | Metastatic Malignant Melanoma | Pediatric Recurrent/Refractory BRAFV600E-mutant Gliomas | Recurrent Melanoma, Stage IIIA Melanoma, Stage IIIB Melanoma, Stage IIIC Melanoma, Stage IV Melanoma | Urothelial Carcinoma, Bladder Cancer, Urinary Bladder Neoplasms",vemurafenib,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
31,2,Tier 2 — Consistent reversal,3,BRD-A22380646,pantoprazole,-7.723269,-83.766430,-71.785070,3,3,0,-54.424923,-71.785070,-83.766430,-90.000000,41,True,False,True,False,True,False,4679.000000,Pantoprazole,C16H15F2N3O4S,383.400000,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,"InChI=1S/C16H15F2N3O4S/c1-23-13-5-6-19-12(14(13)24-2)8-26(22)16-20-10-4-3-9(25-15(17)18)7-11(10)21-16/h3-7,15H,8H2,1-2H3,(H,20,21)",IQPSEEYGBUAQFF-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,ANDA216139,ANNORA PHARMA,001,Prescription,"FOR SUSPENSION, DELAYED RELEASE",ORAL,PANTOPRAZOLE SODIUM,pantoprazole,200,True,PANTOPRAZOLE SODIUM,Pantoprazole Sodium,Meitheal Pharmaceuticals Inc.,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,"1 INDICATIONS AND USAGE Pantoprazole Sodium for Injection is indicated for treatment of: gastroesophageal reflux disease (GERD) and a history of erosive esophagitis (EE) for up to 10 days in adults. pathological hypersecretory conditions including Zollinger-Ellison (ZE) Syndrome in adults. Limitations of Use The safety and effectiveness of Pantoprazole Sodium for Injection for the treatment of upper gastrointestinal bleeding have not been established in adult or pediatric patients. Pediatric use information is approved for Pfizer Inc.'s PROTONIX® I.V. (pantoprazole sodium) for Injection. However, due to Pfizer Inc.'s marketing exclusivity rights, this drug product is not labeled with that...",pantoprazole,200,True,10,NCT00037570 | NCT00300755 | NCT01132638 | NCT01471496 | NCT01887743 | NCT01907633 | NCT02209831 | NCT03404440 | NCT04248335 | NCT05624229,COMPLETED | NOT_YET_RECRUITING,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Death, Sudden, Cardiac | Duodenal Ulcer Bleeding | GERD | Gastroesophageal Reflux | Healthy | Helicobacter Pylori Infection | Obesity, GERD | Pediatric Obesity, NAFLD, GERD | Peptic Ulcer Hemorrhage | Upper Gastrointestinal Hemorrhage",pantoprazole,200,FDA_APPLICATION_AND_LABEL_EVIDENCE,HIGH_REGULATORY_EVIDENCE,False,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
32,2,Tier 2 — Consistent reversal,3,BRD-K48923948,BMS-641988,-1.585624,-76.761620,-71.082730,3,3,0,-49.809991,-71.082730,-76.761620,-90.000000,42,True,False,True,False,True,False,24768935.000000,Bms-641988,C20H20F3N3O5S,471.500000,CCS(=O)(=O)NC1CC2(C3C(C1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,CCS(=O)(=O)N[C@@H]1C[C@@]2([C@@H]3[C@H]([C@]1(O2)C)C(=O)N(C3=O)C4=CC(=C(C=C4)C#N)C(F)(F)F)C,"InChI=1S/C20H20F3N3O5S/c1-4-32(29,30)25-13-8-18(2)14-15(19(13,3)31-18)17(28)26(16(14)27)11-6-5-10(9-24)12(7-11)20(21,22)23/h5-7,13-15,25H,4,8H2,1-3H3/t13-,14-,15+,18-,19+/m1/s1",HYNANJUKEMCYEQ-HIGHGGLBSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,2,NCT00326586 | NCT00644488,COMPLETED,PHASE1,Prostate Cancer,BMS-641988,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
34,2,Tier 2 — Consistent reversal,3,BRD-K85603128,resorcinol,-1.127555,-80.631060,-70.198425,3,3,0,-50.652347,-70.198425,-80.631060,-90.000000,44,True,False,True,False,True,False,5054.000000,Resorcinol,C6H6O2,110.110000,C1=CC(=CC(=C1)O)O,C1=CC(=CC(=C1)O)O,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,7,NCT01586819 | NCT03826277 | NCT03926845 | NCT04099212 | NCT04429308 | NCT06516224 | NCT07676994,COMPLETED | NOT_YET_RECRUITING | UNKNOWN,NA | PHASE2 | PHASE3 | PHASE4,Actinic Keratoses | Facial Hyperpigmentation | HYDRADENITIS | Melasma | Wrinkles,resorcinol,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
36,2,Tier 2 — Consistent reversal,3,BRD-K16508793,diazepam,-18.388740,-68.466090,-76.202010,3,3,0,-54.352280,-68.466090,-76.202010,-90.000000,46,True,False,True,False,True,False,3016.000000,Diazepam,C16H13ClN2O,284.740000,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",AAOVKJBEBIDNHE-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,True,DIAZEPAM,Diazepam,A-S Medication Solutions,HUMAN PRESCRIPTION DRUG,ORAL,"INDICATIONS AND USAGE Diazepam tablets are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety. Anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. In acute alcohol withdrawal, diazepam tablets may be useful in the symptomatic relief of acute agitation, tremor, impending or acute delirium tremens and hallucinosis. Diazepam tablets are a useful adjunct for the relief of skeletal muscle spasm due to reflex spasm to local pathology (such as inflammation of the muscles or joints, or secondary to trauma), spasticity caused by upper motor neuron disorders (such as cerebral pal...",diazepam,200,True,10,NCT02724423 | NCT02758405 | NCT02784262 | NCT03053869 | NCT03953820 | NCT05069779 | NCT05214261 | NCT05326542 | NCT05860153 | NCT05872789,COMPLETED | UNKNOWN,"EARLY_PHASE1 | NA | PHASE1 | PHASE1, PHASE2 | PHASE2","Acute Repetitive Seizures | Burning Mouth Syndrome | Chronic Disease, Nasal Polyposis, Rhinitis | Epilepsy | Febrile Convulsion | Healthy | Labor Pain | Pancreatitis, Chronic, Pancreatic Duct Stone | Post Operative Pain | Post-operative Delirium",diazepam,200,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
38,2,Tier 2 — Consistent reversal,3,BRD-A17448384,beclometasone,-25.780113,-66.753970,-69.124970,3,3,0,-53.886351,-66.753970,-69.124970,-90.000000,48,True,False,True,False,True,False,20469.000000,Beclomethasone,C22H29ClO5,408.900000,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C,"InChI=1S/C22H29ClO5/c1-12-8-16-15-5-4-13-9-14(25)6-7-19(13,2)21(15,23)17(26)10-20(16,3)22(12,28)18(27)11-24/h6-7,9,12,15-17,24,26,28H,4-5,8,10-11H2,1-3H3/t12-,15-,16-,17-,19-,20-,21-,22-/m0/s1",NBMKJKDGKREAPL-DVTGEIKXSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,NDA018521,SCHERING,001,Discontinued,"AEROSOL, METERED",NASAL,BECLOMETHASONE DIPROPIONATE,Beclomethasone,200,False,,,,,,,,429,True,10,NCT00659048 | NCT00911547 | NCT00988247 | NCT02031640 | NCT03408847 | NCT03562949 | NCT03590379 | NCT03886441 | NCT04737655 | NCT04979923,COMPLETED | TERMINATED | UNKNOWN,NA | PHASE1 | PHASE2 | PHASE3 | PHASE4,"Asthma | COPD Exacerbation | COVID-19 Acute Respiratory Distress Syndrome | Chronic Obstructive Pulmonary Disease | Locally Advanced Non Small Cell Lung Cancer | Rhinitis, Allergic, Perennial | Ulcerative Colitis Chronic Mild",beclometasone,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
39,2,Tier 2 — Consistent reversal,3,BRD-A94793051,gestrinone,-12.377667,-65.463090,-73.058800,3,3,0,-50.299852,-65.463090,-73.058800,-90.000000,49,True,False,True,False,True,False,27812.000000,Gestrinone,C21H24O2,308.400000,CCC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(C#C)O,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,"InChI=1S/C21H24O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,9,11,13,18-19,23H,3,5-8,10,12H2,1H3/t18-,19+,20+,21+/m1/s1",BJJXHLWLUDYTGC-ANULTFPQSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,404,True,3,NCT05570786 | NCT06402344 | NCT06543550,ACTIVE_NOT_RECRUITING | COMPLETED | RECRUITING,PHASE2 | PHASE4,"Cardiovascular Diseases | Endometriosis | Endometriosis, Pelvic Pain",gestrinone,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
41,2,Tier 2 — Consistent reversal,3,BRD-K55591206,epigallocatechin-gallate-(-),-0.916138,-80.946304,-64.109695,3,3,0,-48.657379,-64.109695,-80.946304,-90.000000,51,True,False,True,False,True,False,65064.000000,Epigallocatechin Gallate,C22H18O11,458.400000,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1",WMBWREPUVVBILR-WIYYLYMNSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,True,PULMONARY NODULE,Pulmonary Nodule,Bispit Canada Ltd.,HUMAN OTC DRUG,ORAL,"Suitable for:◆Healthy adults who are concerned aboutrespiratory health;◆Long-term smokers, those exposed tosecond-hand smoke, and people who arelong exposed to dust, harmful gases, andcooking fumes;People with lung problems such as coughsthose with sensitive respiratory systemsthose susceptible to viral infections, andthose with poor immunity",epigallocatechin-gallate-(-),200,True,10,NCT00951964 | NCT01311869 | NCT01394796 | NCT02015312 | NCT02147041 | NCT02731495 | NCT03978052 | NCT05409872 | NCT07149506 | NCT07730671,COMPLETED | ENROLLING_BY_INVITATION | NOT_YET_RECRUITING | TERMINATED | UNKNOWN,"NA | PHASE2 | PHASE2, PHASE3 | PHASE3","Alzheimer Disease, Cognitive Decline | Diabetes Mellitus, Hyperlipidemia | Down Syndrome | Epidermolysis Bullosa Dystrophica | Leiomyoma | Leiomyoma, Uterine | Light Chain (AL) Amyloidosis, Cardiac Involvement | Radiation Dermatitis Acute, Radiation Dermatitis, Fibrosis; Skin | Subjective Cognitive Decline (SCD) | Traumatic Brain Injury",Epigallocatechin Gallate,200,FDA_LABEL_EVIDENCE_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
42,2,Tier 2 — Consistent reversal,3,BRD-K43164539,cholic-acid,-6.002546,-63.466003,-66.273590,3,3,0,-45.247380,-63.466003,-66.273590,-90.000000,52,True,False,True,False,True,False,221493.000000,Cholic Acid,C24H40O5,408.600000,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,NDA205750,MIRUM,001,Prescription,CAPSULE,ORAL,CHOLIC ACID,cholic-acid,200,False,,,,,,,,429,True,10,NCT01666223 | NCT02035267 | NCT03115086 | NCT03201952 | NCT03682471 | NCT05690646 | NCT06132165 | NCT06260748 | NCT06899152 | NCT07273734,ACTIVE_NOT_RECRUITING | COMPLETED | NOT_YET_RECRUITING | RECRUITING | TERMINATED | WITHDRAWN,NA | PHASE1 | PHASE3 | PHASE4,"Bile Acid Synthesis Disorders | Cardiac Surgery | Cerebrotendinous Xanthomatoses | Glucose Intolerance, Gastric Bypass Surgery | Hepatic Encephalopathy (HE), TIPS | Liver Cancer, Hepatocellular Carcinoma, Hepatocellular Cancer, Cholangiocarcinoma, Liver Metastases | Moderate to Severe Convexity of Submental Fat, Safety, Efficacy | Neurofibromatosis 1 | Subcutaneous Fat | Type 2 Diabetes, Obesity",cholic-acid,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
44,2,Tier 2 — Consistent reversal,3,BRD-K82143716,flucytosine,-62.447453,-1.303735,-83.539660,3,3,0,-49.096949,-62.447453,-83.539660,-90.000000,54,True,False,True,False,True,False,3366.000000,Flucytosine,C4H4FN3O,129.090000,C1=NC(=O)NC(=C1F)N,C1=NC(=O)NC(=C1F)N,"InChI=1S/C4H4FN3O/c5-2-1-7-4(9)8-3(2)6/h1H,(H3,6,7,8,9)",XRECTZIEBJDKEO-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00000639 | NCT00002068 | NCT01156584 | NCT02015819 | NCT02414165 | NCT03029871 | NCT04072640 | NCT04089163 | NCT05541107 | NCT06178627,COMPLETED | ENROLLING_BY_INVITATION | TERMINATED | UNKNOWN | WITHDRAWN,"EARLY_PHASE1 | NA | PHASE1 | PHASE2, PHASE3 | PHASE3 | PHASE4","Adult Anaplastic Astrocytoma, Adult Anaplastic Oligodendroglioma, Adult Giant Cell Glioblastoma, Adult Glioblastoma, Adult Gliosarcoma | Bladder Cancer | Cryptococcal Meningitis | Cryptococcal Meningitis, Antifungal Agents | Cryptococcal Meningitis, HIV/AIDS | Glioblastoma Multiforme, Anaplastic Astrocytoma | Glioblastoma, Anaplastic Astrocytoma, Anaplastic Oligodendroglioma, Anaplastic Oligoastrocytoma | Meningitis, Cryptococcal, HIV Infections | Non-small Cell Lung Cancer Stage I",flucytosine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED
