priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status,regulatory_verification_date_utc,regulatory_jurisdiction,regulatory_primary_source,clinical_trial_source,fda_application_record_found,fda_application_number,fda_sponsor_name,fda_product_number,fda_marketing_status,fda_dosage_form,fda_route,fda_active_ingredient,fda_drugsfda_match_name,fda_drugsfda_http_status,fda_label_record_found,fda_label_generic_name,fda_label_brand_name,fda_label_manufacturer,fda_label_product_type,fda_label_route,fda_label_indications_excerpt,fda_label_match_name,fda_label_http_status,clinical_trial_record_found,clinical_trial_count_returned,clinical_trial_nct_ids,clinical_trial_statuses,clinical_trial_phases,clinical_trial_conditions,clinical_trial_match_name,clinicaltrials_http_status,regulatory_evidence_category,clinical_evidence_level,manual_regulatory_review_required,her2_breast_cancer_indication_verified,trastuzumab_resistance_indication_verified,final_fda_approval_claim,regulatory_processing_status,canonical_smiles_pubchem,isomeric_smiles_pubchem,inchikey_pubchem,molecular_formula_pubchem,pubchem_assay_rows_n,pubchem_active_assay_n,pubchem_inactive_assay_n,pubchem_inconclusive_assay_n,pubchem_interpretable_assay_n,pubchem_active_fraction,cytotoxicity_keyword_assay_n,cytotoxicity_keyword_active_n,active_target_gene_ids,active_target_accessions,pubchem_safety_annotation_found,hazard_statement_codes,severe_hazard_codes,high_concern_hazard_text_flag,pubchem_safety_annotation_text_chars,pains_evaluated,pains_flag,pains_filter_matches,safety_risk_score,safety_evidence_layers_n,safety_data_completeness,hard_safety_flag,translational_nonclinical_flag,safety_screening_recommendation,safety_screening_reasons,chembl_molecule_found,molecule_chembl_id,chembl_pref_name,chembl_molecule_type,chembl_max_phase,chembl_match_score,chembl_activity_record_n,chembl_target_n,chembl_target_ids,chembl_assay_types,chembl_standard_types,chembl_median_pchembl,chembl_max_pchembl,pubchem_target_accession_n,pubchem_target_gene_id_n,pubchem_target_support_note,target_evidence_strength_score,target_support_category,network_target_n,best_network_target,best_network_support_score,best_network_support_category,best_target_linked_resistance_gene_n,best_target_linked_resistance_genes,all_network_targets,integrated_target_network_score,cmap_score,cmap_label,safety_score,safety_label,hard_safety_veto,target_score,target_label,network_score,network_label,regulatory_score,regulatory_label,promiscuity_penalty,promiscuity_penalty_reason,integrated_prioritization_score,final_decision,final_decision_reason,final_rank,validated_target_symbol,validated_uniprot_accession,validated_uniprot_entry,validated_protein_name,target_mapping_status,exact_target_chembl_id,exact_04p_target_accessions,docking_rank,target_symbol,target_uniprot,04r_integrated_score,docking_status,pdb_id,best_affinity_kcal_mol,protocol_validation,interpretation,protein_chain,reference_ligand,receptor_preparation_method,critical_cofactor_retained,box_center_x,box_center_y,box_center_z,box_size_x,box_size_y,box_size_z,vina_mode_n,reference_best_affinity_kcal_mol,reference_redocking_rmsd_A,ligand_source,workdir,04t_smiles,structure_parse_status,clogp,tpsa,hbd,hba,rotatable_bonds,ring_count,aromatic_ring_count,fraction_csp3,formal_charge,heavy_atom_count,qed,esol_logS,lipinski_violations,veber_violations,oral_property_pass,permeability_proxy,solubility_proxy,pains_alert_n_04t,pains_alerts_04t,brenk_alert_n,brenk_alerts,structural_developability_score,structural_developability_category,structural_developability_reasons,04t_decision,04t_decision_reason,cyp3a4_interaction_context_flag,cyp3a4_interaction_context_note,04t_rank
6,1,Tier 1 — Strong consensus,4,BRD-K19416115,sitagliptin,0.0,-95.04602,-92.97872,3,2,2,-62.674913,-92.97872,-95.04602,-90.0,6,False,False,True,True,True,True,4369359.0,Sitagliptin,C16H15F6N5O,407.3180000000001,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,"InChI=1S/C16H15F6N5O/c17-10-6-12(19)11(18)4-8(10)3-9(23)5-14(28)26-1-2-27-13(7-26)24-25-15(27)16(20,21)22/h4,6,9H,1-3,5,7,23H2/t9-/m1/s1",MFFMDFFZMYYVKS-SECBINFHSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00704132 | NCT00885352 | NCT01652729 | NCT01879228 | NCT02336659 | NCT02406950 | NCT03959501 | NCT04271189 | NCT05214235 | NCT06115460,COMPLETED | UNKNOWN,NA | PHASE1 | PHASE3 | PHASE4,"Cystic Fibrosis, Pancreatic Insufficiency | Diabetes Mellitus, Spinal Diseases | Diabetes Type 2 | Healthy | Newly Diagnosed Type 2 Diabetes | Severe Obesity | Type 1 Diabetic Nephropathy | Type 2 Diabetes Mellitus | Type 2 Diabetes Mellitus (T2DM) | Type 2 Diabetes, Ketonemia",sitagliptin,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,MFFMDFFZMYYVKS-SECBINFHSA-N,C16H15F6N5O,,,,,,,,,,,True,H302 | H318 | H373,,False,25350,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1422,SITAGLIPTIN,Small molecule,4.0,195.0,75,7,CHEMBL224 | CHEMBL284 | CHEMBL3883 | CHEMBL4653 | CHEMBL4657 | CHEMBL4683 | CHEMBL4793,B,AC50 | IC50 | Kd | Ki,7.75,9.06,0,0,,2,MODERATE_TARGET_SUPPORT,5.0,DPP4,3.0,MODERATE_NETWORK_SUPPORT,1.0,ADA,DPP4 | DPP8 | DPP9 | FAP | HTR2A,5.0,6.25,STRONG,1.0,PASS_LIMITED_DATA,False,3.0,MODERATE,2.75,MODERATE,0.5,CLINICAL_CONTEXT,0.0,,13.5,DOCK_NOW,"CMap, preliminary safety, target evidence, and resistance-network support converge.",3,DPP4,P27487,DPP4_HUMAN,Dipeptidyl peptidase 4,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,3.0,DPP4,P27487,13.5,COMPLETED,1X70,-8.958,PASS_RMSD_LE_2A,Computational structural-compatibility evidence only; not proof of binding or trastuzumab-resistance reversal.,A,715,OPENBABEL_PYTHON_RIGIDIFIED,False,41.18414285714285,51.04503571428571,35.62867857142857,27.394,22.0,22.0,9.0,-9.051,0.8045516925463844,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4369359/record/SDF?record_type=3d,/home/regulus/Documents/ATLAS/results/cmap/docking/03_sitagliptin_DPP4_1X70,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,OK,2.0165,77.04,1,4,4,3,2,0.4375,0,28,0.6216377742511342,-5.100193028571429,0,0,True,FAVORABLE,LOW,0,,1,halogenated_ring_1,3.0,ACCEPTABLE_WITH_CAUTION,low ESOL solubility proxy | Brenk structural alert,ADVANCE_TO_04U,Validated docking with acceptable structural developability.,False,,1
5,1,Tier 1 — Strong consensus,4,BRD-K45252063,clofibrate,0.0,-95.06695,-93.31658,3,2,2,-62.79451,-93.31658,-95.06695,-90.0,5,False,False,True,True,True,True,2796.0,Clofibrate,C12H15ClO3,242.702,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,"InChI=1S/C12H15ClO3/c1-4-15-11(14)12(2,3)16-10-7-5-9(13)6-8-10/h5-8H,4H2,1-3H3",KNHUKKLJHYUCFP-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,True,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,True,ANDA070531,USL PHARMA,1.0,Discontinued,CAPSULE,ORAL,CLOFIBRATE,clofibrate,200,False,,,,,,,,404,True,2,NCT00000482 | NCT00000483,COMPLETED,NA | PHASE3,"Cardiovascular Diseases, Coronary Disease, Heart Diseases, Myocardial Infarction, Myocardial Ischemia",clofibrate,200,FDA_APPLICATION_RECORD_FOUND,MODERATE_REGULATORY_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,KNHUKKLJHYUCFP-UHFFFAOYSA-N,C12H15ClO3,,,,,,,,,,,True,H302 | H315 | H318 | H335,,False,15639,True,False,,0,2,LIMITED,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL565,CLOFIBRATE,Small molecule,4.0,195.0,13,6,CHEMBL1963 | CHEMBL2026 | CHEMBL276 | CHEMBL340 | CHEMBL5738 | CHEMBL612545,A | B | F,Kd | Ki | Potency,5.16,8.3,0,0,,2,MODERATE_TARGET_SUPPORT,2.0,CYP3A4,3.0,MODERATE_NETWORK_SUPPORT,1.0,HSD17B8,CYP3A4 | TSHR,5.0,6.25,STRONG,1.0,PASS_LIMITED_DATA,False,3.0,MODERATE,2.75,MODERATE,1.0,MODERATE,0.0,,14.0,DOCK_NOW,"CMap, preliminary safety, target evidence, and resistance-network support converge.",2,CYP3A4,P08684,CP3A4_HUMAN,Cytochrome P450 3A4,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,2.0,CYP3A4,P08684,14.0,COMPLETED,3NXU,-6.481,COMPLETED_RMSD_UNAVAILABLE,Computational structural-compatibility evidence only; not proof of binding or trastuzumab-resistance reversal.,A,RIT,OPENBABEL_PYTHON_RIGIDIFIED,True,36.68593999999999,-15.69362,29.69054,22.996,25.012,22.942,9.0,-10.744,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/2796/record/SDF?record_type=3d,/home/regulus/Documents/ATLAS/results/cmap/docking/02_clofibrate_CYP3A4_3NXU,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,OK,3.060500000000002,35.53,0,3,4,1,1,0.4166666666666667,0,16,0.761604620096077,-5.646752400000003,0,0,True,FAVORABLE,LOW,0,,0,,4.5,ACCEPTABLE_WITH_CAUTION,low ESOL solubility proxy,ADVANCE_TO_04U_WITH_DOCKING_CAUTION,"Docking completed, but protocol validation is incomplete or cautionary.",True,"Compound was docked to CYP3A4; treat as structural interaction context only, not as proof of inhibition, induction, or metabolic liability.",2
80,2,Tier 2 — Consistent reversal,3,BRD-K67439147,SIB-1893,-63.677235,-52.95844,-41.334583,3,3,0,-52.656753,-52.95844,-63.677235,-90.0,90,True,False,True,False,True,False,5311432.0,Sib 1893,C14H13N,195.265,CC1=NC(=CC=C1)C=CC2=CC=CC=C2,CC1=NC(=CC=C1)/C=C/C2=CC=CC=C2,"InChI=1S/C14H13N/c1-12-6-5-9-14(15-12)11-10-13-7-3-2-4-8-13/h2-11H,1H3/b11-10+",SISOFUCTXZKSOQ-ZHACJKMWSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,404,False,0,,,,,,200,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,CC1=NC(=CC=C1)C=CC2=CC=CC=C2,CC1=NC(=CC=C1)/C=C/C2=CC=CC=C2,SISOFUCTXZKSOQ-ZHACJKMWSA-N,C14H13N,606.0,25.0,515.0,44.0,540.0,0.0462962962962962,70.0,0.0,10013.0 | 116160065.0 | 181263.0 | 20586.0 | 2101.0 | 24418.0 | 28989.0 | 2915.0 | 4864.0 | 79915.0 | 9367.0,AAH15051 | ADZ17378 | NP_000262 | NP_001024547 | NP_001137303 | NP_001167549 | NP_001243743 | NP_004242 | P08659 | P31424 | P41594 | Q9BV86 | Q9UBN7,True,H315 | H319 | H335,,False,6614,True,False,,0,4,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL88612,,Small molecule,,5.0,10,7,CHEMBL1865 | CHEMBL2564 | CHEMBL3227 | CHEMBL5150 | CHEMBL5162 | CHEMBL5567 | CHEMBL612545,B | F,IC50 | Ki | Potency,5.779999999999999,6.54,13,11,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,3,STRONG_TARGET_SUPPORT,3.0,NPSR1,5.0,MODERATE_NETWORK_SUPPORT,8.0,RPL12 | RPL15 | RPL27A | RPLP1 | RPS12 | RPS2 | RPS29 | RPS3A,GRM5 | HDAC6 | NPSR1,8.0,4.0,MODERATE,2.0,PASS_GOOD_DATA,False,5.0,STRONG,3.25,MODERATE,0.0,NONE_FOUND,0.0,,14.25,DOCK_NOW,"CMap, preliminary safety, target evidence, and resistance-network support converge.",1,NPSR1,Q6W5P4,NPSR1_HUMAN,Neuropeptide S receptor,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,1.0,NPSR1,Q6W5P4,14.25,SKIPPED_NO_VETTED_EXPERIMENTAL_STRUCTURE,,,NOT_APPLICABLE,Candidate retained as exploratory; no predicted structure was silently substituted.,,,,,,,,,,,,,,,,CC1=NC(=CC=C1)C=CC2=CC=CC=C2,OK,3.5604200000000024,12.89,0,1,2,2,2,0.07142857142857142,0,15,0.7135980507746542,-6.2064730000000035,0,0,True,FAVORABLE,LOW,0,,0,,4.5,ACCEPTABLE_WITH_CAUTION,low ESOL solubility proxy,ADVANCE_TO_04U_NO_EXPERIMENTAL_DOCKING,Candidate remains prioritized but lacks vetted experimental-structure docking.,False,,3
75,2,Tier 2 — Consistent reversal,3,BRD-K01638814,rilmenidine,-22.415075,-53.919815,-65.84115,3,3,0,-47.392013,-53.919815,-65.84115,-90.0,85,True,False,True,False,True,False,68712.0,Rilmenidine,C10H16N2O,180.25099999999998,C1CC1C(C2CC2)NC3=NCCO3,C1CC1C(C2CC2)NC3=NCCO3,"InChI=1S/C10H16N2O/c1-2-7(1)9(8-3-4-8)12-10-11-5-6-13-10/h7-9H,1-6H2,(H,11,12)",CQXADFVORZEARL-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,2,NCT00892892 | NCT02539810,TERMINATED | WITHDRAWN,PHASE4,"Chronic Kidney Disease, Hypertension | Hypertension, Hypertension Resistant to Conventional Therapy, Angiographically Proven Grade III Unilateral or Bilateral Atherosclerotic Renal Artery Stenosis (ARAS) Greater Than or Equal to 60 Percent",rilmenidine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,C1CC1C(C2CC2)NC3=NCCO3,C1CC1C(C2CC2)NC3=NCCO3,CQXADFVORZEARL-UHFFFAOYSA-N,C10H16N2O,1431.0,60.0,1163.0,114.0,1223.0,0.0490596892886345,195.0,3.0,11188.0 | 148.0 | 150.0 | 151.0 | 152.0 | 1565.0 | 1576.0 | 24831.0 | 2908.0 | 306255.0 | 4128.0 | 4129.0 | 4986.0,ADP91253 | ANW61984 | B45705 | NP_000097 | NP_001020332 | NP_001257783 | NP_059488 | P08913 | P18089 | P18825 | P21397 | P27338 | P35348 | P41145 | Q4G017 | Q9Y2I1,False,,,False,0,True,False,,3,3,GOOD,False,False,CAUTION_MANUAL_REVIEW,repeated active cytotoxicity/viability assays,True,CHEMBL289480,RILMENIDINE,Small molecule,4.0,195.0,42,13,CHEMBL1867 | CHEMBL1916 | CHEMBL1942 | CHEMBL2095158 | CHEMBL229 | CHEMBL237 | CHEMBL289 | CHEMBL3397 | CHEMBL340 | CHEMBL3879801 | CHEMBL3923 | CHEMBL5221 | CHEMBL612545,A | B | F,AC50 | EC50 | Ki | Potency,6.4,7.95,16,13,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,7.0,ADRA2A,4.0,MODERATE_NETWORK_SUPPORT,0.0,,ADRA1A | ADRA2A | ADRA2B | ADRA2C | CYP2C9 | CYP2D6 | CYP3A4,8.0,4.0,MODERATE,-2.5,CAUTION,False,5.0,STRONG,3.0,MODERATE,0.5,CLINICAL_CONTEXT,-0.75,multi-target ChEMBL profile,9.25,MANUAL_REVIEW,Safety caution is not offset by sufficiently strong multi-layer evidence.,8,ADRA2A,P08913,ADA2A_HUMAN,Alpha-2A adrenergic receptor,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,C1CC1C(C2CC2)NC3=NCCO3,OK,1.1507999999999998,33.620000000000005,1,3,3,3,0,0.9,0,13,0.7065401720135196,-2.4857561999999995,0,0,True,FAVORABLE,FAVORABLE,0,,0,,7.0,FAVORABLE_DEVELOPABILITY,,KEEP_FOR_04U_REVIEW,"Developability is acceptable, but structural docking evidence is incomplete.",False,,4
34,2,Tier 2 — Consistent reversal,3,BRD-K85603128,resorcinol,-1.127555,-80.63106,-70.198425,3,3,0,-50.652347,-70.198425,-80.63106,-90.0,44,True,False,True,False,True,False,5054.0,Resorcinol,C6H6O2,110.11199999999997,C1=CC(=CC(=C1)O)O,C1=CC(=CC(=C1)O)O,"InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,7,NCT01586819 | NCT03826277 | NCT03926845 | NCT04099212 | NCT04429308 | NCT06516224 | NCT07676994,COMPLETED | NOT_YET_RECRUITING | UNKNOWN,NA | PHASE2 | PHASE3 | PHASE4,Actinic Keratoses | Facial Hyperpigmentation | HYDRADENITIS | Melasma | Wrinkles,resorcinol,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,C1=CC(=CC(=C1)O)O,C1=CC(=CC(=C1)O)O,GHMLBKRAJCXXBS-UHFFFAOYSA-N,C6H6O2,1668.0,37.0,1399.0,107.0,1436.0,0.0257660167130919,394.0,0.0,11238.0 | 1551.0 | 1576.0 | 2101.0 | 443551.0 | 760.0 | 763.0 | 771.0 | 836.0 | 840.0 | 8856.0,3AQT_A | 4E49_A | AAP35329 | ABI96208 | ADZ17378 | ADZ17384 | CAC88866 | NP_000756 | NP_059488 | O43570 | P00918 | P05979 | P35218 | Q2PCB5 | Q9Y2D0,True,H302 | H313 | H315 | H317 | H318 | H319 | H333 | H370 | H371 | H372 | H400 | H410,H370 | H372,True,169127,True,False,,4,4,GOOD,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372",True,CHEMBL24147,RESORCINOL,Small molecule,-1.0,195.0,15,10,CHEMBL1293235 | CHEMBL1795125 | CHEMBL205 | CHEMBL2949 | CHEMBL3242 | CHEMBL340 | CHEMBL3969 | CHEMBL4789 | CHEMBL612545 | CHEMBL614696,A | B | F,IC50 | Ki | Potency,5.15,8.06,15,11,MULTIPLE_PUBCHEM_BIOASSAY_TARGETS,4,STRONG_TARGET_SUPPORT,7.0,CA12,4.0,MODERATE_NETWORK_SUPPORT,0.0,,CA12 | CA2 | CA5A | CA5B | CDCA7 | CYP3A4 | LMNA,8.0,4.0,MODERATE,-12.0,HIGH_RISK,True,5.0,STRONG,3.0,MODERATE,0.5,CLINICAL_CONTEXT,-0.75,multi-target ChEMBL profile,-0.25,DEPRIORITIZE_SAFETY,Severe safety evidence overrides downstream computational support.,23,CA12,O43570,CAH12_HUMAN,Carbonic anhydrase 12,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,C1=CC(=CC(=C1)O)O,OK,1.0977999999999994,40.46,2,2,0,1,1,0.0,0,8,0.5245841402909771,-2.119894399999999,0,0,True,FAVORABLE,FAVORABLE,0,,0,,6.0,FAVORABLE_DEVELOPABILITY,,KEEP_FOR_04U_REVIEW,"Developability is acceptable, but structural docking evidence is incomplete.",False,,5
22,2,Tier 2 — Consistent reversal,3,BRD-K52662033,lidocaine,-18.033361,-84.46893,-85.993546,3,3,0,-62.831946,-84.46893,-85.993546,-90.0,32,True,False,True,False,True,False,3676.0,Lidocaine,C14H22N2O,234.343,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",NNJVILVZKWQKPM-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,429,True,10,NCT00643487 | NCT02792933 | NCT03388814 | NCT04192708 | NCT04792164 | NCT06438952 | NCT06652334 | NCT06838793 | NCT07245121 | NCT07691684,COMPLETED | RECRUITING | UNKNOWN | WITHDRAWN,EARLY_PHASE1 | NA | PHASE4,"Anterior Knee Pain Syndrome | Chronic Pain, Perineural Analgesia, Prolotherapy, Knee Osteoarthritis | Effects of Anesthesia Spinal and Epidural in Pregnancy | Femoral Fractures | Inguinal Hernia | Low Back Pain, Lumbar Disc Herniation | Microtia, Microtia, Congenital | Musculoskeletal Diseases or Conditions | Pain, Postoperative, Breast Cancer, Opioid Use, Surgery | Temporomandibular Joint Disorders, Temporomandibular Joint Internal Derangement, Temporomandibular Joint Dysfunction Syndrome",lidocaine,200,CLINICAL_TRIAL_EVIDENCE_ONLY,CLINICAL_INVESTIGATION_EVIDENCE,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,C14H22N2O,,,,,,,,,,,True,H302 | H317 | H362 | H370 | H372,H370 | H372,True,47210,True,False,,4,2,LIMITED,True,False,CAUTION_MANUAL_REVIEW,"specific-organ-toxicity GHS annotation H370,H372",True,CHEMBL79,LIDOCAINE,Small molecule,4.0,195.0,8,5,CHEMBL2026 | CHEMBL2072 | CHEMBL340 | CHEMBL3577 | CHEMBL3879801,A | B | F,EC50 | IC50 | Potency,6.25,7.77,0,0,,2,MODERATE_TARGET_SUPPORT,3.0,ALDH1A1,4.0,MODERATE_NETWORK_SUPPORT,3.0,CD44 | RBP1 | RDH10,ALDH1A1 | CYP3A4 | SCN4A,6.0,4.0,MODERATE,-12.0,HIGH_RISK,True,3.0,MODERATE,3.0,MODERATE,0.5,CLINICAL_CONTEXT,0.0,,-1.5,DEPRIORITIZE_SAFETY,Severe safety evidence overrides downstream computational support.,25,ALDH1A1,P00352,AL1A1_HUMAN,Aldehyde dehydrogenase 1A1,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,OK,2.5837400000000006,32.34,1,2,5,1,1,0.5,0,17,0.8489671904749567,-4.815242482352941,0,0,True,FAVORABLE,INTERMEDIATE,0,,0,,6.0,FAVORABLE_DEVELOPABILITY,,KEEP_FOR_04U_REVIEW,"Developability is acceptable, but structural docking evidence is incomplete.",False,,6
33,2,Tier 2 — Consistent reversal,3,BRD-K22009844,phenprobamate,-1.585624,-70.626915,-74.363754,3,3,0,-48.858764,-70.626915,-74.363754,-90.0,43,True,False,True,False,True,False,4770.0,Phenprobamate,C10H13NO2,179.21899999999997,C1=CC=C(C=C1)CCCOC(=O)N,C1=CC=C(C=C1)CCCOC(=O)N,"InChI=1S/C10H13NO2/c11-10(12)13-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H2,11,12)",CAMYKONBWHRPDD-UHFFFAOYSA-N,resolved,identified_compound,Compound identity and structure were resolved through PubChem.,NOT_VERIFIED,,,True,True,True,False,CANDIDATE_FOR_DRUG_STATUS_REVIEW,2026-08-31,United States,FDA/openFDA,ClinicalTrials.gov,False,,,,,,,,,429,False,,,,,,,,404,False,0,,,,,,200,NO_US_REGULATORY_OR_TRIAL_EVIDENCE_FOUND,UNRESOLVED,True,False,False,NOT_ASSIGNED_AUTOMATICALLY,PROCESSED,C1=CC=C(C=C1)CCCOC(=O)N,C1=CC=C(C=C1)CCCOC(=O)N,CAMYKONBWHRPDD-UHFFFAOYSA-N,C10H13NO2,1038.0,8.0,994.0,13.0,1002.0,0.0079840319361277,87.0,0.0,1544.0 | 5335.0,AAI07878 | AAI36467 | EAW99313,True,,,False,3153,True,False,,0,4,GOOD,False,False,PASS_PRELIMINARY_SCREEN,,True,CHEMBL1079576,PHENPROBAMATE,Small molecule,2.0,195.0,1,1,CHEMBL1293235,F,Potency,7.1,7.1,3,2,PUBCHEM_BIOASSAY_TARGET_PRESENT,3,STRONG_TARGET_SUPPORT,1.0,LMNA,0.0,NO_NETWORK_SUPPORT,0.0,,LMNA,3.0,4.0,MODERATE,2.0,PASS_GOOD_DATA,False,5.0,STRONG,0.0,NONE,0.0,NONE_FOUND,0.0,,11.0,HOLD_NETWORK_UNSUPPORTED,Target evidence exists but the target lacks resistance-network support.,14,LMNA,P02545,LMNA_HUMAN,Prelamin-A/C,VALIDATED_UNIPROT_HUMAN_REVIEWED,,,,,,,,,,,,,,,,,,,,,,,,,,,C1=CC=C(C=C1)CCCOC(=O)N,OK,1.7145000000000001,52.32,1,2,4,1,1,0.3,0,13,0.715216457791795,-3.228446261538461,0,0,True,FAVORABLE,INTERMEDIATE,0,,1,Aliphatic_long_chain,5.5,FAVORABLE_DEVELOPABILITY,Brenk structural alert,KEEP_FOR_04U_REVIEW,"Developability is acceptable, but structural docking evidence is incomplete.",False,,7
