dataset_id,source,source_accession,title,summary,organism,assay_type,platform,sample_count,publication_date,source_url,raw_data_available,processed_data_available,query_family,query_text,discovered_utc,metadata_complete_flag,direct_trastuzumab_resistance,her2_positive_confirmed,resistant_sensitive_groups_defined,biological_replication,complete_sample_metadata,independent_model_or_cohort,pd1_pdl1_or_tgfb_relevance,phenotype_confidence,eligibility_score,eligibility_category,eligibility_reasons,manual_review_required
GEO:GSE237605,GEO,GSE237605,Molecular Atlas of HER2+ Breast Cancer Cells Stimulated with EGF and HRG: Temporal Insights into Mechanisms in Trastuzumab Resistance [ATAC-Seq],"Trastuzumab therapy in HER2+ breast cancer patients have mixed success owing to acquired resistance to therapy. In this study, we investigate the cellular mechanisms underlying acquired resistance using -sensitive and -resistant cancer cells (BT474 and BT474R) treated with endogenous ligands EGF and HRG, across time. Our measurements probe early receptor organization through microscopy, signaling events through multi-omic measurements and assess the cellular energetic state through mitochondrial measurements. Our integrative analyses of these multimodal measurements highlight differential mechanisms in both cell lines in response to ligands. In BT474, an active PI3K-AKT-mTORC1 signaling contributes to an active mitochondrial bioenergetic state (glycolysis and lipid metabolism) for both ligands EGF and HRG. A HIF1A mediated increase in cellular bioenergetics is also seen. In BT474R, there is a ligand-dependent activation of signaling cascades. In EGF treated BT474R, an EGFR driven IRF1/STAT1/STAT2 activation with likely impact on cellular bioenergetics is seen, whilst an AR mediated alteration of lipid metabolism is pronounced after HRG treatment.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing,UNKNOWN,40,2024/02/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237605,,True,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:00.574659+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE237606,GEO,GSE237606,Molecular Atlas of HER2+ Breast Cancer Cells Stimulated with EGF and HRG: Temporal Insights into Mechanisms in Trastuzumab Resistance [RNA-Seq],"Trastuzumab therapy in HER2+ breast cancer patients have mixed success owing to acquired resistance to therapy. In this study, we investigate the cellular mechanisms underlying acquired resistance using -sensitive and -resistant cancer cells (BT474 and BT474R) treated with endogenous ligands EGF and HRG, across time. Our measurements probe early receptor organization through microscopy, signaling events through multi-omic measurements and assess the cellular energetic state through mitochondrial measurements. Our integrative analyses of these multimodal measurements highlight differential mechanisms in both cell lines in response to ligands. In BT474, an active PI3K-AKT-mTORC1 signaling contributes to an active mitochondrial bioenergetic state (glycolysis and lipid metabolism) for both ligands EGF and HRG. A HIF1A mediated increase in cellular bioenergetics is also seen. In BT474R, there is a ligand-dependent activation of signaling cascades. In EGF treated BT474R, an EGFR driven IRF1/STAT1/STAT2 activation with likely impact on cellular bioenergetics is seen, whilst an AR mediated alteration of lipid metabolism is pronounced after HRG treatment.",Homo sapiens,Expression profiling by high throughput sequencing,BULK_RNA_SEQ,40,2024/02/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237606,,True,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:00.574638+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE237607,GEO,GSE237607,Molecular Atlas of HER2+ Breast Cancer Cells Stimulated with EGF and HRG: Temporal Insights into Mechanisms in Trastuzumab Resistance,This SuperSeries is composed of the SubSeries listed below.,Homo sapiens,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,UNKNOWN,80,2024/02/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237607,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance",2026-08-31T05:25:57.557803+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE244533,GEO,GSE244533,Unveiling alterations of epigenetic modifications and chromatin architecture leading to lipid metabolic reprogramming during the evolutionary trastuzumab adaptation of HER2-positive breast cancer [RNA-Seq],"Secondary trastuzumab resistance represents an evolutionary adaptation of HER2-positive breast cancer during anti-HER2 treatment. Most current studies have uncovered the alternations of HER2 and associated signaling pathways but pay less attention to broader cellular processes and their relevant genetic and epigenetic mechanisms. Here we have not only characterized transcriptome data but also examined epigenomic and 3D genome architecture information in both trastuzumab-sensitive and secondary-resistant breast cancer cells. Our findings reveal that the global metabolic reprogramming associated with trastuzumab resistance may stem from genome-wide alterations in both histone modifications and chromatin structure. Specifically, the transcriptional activities of key genes involved in lipid metabolism appear to be regulated by variant promoter H3K27me3 and H3K4me3 modifications, as well as promoter-enhancer interactions. These discoveries offer valuable insights into how cancer cells adapt to anti-tumor drugs and have the potential to impact future diagnostic and treatment strategies.",Homo sapiens,Expression profiling by high throughput sequencing,BULK_RNA_SEQ,6,2023/10/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244533,,True,trastuzumab_resistance,SKBR3 AND trastuzumab resistant,2026-08-31T05:26:03.294854+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE244535,GEO,GSE244535,Unveiling alterations of epigenetic modifications and chromatin architecture leading to lipid metabolic reprogramming during the evolutionary trastuzumab adaptation of HER2-positive breast cancer [Cut & Tag],"Secondary trastuzumab resistance represents an evolutionary adaptation of HER2-positive breast cancer during anti-HER2 treatment. Most current studies have uncovered the alternations of HER2 and associated signaling pathways but pay less attention to broader cellular processes and their relevant genetic and epigenetic mechanisms. Here we have not only characterized transcriptome data but also examined epigenomic and 3D genome architecture information in both trastuzumab-sensitive and secondary-resistant breast cancer cells. Our findings reveal that the global metabolic reprogramming associated with trastuzumab resistance may stem from genome-wide alterations in both histone modifications and chromatin structure. Specifically, the transcriptional activities of key genes involved in lipid metabolism appear to be regulated by variant promoter H3K27me3 and H3K4me3 modifications, as well as promoter-enhancer interactions. These discoveries offer valuable insights into how cancer cells adapt to anti-tumor drugs and have the potential to impact future diagnostic and treatment strategies.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing,UNKNOWN,14,2023/10/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244535,,True,trastuzumab_resistance,SKBR3 AND trastuzumab resistant,2026-08-31T05:26:03.294829+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE244537,GEO,GSE244537,Unveiling alterations of epigenetic modifications and chromatin architecture leading to lipid metabolic reprogramming during the evolutionary trastuzumab adaptation of HER2-positive breast cancer,"Secondary trastuzumab resistance represents an evolutionary adaptation of HER2-positive breast cancer during anti-HER2 treatment. Most current studies have tended to prioritize HER2 and its associated signaling pathways, often overlooking broader but seemingly less relevant cellular processes, along with their associated genetic and epigenetic mechanisms. Here, transcriptome data is not only characterized but also examined epigenomic and 3D genome architecture information in both trastuzumab-sensitive and secondary-resistant breast cancer cells. The findings reveal that the global metabolic reprogramming associated with trastuzumab resistance may stem from genome-wide alterations in both histone modifications and chromatin structure. Specifically, the transcriptional activities of key genes involved in lipid metabolism appear to be regulated by variant promoter H3K27me3 and H3K4me3 modifications, as well as promoter-enhancer interactions. These discoveries offer valuable insights into how cancer cells adapt to anti-tumor drugs and have the potential to impact future diagnostic and treatment strategies.",Homo sapiens,Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing,UNKNOWN,20,2023/10/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244537,,True,trastuzumab_resistance,SKBR3 AND trastuzumab resistant,2026-08-31T05:26:03.294801+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE262860,GEO,GSE262860,Fibroblast growth factor receptor four inhibitor FGF401 improves the efficacy of trastuzumab in FGFR4-overexpressing breast cancer cells,"Breast cancer is the most common cancer among women. Among them, human epidermal growth factor receptor-positive (HER2+) breast cancer is more malignant. Fortunately, many anti-HER2 drugs are currently used in clinical treatments to increase patient survival. However, some HER2+ patients (~15%) still develop drug resistance after receiving trastuzumab treatment, leading to treatment failure. Using CCLE and METABRIC database analyses, we found that fibroblast growth factor receptor 4 (FGFR4) mRNA was highly detected in tumors from HER2+ breast cancer patients (P<0.001) and was associated with poorer survival in breast cancer patients. Through retrospective immunohistochemical staining analysis, we detected higher expression of FGFR4 protein in breast cancer tissues collected from patients who were resistant to trastuzumab therapy compared with breast cancer patients who responded to treatment. An FGFR4 inhibitor (FGF401) effectively inhibits tumor growth in trastuzumab-insensitive patient-derived xenograft (PDX) tumor-bearing mice. For molecular mechanism studies, we demonstrated that HER2/FGFR4 protein complexes were detected on the cell membrane of the tumor tissues in these trastuzumab-insensitive PDX tumor tissues. After trastuzumab treatment in these drug-resistant breast cancer cells, FGFR4 translocates and enters the nucleus. However, trastuzumab-induced nuclear translocation of FGFR4/HER2-intracellular domain protein complex in trastuzumab-resistant cancer cells is blocked by FGF401 treatment. We believe that FGFR4 overexpression and complex formation with HER2 can serve as molecular markers to assist clinicians in identifying trastuzumab-resistant tumors. Our results suggest that FGF401 combined with trastuzumab as adjuvant therapy for patients with trastuzumab-resistant breast cancer may be a potential new treatment strategy.",Homo sapiens,Expression profiling by high throughput sequencing,UNKNOWN,2,2024/11/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262860,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance",2026-08-31T05:25:57.557770+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE286038,GEO,GSE286038,BRD8 is a therapeutic vulnerability for overcoming resistance to dual ER/HER2 blockade therapy in HR+/HER2+ breast cancer,"Hormone receptor (HR)-positive, HER2-positive breast cancers often develop resistance to endocrine and anti-HER2 therapies due to the heterogeneous expression of estrogen receptor (ER) and HER2 and the crosstalk of these growth-promoting pathways. However, how anti-HER2 agents activate ER and other growth-promoting pathways remains unknown. Single-cell RNA sequencing of BT474 breast cancer cells identified Bromodomain Containing Protein 8 (BRD8), an acetyl-lysine reader protein in the histone acetylase EP400 complex, as a pivotal mediator to activate ER in response to neratinib treatment. BRD8 expression was rapidly induced by various anti-HER2 agents (neratinib, lapatinib, and trastuzumab), and its depletion disrupted the crosstalk between ER and HER2 signaling pathways and rendered HR+/HER2+ cells and tumor organoids more sensitive to anti-HER2 agents. BRD8, ER, and ER target genes are co-induced by neratinib in single-nucleus (sn) RNA sequencing of a patient-derived xenograft (PDX). Concomitantly, SnATAC-seq reveals that the activated genes share open chromatin regions enriched in transcription factors (TF) binding motifs of ER, forkhead box (FOX), and ETS family. Since EP400 enhances H2AZ deposition and acetylation on chromatin, we performed H2AZ and H2AZac ChIP-sequencing in the presence or absence of BRD8 and neratinib treatment. Upon neratinib treatment, BRD8 activates ER, FOX, and ETS target genes through modulating H2AZac deposition and chromatin decompaction. This finding coincides with RNA-sequencing, where BRD8 promotes cell growth in an ER-dependent and independent manner. In line with these findings, patients who responded poorly to the anti-HER2 therapies exhibited higher BRD8 gene signatures. Furthermore, BRD8 knockdown ablates the ER and HER2 signaling crosstalk and re-sensitizes neratinib-resistant HR+/HER2+ cells to neratinib. Together, this work not only explains why ER signaling is activated upon anti-HER2 therapies but also identifies BRD8 as a druggable vulnerability in HR+/HER2+ breast cancer.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Expression profiling by high throughput sequencing,SINGLE_CELL_RNA_SEQ,8,2026/03/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286038,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance || BT474 AND trastuzumab resistant",2026-08-31T05:25:57.557636+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE297715,GEO,GSE297715,Epigenetic and 3D Genome Changes Drive Primary Trastuzumab Resistance in HER2+ Breast Cancer,"Primary trastuzumab resistance poses a significant challenge in the treatment of HER2-positive breast cancer. Despite various proposed mechanisms and responses to address this resistance, current treatments remain less effective, highlighting the need for new targets and insights. Our research, which integrates epigenomic and 3D genomic architectural data, suggests that changes in promoter modifications, specifically H3K4me3 and H3K27me3, along with differential active enhancers and promoter-enhancer interactions, may contribute to differential gene expression in trastuzumab-resistant versus sensitive cells. Notably, we identified SGK1, which lies downstream of both the PI3K-AKT and mTOR signaling pathways, exhibits overexpression associated with increased H3K4me3 signals at its promoter and enhanced promoter-enhancer interactions in trastuzumab-resistance cells. The overexpression of SGK1 supports cell survival and stimulates proliferation, making it a potential critical factor driving primary trastuzumab resistance. These discoveries provide new insights into the mechanisms underlying primary trastuzumab resistance in HER2-positive breast cancer, which may pave the way for developing more effective diagnostic and treatment strategies in the future.",Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing,UNKNOWN,20,2025/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297715,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance || SKBR3 AND trastuzumab resistant",2026-08-31T05:25:57.557746+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE297774,GEO,GSE297774,Epigenetic and 3D Genome Changes Drive Primary Trastuzumab Resistance in HER2+ Breast Cancer,"Primary trastuzumab resistance poses a significant challenge in the treatment of HER2-positive breast cancer. Despite various proposed mechanisms and responses to address this resistance, current treatments remain less effective, highlighting the need for new targets and insights. Our research, which integrates epigenomic and 3D genomic architectural data, suggests that changes in promoter modifications, specifically H3K4me3 and H3K27me3, along with differential active enhancers and promoter-enhancer interactions, may contribute to differential gene expression in trastuzumab-resistant versus sensitive cells. Notably, we identified SGK1, which lies downstream of both the PI3K-AKT and mTOR signaling pathways, exhibits overexpression associated with increased H3K4me3 signals at its promoter and enhanced promoter-enhancer interactions in trastuzumab-resistance cells. The overexpression of SGK1 supports cell survival and stimulates proliferation, making it a potential critical factor driving primary trastuzumab resistance. These discoveries provide new insights into the mechanisms underlying primary trastuzumab resistance in HER2-positive breast cancer, which may pave the way for developing more effective diagnostic and treatment strategies in the future.",Homo sapiens,Expression profiling by high throughput sequencing,UNKNOWN,3,2025/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297774,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance || SKBR3 AND trastuzumab resistant",2026-08-31T05:25:57.557720+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE300749,GEO,GSE300749,Cannabinoid CB2 receptor drives trastuzumab resistance and predicts durable anti-HER2 response,"Acquired or innate lack of response to standard HER2-targeted therapies remains a clinical issue in patients with HER2-positive breast cancer. Here, we investigated the role of the cannabinoid CB2 receptor (CB2R) in trastuzumab resistance. In human breast cancer samples, a decreased expression of HER2-CB2R heterodimers following neoadjuvant treatment, due to CB2R downregulation, was linked to poor long-term outcomes. Using various preclinical models, we demonstrate that CB2R drives trastuzumab resistance. Mechanistically, CB2R loss enabled cancer cells to evade antitumor IFN-γ signaling while promoting a shift from HER2-CB2R to HER2-EGFR heterodimers, thus reducing dependence on HER2 and increasing reliance on EGFR-mediated pathways. Moreover, EGFR inhibition restored trastuzumab sensitivity. In summary, we reveal an unprecedented role for CB2R as a key regulator of oncogenic and immune signaling in response to anti-HER2 therapy and its potential as a predictive biomarker of therapeutic efficacy. We also propose dual HER2/EGFR targeting and non-CB2R-selective cannabinoid therapies as potential strategies to overcome CB2R-mediated trastuzumab resistance. Together, these findings position the endocannabinoid system as a pivotal and actionable node to elucidate, anticipate, and counteract resistance to HER2-targeted therapies.",Homo sapiens,Expression profiling by high throughput sequencing,UNKNOWN,12,2026/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300749,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance || BT474 AND trastuzumab resistant",2026-08-31T05:25:57.557663+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
GEO:GSE327983,GEO,GSE327983,Spatial proteogenomics reveals S100-RAGE axis as a druggable mediator of trastuzumab deruxtecan resistance in metastatic breast cancer.,"Trastuzumab deruxtecan (T-DXd) has substantially improved outcomes for HER2-positive metastatic breast cancer, yet up to 30 percent of patients with high HER2 expression exhibit de novo resistance. Mechanisms underlying this intrinsic resistance, particularly across different metastatic sites, remain poorly understood.",Homo sapiens,Other,UNKNOWN,287,2026/06/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE327983,,True,trastuzumab_resistance,"(""HER2"" OR ERBB2) AND breast cancer AND trastuzumab resistance",2026-08-31T05:25:57.557475+00:00,True,True,True,False,False,False,True,False,UNRESOLVED,45,EXPLORATORY,+25 direct trastuzumab-resistance wording | +15 HER2/ERBB2 context | +5 independent model/cohort,True
SRA:SRR26401907,SRA,SRR26401907,,"<Summary><Title>GSM7843751: HR6_Z8KO2_2; Homo sapiens; RNA-Seq</Title><Platform instrument_model=""NextSeq 500"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""29104116"" total_bases=""2182808700"" total_size=""869052278"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1733069"" center_name=""Pathology, UT Southwestern Medical Center"" contact_name=""GEO Group"" lab_name=""""/><Experiment acc=""SRX22107642"" ver=""2"" status=""public"" name=""GSM7843751: HR6_Z8KO2_2; Homo sapiens; RNA-Seq""/><Study acc=""SRP466638"" name=""ZMYND8 transcriptome in trastuzumab resistant breast tumor cells""/><Organism taxid=""9606"" ScientificName=""Homo sapiens""/><Sample acc=""SRS19172533"" name=""""/><Instrument ILLUMINA=""NextSeq 500""/><Library_descriptor><LIBRARY_NAME>GSM7843751</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>cDNA</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT><LIBRARY_CONSTRUCTION_PROTOCOL>Total RNA was isolated using a RNeasy Mini kit and treated with DNase (Qiagen). mRNA-seq libraries were prepared with a Kapa mRNA Hyper Prep kit (Roche).</LIBRARY_CONSTRUCTION_PROTOCOL></Library_descriptor><Bioproject>PRJNA1028585</Bioproject><Biosample>SAMN37851217</Biosample>",,RAW_SEQUENCING,BULK_RNA_SEQ,,,https://www.ncbi.nlm.nih.gov/sra/?term=SRR26401907,True,False,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:02.082215+00:00,False,True,False,False,False,False,True,False,UNRESOLVED,40,EXPLORATORY,+25 direct trastuzumab-resistance wording | +10 raw data available | +5 independent model/cohort,True
SRA:SRR26401908,SRA,SRR26401908,,"<Summary><Title>GSM7843750: HR6_Z8KO2_1; Homo sapiens; RNA-Seq</Title><Platform instrument_model=""NextSeq 500"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""30003327"" total_bases=""2250249525"" total_size=""896848109"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1733069"" center_name=""Pathology, UT Southwestern Medical Center"" contact_name=""GEO Group"" lab_name=""""/><Experiment acc=""SRX22107641"" ver=""2"" status=""public"" name=""GSM7843750: HR6_Z8KO2_1; Homo sapiens; RNA-Seq""/><Study acc=""SRP466638"" name=""ZMYND8 transcriptome in trastuzumab resistant breast tumor cells""/><Organism taxid=""9606"" ScientificName=""Homo sapiens""/><Sample acc=""SRS19172532"" name=""""/><Instrument ILLUMINA=""NextSeq 500""/><Library_descriptor><LIBRARY_NAME>GSM7843750</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>cDNA</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT><LIBRARY_CONSTRUCTION_PROTOCOL>Total RNA was isolated using a RNeasy Mini kit and treated with DNase (Qiagen). mRNA-seq libraries were prepared with a Kapa mRNA Hyper Prep kit (Roche).</LIBRARY_CONSTRUCTION_PROTOCOL></Library_descriptor><Bioproject>PRJNA1028585</Bioproject><Biosample>SAMN37851218</Biosample>",,RAW_SEQUENCING,BULK_RNA_SEQ,,,https://www.ncbi.nlm.nih.gov/sra/?term=SRR26401908,True,False,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:02.082284+00:00,False,True,False,False,False,False,True,False,UNRESOLVED,40,EXPLORATORY,+25 direct trastuzumab-resistance wording | +10 raw data available | +5 independent model/cohort,True
SRA:SRR26401909,SRA,SRR26401909,,"<Summary><Title>GSM7843749: HR6_Z8KO1_2; Homo sapiens; RNA-Seq</Title><Platform instrument_model=""NextSeq 500"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""34896317"" total_bases=""2617223775"" total_size=""1038424627"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1733069"" center_name=""Pathology, UT Southwestern Medical Center"" contact_name=""GEO Group"" lab_name=""""/><Experiment acc=""SRX22107640"" ver=""2"" status=""public"" name=""GSM7843749: HR6_Z8KO1_2; Homo sapiens; RNA-Seq""/><Study acc=""SRP466638"" name=""ZMYND8 transcriptome in trastuzumab resistant breast tumor cells""/><Organism taxid=""9606"" ScientificName=""Homo sapiens""/><Sample acc=""SRS19172530"" name=""""/><Instrument ILLUMINA=""NextSeq 500""/><Library_descriptor><LIBRARY_NAME>GSM7843749</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>cDNA</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT><LIBRARY_CONSTRUCTION_PROTOCOL>Total RNA was isolated using a RNeasy Mini kit and treated with DNase (Qiagen). mRNA-seq libraries were prepared with a Kapa mRNA Hyper Prep kit (Roche).</LIBRARY_CONSTRUCTION_PROTOCOL></Library_descriptor><Bioproject>PRJNA1028585</Bioproject><Biosample>SAMN37851219</Biosample>",,RAW_SEQUENCING,BULK_RNA_SEQ,,,https://www.ncbi.nlm.nih.gov/sra/?term=SRR26401909,True,False,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:02.082314+00:00,False,True,False,False,False,False,True,False,UNRESOLVED,40,EXPLORATORY,+25 direct trastuzumab-resistance wording | +10 raw data available | +5 independent model/cohort,True
SRA:SRR26401910,SRA,SRR26401910,,"<Summary><Title>GSM7843748: HR6_Z8KO1_1; Homo sapiens; RNA-Seq</Title><Platform instrument_model=""NextSeq 500"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""31969444"" total_bases=""2397708300"" total_size=""954493984"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1733069"" center_name=""Pathology, UT Southwestern Medical Center"" contact_name=""GEO Group"" lab_name=""""/><Experiment acc=""SRX22107639"" ver=""2"" status=""public"" name=""GSM7843748: HR6_Z8KO1_1; Homo sapiens; RNA-Seq""/><Study acc=""SRP466638"" name=""ZMYND8 transcriptome in trastuzumab resistant breast tumor cells""/><Organism taxid=""9606"" ScientificName=""Homo sapiens""/><Sample acc=""SRS19172529"" name=""""/><Instrument ILLUMINA=""NextSeq 500""/><Library_descriptor><LIBRARY_NAME>GSM7843748</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>cDNA</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT><LIBRARY_CONSTRUCTION_PROTOCOL>Total RNA was isolated using a RNeasy Mini kit and treated with DNase (Qiagen). mRNA-seq libraries were prepared with a Kapa mRNA Hyper Prep kit (Roche).</LIBRARY_CONSTRUCTION_PROTOCOL></Library_descriptor><Bioproject>PRJNA1028585</Bioproject><Biosample>SAMN37851220</Biosample>",,RAW_SEQUENCING,BULK_RNA_SEQ,,,https://www.ncbi.nlm.nih.gov/sra/?term=SRR26401910,True,False,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:02.082338+00:00,False,True,False,False,False,False,True,False,UNRESOLVED,40,EXPLORATORY,+25 direct trastuzumab-resistance wording | +10 raw data available | +5 independent model/cohort,True
SRA:SRR26401911,SRA,SRR26401911,,"<Summary><Title>GSM7843747: HR6_2; Homo sapiens; RNA-Seq</Title><Platform instrument_model=""NextSeq 500"">ILLUMINA</Platform><Statistics total_runs=""1"" total_spots=""32608143"" total_bases=""2445610725"" total_size=""976639343"" load_done=""true"" cluster_name=""public""/></Summary><Submitter acc=""SRA1733069"" center_name=""Pathology, UT Southwestern Medical Center"" contact_name=""GEO Group"" lab_name=""""/><Experiment acc=""SRX22107638"" ver=""2"" status=""public"" name=""GSM7843747: HR6_2; Homo sapiens; RNA-Seq""/><Study acc=""SRP466638"" name=""ZMYND8 transcriptome in trastuzumab resistant breast tumor cells""/><Organism taxid=""9606"" ScientificName=""Homo sapiens""/><Sample acc=""SRS19172531"" name=""""/><Instrument ILLUMINA=""NextSeq 500""/><Library_descriptor><LIBRARY_NAME>GSM7843747</LIBRARY_NAME><LIBRARY_STRATEGY>RNA-Seq</LIBRARY_STRATEGY><LIBRARY_SOURCE>TRANSCRIPTOMIC</LIBRARY_SOURCE><LIBRARY_SELECTION>cDNA</LIBRARY_SELECTION><LIBRARY_LAYOUT><SINGLE/></LIBRARY_LAYOUT><LIBRARY_CONSTRUCTION_PROTOCOL>Total RNA was isolated using a RNeasy Mini kit and treated with DNase (Qiagen). mRNA-seq libraries were prepared with a Kapa mRNA Hyper Prep kit (Roche).</LIBRARY_CONSTRUCTION_PROTOCOL></Library_descriptor><Bioproject>PRJNA1028585</Bioproject><Biosample>SAMN37851221</Biosample>",,RAW_SEQUENCING,BULK_RNA_SEQ,,,https://www.ncbi.nlm.nih.gov/sra/?term=SRR26401911,True,False,trastuzumab_resistance,BT474 AND trastuzumab resistant,2026-08-31T05:26:02.082360+00:00,False,True,False,False,False,False,True,False,UNRESOLVED,40,EXPLORATORY,+25 direct trastuzumab-resistance wording | +10 raw data available | +5 independent model/cohort,True
