pert_id,pert_iname,priority_rank,priority_tier_number,molecule_chembl_id,target_chembl_id,target_pref_name,target_type,target_organism,target_accessions,target_component_descriptions,target_evidence_source,minimum_pchembl_filter
BRD-A30815329,felodipine,94,2,CHEMBL1480,CHEMBL613963,Danio rerio,ORGANISM,Danio rerio,,,ChEMBL_activity,5.0
BRD-K55034111,pefloxacin,97,2,CHEMBL267648,CHEMBL234,D(3) dopamine receptor,SINGLE PROTEIN,Homo sapiens,P35462,D(3) dopamine receptor,ChEMBL_activity,5.0
BRD-K60476892,YC-1,85,2,CHEMBL5838159,CHEMBL1892,Glutamate carboxypeptidase 2,SINGLE PROTEIN,Homo sapiens,Q04609,Glutamate carboxypeptidase 2,ChEMBL_activity,5.0
BRD-K08619838,tremorine,98,2,CHEMBL1483237,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-K08619838,tremorine,98,2,CHEMBL1483237,CHEMBL4372,Lethal factor,SINGLE PROTEIN,Bacillus anthracis,P15917,Lethal factor,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL1293231,Nuclear receptor ROR-gamma,SINGLE PROTEIN,Mus musculus,P51450,Nuclear receptor ROR-gamma,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL260,Mitogen-activated protein kinase 14,SINGLE PROTEIN,Homo sapiens,Q16539,Mitogen-activated protein kinase 14,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL2793,Casein kinase I isoform alpha,SINGLE PROTEIN,Homo sapiens,P48729,Casein kinase I isoform alpha,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL2828,Casein kinase I isoform delta,SINGLE PROTEIN,Homo sapiens,P48730,Casein kinase I isoform delta,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL3879801,NON-PROTEIN TARGET,NON-MOLECULAR,,,,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL3886,Mitogen-activated protein kinase kinase kinase 20,SINGLE PROTEIN,Homo sapiens,Q9NYL2,Mitogen-activated protein kinase kinase kinase 20,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL395,HepG2,CELL-LINE,Homo sapiens,,,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL4014,Tyrosine-protein kinase ABL2,SINGLE PROTEIN,Homo sapiens,P42684,Tyrosine-protein kinase ABL2,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL4267,TGF-beta receptor type-2,SINGLE PROTEIN,Homo sapiens,P37173,TGF-beta receptor type-2,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL4439,TGF-beta receptor type-1,SINGLE PROTEIN,Homo sapiens,P36897,TGF-beta receptor type-1,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL614822,NIH3T3,CELL-LINE,Mus musculus,,,ChEMBL_activity,5.0
BRD-K06234293,LY-364947,104,2,CHEMBL261454,CHEMBL6196188,Serine/threonine protein kinase YCK2,SINGLE PROTEIN,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),A0A1D8PKB4,Serine/threonine protein kinase YCK2,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL1795174,Mitogen-activated protein kinase 8,SINGLE PROTEIN,Mus musculus,Q91Y86,Mitogen-activated protein kinase 8,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL2147,Serine/threonine-protein kinase pim-1,SINGLE PROTEIN,Homo sapiens,P11309,Serine/threonine-protein kinase pim-1,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL3471,Human immunodeficiency virus type 1 integrase,SINGLE PROTEIN,Human immunodeficiency virus 1,Q7ZJM1,Gag-Pol polyprotein,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL3817719,Synapsin-1,SINGLE PROTEIN,Bos taurus,P17599,Synapsin-1,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL4523582,Replicase polyprotein 1ab,SINGLE PROTEIN,Severe acute respiratory syndrome coronavirus 2,P0DTD1,Replicase polyprotein 1ab,ChEMBL_activity,5.0
BRD-K95885906,quercetagetin,93,2,CHEMBL413552,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
BRD-K56596464,QX-314,96,2,CHEMBL1255750,CHEMBL1293235,Prelamin-A/C,SINGLE PROTEIN,Homo sapiens,P02545,Prelamin-A/C,ChEMBL_activity,5.0
BRD-K56596464,QX-314,96,2,CHEMBL1255750,CHEMBL1293237,RecQ-like DNA helicase BLM,SINGLE PROTEIN,Homo sapiens,P54132,RecQ-like DNA helicase BLM,ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL1293255,15-hydroxyprostaglandin dehydrogenase [NAD(+)],SINGLE PROTEIN,Homo sapiens,P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)],ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL289,Cytochrome P450 2D6,SINGLE PROTEIN,Homo sapiens,P10635,Cytochrome P450 2D6,ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL3563,Cruzipain,SINGLE PROTEIN,Trypanosoma cruzi,P25779,Cruzipain,ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL372,Homo sapiens,ORGANISM,Homo sapiens,,,ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL4159,3-hydroxyacyl-CoA dehydrogenase type-2,SINGLE PROTEIN,Homo sapiens,Q99714,3-hydroxyacyl-CoA dehydrogenase type-2,ChEMBL_activity,5.0
BRD-K84895041,BMY-45778,102,2,CHEMBL125569,CHEMBL4296519,Platelet,CELL-LINE,,,,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL1899,5-hydroxytryptamine receptor 3A,SINGLE PROTEIN,Homo sapiens,P46098,5-hydroxytryptamine receptor 3A,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL1916,Alpha-2C adrenergic receptor,SINGLE PROTEIN,Homo sapiens,P18825,Alpha-2C adrenergic receptor,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL2111332,Serotonin 3 (5-HT3) receptor,PROTEIN COMPLEX,Homo sapiens,O95264 | P46098,5-hydroxytryptamine receptor 3A | 5-hydroxytryptamine receptor 3B,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL228,Sodium-dependent serotonin transporter,SINGLE PROTEIN,Homo sapiens,P31645,Sodium-dependent serotonin transporter,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL231,Histamine H1 receptor,SINGLE PROTEIN,Homo sapiens,P35367,Histamine H1 receptor,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809,Voltage-gated inwardly rectifying potassium channel KCNH2,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL3895,5-hydroxytryptamine receptor 3B,SINGLE PROTEIN,Homo sapiens,O95264,5-hydroxytryptamine receptor 3B,ChEMBL_activity,5.0
BRD-K08924299,palonosetron,82,2,CHEMBL1189679,CHEMBL612545,Unchecked,UNCHECKED,,,,ChEMBL_activity,5.0
