priority_rank,priority_tier_number,priority_tier,cross_signature_consistency_score,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau,strong_negative_threshold,consensus_rank,A_TOP150_negative,A_TOP150_strong_negative,B_TOP100_negative,B_TOP100_strong_negative,B_TOP150_negative,B_TOP150_strong_negative,pubchem_cid,pubchem_title,molecular_formula,molecular_weight,canonical_smiles,isomeric_smiles,inchi,inchikey,pubchem_status,compound_classification,classification_reason,regulatory_status,regulatory_source,regulatory_verification_date,has_pubchem_identity,has_structure,multi_signature_negative,strong_cmap_support,downstream_status
1990,4,Tier 4 — Weak/single-signature,0,BRD-A71657825,2-(biphenyl-4-ylsulfonamido)pentanedioic-acid,0.000000,2.149401,15.309546,3,0,0,5.819649,2.149401,0.000000,-90.000000,1990,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
1999,4,Tier 4 — Weak/single-signature,0,BRD-K50324045,avrainvillamide-analog-6,2.382128,1.561886,3.558844,3,0,0,2.500953,2.382128,1.561886,-90.000000,1999,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2017,4,Tier 4 — Weak/single-signature,0,BRD-K86465814,HO-013,2.649886,10.236462,2.883148,3,0,0,5.256499,2.883148,2.649886,-90.000000,2017,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2025,4,Tier 4 — Weak/single-signature,0,BRD-K09764130,mead-ethanolamide,0.000000,3.030303,24.203766,3,0,0,9.078023,3.030303,0.000000,-90.000000,2025,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2081,4,Tier 4 — Weak/single-signature,0,BRD-K36153907,KU-C103885,0.000000,27.461502,4.906114,3,0,0,10.789205,4.906114,0.000000,-90.000000,2081,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2096,4,Tier 4 — Weak/single-signature,0,BRD-K78599730,manumycin-a,1.937984,5.331285,31.520851,3,0,0,12.930040,5.331285,1.937984,-90.000000,2096,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2126,4,Tier 4 — Weak/single-signature,0,BRD-A86044036,flurbiprofen-(+/-),2.184637,6.342494,22.076534,3,0,0,10.201222,6.342494,2.184637,-90.000000,2126,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2211,4,Tier 4 — Weak/single-signature,0,BRD-K20197062,SA-94315,0.000000,9.507614,12.001201,3,0,0,7.169605,9.507614,0.000000,-90.000000,2211,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2229,4,Tier 4 — Weak/single-signature,0,BRD-K68407802,KIN001-055,10.139100,30.685087,10.045590,3,0,0,16.956592,10.139100,10.045590,-90.000000,2229,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2230,4,Tier 4 — Weak/single-signature,0,BRD-K89930444,AG-592,25.418110,2.796832,10.199604,3,0,0,12.804849,10.199604,2.796832,-90.000000,2230,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2231,4,Tier 4 — Weak/single-signature,0,BRD-K56115039,BU-226,0.880902,15.208289,10.217274,3,0,0,8.768822,10.217274,0.880902,-90.000000,2231,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2306,4,Tier 4 — Weak/single-signature,0,BRD-K43405658,tyrphostin-AG-527,0.000000,14.100627,42.847748,3,0,0,18.982792,14.100627,0.000000,-90.000000,2306,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2347,4,Tier 4 — Weak/single-signature,0,BRD-K08502430,angiogenesis-inhibitor,0.000000,28.553223,15.764408,3,0,0,14.772544,15.764408,0.000000,-90.000000,2347,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2353,4,Tier 4 — Weak/single-signature,0,BRD-K69840642,ISOX,0.000000,59.965170,16.061916,3,0,0,25.342362,16.061916,0.000000,-90.000000,2353,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2363,4,Tier 4 — Weak/single-signature,0,BRD-A70731303,avrainvillamide-analog-5,56.801018,16.523315,4.507023,3,0,0,25.943785,16.523315,4.507023,-90.000000,2363,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2367,4,Tier 4 — Weak/single-signature,0,BRD-U37049823,HG-6-64-01,0.000000,36.223755,16.717087,3,0,0,17.646947,16.717087,0.000000,-90.000000,2367,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2368,4,Tier 4 — Weak/single-signature,0,BRD-A07765530,epinephrine-(racemic),0.000000,25.776709,16.760141,3,0,0,14.178950,16.760141,0.000000,-90.000000,2368,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2381,4,Tier 4 — Weak/single-signature,0,BRD-K12906962,dichlorobenzamil,0.000000,17.536531,35.060284,3,0,0,17.532272,17.536531,0.000000,-90.000000,2381,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2387,4,Tier 4 — Weak/single-signature,0,BRD-K43236057,polydatin,0.000000,17.853268,23.605430,3,0,0,13.819566,17.853268,0.000000,-90.000000,2387,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2392,4,Tier 4 — Weak/single-signature,0,BRD-K64310881,MW-STK33-3B,0.000000,30.301520,18.474524,3,0,0,16.258681,18.474524,0.000000,-90.000000,2392,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2436,4,Tier 4 — Weak/single-signature,0,BRD-K76274772,MAPP-D-erythro,0.000000,29.302872,20.732368,3,0,0,16.678413,20.732368,0.000000,-90.000000,2436,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2480,4,Tier 4 — Weak/single-signature,0,BRD-K08115555,tyrphostin-AG-1288,0.000000,23.422817,29.384820,3,0,0,17.602546,23.422817,0.000000,-90.000000,2480,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2495,4,Tier 4 — Weak/single-signature,0,BRD-K24859147,KIN001-242,0.000000,25.033672,83.550450,3,0,0,36.194707,25.033672,0.000000,-90.000000,2495,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2517,4,Tier 4 — Weak/single-signature,0,BRD-K51018020,VAMA-37,0.000000,42.678246,26.542694,3,0,0,23.073647,26.542694,0.000000,-90.000000,2517,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2522,4,Tier 4 — Weak/single-signature,0,BRD-K37194137,III606050,0.000000,44.401054,26.879295,3,0,0,23.760116,26.879295,0.000000,-90.000000,2522,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2544,4,Tier 4 — Weak/single-signature,0,BRD-K39111395,BCL2-inhibitor,12.236105,28.189686,66.882210,3,0,0,35.769334,28.189686,12.236105,-90.000000,2544,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2568,4,Tier 4 — Weak/single-signature,0,BRD-K74733595,APHA-compound-8,0.563777,60.820213,30.218520,3,0,0,30.534170,30.218520,0.563777,-90.000000,2568,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2597,4,Tier 4 — Weak/single-signature,0,BRD-K82577285,dipropyl-dopamine,14.605021,45.384080,32.899390,3,0,0,30.962830,32.899390,14.605021,-90.000000,2597,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2659,4,Tier 4 — Weak/single-signature,0,BRD-A44551378,LFM-A12,0.214439,40.302640,59.787674,3,0,0,33.434918,40.302640,0.214439,-90.000000,2659,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2673,4,Tier 4 — Weak/single-signature,0,BRD-A62182663,YK-4279,60.357020,26.364023,41.699500,3,0,0,42.806848,41.699500,26.364023,-90.000000,2673,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2692,4,Tier 4 — Weak/single-signature,0,BRD-K15842202,eudesmic-acid,6.960950,45.004253,45.759937,3,0,0,32.575047,45.004253,6.960950,-90.000000,2692,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2696,4,Tier 4 — Weak/single-signature,0,BRD-K61033289,15-delta-prostaglandin-j2,74.267105,46.410440,34.091026,3,0,0,51.589524,46.410440,34.091026,-90.000000,2696,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2719,4,Tier 4 — Weak/single-signature,0,BRD-K19220233,JNK-9L,0.000000,57.539650,48.774864,3,0,0,35.438171,48.774864,0.000000,-90.000000,2719,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2725,4,Tier 4 — Weak/single-signature,0,BRD-K96271548,coumaric-acid,15.539374,70.109930,50.069565,3,0,0,45.239623,50.069565,15.539374,-90.000000,2725,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2738,4,Tier 4 — Weak/single-signature,0,BRD-K05653692,DL-PDMP,0.880902,56.554077,52.931732,3,0,0,36.788904,52.931732,0.880902,-90.000000,2738,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2748,4,Tier 4 — Weak/single-signature,0,BRD-K35573744,erbstatin-analog,0.000000,54.318660,65.251400,3,0,0,39.856687,54.318660,0.000000,-90.000000,2748,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2768,4,Tier 4 — Weak/single-signature,0,BRD-A77216878,manumycin-a,0.986610,57.949844,78.807750,3,0,0,45.914735,57.949844,0.986610,-90.000000,2768,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2773,4,Tier 4 — Weak/single-signature,0,BRD-K61829047,7b-cis,4.510156,58.298030,80.212690,3,0,0,47.673625,58.298030,4.510156,-90.000000,2773,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2786,4,Tier 4 — Weak/single-signature,0,BRD-K92413528,thiazolidinecarboxylic-acid,0.000000,62.354750,84.736520,3,0,0,49.030423,62.354750,0.000000,-90.000000,2786,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2792,4,Tier 4 — Weak/single-signature,0,BRD-K51290057,SA-792709,58.475240,64.473920,75.623400,3,0,0,66.190853,64.473920,58.475240,-90.000000,2792,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2805,4,Tier 4 — Weak/single-signature,0,BRD-A41301928,bongkrek-acid,0.000000,68.361530,71.931610,3,0,0,46.764380,68.361530,0.000000,-90.000000,2805,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2809,4,Tier 4 — Weak/single-signature,0,BRD-K30296925,flavokavain-b,26.481457,83.310770,69.972230,3,0,0,59.921486,69.972230,26.481457,-90.000000,2809,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
2837,4,Tier 4 — Weak/single-signature,0,BRD-A47513740,calyculin,1.303735,93.741490,98.466950,3,0,0,64.504058,93.741490,1.303735,-90.000000,2837,False,False,False,False,False,False,,,,,,,,,not_found,manual_identity_review,No confident PubChem identity was found from the CMap perturbagen name.,NOT_VERIFIED,,,False,False,False,False,MANUAL_IDENTITY_REVIEW
