rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
178,BRD-A91866971,SQ-29548,4,-0.31782915,-0.319946905,-0.37114292,-0.2729864,0.044300623513370926,3,A549;HA1E;VCAP,10 �M,24 h;6 h,4
179,BRD-K19416115,sitagliptin,8,-0.31776510999999996,-0.31537073374999997,-0.3808353,-0.2575826,0.04319933752614825,7,A375;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
180,BRD-K67261995,adipiodone,10,-0.317636865,-0.32062105500000004,-0.45182723,-0.21646023,0.07908888572010665,6,A375;A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
181,BRD-K62929068,6-benzylaminopurine,4,-0.31762126,-0.29846833,-0.32689536,-0.23173544,0.04482384790648687,3,HA1E;MCF7;PC3,10 �M,24 h;6 h,4
182,BRD-K80778372,Ro-19-4605,9,-0.31760222,-0.28385575888888886,-0.44942117,-0.15858778,0.08864600363375756,6,HA1E;HCC515;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,9
183,BRD-K18895904,olanzapine,7,-0.317437,-0.3213173928571429,-0.39927697,-0.26200143,0.05414694368690064,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
184,BRD-K51223576,AG-99,5,-0.31739613,-0.310214334,-0.33979705,-0.25019243,0.03531136711070712,4,A375;A549;HA1E;MCF7,10 �M,24 h;6 h,5
185,BRD-A48809242,IB-MECA,5,-0.31731993,-0.3223287,-0.41543373,-0.2333601,0.06750376576620262,4,A375;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
186,BRD-K10016611,pyridine-2-aldoxime,3,-0.31730902,-0.30379221,-0.32976747,-0.26430014,0.03476378775053575,3,A375;HT29;PC3,10 �M,6 h,3
188,BRD-K68558722,deracoxib,7,-0.3172995,-0.3052313742857143,-0.36622554,-0.24169216,0.04401257583685028,6,HA1E;HCC515;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,7
189,BRD-A01787639,naftopidil,4,-0.317258185,-0.306253435,-0.37137854,-0.21911883,0.07321006385334032,3,A375;HT29;PC3,10 �M,24 h;6 h,4
190,BRD-K48735772,PD-158780,10,-0.31699694,-0.32126467999999997,-0.40379575,-0.21954711,0.06510697470009372,7,A375;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
191,BRD-K88551539,CAY-10585,3,-0.31675902,-0.28896763,-0.33608657,-0.2140573,0.06559006557995119,3,A375;HCC515;MCF7,10 �M,6 h,3
192,BRD-A38913120,BH3I-1,6,-0.31674185499999996,-0.2911746566666667,-0.33081797,-0.22209862,0.04878116468482099,4,HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,6
193,BRD-A48261811,argatroban,5,-0.3166724,-0.305622112,-0.3513822,-0.23616157,0.04342424816871523,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
194,BRD-A81541225,oligomycin-a,11,-0.31664056,-0.32085405181818183,-0.40321866,-0.24646658,0.04419573753496503,7,A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
195,BRD-K73196317,urapidil,2,-0.316588615,-0.316588615,-0.32213473,-0.3110425,0.007843391051480865,2,MCF7;PC3,10 �M,24 h;6 h,2
196,BRD-K86191271,cytosporone-b,2,-0.316062945,-0.316062945,-0.32313043,-0.30899546,0.00999493313886841,2,MCF7;VCAP,10 �M,24 h,2
197,BRD-K54472332,elvitegravir,4,-0.31606195000000004,-0.3040679375,-0.33274975,-0.2513981,0.037128623307393055,4,A375;HA1E;HEPG2;HT29,10 �M,6 h,4
198,BRD-K17868609,BRL-54443,2,-0.316026425,-0.316026425,-0.34489515,-0.2871577,0.04082654242341921,2,A375;HCC515,10 �M,6 h,2
199,BRD-A01826957,xanthinol,5,-0.31591067,-0.305514522,-0.35299647,-0.23731065,0.04831977073019202,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
200,BRD-A24381660,zeranol,5,-0.31590217,-0.294918892,-0.34833857,-0.20031022,0.05736683722712339,3,A549;PC3;VCAP,10 �M,24 h;6 h,5
201,BRD-A02333338,cyclopamine,2,-0.31589073,-0.31589073,-0.37423873,-0.25754273,0.08251653293734537,1,VCAP,10 �M,24 h;6 h,2
202,BRD-K18678457,ZD-7288,5,-0.3156818,-0.299905018,-0.3323321,-0.24294457,0.03525643024287088,4,A549;HA1E;HT29;VCAP,10 �M,24 h;6 h,5
203,BRD-K07881437,danusertib,5,-0.3155662,-0.305054604,-0.32557875,-0.26394123,0.026117257329417803,4,A549;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
204,BRD-A35912562,pregnenolone-succinate,2,-0.31550783000000004,-0.31550783000000004,-0.33913058,-0.29188508,0.03340761343054905,2,HEPG2;MCF7,10 �M,6 h,2
205,BRD-K72093121,vidarabine,7,-0.31546998,-0.28492924999999997,-0.34289616,-0.2083253,0.05523826586697699,5,A375;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
206,BRD-A11135865,nor-binaltorphimine,3,-0.31538403,-0.30612612666666666,-0.38812268,-0.21487167,0.08699574528160578,3,HCC515;MCF7;PC3,10 �M,24 h;6 h,3
207,BRD-K76908866,CP-724714,8,-0.31530117999999996,-0.32267710125,-0.39225566,-0.26345557,0.03875381372963864,5,A375;A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,8
208,BRD-K92758126,MD-920,4,-0.315236685,-0.303616295,-0.35205692,-0.23193489,0.05547938561654321,3,HA1E;MCF7;PC3,10 �M,24 h;6 h,4
209,BRD-K61106942,BRD-K61106942,5,-0.31523257,-0.31065413199999997,-0.38029602,-0.24015614,0.05029390556629174,5,A375;A549;HT29;MCF7;PC3,10 �M,24 h;6 h,5
210,BRD-K72222507,quinapril,6,-0.31522798500000004,-0.3047846616666667,-0.3403911,-0.2519728,0.03884374749251588,6,A375;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
211,BRD-K10573841,tunicamycin,4,-0.31521564999999996,-0.3137255475,-0.36894885,-0.25552204,0.05018136010729772,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,4
212,BRD-K88741031,"methyl-2,5-dihydroxycinnamate",7,-0.3151838,-0.3015539685714286,-0.37830722,-0.2111823,0.05937792161611234,5,A375;A549;HEPG2;HT29;MCF7,10 �M,24 h;6 h,7
213,BRD-K55462201,AM-404,6,-0.31515271499999997,-0.29958238666666664,-0.37216604,-0.22789374,0.05442424619132233,4,A375;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
214,BRD-K02113016,olaparib,9,-0.31510377,-0.3111756655555556,-0.38498014,-0.22844744,0.05021871998537303,4,A375;HEPG2;MCF7;VCAP,1 �M;10 �M;100 nM;40 �M,24 h;6 h,9
215,BRD-K71003802,hippeastrine,5,-0.31508395,-0.30767641,-0.34906673,-0.2364942,0.04218676388989147,4,A549;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
216,BRD-K83972459,JWE-035,5,-0.31502968,-0.286505862,-0.3649521,-0.18373623,0.07405324847052437,4,A549;HEPG2;MCF7;VCAP,10 �M;500 nM,24 h;6 h,5
217,BRD-K11107424,tiotidine,5,-0.3148346,-0.308252828,-0.34197187,-0.26219016,0.02933670113678035,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
218,BRD-K81783531,VX-222,3,-0.3148141,-0.32605462,-0.3578382,-0.30551156,0.02791560998483107,3,A549;HA1E;MCF7,10 �M,24 h;6 h,3
219,BRD-K56509348,BMS-182874,6,-0.314803705,-0.32615980333333333,-0.38424933,-0.29021493,0.038398447571302494,5,HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
220,BRD-A68281735,REV-5901,2,-0.31476331,-0.31476331,-0.36805147,-0.26147515,0.07536083858590749,2,A549;HCC515,10 �M,6 h,2
221,BRD-A54880345,etomidate,10,-0.31474855,-0.303713597,-0.36495405,-0.21152285,0.046501090770424816,6,A549;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,10
222,BRD-A26199074,calmidazolium,4,-0.31465998500000003,-0.3167914025,-0.37115422,-0.26669142,0.0495340812395374,3,A549;HT29;VCAP,10 �M,24 h;6 h,4
223,BRD-A83695761,chromanol,2,-0.31451428000000003,-0.31451428000000003,-0.39007625,-0.23895231,0.10686076277362896,2,A375;VCAP,10 �M,24 h,2
224,BRD-K93568044,hydrocortisone,3,-0.31446192,-0.3074835066666667,-0.34458733,-0.26340127,0.041040440714848976,3,A375;MCF7;PC3,10 �M,24 h;6 h,3
225,BRD-A82590476,SDZ-NKT-343,2,-0.31434175,-0.31434175,-0.33606812,-0.29261538,0.030725727115135954,2,HT29;MCF7,10 �M,24 h;6 h,2
226,BRD-A36471396,biperiden,5,-0.314301,-0.28533000799999997,-0.3259707,-0.22856496,0.04641683417174119,5,A375;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,5
227,BRD-K49671696,ketanserin,3,-0.3142981,-0.3071719333333333,-0.38371602,-0.22350168,0.0803445416561059,3,A375;A549;HT29,10 �M,24 h;6 h,3
228,BRD-K37194137,III606050,2,-0.31425064999999996,-0.31425064999999996,-0.3461394,-0.2823619,0.045097502737125005,2,MCF7;PC3,10 �M,6 h,2
229,BRD-A10969569,ambelline,4,-0.314198685,-0.308513975,-0.37326515,-0.23239338,0.05835121103886163,4,A375;A549;HA1E;PC3,10 �M,24 h;6 h,4
230,BRD-K07888107,depudecin,4,-0.313942145,-0.299857345,-0.33072823,-0.24081686,0.042357620142436776,4,A549;HCC515;MCF7;VCAP,10 �M,24 h;6 h,4
231,BRD-K39188321,betamethasone,3,-0.31376922,-0.30074066,-0.38654476,-0.201908,0.09300532682368036,3,HCC515;HEPG2;VCAP,10 �M,24 h;6 h,3
232,BRD-K51805276,temefos,3,-0.31363565,-0.29698509,-0.33098906,-0.24633056,0.04471796358062048,3,HCC515;MCF7;VCAP,10 �M,24 h;6 h,3
233,BRD-A66559694,naltrexone,5,-0.31360742,-0.300543206,-0.34122777,-0.23803413,0.040982569337683426,5,A549;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
234,BRD-A54029483,IRL-2500,7,-0.3135657,-0.2839134485714286,-0.38092804,-0.17180145,0.06960584396070979,5,A375;HA1E;HCC515;HEPG2;PC3,10 �M,24 h;6 h,7
235,BRD-K34533029,tyrphostin-AG-494,2,-0.313564775,-0.313564775,-0.33611333,-0.29101622,0.03188847229291568,2,HEPG2;VCAP,10 �M,24 h;6 h,2
236,BRD-A34208323,VU-0404997-2,2,-0.31354214,-0.31354214,-0.31787872,-0.30920556,0.0061328502503159455,2,A375;PC3,10 �M,6 h,2
237,BRD-K33226500,indinavir,2,-0.313533945,-0.313533945,-0.32886016,-0.29820773,0.02167454111284595,2,HT29;VCAP,10 �M,24 h;6 h,2
238,BRD-A77349281,RK-682,8,-0.313487325,-0.30507942125,-0.37100673,-0.19347456,0.05607493776301534,7,A375;HA1E;HCC515;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,8
239,BRD-K78278890,NM-PP1,4,-0.313481885,-0.3189892025,-0.4137119,-0.23528114,0.07315233245534071,3,A549;HEPG2;VCAP,10 �M,24 h;6 h,4
240,BRD-K38251852,paxilline,2,-0.31347329999999995,-0.31347329999999995,-0.31949276,-0.30745384,0.008512801970162338,2,HA1E;VCAP,10 �M,24 h,2
241,BRD-K42748308,XE-991,4,-0.313388165,-0.30549839749999996,-0.32362998,-0.27158728,0.024426923871616695,3,HA1E;HT29;MCF7,10 �M,24 h;6 h,4
242,BRD-K97330509,SRC-kinase-inhibitor-II,6,-0.31328027999999997,-0.2907129533333333,-0.34467548,-0.22454073,0.05145560714992516,5,A375;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,6
243,BRD-K25991148,warfarin,4,-0.31319213999999995,-0.3090066525,-0.33376688,-0.27587545,0.024290399712727874,3,A549;MCF7;PC3,10 �M,24 h;6 h,4
244,BRD-A06390036,hydroquinidine,5,-0.31313682,-0.291272922,-0.33707708,-0.21175224,0.05483141090996673,4,HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
245,BRD-A31227688,kynuramine,9,-0.3131216,-0.28613949,-0.33709842,-0.17815885,0.05858405254218677,7,A375;A549;HA1E;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,9
246,BRD-K54771420,glycocholic-acid,5,-0.31311786,-0.302516446,-0.36953115,-0.2062426,0.0598619267652569,4,A375;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,5
247,BRD-K89014967,AS-703026,5,-0.31289557,-0.318428316,-0.44570982,-0.18187268,0.09835480079507013,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
248,BRD-K78838262,austricine,4,-0.31284610999999996,-0.31336198,-0.35099807,-0.27675763,0.0303162855916431,2,HA1E;PC3,10 �M,24 h;6 h,4
249,BRD-K66896231,ipidacrine,2,-0.31281633,-0.31281633,-0.3146001,-0.31103256,0.0025226317261542223,2,A549;PC3,10 �M,6 h,2
250,BRD-K16621777,enobosarm,5,-0.3126158,-0.324501944,-0.39898354,-0.27164438,0.049972219197470934,5,A549;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
251,BRD-A96799240,4-hydroxyretinoic-acid,4,-0.31255962000000004,-0.33690727,-0.47815692,-0.24435292,0.10498993870349861,3,A549;HA1E;PC3,10 �M,24 h;6 h,4
252,BRD-K32656671,BRD-K32656671,4,-0.312403785,-0.3212782425,-0.3800499,-0.2802555,0.04239390741988632,4,A549;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,4
253,BRD-A23226398,estradiol,4,-0.31229779,-0.31513726750000004,-0.34900755,-0.28694594,0.026536754301646582,4,HA1E;HEPG2;MCF7;PC3,10 �M,24 h;6 h,4
254,BRD-K07507905,BRL-37344,5,-0.31224418,-0.309274852,-0.39653313,-0.21463117,0.08811414138580148,4,A549;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
255,BRD-K31792052,pifithrin,6,-0.31219070000000004,-0.31319306333333335,-0.37073076,-0.26792663,0.041103486404919315,5,A549;HA1E;HEPG2;MCF7;PC3,10 �M,24 h;6 h,6
256,BRD-K08502430,angiogenesis-inhibitor,3,-0.3121583,-0.3286193533333333,-0.3873431,-0.28635666,0.05246703701945185,3,A549;HA1E;HCC515,10 �M,24 h;6 h,3
257,BRD-A01295252,7-hydroxy-PIPAT,4,-0.31209929000000003,-0.298183645,-0.3554207,-0.2131153,0.06262597681089506,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
258,BRD-A27489425,rolitetracycline,2,-0.31209278,-0.31209278,-0.32468152,-0.29950404,0.01780316684118866,2,HA1E;HEPG2,10 �M,6 h,2
259,BRD-K52459643,alprostadil,6,-0.31187708999999997,-0.29996506,-0.3221125,-0.25592506,0.02738848705377061,4,A549;HA1E;PC3;VCAP,10 �M,24 h;6 h,6
260,BRD-K61341215,vecuronium,6,-0.31176697,-0.308786625,-0.4263388,-0.21946916,0.07175947223461435,5,A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
261,BRD-K50938287,sumatriptan,9,-0.3116343,-0.29798564,-0.3690412,-0.21727407,0.05127374973325215,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
262,BRD-K38903228,hesperidin,4,-0.31162181499999997,-0.31436131,-0.40378904,-0.23041257,0.07800343587950256,3,HA1E;HCC515;PC3,10 �M,24 h;6 h,4
263,BRD-A22032524,amlodipine,7,-0.31149313,-0.29781136999999996,-0.35367376,-0.23516563,0.03841728362133075,5,A375;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,7
265,BRD-A51382177,fosinopril,3,-0.31136924,-0.2811947066666667,-0.3145453,-0.21766958,0.05503728852144639,3,A549;MCF7;PC3,10 �M,24 h;6 h,3
266,BRD-K60060639,N-methyllidocaine-iodide,6,-0.31134705,-0.29295261666666667,-0.33808267,-0.21686512,0.04828386050533353,5,HA1E;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
267,BRD-K86958018,olvanil,2,-0.31133798,-0.31133798,-0.31176633,-0.31090963,0.0006057783794425264,2,A549;VCAP,10 �M,24 h;6 h,2
268,BRD-K37720887,SB-525334,10,-0.311291755,-0.30623075699999996,-0.41871357,-0.20462205,0.07051538833288092,6,A549;HA1E;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,10
269,BRD-K67445247,flurofamide,6,-0.31128244,-0.28231634,-0.3409879,-0.19792987,0.06614802849600855,6,A375;HA1E;HCC515;HEPG2;HT29;MCF7,10 �M,6 h,6
270,BRD-K42500029,CGP-57380,3,-0.31117094,-0.2983024633333333,-0.3376708,-0.24606565,0.047138881461284504,2,A375;PC3,10 �M,6 h,3
271,BRD-A64227845,SKF-77434,3,-0.31116706,-0.31857731,-0.35228163,-0.29228324,0.030677932695097,2,PC3;VCAP,10 �M,24 h;6 h,3
272,BRD-K27450477,EHNA,2,-0.31112565999999997,-0.31112565999999997,-0.34077322,-0.2814781,0.04192798144327004,2,MCF7;VCAP,10 �M,6 h,2
273,BRD-K06080977,eicosatetraynoic-acid,4,-0.311114165,-0.2943196925,-0.34153298,-0.21351746,0.05592338479229321,3,A549;MCF7;VCAP,10 �M,24 h;6 h,4
274,BRD-K18619710,digoxigenin,3,-0.31087804,-0.28993476333333335,-0.32420158,-0.23472467,0.04827520050646536,3,A375;A549;VCAP,10 �M,24 h;6 h,3
275,BRD-K43764301,dexketoprofen,4,-0.310833635,-0.30574515,-0.3664468,-0.23486653,0.06271332925455163,3,A375;HT29;VCAP,10 �M,24 h;6 h,4
276,BRD-K28346421,rifapentine,5,-0.3108034,-0.30561077000000003,-0.31325826,-0.28325203,0.012708631191729526,5,A549;HA1E;HCC515;HEPG2;VCAP,10 �M,24 h;6 h,5
278,BRD-A04327189,synephrine,8,-0.310660155,-0.2965322125,-0.43426603,-0.19668213,0.0764203872594932,5,HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
279,BRD-A19633847,perhexiline,19,-0.3106532,-0.30160672368421054,-0.4076739,-0.19324765,0.06024494589139402,5,A549;HA1E;HCC515;MCF7;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;500 nM,24 h;6 h,19
280,BRD-K19111024,clofibric-acid,4,-0.3106274,-0.3126933575,-0.34687853,-0.2826401,0.03209375666439232,3,A375;A549;MCF7,10 �M,24 h;6 h,4
281,BRD-K76064317,tyrphostin-AG-1296,4,-0.31041989000000003,-0.3163529425,-0.39907187,-0.24550012,0.06308032060816451,3,HT29;MCF7;VCAP,10 �M,24 h;6 h,4
282,BRD-A26097136,bulleyaconitine-a,5,-0.3103208,-0.28480463,-0.3591805,-0.18975219,0.07035343636399223,4,HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,5
283,BRD-A47829399,artesunate,19,-0.31030217,-0.3169911742105263,-0.424847,-0.20644444,0.06513645232984272,4,A549;HA1E;HCC515;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,19
284,BRD-A12230535,nutlin-3,4,-0.31028597,-0.3096913375,-0.36050808,-0.25768533,0.05271609909042231,4,HCC515;MCF7;PC3;VCAP,40 �M,24 h;6 h,4
285,BRD-K32836707,CAY-10577,6,-0.31025432,-0.29284003,-0.34882456,-0.20713726,0.05645327102812417,4,HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
287,BRD-K09907482,PRL-3-inhibitor-I,19,-0.30997938,-0.3060291031578948,-0.41151723,-0.21179795,0.05743641293139032,7,A375;A549;HA1E;HCC515;HT29;MCF7;VCAP,1 nM;1 �M;10 nM;40 �M;500 nM,24 h;6 h,19
288,BRD-A10303790,talampicillin,7,-0.30994928,-0.3070244485714286,-0.36593425,-0.23757645,0.04685508574935895,5,HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
289,BRD-K20168484,BRD-K20168484,5,-0.30988252,-0.307695628,-0.41600302,-0.20599562,0.08397822220838519,4,A375;A549;HA1E;VCAP,10 �M,24 h;6 h,5
290,BRD-A49370193,Ro-60-0175,4,-0.30986848499999997,-0.2930845775,-0.3306163,-0.22198504,0.04845866987877424,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,4
291,BRD-K80315159,DPPE,5,-0.3098412,-0.271170024,-0.3270654,-0.19969487,0.06216219941207544,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
292,BRD-K41445866,alfaxalone,4,-0.309795795,-0.31712497,-0.39937723,-0.24953106,0.07232274579144839,4,HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
293,BRD-A41941932,vitexin,4,-0.3096177,-0.321507355,-0.3667915,-0.30000252,0.03145308291619705,3,A549;HT29;VCAP,10 �M,24 h;6 h,4
294,BRD-K68336408,tyrphostin-AG-1478,13,-0.30949312,-0.3075317576923077,-0.41378942,-0.21525437,0.060225462624312,7,A375;A549;HCC515;HEPG2;HT29;MCF7;VCAP,10 �M;60 �M,24 h;6 h,13
295,BRD-K14844937,BRD-K14844937,3,-0.3094774,-0.3128322866666667,-0.32065,-0.30836946,0.006792964307467937,2,HA1E;VCAP,10 �M,24 h;6 h,3
296,BRD-A75552914,isoxicam,12,-0.30947616499999997,-0.2811930525,-0.35039902,-0.17232591,0.06503674792145173,8,A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
298,BRD-M47937986,cefatrizine,6,-0.309261115,-0.30609569666666664,-0.3502522,-0.26923683,0.02811084982025673,4,A375;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
299,BRD-K47693913,evoxine,6,-0.3092266,-0.30572117,-0.3991452,-0.1895478,0.07503833857392392,4,A549;HA1E;HCC515;VCAP,10 �M,24 h;6 h,6
300,BRD-K51751936,alfadolone-acetate,5,-0.3091844,-0.29559754,-0.38328856,-0.20556682,0.07159869736608064,5,HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
301,BRD-K41895714,AS-605240,8,-0.30912618999999997,-0.31417867,-0.37181845,-0.26813447,0.0359863495505917,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,8
302,BRD-K68867920,quetiapine,9,-0.3090358,-0.3122497533333333,-0.37049955,-0.2514426,0.04415283231145175,6,A375;A549;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,9
303,BRD-K99595596,salsolinol,3,-0.30899763,-0.29941551,-0.31760943,-0.27163947,0.024437104439176092,3,A549;HCC515;HEPG2,10 �M,24 h;6 h,3
304,BRD-K08619838,tremorine,9,-0.30897844,-0.2941215655555556,-0.35885873,-0.2316612,0.04491128331888631,6,HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
305,BRD-K98769987,flumazenil,13,-0.30855393,-0.3000015584615384,-0.36622667,-0.19165203,0.05492033035490027,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
306,BRD-A17883755,lenalidomide,14,-0.30854622499999995,-0.2916859007142857,-0.353002,-0.20813373,0.0481440541824708,8,A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,100 �M,24 h;6 h,14
307,BRD-K91336023,mesulergine,2,-0.308477155,-0.308477155,-0.37144488,-0.24550943,0.08904981068677939,2,A549;VCAP,10 �M,24 h;6 h,2
308,BRD-K34098590,tienilic-acid,7,-0.30838948,-0.2927613885714285,-0.3724461,-0.22327206,0.05284140528119224,6,A375;A549;HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,7
309,BRD-K71926323,marbofloxacin,3,-0.308379,-0.3252505666666667,-0.3744976,-0.2928751,0.0433479578285221,2,MCF7;VCAP,10 �M,24 h;6 h,3
310,BRD-K57926513,tyrphostin-AG-1295,4,-0.308357665,-0.3141707525,-0.3692126,-0.27075508,0.04392185273794916,4,A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
311,BRD-K40656405,L-165041,2,-0.308310775,-0.308310775,-0.32037687,-0.29624468,0.01706403519388219,2,A549;VCAP,10 �M,24 h,2
312,BRD-A50737080,CGK-733,6,-0.30822948,-0.29916511,-0.34958,-0.20177567,0.051097105397567885,6,A375;HA1E;HEPG2;HT29;MCF7;VCAP,10 �M,6 h,6
313,BRD-A56245458,reichstein,6,-0.308224335,-0.30907940166666664,-0.37903967,-0.26490387,0.03874651657217324,5,A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
314,BRD-A14792000,valsartan,3,-0.30813655,-0.30671228333333334,-0.3418548,-0.2701455,0.03587585996566264,3,A375;HT29;VCAP,10 �M,24 h;6 h,3
315,BRD-K14048378,BRD-K14048378,6,-0.30793979,-0.28909678,-0.33353943,-0.19094145,0.05223731159370017,4,HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,6
316,BRD-A71203467,L-stepholidine,2,-0.307926255,-0.307926255,-0.31910795,-0.29674456,0.015813304719319413,2,HCC515;VCAP,10 �M,6 h,2
317,BRD-K76425766,BRD-K76425766,5,-0.3078782,-0.304218512,-0.36993778,-0.24353828,0.05354975806188595,5,A375;A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
318,BRD-A79768653,sirolimus,25,-0.3078222,-0.313782944,-0.41922677,-0.2104105,0.055327869475319195,5,A375;A549;HEPG2;MCF7;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;500 nM,24 h;6 h,25
319,BRD-K41337261,ZM-306416,3,-0.3078105,-0.3037196933333333,-0.36952883,-0.23381975,0.06794696183788963,2,HCC515;HEPG2,10 �M,24 h;6 h,3
320,BRD-K36529613,PU-H71,5,-0.30769473,-0.28481881000000003,-0.32770115,-0.1957748,0.05517864622960909,4,A549;HEPG2;HT29;VCAP,10 �M,24 h;6 h,5
321,BRD-A77722753,hydralazine,5,-0.3076864,-0.28710578,-0.35608065,-0.21739748,0.06473986759655097,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,5
322,BRD-K10670311,sulfasalazine,5,-0.30765277,-0.29668173200000003,-0.34122193,-0.24058554,0.03739427564609147,5,A375;A549;HT29;PC3;VCAP,10 �M,24 h;6 h,5
323,BRD-K43164539,cholic-acid,7,-0.30764478,-0.3045131857142857,-0.42459068,-0.20186748,0.07915649223643208,4,A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
324,BRD-K62310379,fluticasone-propionate,10,-0.307637925,-0.30434459399999997,-0.38056797,-0.23053996,0.04517808787926591,8,A375;A549;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
325,BRD-K43880410,pregnenolone,7,-0.30763558,-0.2937212814285714,-0.34109387,-0.22225505,0.04006173442103929,6,A375;A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
326,BRD-K12762134,XAV-939,18,-0.307585225,-0.29521203444444444,-0.36658627,-0.21787745,0.046624909996822284,5,A375;A549;HA1E;HT29;MCF7,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,18
327,BRD-A26787626,cyclopiazonic-acid,6,-0.307507945,-0.28889386333333333,-0.34145114,-0.20199464,0.05615837098649092,5,A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
328,BRD-K22009844,phenprobamate,5,-0.30733755,-0.307773072,-0.34712973,-0.28190053,0.025309685554840908,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
