rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
478,BRD-K97764662,PD-173074,29,-0.30123165,-0.2983999562068966,-0.43989602,-0.2135907,0.0594373311428145,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,29
479,BRD-K56700933,phenethyl-isothiocyanate,4,-0.30120707999999996,-0.303166365,-0.3563831,-0.2538682,0.053216093895628674,3,HCC515;HT29;VCAP,10 �M,24 h;6 h,4
480,BRD-K23335153,AMN-082,5,-0.30120283,-0.31273136,-0.38151866,-0.27967006,0.04153214899756152,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,5
481,BRD-K10870738,CDC,2,-0.30119679499999996,-0.30119679499999996,-0.36237144,-0.24002215,0.08651401263235943,2,A549;HT29,10 �M,6 h,2
482,BRD-K55127134,fluphenazine,16,-0.30118437,-0.29319175125,-0.33770192,-0.20833269,0.03599271869182986,5,A375;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,16
483,BRD-K37561857,zardaverine,9,-0.30099592,-0.3012226066666666,-0.3687296,-0.21097681,0.05212387435571846,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
484,BRD-K28912512,nicotinamide,2,-0.300993875,-0.300993875,-0.40069598,-0.20129177,0.14100006908814638,2,HA1E;PC3,10 �M,24 h;6 h,2
485,BRD-K32710582,EI-247,4,-0.30099317999999997,-0.30327145,-0.37932283,-0.23177661,0.06034655609792657,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,4
486,BRD-K48969316,BRD-K48969316,3,-0.30097672,-0.27713446,-0.31526172,-0.21516494,0.0541403856933325,3,A375;A549;HA1E,10 �M,24 h;6 h,3
487,BRD-K32311154,nifekalant,5,-0.30092058,-0.284614928,-0.33677644,-0.22904062,0.04656720112844575,3,A549;PC3;VCAP,10 �M,24 h;6 h,5
488,BRD-K25906698,immepip,4,-0.300908895,-0.2933420875,-0.30576056,-0.26579,0.0189007634510979,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,4
489,BRD-A74904029,EI-231,3,-0.30085313,-0.28526287333333333,-0.34709102,-0.20784447,0.07092032500577697,3,A375;MCF7;VCAP,10 �M,24 h;6 h,3
490,BRD-A34706053,CGP-12177,5,-0.30062038,-0.31873924800000003,-0.41946098,-0.24964961,0.06550206341706778,5,A549;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
491,BRD-K87696786,LY-456236,6,-0.300606435,-0.28732172333333333,-0.3184104,-0.22356075,0.035369332313951105,6,A549;HA1E;HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,6
492,BRD-A02713983,dihydrodeoxygedunin,3,-0.30055317,-0.34095237333333334,-0.44856265,-0.2737413,0.09415252427009928,3,HA1E;HCC515;VCAP,10 �M,24 h;6 h,3
493,BRD-A33833419,TER-14687,6,-0.30045506,-0.28785261,-0.31152296,-0.2136778,0.03701966221591926,6,A549;HA1E;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
494,BRD-K23583188,lavendustin-a,3,-0.3004066,-0.2796279166666667,-0.33654624,-0.20193091,0.06967163718868985,3,HA1E;HCC515;MCF7,10 �M,24 h,3
495,BRD-K52850071,WHI-P154,2,-0.30026372,-0.30026372,-0.33681834,-0.2637091,0.051696039371394824,2,HEPG2;MCF7,10 �M,6 h,2
496,BRD-A65739223,ramipril,8,-0.30025437499999996,-0.2989600025,-0.3798313,-0.2359753,0.05501134943469409,6,A375;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
497,BRD-A99449986,MT-21,3,-0.3002326,-0.31511946,-0.36407208,-0.2810537,0.043465236740995686,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,3
498,BRD-A61858259,CAY-10415,6,-0.300229625,-0.306027655,-0.34244412,-0.27249002,0.02575149088094881,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,6
499,BRD-A08187463,racecadotril,9,-0.3001341,-0.29695602666666665,-0.3962954,-0.20928594,0.05979894647099251,6,A375;A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
500,BRD-K46419649,U0126,5,-0.30001622,-0.32454228,-0.39337957,-0.27019203,0.05716998450617814,5,A375;A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
