pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,worst_connectivity,n_negative_signatures
BRD-K28346421,rifapentine,5,-0.3108034,-0.30561077000000003,-0.31325826,-0.28325203,5
BRD-K22010301,JLK-6,1,-0.31079334,-0.31079334,-0.31079334,-0.31079334,1
BRD-A04327189,synephrine,8,-0.310660155,-0.2965322125,-0.43426603,-0.19668213,8
BRD-A19633847,perhexiline,19,-0.3106532,-0.30160672368421054,-0.4076739,-0.19324765,19
BRD-K19111024,clofibric-acid,4,-0.3106274,-0.3126933575,-0.34687853,-0.2826401,4
BRD-K76064317,tyrphostin-AG-1296,4,-0.31041989000000003,-0.3163529425,-0.39907187,-0.24550012,4
BRD-A26097136,bulleyaconitine-a,5,-0.3103208,-0.28480463,-0.3591805,-0.18975219,5
BRD-A47829399,artesunate,19,-0.31030217,-0.3169911742105263,-0.424847,-0.20644444,19
BRD-A12230535,nutlin-3,4,-0.31028597,-0.3096913375,-0.36050808,-0.25768533,4
BRD-K32836707,CAY-10577,6,-0.31025432,-0.29284003,-0.34882456,-0.20713726,6
BRD-A77216878,manumycin-a,1,-0.31000435,-0.31000435,-0.31000435,-0.31000435,1
BRD-K09907482,PRL-3-inhibitor-I,19,-0.30997938,-0.3060291031578948,-0.41151723,-0.21179795,19
BRD-A10303790,talampicillin,7,-0.30994928,-0.3070244485714286,-0.36593425,-0.23757645,7
BRD-K20168484,BRD-K20168484,5,-0.30988252,-0.307695628,-0.41600302,-0.20599562,5
BRD-A49370193,Ro-60-0175,4,-0.30986848499999997,-0.2930845775,-0.3306163,-0.22198504,4
BRD-K80315159,DPPE,5,-0.3098412,-0.271170024,-0.3270654,-0.19969487,5
BRD-K41445866,alfaxalone,4,-0.309795795,-0.31712497,-0.39937723,-0.24953106,4
BRD-A41941932,vitexin,4,-0.3096177,-0.321507355,-0.3667915,-0.30000252,4
BRD-K68336408,tyrphostin-AG-1478,13,-0.30949312,-0.3075317576923077,-0.41378942,-0.21525437,13
BRD-K14844937,BRD-K14844937,3,-0.3094774,-0.3128322866666667,-0.32065,-0.30836946,3
BRD-A75552914,isoxicam,12,-0.30947616499999997,-0.2811930525,-0.35039902,-0.17232591,12
BRD-K47631482,bromhexine,1,-0.30941427,-0.30941427,-0.30941427,-0.30941427,1
BRD-M47937986,cefatrizine,6,-0.309261115,-0.30609569666666664,-0.3502522,-0.26923683,6
BRD-K47693913,evoxine,6,-0.3092266,-0.30572117,-0.3991452,-0.1895478,6
BRD-K51751936,alfadolone-acetate,5,-0.3091844,-0.29559754,-0.38328856,-0.20556682,5
BRD-K41895714,AS-605240,8,-0.30912618999999997,-0.31417867,-0.37181845,-0.26813447,8
BRD-K68867920,quetiapine,9,-0.3090358,-0.3122497533333333,-0.37049955,-0.2514426,9
BRD-K99595596,salsolinol,3,-0.30899763,-0.29941551,-0.31760943,-0.27163947,3
BRD-K08619838,tremorine,9,-0.30897844,-0.2941215655555556,-0.35885873,-0.2316612,9
BRD-K98769987,flumazenil,13,-0.30855393,-0.3000015584615384,-0.36622667,-0.19165203,13
BRD-A17883755,lenalidomide,14,-0.30854622499999995,-0.2916859007142857,-0.353002,-0.20813373,14
BRD-K91336023,mesulergine,2,-0.308477155,-0.308477155,-0.37144488,-0.24550943,2
BRD-K34098590,tienilic-acid,7,-0.30838948,-0.2927613885714285,-0.3724461,-0.22327206,7
BRD-K71926323,marbofloxacin,3,-0.308379,-0.3252505666666667,-0.3744976,-0.2928751,3
BRD-K57926513,tyrphostin-AG-1295,4,-0.308357665,-0.3141707525,-0.3692126,-0.27075508,4
BRD-K40656405,L-165041,2,-0.308310775,-0.308310775,-0.32037687,-0.29624468,2
BRD-A50737080,CGK-733,6,-0.30822948,-0.29916511,-0.34958,-0.20177567,6
BRD-A56245458,reichstein,6,-0.308224335,-0.30907940166666664,-0.37903967,-0.26490387,6
BRD-A14792000,valsartan,3,-0.30813655,-0.30671228333333334,-0.3418548,-0.2701455,3
BRD-K14048378,BRD-K14048378,6,-0.30793979,-0.28909678,-0.33353943,-0.19094145,6
BRD-A71203467,L-stepholidine,2,-0.307926255,-0.307926255,-0.31910795,-0.29674456,2
BRD-K76425766,BRD-K76425766,5,-0.3078782,-0.304218512,-0.36993778,-0.24353828,5
BRD-A79768653,sirolimus,25,-0.3078222,-0.313782944,-0.41922677,-0.2104105,25
BRD-K41337261,ZM-306416,3,-0.3078105,-0.3037196933333333,-0.36952883,-0.23381975,3
BRD-K36529613,PU-H71,5,-0.30769473,-0.28481881000000003,-0.32770115,-0.1957748,5
BRD-A77722753,hydralazine,5,-0.3076864,-0.28710578,-0.35608065,-0.21739748,5
BRD-K10670311,sulfasalazine,5,-0.30765277,-0.29668173200000003,-0.34122193,-0.24058554,5
BRD-K43164539,cholic-acid,7,-0.30764478,-0.3045131857142857,-0.42459068,-0.20186748,7
BRD-K62310379,fluticasone-propionate,10,-0.307637925,-0.30434459399999997,-0.38056797,-0.23053996,10
BRD-K43880410,pregnenolone,7,-0.30763558,-0.2937212814285714,-0.34109387,-0.22225505,7
BRD-K12762134,XAV-939,18,-0.307585225,-0.29521203444444444,-0.36658627,-0.21787745,18
BRD-A26787626,cyclopiazonic-acid,6,-0.307507945,-0.28889386333333333,-0.34145114,-0.20199464,6
BRD-K22009844,phenprobamate,5,-0.30733755,-0.307773072,-0.34712973,-0.28190053,5
BRD-K67847053,guanabenz,3,-0.30728424,-0.2952440733333333,-0.314144,-0.26430398,3
BRD-K89046952,ciclacillin,8,-0.30722266499999995,-0.30497642625,-0.36429644,-0.22877046,8
BRD-K68103045,CGS-20625,5,-0.30702507,-0.303125926,-0.3874094,-0.2241613,5
BRD-A11990600,lorazepam,3,-0.3070227,-0.3005249,-0.36234093,-0.23221107,3
BRD-A12409803,orteronel,10,-0.30699021,-0.297747583,-0.39070335,-0.2075544,10
BRD-K83354763,NFKB-activation-inhibitor-II,5,-0.3069713,-0.306793604,-0.37467894,-0.25891456,5
BRD-K10176267,L-701252,4,-0.306960595,-0.30618815,-0.32002968,-0.29080173,4
BRD-K01976263,emetine,26,-0.30689270999999996,-0.3086926488461538,-0.42708647,-0.19920862,26
BRD-K91290917,amodiaquine,4,-0.30682318,-0.3057439575,-0.38875157,-0.2205779,4
BRD-K30570479,VU-0400195-3,6,-0.306789175,-0.2938882716666667,-0.356609,-0.20334263,6
BRD-K21733600,rofecoxib,9,-0.30668885,-0.3003039244444444,-0.39062786,-0.18417889,9
BRD-K94512704,spiramide,5,-0.30665377,-0.29862701999999997,-0.36750653,-0.23061165,5
BRD-K77793136,hydroxyfasudil,5,-0.30664277,-0.28603363000000004,-0.34217578,-0.21910036,5
BRD-K78294846,osthol,5,-0.30663264,-0.296176592,-0.3462138,-0.24501744,5
BRD-A43671941,oxprenolol,5,-0.3066023,-0.284280886,-0.373722,-0.20002133,5
BRD-A89672324,CGP-55845,4,-0.30657809999999996,-0.32713609,-0.43093204,-0.26445612,4
BRD-K60218670,BRD-K60218670,5,-0.30654,-0.284793648,-0.3537972,-0.21920773,5
BRD-A95696066,nisoxetine,4,-0.30653513,-0.29801366749999997,-0.32010436,-0.25888005,4
BRD-K64451768,GANT-58,6,-0.306436375,-0.29400332999999995,-0.3651905,-0.21802685,6
BRD-K60298136,ITE,3,-0.30641556,-0.26540795,-0.31620383,-0.17360446,3
BRD-K83063356,RS-102895,7,-0.3063513,-0.2848687857142857,-0.35425508,-0.18068615,7
BRD-K87426499,BRD-K87426499,10,-0.30627287000000003,-0.316476693,-0.43755382,-0.2382278,10
BRD-K08640512,RS-100329,3,-0.30616876,-0.2987106766666667,-0.336657,-0.25330627,3
BRD-K76775527,nimesulide,5,-0.30615404,-0.31855642800000006,-0.41433185,-0.27700675,5
BRD-A94624445,bucladesine,2,-0.30611636,-0.30611636,-0.3434077,-0.26882502,2
BRD-K53061490,ozagrel,11,-0.30610514,-0.2877620727272727,-0.35020918,-0.1855151,11
BRD-K92138166,mammea-a,3,-0.30605838,-0.29137972333333334,-0.33707762,-0.23100317,3
BRD-K47869605,podophyllotoxin,2,-0.30605443,-0.30605443,-0.3506172,-0.26149166,2
BRD-K79353516,indolophenanthridine,4,-0.306047615,-0.2896584325,-0.34631413,-0.20022437,4
BRD-A47065382,huperzine-a,3,-0.3060007,-0.33613810666666666,-0.43118352,-0.2712301,3
BRD-K55420858,mirin,6,-0.30587675999999997,-0.323261925,-0.3747248,-0.28184655,6
BRD-K05395900,nicotine,10,-0.305806175,-0.306730924,-0.38797247,-0.22934723,10
BRD-A08709697,heliotrine,2,-0.30574228999999997,-0.30574228999999997,-0.31372082,-0.29776376,2
BRD-K59456551,methotrexate,3,-0.30566466,-0.301392,-0.3642655,-0.23424584,3
BRD-A82096673,KU-C103428N,5,-0.30563346,-0.31210444600000004,-0.40520185,-0.22537981,5
BRD-K63195589,tipifarnib,6,-0.305526285,-0.29185729833333335,-0.3404695,-0.22665292,6
BRD-A80213327,NSC-23766,5,-0.30548787,-0.287939092,-0.3109376,-0.25679517,5
BRD-K38055836,etamivan,12,-0.30535409999999996,-0.2972556775,-0.3943897,-0.20749462,12
BRD-K94353609,fluocinolone,6,-0.30527404,-0.29743692,-0.33274907,-0.22214217,6
BRD-K05151076,ZK-164015,3,-0.30526608,-0.30966194333333336,-0.35291815,-0.2708016,3
BRD-K67439147,SIB-1893,7,-0.30522752,-0.30655296428571427,-0.37278175,-0.20888723,7
BRD-A24891640,nimodipine,3,-0.3052026,-0.31428453333333334,-0.3349735,-0.3026775,3
BRD-K21520694,sulfacetamide,5,-0.30518454,-0.313651618,-0.38770235,-0.23104852,5
BRD-K28761384,zuclopenthixol,5,-0.3051826,-0.287694936,-0.34085828,-0.19083393,5
BRD-K75430629,BRD-K75430629,3,-0.3051501,-0.30906301999999997,-0.3262133,-0.29582566,3
BRD-K22429181,retinol,9,-0.30511993,-0.30271936222222223,-0.355093,-0.23358855,9
BRD-K53561341,aurora-a-inhibitor-i,8,-0.305118935,-0.30181444875,-0.34707505,-0.24206524,8
BRD-A44133049,azasetron,6,-0.305114955,-0.31234465166666664,-0.41139257,-0.23737043,6
BRD-K05104363,PD-184352,16,-0.30501812500000003,-0.296456530625,-0.38826856,-0.17258239,16
BRD-K31471398,dihydrexidine,3,-0.30500555,-0.3083849166666667,-0.32055998,-0.29958922,3
BRD-A55913614,primaquine,1,-0.30500257,-0.30500257,-0.30500257,-0.30500257,1
BRD-K44084986,Y-27632,3,-0.30493522,-0.27922573666666667,-0.31887814,-0.21386385,3
BRD-K78883024,BRD-K78883024,4,-0.3048934,-0.2942184725,-0.33160806,-0.23547903,4
BRD-K03384561,roquinimex,4,-0.304818545,-0.31150369499999997,-0.36666983,-0.26970786,4
BRD-K86873305,piperacillin,5,-0.30469468,-0.299209386,-0.34670377,-0.2380175,5
BRD-K82823076,Ro-15-4513,7,-0.3045994,-0.29359096,-0.3735673,-0.20172548,7
BRD-K93645900,tadalafil,9,-0.30457222,-0.30955993555555555,-0.3943315,-0.20187667,9
BRD-K06208435,YS-035,1,-0.3045722,-0.3045722,-0.3045722,-0.3045722,1
BRD-A97701745,pindolol,7,-0.3045508,-0.31235299285714285,-0.3884839,-0.2584343,7
BRD-K11742128,triprolidine,7,-0.30449182,-0.2904392414285714,-0.36861408,-0.19801417,7
BRD-K15318909,PRIMA1,9,-0.30446213,-0.2977633311111111,-0.3644709,-0.22497562,9
BRD-K22385716,LY-303511,6,-0.30446085,-0.2990087283333333,-0.3557765,-0.21656173,6
BRD-K78633253,EXO-1,9,-0.3044464,-0.29349525,-0.3855795,-0.1604505,9
BRD-U44700465,HG-5-88-01,5,-0.30442744,-0.312925362,-0.3908699,-0.23124397,5
BRD-K98521173,desoxycortone,10,-0.30435495,-0.293054076,-0.40930653,-0.1976887,10
BRD-K57033106,tripelennamine,11,-0.30425507,-0.2974722872727273,-0.3803391,-0.22953406,11
BRD-K10467831,tibolone,2,-0.30413754000000004,-0.30413754000000004,-0.35735133,-0.25092375,2
BRD-K67860401,AR-A014418,4,-0.30409269,-0.30158453,-0.34823018,-0.24992256,4
BRD-K16551401,PNU-22394,7,-0.30405843,-0.29302706285714286,-0.40814433,-0.18363096,7
BRD-K73589401,corticosterone,4,-0.30390397999999996,-0.288588205,-0.3220456,-0.22449926,4
BRD-A56987319,SQ-22536,6,-0.30386418000000004,-0.29138021,-0.32152587,-0.23060623,6
BRD-A42346008,metanephrine,7,-0.30381864,-0.2980671242857143,-0.32213718,-0.25963706,7
BRD-K97158071,droperidol,5,-0.30373728,-0.309117938,-0.3387089,-0.28271127,5
BRD-K05528470,L-745870,2,-0.30373086000000005,-0.30373086000000005,-0.36247367,-0.24498805,2
BRD-K32744045,disulfiram,4,-0.303706865,-0.305175055,-0.38915044,-0.22413605,4
BRD-K12994359,valdecoxib,7,-0.30363834,-0.29331487857142857,-0.33097106,-0.24148205,7
BRD-K56115039,BU-226,2,-0.30356566500000004,-0.30356566500000004,-0.3880775,-0.21905383,2
BRD-K94920105,DR-2313,26,-0.30356387500000004,-0.3054752234615385,-0.3934546,-0.22947791,26
BRD-K63089472,farnesylthioacetic-acid,6,-0.30352893999999997,-0.30034139666666665,-0.35289115,-0.22211678,6
BRD-A16444946,acarbose,7,-0.3034589,-0.3012433657142857,-0.32792976,-0.25618058,7
BRD-K25741894,skimmianine,3,-0.30339068,-0.34046261666666666,-0.43026897,-0.2877282,3
BRD-K85266041,DNQX,5,-0.30338502,-0.31538607399999996,-0.40736824,-0.22203746,5
BRD-K15502390,nevirapine,8,-0.30335141499999996,-0.30613421875,-0.38071215,-0.26569343,8
BRD-A48237631,mitomycin-c,5,-0.30330497,-0.294211564,-0.37500477,-0.22557226,5
BRD-K75478907,GS-39783,8,-0.30328009,-0.29308162875,-0.37708282,-0.1925465,8
BRD-K88677950,PD-198306,7,-0.30325997,-0.3224709057142857,-0.3926614,-0.23985723,7
BRD-K93023739,IKK-inhibitor-X,5,-0.3032581,-0.289331176,-0.37526745,-0.20900647,5
BRD-K50720187,flupirtine,6,-0.303193435,-0.31015783,-0.40348566,-0.23028886,6
BRD-A59215453,lobelanidine,4,-0.30317362999999997,-0.2984207275,-0.31057018,-0.27676547,4
BRD-K50018155,RS-67506,7,-0.3031716,-0.27694011,-0.3229565,-0.22268036,7
BRD-K56558538,ambroxol,10,-0.303164815,-0.296938618,-0.38894,-0.21540493,10
BRD-K67831364,ZM-323881,8,-0.30314437,-0.29509222625,-0.36570022,-0.2183105,8
BRD-K83794624,pirarubicin,1,-0.3031284,-0.3031284,-0.3031284,-0.3031284,1
BRD-K26117720,gingerol,4,-0.3031255,-0.2951753125,-0.34615877,-0.22829148,4
BRD-K53857191,risperidone,8,-0.30311316499999996,-0.2789650125,-0.33394736,-0.19221431,8
BRD-K97514127,vinorelbine,4,-0.303077175,-0.287292385,-0.3680206,-0.17499459,4
BRD-K53523901,arctigenin,4,-0.30306114,-0.3128165825,-0.3762483,-0.26889575,4
BRD-K14767410,SC-560,4,-0.303017835,-0.30153779999999997,-0.34004065,-0.26007488,4
BRD-K18905250,ST-91,7,-0.30293217,-0.2881421057142857,-0.36269048,-0.22550273,7
BRD-K52172416,anastrozole,5,-0.30288428,-0.310451096,-0.35966963,-0.28251582,5
BRD-K66206289,lobeline,5,-0.30287504,-0.29212562200000003,-0.37891972,-0.21594127,5
BRD-K43330982,JTE-013,6,-0.302851525,-0.28622286,-0.35183698,-0.20069763,6
BRD-A36074203,remacemide,5,-0.30280787,-0.280893574,-0.31546107,-0.217051,5
BRD-K05804044,AZ-628,8,-0.30280526,-0.31423438125,-0.40566164,-0.20818384,8
BRD-A66927094,nemonapride,1,-0.3027829,-0.3027829,-0.3027829,-0.3027829,1
BRD-K93332168,isocarboxazid,4,-0.302756715,-0.3045209775,-0.3878769,-0.22469358,4
BRD-K97440753,dihydroergocristine,6,-0.302753735,-0.3363359666666667,-0.47641116,-0.26581272,6
BRD-K48115423,2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,6,-0.30270717999999996,-0.28602067000000003,-0.3571627,-0.16057615,6
BRD-K89595132,chlorphenamine,4,-0.30270146,-0.2797511075,-0.35756242,-0.15603909,4
BRD-K47328134,lysylphenylalanyl-tyrosine,5,-0.30262128,-0.29666982000000003,-0.3568759,-0.23841548,5
BRD-K63954456,BRD-K63954456,3,-0.30262107,-0.2824043766666667,-0.32847506,-0.216117,3
BRD-K26674531,GR-235,1,-0.3026093,-0.3026093,-0.3026093,-0.3026093,1
BRD-K68095457,palmitoylethanolamide,3,-0.30260536,-0.31058583333333334,-0.33903348,-0.29011866,3
BRD-K01253243,SB-590885,4,-0.302604675,-0.296855815,-0.38678157,-0.19543234,4
BRD-A91008255,bepridil,3,-0.30260336,-0.3146678133333333,-0.3608077,-0.28059238,3
BRD-K22096725,ALW-II-49-7,8,-0.302600035,-0.28820951625,-0.35114324,-0.20521438,8
BRD-K89626439,sirolimus,4,-0.302582205,-0.2722154,-0.32915968,-0.15453751,4
BRD-K71534238,GW-9508,3,-0.3025422,-0.2900570533333333,-0.30877206,-0.2588569,3
BRD-A79314293,cephalosporanic-acid,2,-0.30234344,-0.30234344,-0.33463168,-0.2700552,2
BRD-A97454584,nadolol,5,-0.3023403,-0.283476074,-0.36029422,-0.17988588,5
BRD-K20197062,SA-94315,2,-0.30228074,-0.30228074,-0.33558074,-0.26898074,2
BRD-K73999723,telmisartan,7,-0.30225572,-0.30903475999999996,-0.36304894,-0.26939234,7
BRD-K70301876,escitalopram,13,-0.3022316,-0.3098365284615384,-0.367756,-0.22802997,13
BRD-K34034388,GBR-12783,4,-0.30223011,-0.2825789375,-0.30598104,-0.21987449,4
BRD-K20313525,rosmarinic-acid,5,-0.30220997,-0.28331111600000003,-0.32595152,-0.20186552,5
BRD-K86003836,flubendazole,4,-0.30208902000000004,-0.30460912,-0.3286525,-0.28560594,4
BRD-K45252063,clofibrate,13,-0.30207747,-0.2978493369230769,-0.39242536,-0.22331655,13
BRD-K64610608,EMF-BCA1-57,12,-0.30201706500000003,-0.30130614666666666,-0.39242083,-0.22342083,12
BRD-A04352665,maraviroc,7,-0.30197,-0.29191328285714285,-0.42606106,-0.21026711,7
BRD-K72420232,WZ-4002,9,-0.3019666,-0.2980944888888889,-0.40892935,-0.23268345,9
BRD-A11007541,BCI-hydrochloride,2,-0.30196444,-0.30196444,-0.31974918,-0.2841797,2
BRD-K00206590,P-1075,7,-0.30194297,-0.29273854000000005,-0.3499198,-0.23204327,7
BRD-A91699651,chloroquine,35,-0.30188513,-0.29627876257142854,-0.41887093,-0.16766134,35
BRD-K05977355,fluconazole,9,-0.30186018,-0.2889912377777778,-0.37240973,-0.2130282,9
BRD-K19525698,ozagrel,10,-0.30180724000000003,-0.30100524,-0.37670916,-0.2405569,10
BRD-A44008656,doxylamine,12,-0.30175673000000003,-0.28610256,-0.35925514,-0.17703933,12
BRD-K30020243,aliskiren,4,-0.30170442,-0.299188765,-0.3441267,-0.24921952,4
BRD-K37846922,"3,3'-diindolylmethane",8,-0.30168724999999996,-0.29839514625,-0.38203174,-0.22972429,8
BRD-K01779529,fluoropyruvate,29,-0.30165687,-0.3035188527586207,-0.41911525,-0.21782348,29
BRD-K01663662,diphenidol,8,-0.30165279,-0.29730682625,-0.33421314,-0.26124173,8
BRD-K83322645,L-693403,9,-0.3016244,-0.28044971333333335,-0.3867817,-0.17660433,9
BRD-K96134740,kitasamycin,5,-0.30161577,-0.31059195,-0.35428762,-0.2647088,5
BRD-K13544237,r(-)-propylnorapomorphine,1,-0.3015897,-0.3015897,-0.3015897,-0.3015897,1
BRD-K12502280,TG-101348,7,-0.30158803,-0.2798200671428571,-0.32001057,-0.2141371,7
BRD-K32412559,morphothebaine,7,-0.301571,-0.29570091,-0.35411766,-0.22994684,7
BRD-K02715688,"hydrastine-(1r,-9s)",6,-0.30148747,-0.2772557566666667,-0.3307762,-0.17020209,6
BRD-K51290057,SA-792709,1,-0.30144298,-0.30144298,-0.30144298,-0.30144298,1
BRD-A02710418,meptazinol,9,-0.30134928,-0.3074790633333333,-0.40204895,-0.24980898,9
BRD-A67605442,tetrahydrobiopterin,4,-0.30130831999999996,-0.30268891,-0.3576748,-0.2504642,4
BRD-K97764662,PD-173074,29,-0.30123165,-0.2983999562068966,-0.43989602,-0.2135907,29
BRD-K56700933,phenethyl-isothiocyanate,4,-0.30120707999999996,-0.303166365,-0.3563831,-0.2538682,4
BRD-K23335153,AMN-082,5,-0.30120283,-0.31273136,-0.38151866,-0.27967006,5
BRD-K10870738,CDC,2,-0.30119679499999996,-0.30119679499999996,-0.36237144,-0.24002215,2
BRD-K55127134,fluphenazine,16,-0.30118437,-0.29319175125,-0.33770192,-0.20833269,16
BRD-K37561857,zardaverine,9,-0.30099592,-0.3012226066666666,-0.3687296,-0.21097681,9
BRD-K28912512,nicotinamide,2,-0.300993875,-0.300993875,-0.40069598,-0.20129177,2
BRD-K32710582,EI-247,4,-0.30099317999999997,-0.30327145,-0.37932283,-0.23177661,4
BRD-K48969316,BRD-K48969316,3,-0.30097672,-0.27713446,-0.31526172,-0.21516494,3
BRD-K32311154,nifekalant,5,-0.30092058,-0.284614928,-0.33677644,-0.22904062,5
BRD-K25906698,immepip,4,-0.300908895,-0.2933420875,-0.30576056,-0.26579,4
BRD-A74904029,EI-231,3,-0.30085313,-0.28526287333333333,-0.34709102,-0.20784447,3
BRD-A34706053,CGP-12177,5,-0.30062038,-0.31873924800000003,-0.41946098,-0.24964961,5
BRD-K87696786,LY-456236,6,-0.300606435,-0.28732172333333333,-0.3184104,-0.22356075,6
BRD-A02713983,dihydrodeoxygedunin,3,-0.30055317,-0.34095237333333334,-0.44856265,-0.2737413,3
BRD-A33833419,TER-14687,6,-0.30045506,-0.28785261,-0.31152296,-0.2136778,6
BRD-K23583188,lavendustin-a,3,-0.3004066,-0.2796279166666667,-0.33654624,-0.20193091,3
BRD-K52850071,WHI-P154,2,-0.30026372,-0.30026372,-0.33681834,-0.2637091,2
BRD-A65739223,ramipril,8,-0.30025437499999996,-0.2989600025,-0.3798313,-0.2359753,8
BRD-A99449986,MT-21,3,-0.3002326,-0.31511946,-0.36407208,-0.2810537,3
BRD-A61858259,CAY-10415,6,-0.300229625,-0.306027655,-0.34244412,-0.27249002,6
BRD-A08187463,racecadotril,9,-0.3001341,-0.29695602666666665,-0.3962954,-0.20928594,9
BRD-K46419649,U0126,5,-0.30001622,-0.32454228,-0.39337957,-0.27019203,5
BRD-A41519720,ezetimibe,2,-0.29996197999999996,-0.29996197999999996,-0.32528776,-0.2746362,2
BRD-K74195153,irsogladine,13,-0.29994956,-0.28266030076923077,-0.36338735,-0.20292708,13
BRD-K36198571,WAY-170523,2,-0.29994931,-0.29994931,-0.38651073,-0.21338789,2
BRD-K54529596,captopril,8,-0.29988057,-0.29341828,-0.4012281,-0.18922743,8
BRD-A46179541,doxapram,6,-0.299871285,-0.2877855933333333,-0.32961118,-0.19907182,6
BRD-K35941380,methysergide,10,-0.29985858,-0.28636768199999996,-0.42305082,-0.17241125,10
BRD-K30197592,5-methoxytryptamine,4,-0.29969818,-0.295098515,-0.31358984,-0.26740786,4
BRD-K46384212,O-3M3FBS,5,-0.29963526,-0.292789372,-0.35217446,-0.22871348,5
BRD-A50311610,meclizine,9,-0.29962164,-0.2955973311111111,-0.3665167,-0.22589797,9
BRD-K70241288,L-692585,6,-0.29961677,-0.2905314683333333,-0.35398528,-0.21325186,6
BRD-A32917072,BRD-A32917072,2,-0.299489365,-0.299489365,-0.36633694,-0.23264179,2
BRD-K54095730,CMPD-1,1,-0.299488,-0.299488,-0.299488,-0.299488,1
BRD-A16311756,profenamine,5,-0.29945803,-0.29195055999999997,-0.36110622,-0.183907,5
BRD-K62374253,rufloxacin,2,-0.29943588,-0.29943588,-0.32983094,-0.26904082,2
BRD-K54416256,methimazole,7,-0.29935855,-0.30445294142857143,-0.385647,-0.22079271,7
BRD-K35531059,molsidomine,4,-0.299346,-0.2969566675,-0.3597778,-0.22935687,4
BRD-A09094913,strychnine,5,-0.2993226,-0.282372278,-0.32142663,-0.1973089,5
BRD-A50764878,MDL-73005EF,7,-0.2993101,-0.2853779857142857,-0.34492335,-0.21382718,7
BRD-A33084410,5'-guanidinonaltrindole,3,-0.29927486,-0.29602148,-0.36282596,-0.22596362,3
BRD-K06902185,minoxidil,5,-0.29915428,-0.290368176,-0.35784936,-0.21182323,5
BRD-K91696562,orantinib,6,-0.29910813,-0.299852595,-0.3736615,-0.23343992,6
BRD-K23913458,coumarin,10,-0.29905103,-0.29358595099999996,-0.39176336,-0.17276774,10
BRD-A78295502,hydroquinine,3,-0.2990334,-0.29090044666666665,-0.3425498,-0.23111814,3
BRD-A15070535,bucladesine,4,-0.298982635,-0.3126257,-0.39663768,-0.25589985,4
BRD-A50454580,PD-0325901,7,-0.29895806,-0.3068595885714286,-0.3853748,-0.22522107,7
BRD-K76964878,EX-527,7,-0.29894668,-0.2911935085714286,-0.351641,-0.2360715,7
BRD-K57569181,pentoxifylline,10,-0.29890749,-0.288257005,-0.3619815,-0.21165335,10
BRD-K18574842,nafcillin,10,-0.29879712,-0.290413812,-0.36512178,-0.2287992,10
BRD-K88304388,dextrorphan,2,-0.29878228500000004,-0.29878228500000004,-0.3064894,-0.29107517,2
BRD-A69927616,isradipine,2,-0.298761585,-0.298761585,-0.41072828,-0.18679489,2
BRD-A17448384,beclometasone,8,-0.29874016000000003,-0.2937937525,-0.3593504,-0.24104562,8
BRD-A04668240,CGP-52432,7,-0.29866093,-0.3097126485714286,-0.35214052,-0.27357668,7
BRD-A70083328,secnidazole,8,-0.29856347,-0.28355598125000003,-0.33958954,-0.20916407,8
BRD-K04170657,psoromic-acid,4,-0.29853131,-0.30249615,-0.39793935,-0.21498263,4
BRD-A41450521,tosufloxacin,3,-0.29849082,-0.2896266966666667,-0.30890334,-0.26148593,3
BRD-K24994810,androstenol,5,-0.29848254,-0.296985694,-0.32396746,-0.27226803,5
BRD-A34907681,rutin,4,-0.29847158500000004,-0.2923298925,-0.3767156,-0.1956608,4
BRD-K67680372,CI-966,4,-0.298449525,-0.2953796725,-0.34998122,-0.23463842,4
BRD-A61793559,metolazone,10,-0.29843463000000003,-0.296856849,-0.38308415,-0.17015854,10
BRD-K33453211,levocabastine,8,-0.29839666499999995,-0.29053441,-0.36493218,-0.22256026,8
BRD-K15262564,mupirocin,6,-0.29839174,-0.30196298833333335,-0.340311,-0.26799566,6
BRD-A15010982,HU-211,5,-0.29833823,-0.297108818,-0.31881717,-0.2562039,5
BRD-K67637637,olopatadine,2,-0.29833529000000003,-0.29833529000000003,-0.3663862,-0.23028438,2
BRD-K60038276,irbesartan,10,-0.298226895,-0.29769191,-0.39401188,-0.23611134,10
