query,signature_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,is_touchstone,is_exemplar,connectivity
ATLAS_SIG_B_TOP100,CPC002_HA1E_24H:BRD-K24023109-003-11-2:10,BRD-K24023109,diltiazem,trt_cp,HA1E,10 �M,24 h,1,0,-0.42145127
ATLAS_SIG_B_TOP100,CPC003_VCAP_6H:BRD-K73589491-001-05-4:10,BRD-K73589491,nizatidine,trt_cp,VCAP,10 �M,6 h,1,0,-0.4214355
ATLAS_SIG_B_TOP100,CPC014_A375_6H:BRD-K97764662-001-09-0:10,BRD-K97764662,PD-173074,trt_cp,A375,10 �M,6 h,1,1,-0.42106313
ATLAS_SIG_B_TOP100,CPC011_A375_6H:BRD-K55591206-001-10-8:10,BRD-K55591206,epigallocatechin-gallate-(-),trt_cp,A375,10 �M,6 h,1,1,-0.4206425
ATLAS_SIG_B_TOP100,CPC011_VCAP_6H:BRD-K57930253-001-06-6:10,BRD-K57930253,nitrazepam,trt_cp,VCAP,10 �M,6 h,1,1,-0.42034978
ATLAS_SIG_B_TOP100,CPC011_VCAP_24H:BRD-A22256192-311-02-6:10,BRD-A22256192,terazosin,trt_cp,VCAP,10 �M,24 h,1,0,-0.4201889
ATLAS_SIG_B_TOP100,CPD002_MCF7_6H:BRD-K44779798-001-04-0:10,BRD-K44779798,miglitol,trt_cp,MCF7,10 �M,6 h,1,0,-0.419602
ATLAS_SIG_B_TOP100,CPD002_MCF7_6H:BRD-A81233518-004-11-2:10,BRD-A81233518,glycopyrrolate,trt_cp,MCF7,10 �M,6 h,1,0,-0.41948253
ATLAS_SIG_B_TOP100,CPC001_VCAP_6H:BRD-A34706053-003-01-9:10,BRD-A34706053,CGP-12177,trt_cp,VCAP,10 �M,6 h,1,1,-0.41946098
ATLAS_SIG_B_TOP100,HOG002_MCF7_6H:BRD-A79768653-001-02-1:0.0412,BRD-A79768653,sirolimus,trt_cp,MCF7,10 nM,6 h,1,0,-0.41922677
ATLAS_SIG_B_TOP100,CPC006_VCAP_24H:BRD-K01779529-236-01-5:44.4,BRD-K01779529,fluoropyruvate,trt_cp,VCAP,40 �M,24 h,1,0,-0.41911525
ATLAS_SIG_B_TOP100,CPC005_HT29_6H:BRD-A68039575-001-02-5:10,BRD-A68039575,liquiritigenin,trt_cp,HT29,10 �M,6 h,1,0,-0.41897672
ATLAS_SIG_B_TOP100,HOG003_A549_6H:BRD-A91699651-316-06-7:0.0045,BRD-A91699651,chloroquine,trt_cp,A549,1 nM,6 h,1,0,-0.41887093
ATLAS_SIG_B_TOP100,CPC006_VCAP_24H:BRD-K15563106-001-08-1:177.6,BRD-K15563106,phloretin,trt_cp,VCAP,100 �M,24 h,1,0,-0.41886306
ATLAS_SIG_B_TOP100,LJP002_MCF7_6H:BRD-K37720887-001-03-7:0.4,BRD-K37720887,SB-525334,trt_cp,MCF7,500 nM,6 h,1,0,-0.41871357
ATLAS_SIG_B_TOP100,CPC014_A375_6H:BRD-K67578145-001-01-4:10,BRD-K67578145,GDC-0879,trt_cp,A375,10 �M,6 h,1,1,-0.41864508
ATLAS_SIG_B_TOP100,CPC006_VCAP_24H:BRD-K92301463-001-03-0:10,BRD-K92301463,"16,16-dimethylprostaglandin-e2",trt_cp,VCAP,10 �M,24 h,1,1,-0.41850302
ATLAS_SIG_B_TOP100,HOG003_MCF7_6H:BRD-A73680854-001-01-3:0.013,BRD-A73680854,PT-630,trt_cp,MCF7,10 nM,6 h,1,0,-0.41848934
ATLAS_SIG_B_TOP100,CPC016_A549_24H:BRD-K54210043-001-02-0:10,BRD-K54210043,NS-1619,trt_cp,A549,10 �M,24 h,1,0,-0.41839588
ATLAS_SIG_B_TOP100,CPC013_A375_6H:BRD-K46056750-001-01-3:10,BRD-K46056750,AZD-7762,trt_cp,A375,10 �M,6 h,1,1,-0.41833818
ATLAS_SIG_B_TOP100,CPC004_VCAP_6H:BRD-K02637541-001-06-5:10,BRD-K02637541,celecoxib,trt_cp,VCAP,10 �M,6 h,1,1,-0.4178865
ATLAS_SIG_B_TOP100,HOG003_MCF7_6H:BRD-A73680854-001-01-3:0.3704,BRD-A73680854,PT-630,trt_cp,MCF7,500 nM,6 h,1,0,-0.417884
ATLAS_SIG_B_TOP100,CPC006_A375_24H:BRD-A25004090-001-03-5:4.8,BRD-A25004090,erastin,trt_cp,A375,5 �M,24 h,1,0,-0.41702938
ATLAS_SIG_B_TOP100,HOG001_MCF7_24H:BRD-A75517195-001-01-3:10,BRD-A75517195,thiazolopyrimidine,trt_cp,MCF7,10 �M,24 h,1,1,-0.4168623
ATLAS_SIG_B_TOP100,CPD002_MCF7_6H:BRD-K15933101-003-02-0:10,BRD-K15933101,ropinirole,trt_cp,MCF7,10 �M,6 h,1,0,-0.41685823
ATLAS_SIG_B_TOP100,LJP002_MCF7_6H:BRD-K85402309-001-02-5:2,BRD-K85402309,dovitinib,trt_cp,MCF7,1 �M,6 h,1,0,-0.41680413
ATLAS_SIG_B_TOP100,CPC014_MCF7_6H:BRD-A29901043-001-01-0:10,BRD-A29901043,KIN001-127,trt_cp,MCF7,10 �M,6 h,1,1,-0.41671437
ATLAS_SIG_B_TOP100,CPC011_VCAP_6H:BRD-A89175223-051-10-6:10,BRD-A89175223,bisoprolol,trt_cp,VCAP,10 �M,6 h,1,0,-0.41652066
ATLAS_SIG_B_TOP100,CPC014_VCAP_24H:BRD-K47943470-001-07-7:10,BRD-K47943470,tyrphostin-51,trt_cp,VCAP,10 �M,24 h,1,0,-0.41641682
ATLAS_SIG_B_TOP100,CPC015_A549_6H:BRD-A26032986-050-01-3:10,BRD-A26032986,zaldaride,trt_cp,A549,10 �M,6 h,1,1,-0.41630787
ATLAS_SIG_B_TOP100,CPC011_VCAP_24H:BRD-K20168484-001-05-0:10,BRD-K20168484,BRD-K20168484,trt_cp,VCAP,10 �M,24 h,1,0,-0.41600302
ATLAS_SIG_B_TOP100,CPC005_VCAP_24H:BRD-A48809242-001-02-9:10,BRD-A48809242,IB-MECA,trt_cp,VCAP,10 �M,24 h,1,1,-0.41543373
ATLAS_SIG_B_TOP100,HDAC001_MCF7_6H:BRD-K85133207-001-01-1:2.5,BRD-K85133207,HDAC1-selective,trt_cp,MCF7,3 �M,6 h,1,0,-0.41500714
ATLAS_SIG_B_TOP100,PCLB002_HCC515_24H:BRD-K18910433:1.11,BRD-K18910433,estradiol,trt_cp,HCC515,1.11 �M,24 h,1,0,-0.4147784
ATLAS_SIG_B_TOP100,CPC005_VCAP_24H:BRD-A92670106-003-03-9:10,BRD-A92670106,tocainide,trt_cp,VCAP,10 �M,24 h,1,0,-0.41467687
ATLAS_SIG_B_TOP100,CPC016_MCF7_24H:BRD-K76775527-001-15-3:10,BRD-K76775527,nimesulide,trt_cp,MCF7,10 �M,24 h,1,0,-0.41433185
ATLAS_SIG_B_TOP100,CPC005_MCF7_24H:BRD-K21936341-051-02-4:10,BRD-K21936341,oxotremorine-sesquifumarate,trt_cp,MCF7,10 �M,24 h,1,1,-0.41403526
ATLAS_SIG_B_TOP100,CPC017_HEPG2_6H:BRD-K68336408-001-03-4:10,BRD-K68336408,tyrphostin-AG-1478,trt_cp,HEPG2,10 �M,6 h,1,1,-0.41378942
ATLAS_SIG_B_TOP100,CPC015_HEPG2_6H:BRD-A87606379-001-13-3:10,BRD-A87606379,nadolol,trt_cp,HEPG2,10 �M,6 h,1,0,-0.41375232
ATLAS_SIG_B_TOP100,CPC010_VCAP_6H:BRD-K78278890-001-07-2:10,BRD-K78278890,NM-PP1,trt_cp,VCAP,10 �M,6 h,1,1,-0.4137119
ATLAS_SIG_B_TOP100,CPC005_A549_24H:BRD-K40782193-003-01-1:10,BRD-K40782193,QX-222,trt_cp,A549,10 �M,24 h,1,1,-0.4129371
ATLAS_SIG_B_TOP100,CPC011_MCF7_24H:BRD-K44779798-001-05-7:10,BRD-K44779798,miglitol,trt_cp,MCF7,10 �M,24 h,1,0,-0.41285363
ATLAS_SIG_B_TOP100,CPC011_MCF7_24H:BRD-A30977374-001-13-1:10,BRD-A30977374,nifedipine,trt_cp,MCF7,10 �M,24 h,1,0,-0.41273695
ATLAS_SIG_B_TOP100,CPD001_PC3_24H:BRD-A21858158-001-18-5:10,BRD-A21858158,praziquantel,trt_cp,PC3,10 �M,24 h,1,0,-0.41243297
ATLAS_SIG_B_TOP100,CPC011_A375_6H:BRD-A04553218-050-12-1:10,BRD-A04553218,chlorphenamine,trt_cp,A375,10 �M,6 h,1,0,-0.41231105
ATLAS_SIG_B_TOP100,CPC004_VCAP_6H:BRD-A41304429-001-04-9:10,BRD-A41304429,practolol,trt_cp,VCAP,10 �M,6 h,1,1,-0.41209298
ATLAS_SIG_B_TOP100,LJP001_MCF7_24H:BRD-A79768653-001-05-4:0.08,BRD-A79768653,sirolimus,trt_cp,MCF7,100 nM,24 h,1,0,-0.41201675
ATLAS_SIG_B_TOP100,CPC016_MCF7_24H:BRD-A70268693-103-01-9:10,BRD-A70268693,PG-9,trt_cp,MCF7,10 �M,24 h,1,0,-0.41173887
ATLAS_SIG_B_TOP100,HOG003_MCF7_24H:BRD-K09907482-001-02-5:0.0015,BRD-K09907482,PRL-3-inhibitor-I,trt_cp,MCF7,1 nM,24 h,1,0,-0.41151723
ATLAS_SIG_B_TOP100,CPC011_HA1E_6H:BRD-A44133049-003-04-5:10,BRD-A44133049,azasetron,trt_cp,HA1E,10 �M,6 h,1,1,-0.41139257
