consensus_rank,pert_id,pert_iname,ATLAS_SIG_A_TOP150,ATLAS_SIG_B_TOP100,ATLAS_SIG_B_TOP150,n_signatures,n_negative,n_strong_negative,mean_tau,median_tau,minimum_tau
705,BRD-K01555864,dibenzoylmethane,0.0,-27.358181,-39.31601,3,2,0,-22.224731,-27.358181,-39.31601
706,BRD-K82484965,carmoxirole,0.0,-45.74634,-27.207825,3,2,0,-24.318054,-27.207825,-45.74634
707,BRD-K70778732,trazodone,0.0,-27.102394,-33.449554,3,2,0,-20.183983,-27.102394,-33.449554
708,BRD-K95237249,probenecid,0.0,-31.417057,-26.968525,3,2,0,-19.46186,-26.968525,-31.417057
709,BRD-K49404994,levetiracetam,-39.240078,37.524162,-26.915934,3,2,0,-9.54395,-26.915934,-39.240078
710,BRD-K47693913,evoxine,8.851402,-55.430977,-26.826473,3,2,0,-24.468681,-26.826473,-55.430977
711,BRD-K77554836,triamcinolone,0.0,-58.44328,-26.611897,3,2,0,-28.351725,-26.611897,-58.44328
712,BRD-K61480498,epoxycholesterol,0.0,-30.93436,-26.252424,3,2,0,-19.062262,-26.252424,-30.93436
713,BRD-K37130656,rivaroxaban,0.0,-25.94101,-26.29311,3,2,0,-17.411373,-25.94101,-26.29311
714,BRD-K12516989,zaprinast,-25.771702,28.331404,-26.394028,3,2,0,-7.944775,-25.771702,-26.394028
715,BRD-K50859149,sulfafurazole,0.0,-57.222908,-25.700289,3,2,0,-27.641066,-25.700289,-57.222908
716,BRD-A71009679,KU-C103420N,0.0,-55.45828,-25.51225,3,2,0,-26.990175,-25.51225,-55.45828
717,BRD-K56558538,ambroxol,0.0,-40.88928,-25.43344,3,2,0,-22.107573,-25.43344,-40.88928
718,BRD-K38449220,seneciphylline,0.0,-25.412443,-35.879913,3,2,0,-20.430786,-25.412443,-35.879913
719,BRD-K64935403,ebelactone-b,0.0,-57.471878,-25.305063,3,2,0,-27.592314,-25.305063,-57.471878
720,BRD-K95309561,dienestrol,0.0,-52.34147,-25.26136,3,2,0,-25.867609,-25.26136,-52.34147
721,BRD-K70301876,escitalopram,0.49330515,-25.230179,-38.13542,3,2,0,-20.957432,-25.230179,-38.13542
722,BRD-K01663662,diphenidol,2.871008,-47.119408,-25.006779,3,2,0,-23.08506,-25.006779,-47.119408
723,BRD-K91696562,orantinib,0.0,-24.911058,-70.38097,3,2,0,-31.764008,-24.911058,-70.38097
724,BRD-K21317336,phentolamine,0.0,-30.546143,-24.894548,3,2,0,-18.48023,-24.894548,-30.546143
725,BRD-A33833419,TER-14687,2.0436928,-38.197998,-24.588995,3,2,0,-20.247766,-24.588995,-38.197998
726,BRD-U94846492,quinine,0.0,-24.529684,-35.65258,3,2,0,-20.060755,-24.529684,-35.65258
727,BRD-K40578143,GR-79236,0.0,-26.346745,-24.50085,3,2,0,-16.949198,-24.50085,-26.346745
728,BRD-K35498378,alrestatin,0.0,-39.73407,-24.017761,3,2,0,-21.25061,-24.017761,-39.73407
729,BRD-A22032524,amlodipine,0.28188866,-44.940056,-23.941702,3,2,0,-22.866623,-23.941702,-44.940056
730,BRD-K85402309,dovitinib,0.0,-30.472153,-23.390799,3,2,0,-17.954317,-23.390799,-30.472153
731,BRD-K57545991,enalapril,0.0,-46.14501,-23.03291,3,2,0,-23.059305,-23.03291,-46.14501
732,BRD-K78280988,anandamide,0.0,-32.59797,-22.611767,3,2,0,-18.403246,-22.611767,-32.59797
733,BRD-K03670461,tyrphostin-AG-82,0.0,-40.5991,-22.547417,3,2,0,-21.048838,-22.547417,-40.5991
734,BRD-K15522385,cinanserin,0.0,-22.269226,-26.44158,3,2,0,-16.236937,-22.269226,-26.44158
735,BRD-K50018155,RS-67506,1.9732206,-22.194489,-38.662086,3,2,0,-19.627785,-22.194489,-38.662086
736,BRD-K21672174,Ro-28-1675,0.0,-34.97466,-21.937473,3,2,0,-18.97071,-21.937473,-34.97466
737,BRD-K84085265,CG-930,0.0,-21.909416,-26.433435,3,2,0,-16.114283,-21.909416,-26.433435
738,BRD-K93618743,ipriflavone,0.0,-25.286594,-21.760155,3,2,0,-15.68225,-21.760155,-25.286594
739,BRD-K80396088,gliquidone,0.0,-21.724623,-30.7157,3,2,0,-17.480108,-21.724623,-30.7157
740,BRD-A09472452,flecainide,0.0,-32.143135,-21.387756,3,2,0,-17.84363,-21.387756,-32.143135
741,BRD-K28452084,BRD-K28452084,-22.119246,32.071117,-21.079924,3,2,0,-3.7093506,-21.079924,-22.119246
742,BRD-A38030642,cyclosporin-a,8.785809,-38.283497,-21.0208,3,2,0,-16.839497,-21.0208,-38.283497
743,BRD-K93176058,AC-55649,0.0,-21.009426,-37.437927,3,2,0,-19.48245,-21.009426,-37.437927
744,BRD-A05680309,BRD-A05680309,0.0,-20.738321,-28.278618,3,2,0,-16.33898,-20.738321,-28.278618
745,BRD-K49027941,PSB-1115,0.0,-30.926748,-20.696781,3,2,0,-17.207842,-20.696781,-30.926748
746,BRD-K18787491,U-0126,0.0,-20.46073,-21.814728,3,2,0,-14.09182,-20.46073,-21.814728
747,BRD-K95739795,tetrabenazine,0.0,-35.646782,-19.934326,3,2,0,-18.527037,-19.934326,-35.646782
748,BRD-A93255169,thalidomide,0.0,-19.807978,-24.280853,3,2,0,-14.696277,-19.807978,-24.280853
749,BRD-K06817181,"1,2,3,4,5,6-hexabromocyclohexane",0.0,-19.706755,-30.655073,3,2,0,-16.787275,-19.706755,-30.655073
750,BRD-K83153774,mirtazapine,12.717055,-25.91613,-19.57811,3,2,0,-10.925728,-19.57811,-25.91613
751,BRD-K10176267,L-701252,2.8689618,-19.549429,-19.975279,3,2,0,-12.218582,-19.549429,-19.975279
752,BRD-K93258693,GW-9662,0.0,-25.939274,-19.525488,3,2,0,-15.15492,-19.525488,-25.939274
753,BRD-U97083655,teicoplanin,2.7836504,-30.491318,-19.261986,3,2,0,-15.656551,-19.261986,-30.491318
754,BRD-K67013324,luzindole,1.726568,-19.20387,-20.814861,3,2,0,-12.764054,-19.20387,-20.814861
755,BRD-K26373640,IKK-2-inhibitor,0.0,-19.180298,-33.437637,3,2,0,-17.539312,-19.180298,-33.437637
756,BRD-K51033547,tramadol,0.0,-19.17813,-25.932953,3,2,0,-15.037028,-19.17813,-25.932953
757,BRD-K54416256,methimazole,0.0,-20.664387,-19.17357,3,2,0,-13.27932,-19.17357,-20.664387
758,BRD-K83289131,CAY-10618,1.7618041,-19.009396,-53.057034,3,2,0,-23.434875,-19.009396,-53.057034
759,BRD-K00662280,CL-218872,0.0,-22.977943,-18.940166,3,2,0,-13.972703,-18.940166,-22.977943
760,BRD-K54210043,NS-1619,0.0,-34.515903,-18.887526,3,2,0,-17.801142,-18.887526,-34.515903
761,BRD-K56658166,BRD-K56658166,82.4526,-18.27004,-21.80874,3,2,0,14.124606,-18.27004,-21.80874
762,BRD-K84175871,pseudoephedrine,0.0,-18.180683,-29.181225,3,2,0,-15.787303,-18.180683,-29.181225
763,BRD-K86682249,BRD-K86682249,0.023748787,-18.802755,-18.120808,3,2,0,-12.299937,-18.120808,-18.802755
764,BRD-A65597028,RX-821002,0.0,-18.120504,-34.73388,3,2,0,-17.618128,-18.120504,-34.73388
765,BRD-K59851896,calycanthine,0.0,-25.316456,-17.68875,3,2,0,-14.335068,-17.68875,-25.316456
766,BRD-M07438658,lapatinib,0.0,-31.599869,-17.663248,3,2,0,-16.421038,-17.663248,-31.599869
767,BRD-K16233984,eriochrome-black-t,0.0,-17.544893,-28.73814,3,2,0,-15.427678,-17.544893,-28.73814
768,BRD-K54314721,zolmitriptan,0.022398632,-31.314537,-17.543356,3,2,0,-16.278498,-17.543356,-31.314537
769,BRD-K64610608,EMF-BCA1-57,0.5285412,-17.123022,-30.978567,3,2,0,-15.857682,-17.123022,-30.978567
770,BRD-K21009077,BRD-K21009077,0.0,-21.81854,-17.008041,3,2,0,-12.942195,-17.008041,-21.81854
771,BRD-K31553034,zibotentan,1.303735,-31.146858,-16.992252,3,2,0,-15.611793,-16.992252,-31.146858
772,BRD-K16604360,BRD-K16604360,0.15738124,-27.72072,-16.837446,3,2,0,-14.8002615,-16.837446,-27.72072
773,BRD-A10303790,talampicillin,0.0,-16.734034,-23.00366,3,2,0,-13.245898,-16.734034,-23.00366
774,BRD-K11433652,aspirin,-16.641079,-75.0353,0.0,3,2,0,-30.558792,-16.641079,-75.0353
775,BRD-K51730347,diphencyprone,0.96141523,-21.77451,-16.552792,3,2,0,-12.455296,-16.552792,-21.77451
776,BRD-A25143711,hydrocortisone-valerate,0.0,-23.299532,-16.54372,3,2,0,-13.281085,-16.54372,-23.299532
777,BRD-K92758126,MD-920,-20.548977,34.781555,-16.468128,3,2,0,-0.7451833,-16.468128,-20.548977
778,BRD-K51941867,LM-1685,0.0,-30.872517,-16.454449,3,2,0,-15.775655,-16.454449,-30.872517
779,BRD-A43849199,karakoline,-16.167942,25.222265,-21.997152,3,2,0,-4.314276,-16.167942,-21.997152
780,BRD-K41051431,mecillinam,2.7131784,-32.87681,-16.024307,3,2,0,-15.39598,-16.024307,-32.87681
781,BRD-A97104540,fenoterol,0.0,-35.289974,-15.978283,3,2,0,-17.089418,-15.978283,-35.289974
782,BRD-K68867920,quetiapine,0.023232747,-20.120665,-15.8738785,3,2,0,-11.9904375,-15.8738785,-20.120665
783,BRD-K43880410,pregnenolone,0.0,-60.304565,-15.854885,3,2,0,-25.386484,-15.854885,-60.304565
784,BRD-A26199074,calmidazolium,3.000068,-15.833775,-17.101383,3,2,0,-9.978363,-15.833775,-17.101383
785,BRD-K46652470,nizatidine,0.0,-15.810411,-26.80111,3,2,0,-14.203839,-15.810411,-26.80111
786,BRD-K39520573,GW-5074,2.2903454,-41.32254,-15.574613,3,2,0,-18.202269,-15.574613,-41.32254
787,BRD-K70883034,nimetazepam,0.0,-15.535405,-56.939976,3,2,0,-24.15846,-15.535405,-56.939976
788,BRD-A74269027,isoxsuprine,0.0,-15.47002,-16.242676,3,2,0,-10.570899,-15.47002,-16.242676
789,BRD-A55756846,H-7,0.0,-32.77042,-15.438509,3,2,0,-16.069643,-15.438509,-32.77042
790,BRD-K20313525,rosmarinic-acid,0.0,-15.409084,-27.93029,3,2,0,-14.446458,-15.409084,-27.93029
791,BRD-K77793136,hydroxyfasudil,0.0,-45.20728,-15.369286,3,2,0,-20.192188,-15.369286,-45.20728
792,BRD-A56245458,reichstein,0.0,-21.196735,-15.324914,3,2,0,-12.1738825,-15.324914,-21.196735
793,BRD-K54790157,trioxsalen,0.0,-22.244423,-15.280796,3,2,0,-12.508407,-15.280796,-22.244423
794,BRD-K61097567,SB-218795,0.0,-18.610065,-15.247704,3,2,0,-11.285923,-15.247704,-18.610065
795,BRD-K26979635,NS-3694,0.0,-30.994476,-15.185964,3,2,0,-15.393479,-15.185964,-30.994476
796,BRD-K60690191,MPEP,0.0,-76.639565,-15.162719,3,2,0,-30.600761,-15.162719,-76.639565
797,BRD-A75517195,thiazolopyrimidine,-15.152716,5.240394,-26.256615,3,2,0,-12.056313,-15.152716,-26.256615
798,BRD-K37456065,VU-0365114-2,0.0,-15.150288,-29.919231,3,2,0,-15.023173,-15.150288,-29.919231
799,BRD-K10573841,tunicamycin,12.512357,-15.148933,-38.23943,3,2,0,-13.625336,-15.148933,-38.23943
800,BRD-K26521938,dinoprostone,0.0,-15.081528,-29.005198,3,2,0,-14.695575,-15.081528,-29.005198
801,BRD-A75455249,kavain,0.0,-14.973498,-16.929043,3,2,0,-10.634181,-14.973498,-16.929043
802,BRD-K85119730,tolbutamide,0.0,-22.513252,-14.863995,3,2,0,-12.459083,-14.863995,-22.513252
803,BRD-K09900591,caffeic-acid,0.0,-38.95047,-14.783591,3,2,0,-17.911354,-14.783591,-38.95047
804,BRD-K81709173,halcinonide,1.2684989,-14.737691,-46.60878,3,2,0,-20.025991,-14.737691,-46.60878
805,BRD-A83081521,finasteride,0.0,-58.4018,-14.556753,3,2,0,-24.319517,-14.556753,-58.4018
806,BRD-K48115423,2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,0.0,-37.311516,-14.541876,3,2,0,-17.284464,-14.541876,-37.311516
807,BRD-K77390737,xanthohumol,11.379644,-48.7802,-14.538889,3,2,0,-17.313148,-14.538889,-48.7802
808,BRD-K07859598,GW-5074,0.0,-14.430531,-25.599953,3,2,0,-13.343494,-14.430531,-25.599953
809,BRD-A44090213,indoprofen,0.0,-34.81919,-14.352799,3,2,0,-16.390663,-14.352799,-34.81919
810,BRD-K10177585,PSB-11,-40.056114,46.00045,-14.307788,3,2,0,-2.7878177,-14.307788,-40.056114
811,BRD-K32292990,CGP-53353,5.667893,-14.274622,-26.929258,3,2,0,-11.845329,-14.274622,-26.929258
812,BRD-A84493640,atovaquone,56.658783,-14.250115,-55.526512,3,2,0,-4.3726144,-14.250115,-55.526512
813,BRD-K38775274,dexamethasone,0.035236083,-14.158325,-24.61594,3,2,0,-12.91301,-14.158325,-24.61594
814,BRD-K17693482,BRD-K17693482,0.0,-17.823586,-14.120054,3,2,0,-10.64788,-14.120054,-17.823586
815,BRD-A56987319,SQ-22536,0.0,-17.77659,-14.076845,3,2,0,-10.617812,-14.076845,-17.77659
816,BRD-K40742111,baeomycesic-acid,-14.007999,-36.773888,20.886703,3,2,0,-9.965061,-14.007999,-36.773888
817,BRD-K91701654,U-0126,0.7047216,-16.664555,-13.887339,3,2,0,-9.949058,-13.887339,-16.664555
818,BRD-K81062487,taurocholic-acid,4.580691,-22.325144,-13.774456,3,2,0,-10.506304,-13.774456,-22.325144
819,BRD-K10670311,sulfasalazine,-18.050606,23.27678,-13.740946,3,2,0,-2.8382576,-13.740946,-18.050606
820,BRD-A41630653,BRD-A41630653,0.0,-40.289722,-13.717612,3,2,0,-18.002445,-13.717612,-40.289722
821,BRD-A07000685,hydrocortisone-hemisuccinate,0.0,-13.6574745,-21.510254,3,2,0,-11.722576,-13.6574745,-21.510254
822,BRD-A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),0.0,-26.860548,-13.612007,3,2,0,-13.490852,-13.612007,-26.860548
823,BRD-K08703257,3-amino-benzamide,0.0,-21.064146,-13.528574,3,2,0,-11.530907,-13.528574,-21.064146
824,BRD-K67298865,SB-431542,-17.43371,14.403412,-13.470146,3,2,0,-5.5001483,-13.470146,-17.43371
825,BRD-K03015355,forskolin,0.0,-13.284973,-16.13271,3,2,0,-9.805894,-13.284973,-16.13271
826,BRD-A58157837,butabindide,0.0,-13.2571125,-32.791344,3,2,0,-15.349484,-13.2571125,-32.791344
827,BRD-K89014967,AS-703026,0.0,-13.138687,-30.193052,3,2,0,-14.443913,-13.138687,-30.193052
828,BRD-A79314293,cephalosporanic-acid,0.0,-13.107523,-44.045406,3,2,0,-19.050978,-13.107523,-44.045406
829,BRD-A23359898,sibutramine,1.8322762,-13.056316,-18.219818,3,2,0,-9.81462,-13.056316,-18.219818
830,BRD-K76674262,homoharringtonine,0.0,-44.295868,-13.042637,3,2,0,-19.112835,-13.042637,-44.295868
831,BRD-K63195589,tipifarnib,46.665398,-12.970555,-84.84892,3,2,0,-17.051361,-12.970555,-84.84892
832,BRD-K10207760,lasalocid,8.822428,-25.181383,-12.824053,3,2,0,-9.72767,-12.824053,-25.181383
833,BRD-K93280214,gabazine,0.0,-24.899536,-12.670221,3,2,0,-12.523252,-12.670221,-24.899536
834,BRD-M00539986,formoterol,0.7751938,-38.87361,-12.556725,3,2,0,-16.885048,-12.556725,-38.87361
835,BRD-K28428262,brivanib,0.0,-12.508809,-39.60622,3,2,0,-17.371675,-12.508809,-39.60622
836,BRD-K93461745,buspirone,0.63424945,-12.475911,-18.959198,3,2,0,-10.266953,-12.475911,-18.959198
837,BRD-K91315211,betahistine,0.0,-38.541985,-12.270323,3,2,0,-16.937437,-12.270323,-38.541985
838,BRD-K21520694,sulfacetamide,0.0,-12.260646,-19.333723,3,2,0,-10.531456,-12.260646,-19.333723
839,BRD-A53131506,epitestosterone,0.0,-12.111186,-24.843056,3,2,0,-12.318081,-12.111186,-24.843056
840,BRD-A25576662,streptozotocin,5.910544,-12.014807,-25.219866,3,2,0,-10.441377,-12.014807,-25.219866
841,BRD-K14048378,BRD-K14048378,0.0,-16.62006,-11.949454,3,2,0,-9.523171,-11.949454,-16.62006
842,BRD-K91485395,BRD-K91485395,0.0,-11.923719,-12.533664,3,2,0,-8.152461,-11.923719,-12.533664
843,BRD-K02275692,cefotiam,1.2332629,-11.874559,-13.973709,3,2,0,-8.205002,-11.874559,-13.973709
844,BRD-K27665173,D-64406,0.5637773,-11.862955,-40.03432,3,2,0,-17.111166,-11.862955,-40.03432
845,BRD-K57569181,pentoxifylline,0.0,-11.528463,-18.548008,3,2,0,-10.025491,-11.528463,-18.548008
846,BRD-K64857848,XMD-885,0.0,-23.223192,-11.512903,3,2,0,-11.578698,-11.512903,-23.223192
847,BRD-K21350491,phenamil,-33.413185,-11.485888,0.0,3,2,0,-14.966357,-11.485888,-33.413185
848,BRD-K53318339,vinpocetine,0.0,-11.458682,-17.596035,3,2,0,-9.684906,-11.458682,-17.596035
849,BRD-K72222507,quinapril,0.9161381,-18.01059,-11.448687,3,2,0,-9.5143795,-11.448687,-18.01059
850,BRD-K95202259,ML-3163,0.0,-11.362823,-16.963062,3,2,0,-9.441962,-11.362823,-16.963062
851,BRD-A64479082,quinidine,2.4312897,-11.069737,-23.444118,3,2,0,-10.694188,-11.069737,-23.444118
852,BRD-K01095011,finasteride,0.49330515,-10.893433,-19.367464,3,2,0,-9.92253,-10.893433,-19.367464
853,BRD-A44827100,erythromycin,0.0,-10.865241,-21.181591,3,2,0,-10.682278,-10.865241,-21.181591
854,BRD-A37780065,triamcinolone,3.6550078,-10.818613,-34.330254,3,2,0,-13.831286,-10.818613,-34.330254
855,BRD-K30189597,SYK-inhibitor,0.0,-31.987823,-10.815294,3,2,0,-14.267705,-10.815294,-31.987823
856,BRD-A00100033,nifurtimox,1.3652892,-11.371738,-10.807934,3,2,0,-6.9381275,-10.807934,-11.371738
857,BRD-K10136726,tosyllysyl-chloromethyl-ketone,0.7399577,-10.793091,-17.156162,3,2,0,-9.069765,-10.793091,-17.156162
858,BRD-K48367671,febuxostat,0.0,-17.332972,-10.775507,3,2,0,-9.369493,-10.775507,-17.332972
859,BRD-K11399644,phenformin,0.0,-16.837622,-10.67389,3,2,0,-9.170505,-10.67389,-16.837622
860,BRD-K32830106,guanfacine,28.840813,-10.6348295,-14.916371,3,2,0,1.0965372,-10.6348295,-14.916371
861,BRD-K56231354,triprolidine,0.0,-11.296581,-10.601351,3,2,0,-7.2993107,-10.601351,-11.296581
862,BRD-K10852020,tolcapone,0.0,-19.783361,-10.5523615,3,2,0,-10.111908,-10.5523615,-19.783361
863,BRD-K12401458,BRD-K12401458,-40.3065,-10.469114,12.295811,3,2,0,-12.826602,-10.469114,-40.3065
864,BRD-K14550461,doxercalciferol,0.0,-20.646107,-10.4105,3,2,0,-10.352202,-10.4105,-20.646107
865,BRD-K82688027,RG-13022,-10.681366,-10.321135,2.5369978,3,2,0,-6.155168,-10.321135,-10.681366
866,BRD-A96255180,ribavirin,0.0,-23.48811,-10.245821,3,2,0,-11.244644,-10.245821,-23.48811
867,BRD-A09056319,alfuzosin,0.2114165,-10.709094,-10.162656,3,2,0,-6.886778,-10.162656,-10.709094
868,BRD-K35941380,methysergide,0.0,-53.410583,-10.147991,3,2,0,-21.186192,-10.147991,-53.410583
869,BRD-K60487568,SU-4312,0.0,-10.012097,-51.043995,3,2,0,-20.35203,-10.012097,-51.043995
870,BRD-A41555725,chlortetracycline,0.0,-38.53005,-9.942385,3,2,0,-16.157478,-9.942385,-38.53005
871,BRD-K61314889,endo-IWR-1,10.029966,-40.875793,-9.937066,3,2,0,-13.594296,-9.937066,-40.875793
872,BRD-A41145729,methoprene-acid,0.0,-9.909597,-15.044142,3,2,0,-8.317913,-9.909597,-15.044142
873,BRD-A25234499,aminoglutethimide,0.0,-11.181035,-9.845786,3,2,0,-7.00894,-9.845786,-11.181035
874,BRD-K35708212,ouabain,0.0,-9.840159,-11.511603,3,2,0,-7.1172543,-9.840159,-11.511603
875,BRD-K19507340,megestrol,0.017834315,-9.69026,-21.06377,3,2,0,-10.2453985,-9.69026,-21.06377
876,BRD-K76805682,SB-415286,-14.662604,1.6560959,-9.444998,3,2,0,-7.483835,-9.444998,-14.662604
877,BRD-A44008656,doxylamine,0.0,-9.44327,-26.018879,3,2,0,-11.820717,-9.44327,-26.018879
878,BRD-A79903587,tegafur,0.0,-9.430094,-16.941366,3,2,0,-8.790486,-9.430094,-16.941366
879,BRD-K60640630,mometasone,5.351136,-9.345024,-21.013996,3,2,0,-8.335961,-9.345024,-21.013996
880,BRD-A22844106,tenoxicam,0.0,-9.191566,-19.377579,3,2,0,-9.523048,-9.191566,-19.377579
881,BRD-K84566043,fenpiverinium,-9.161382,4.973015,-49.265152,3,2,0,-17.817839,-9.161382,-49.265152
882,BRD-K13533483,cyclosporin-a,0.0,-9.13694,-11.416927,3,2,0,-6.8512893,-9.13694,-11.416927
883,BRD-K11163873,phenanthridone,0.0,-9.116441,-24.720982,3,2,0,-11.27914,-9.116441,-24.720982
884,BRD-K94080537,diethyltoluamide,0.0,-8.973661,-13.4954195,3,2,0,-7.489694,-8.973661,-13.4954195
885,BRD-K40887525,ritanserin,0.0,-22.351492,-8.80945,3,2,0,-10.386981,-8.80945,-22.351492
886,BRD-K24675965,LY-288513,1.1275547,-8.642786,-16.45525,3,2,0,-7.9901605,-8.642786,-16.45525
887,BRD-K31268420,NSC-693868,0.0,-8.627221,-29.141724,3,2,0,-12.589648,-8.627221,-29.141724
888,BRD-A95939040,sertaconazole,0.0,-18.393246,-8.602415,3,2,0,-8.998553,-8.602415,-18.393246
889,BRD-K83063356,RS-102895,0.0,-15.178069,-8.597604,3,2,0,-7.9252243,-8.597604,-15.178069
890,BRD-A22769835,homochlorcyclizine,0.49330515,-8.586811,-38.98709,3,2,0,-15.693532,-8.586811,-38.98709
891,BRD-K31611373,fluprostenol,-27.469269,3.0253963,-8.573758,3,2,0,-11.0058775,-8.573758,-27.469269
892,BRD-K72541103,JAK3-inhibitor-I,7.1754246,-8.558803,-18.52075,3,2,0,-6.634709,-8.558803,-18.52075
893,BRD-K71103788,duloxetine,,-8.550344,-8.56672,2,2,0,-8.558533,-8.558533,-8.56672
894,BRD-K40227168,vinburnine,0.0,-34.23519,-8.549786,3,2,0,-14.261659,-8.549786,-34.23519
895,BRD-K52512893,SC-19220,0.0,-8.532842,-27.02893,3,2,0,-11.853924,-8.532842,-27.02893
896,BRD-K25591257,resveratrol,-19.068016,-8.473719,3.8407328,3,2,0,-7.900334,-8.473719,-19.068016
897,BRD-A43930669,L-368899,0.0,-8.432404,-15.223749,3,2,0,-7.885384,-8.432404,-15.223749
898,BRD-K61993165,niacin,2.4569733,-8.392063,-22.355474,3,2,0,-9.430188,-8.392063,-22.355474
899,BRD-K75430629,BRD-K75430629,0.0,-8.345327,-18.581253,3,2,0,-8.975527,-8.345327,-18.581253
900,BRD-K79124250,ioxaglic-acid,-17.67019,11.801076,-8.280089,3,2,0,-4.7164016,-8.280089,-17.67019
901,BRD-A04327189,synephrine,0.0,-15.672896,-8.274401,3,2,0,-7.982432,-8.274401,-15.672896
902,BRD-K55301415,abiraterone,-11.327005,-8.215973,0.0,3,2,0,-6.514326,-8.215973,-11.327005
903,BRD-K38305202,domperidone,-8.208561,9.202539,-12.029796,3,2,0,-3.6786058,-8.208561,-12.029796
904,BRD-K88849294,lobaric-acid,-10.111149,2.8291686,-8.181967,3,2,0,-5.1546493,-8.181967,-10.111149
905,BRD-K72166146,dihydroergotamine,2.1646338,-8.139535,-10.059464,3,2,0,-5.344789,-8.139535,-10.059464
906,BRD-K08589866,linsitinib,0.0,-8.0673485,-39.34259,3,2,0,-15.803313,-8.0673485,-39.34259
907,BRD-K31283835,tofacitinib,4.5454545,-7.9641037,-14.974871,3,2,0,-6.1311736,-7.9641037,-14.974871
908,BRD-K81376179,TCS-359,0.0,-7.917778,-9.784957,3,2,0,-5.900912,-7.917778,-9.784957
909,BRD-A93424738,dexamethasone-acetate,17.49228,-7.840644,-28.511934,3,2,0,-6.286766,-7.840644,-28.511934
910,BRD-A96897502,U-74389F,0.0,-7.8025246,-12.17273,3,2,0,-6.658418,-7.8025246,-12.17273
911,BRD-A55962179,omeprazole,0.45806906,-13.573585,-7.751406,3,2,0,-6.955641,-7.751406,-13.573585
912,BRD-K80348542,cephaeline,-9.126145,-7.716702,0.0,3,2,0,-5.6142826,-7.716702,-9.126145
913,BRD-K99621550,tubocurarine,0.0,-12.620192,-7.7102513,3,2,0,-6.776814,-7.7102513,-12.620192
914,BRD-K27141178,SB-203186,0.0,-7.7036543,-8.168635,3,2,0,-5.2907634,-7.7036543,-8.168635
915,BRD-K95785537,PP-2,0.0,-11.6041975,-7.701603,3,2,0,-6.435267,-7.701603,-11.6041975
916,BRD-A36267905,buphenine,3.453136,-87.35025,-7.6814656,3,2,0,-30.526194,-7.6814656,-87.35025
917,BRD-K73838513,cinacalcet,0.0,-12.868229,-7.6284113,3,2,0,-6.832213,-7.6284113,-12.868229
918,BRD-K39569857,avrainvillamide-analog-3,0.0,-17.7158,-7.610994,3,2,0,-8.442265,-7.610994,-17.7158
919,BRD-K69556541,ryanodine,0.0,-21.66518,-7.555829,3,2,0,-9.740336,-7.555829,-21.66518
920,BRD-A37776212,ICI-204448,0.0,-7.4995956,-21.284191,3,2,0,-9.594596,-7.4995956,-21.284191
921,BRD-K55454768,TAS-301,0.0,-15.746198,-7.4273167,3,2,0,-7.724505,-7.4273167,-15.746198
922,BRD-K97118047,"4,5,6,7-tetrabromobenzotriazole",-7.35221,11.363092,-20.2664,3,2,0,-5.418505,-7.35221,-20.2664
923,BRD-K83023055,GR-135531,0.0,-15.657171,-7.351453,3,2,0,-7.669542,-7.351453,-15.657171
924,BRD-K01902415,pirinixic-acid,1.4094433,-7.326778,-10.330202,3,2,0,-5.415846,-7.326778,-10.330202
925,BRD-A49148672,galantamine,-45.564526,14.867039,-7.306522,3,2,0,-12.668003,-7.306522,-45.564526
926,BRD-A66559694,naltrexone,0.0,-7.2093034,-53.8453,3,2,0,-20.351534,-7.2093034,-53.8453
927,BRD-K35240538,methylprednisolone,-8.862278,14.321532,-7.189413,3,2,0,-0.5767196,-7.189413,-8.862278
928,BRD-K04923131,GSK-3-inhibitor-IX,30.897125,-7.1525717,-73.118454,3,2,0,-16.457968,-7.1525717,-73.118454
929,BRD-K57926513,tyrphostin-AG-1295,0.0,-7.0790024,-45.03331,3,2,0,-17.370771,-7.0790024,-45.03331
930,BRD-K88172511,naltrexone,0.028894123,-9.665401,-7.020775,3,2,0,-5.5524273,-7.020775,-9.665401
931,BRD-K22631935,neurodazine,0.0,-7.01198,-45.818382,3,2,0,-17.61012,-7.01198,-45.818382
932,BRD-K04993501,cefixime,2.4665258,-6.9634404,-9.121727,3,2,0,-4.539547,-6.9634404,-9.121727
933,BRD-A13188892,doxazosin,0.0,-6.941491,-18.23037,3,2,0,-8.39062,-6.941491,-18.23037
934,BRD-K73991644,isoquercetin,0.0,-6.934295,-9.167049,3,2,0,-5.367115,-6.934295,-9.167049
935,BRD-A31204924,mitotane,0.0,-8.799133,-6.7391787,3,2,0,-5.179437,-6.7391787,-8.799133
936,BRD-A85234536,N6-cyclopentyladenosine,21.928629,-9.297014,-6.6190286,3,2,0,2.0041955,-6.6190286,-9.297014
937,BRD-K28863208,PNU-282987,1.5856236,-6.5798984,-6.5975933,3,2,0,-3.8639562,-6.5798984,-6.5975933
938,BRD-K42095107,daidzein,-6.45162,-11.170626,7.2577386,3,2,0,-3.454836,-6.45162,-11.170626
