query,pert_id,pert_iname,pert_type,tau
ATLAS_SIG_B_TOP100,ccsbBroad304_00097,ARF6,trt_oe,37.25812
ATLAS_SIG_B_TOP100,ccsbBroad304_02460,ATG7,trt_oe,2.2222223
ATLAS_SIG_B_TOP100,ccsbBroad304_05890,BHMT,trt_oe,54.702286
ATLAS_SIG_B_TOP100,ccsbBroad304_05894,BLVRA,trt_oe,38.25498
ATLAS_SIG_B_TOP100,ccsbBroad304_02100,BUB3,trt_oe,67.75569
ATLAS_SIG_B_TOP100,ccsbBroad304_00276,CDK2,trt_oe,-32.753704
ATLAS_SIG_B_TOP100,ccsbBroad304_05887,CFB,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_03647,CNDP2,trt_oe,8.410785
ATLAS_SIG_B_TOP100,ccsbBroad304_06648,CNOT3,trt_oe,-6.9745526
ATLAS_SIG_B_TOP100,ccsbBroad304_06018,COMT,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_02551,CPSF4,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00856,CXCR2,trt_oe,-5.2777777
ATLAS_SIG_B_TOP100,ccsbBroad304_00424,DBI,trt_oe,-76.59643
ATLAS_SIG_B_TOP100,ccsbBroad304_07906,DDAH2,trt_oe,-32.554195
ATLAS_SIG_B_TOP100,ccsbBroad304_13850,EIF4A2,trt_oe,-77.795456
ATLAS_SIG_B_TOP100,ccsbBroad304_00499,ELK3,trt_oe,74.49389
ATLAS_SIG_B_TOP100,ccsbBroad304_00524,EXT2,trt_oe,37.41225
ATLAS_SIG_B_TOP100,ccsbBroad304_00533,FABP4,trt_oe,8.753713
ATLAS_SIG_B_TOP100,ccsbBroad304_00606,GABPB1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_08602,HDAC8,trt_oe,21.79194
ATLAS_SIG_B_TOP100,ccsbBroad304_06365,HIF1A,trt_oe,28.996544
ATLAS_SIG_B_TOP100,ccsbBroad304_00746,HLA-DRB5,trt_oe,-54.469112
ATLAS_SIG_B_TOP100,ccsbBroad304_04072,HMGN5,trt_oe,72.40044
ATLAS_SIG_B_TOP100,ccsbBroad304_00799,HSP90AB1,trt_oe,20.605726
ATLAS_SIG_B_TOP100,ccsbBroad304_00837,IGFBP4,trt_oe,47.309475
ATLAS_SIG_B_TOP100,ccsbBroad304_03148,IL21R,trt_oe,-85.78704
ATLAS_SIG_B_TOP100,ccsbBroad304_00865,ILF2,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00866,IMPA1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00876,INSIG1,trt_oe,11.470556
ATLAS_SIG_B_TOP100,ccsbBroad304_00881,IRF5,trt_oe,33.587082
ATLAS_SIG_B_TOP100,ccsbBroad304_13891,LCK,trt_oe,-38.129017
ATLAS_SIG_B_TOP100,ccsbBroad304_00969,MAGEA10,trt_oe,-15.607537
ATLAS_SIG_B_TOP100,ccsbBroad304_00980,MBNL1,trt_oe,-6.0845413
ATLAS_SIG_B_TOP100,ccsbBroad304_01035,MSH5,trt_oe,-2.3148148
ATLAS_SIG_B_TOP100,ccsbBroad304_01074,NDUFS3,trt_oe,-4.7769165
ATLAS_SIG_B_TOP100,ccsbBroad304_02716,NMNAT2,trt_oe,-9.063852
ATLAS_SIG_B_TOP100,ccsbBroad304_03739,NRIP3,trt_oe,-24.911997
ATLAS_SIG_B_TOP100,ccsbBroad304_04788,OVCA2,trt_oe,67.42223
ATLAS_SIG_B_TOP100,ccsbBroad304_06680,P2RX4,trt_oe,59.468216
ATLAS_SIG_B_TOP100,ccsbBroad304_01152,PCNA,trt_oe,-90.67552
ATLAS_SIG_B_TOP100,ccsbBroad304_01263,PPP2R1A,trt_oe,4.5833335
ATLAS_SIG_B_TOP100,ccsbBroad304_01280,PRKAR1A,trt_oe,24.740236
ATLAS_SIG_B_TOP100,ccsbBroad304_09020,RUFY1,trt_oe,-63.157787
ATLAS_SIG_B_TOP100,ccsbBroad304_06549,SMAD3,trt_oe,71.53843
ATLAS_SIG_B_TOP100,ccsbBroad304_03103,SNX11,trt_oe,5.601852
ATLAS_SIG_B_TOP100,ccsbBroad304_02357,SSX3,trt_oe,-8.244977
ATLAS_SIG_B_TOP100,ccsbBroad304_07008,STAT5A,trt_oe,-18.077675
ATLAS_SIG_B_TOP100,ccsbBroad304_02378,STUB1,trt_oe,8.705905
ATLAS_SIG_B_TOP100,ccsbBroad304_07024,SYK,trt_oe,-29.554482
ATLAS_SIG_B_TOP100,ccsbBroad304_01641,TAF13,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01661,TFCP2,trt_oe,-67.246735
ATLAS_SIG_B_TOP100,ccsbBroad304_02405,TFG,trt_oe,45.511097
ATLAS_SIG_B_TOP100,ccsbBroad304_02399,TNIP1,trt_oe,-45.22045
ATLAS_SIG_B_TOP100,ccsbBroad304_03767,TOMM22,trt_oe,13.788048
ATLAS_SIG_B_TOP100,ccsbBroad304_07094,TPMT,trt_oe,-12.536427
ATLAS_SIG_B_TOP100,ccsbBroad304_02229,TRAM2,trt_oe,-22.034256
ATLAS_SIG_B_TOP100,ccsbBroad304_01923,UXT,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_02110,VAPB,trt_oe,-31.505291
ATLAS_SIG_B_TOP100,ccsbBroad304_01764,VDAC1,trt_oe,88.205345
ATLAS_SIG_B_TOP100,ccsbBroad304_03232,VPS28,trt_oe,85.6357
ATLAS_SIG_B_TOP100,ccsbBroad304_04541,ZNF502,trt_oe,27.176315
ATLAS_SIG_B_TOP100,ccsbBroad304_08925,ZNF576,trt_oe,-15.37268
ATLAS_SIG_B_TOP100,ccsbBroad304_10024,ZNF680,trt_oe,-26.66916
ATLAS_SIG_B_TOP100,ccsbBroad304_02030,CFLAR,trt_oe,-16.297415
ATLAS_SIG_B_TOP100,ccsbBroad304_04565,COG7,trt_oe,70.03696
ATLAS_SIG_B_TOP100,ccsbBroad304_06191,FABP6,trt_oe,3.8646913
ATLAS_SIG_B_TOP100,ccsbBroad304_01855,NCOA4,trt_oe,33.10858
ATLAS_SIG_B_TOP100,ccsbBroad304_07780,POLG2,trt_oe,1.5587645
ATLAS_SIG_B_TOP100,ccsbBroad304_06754,PPARD,trt_oe,23.12795
ATLAS_SIG_B_TOP100,ccsbBroad304_11910,RBM15B,trt_oe,11.882498
ATLAS_SIG_B_TOP100,ccsbBroad304_01421,RPL11,trt_oe,-7.055703
ATLAS_SIG_B_TOP100,ccsbBroad304_03235,TUBD1,trt_oe,27.079
ATLAS_SIG_B_TOP100,ccsbBroad304_07117,UGCG,trt_oe,92.361115
ATLAS_SIG_B_TOP100,ccsbBroad304_02080,USP14,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01768,VEGFA,trt_oe,-4.6561427
ATLAS_SIG_B_TOP100,ccsbBroad304_09689,ZNF595,trt_oe,2.9629629
ATLAS_SIG_B_TOP100,ccsbBroad304_03580,ABCF3,trt_oe,-52.68671
ATLAS_SIG_B_TOP100,ccsbBroad304_05802,ALDH1B1,trt_oe,54.663734
ATLAS_SIG_B_TOP100,ccsbBroad304_00162,BIK,trt_oe,-1.527768
ATLAS_SIG_B_TOP100,ccsbBroad304_05963,CD44,trt_oe,2.175926
ATLAS_SIG_B_TOP100,ccsbBroad304_04240,CLPB,trt_oe,-2.2222223
ATLAS_SIG_B_TOP100,ccsbBroad304_02499,CTCF,trt_oe,40.267128
ATLAS_SIG_B_TOP100,ccsbBroad304_06140,EEF1D,trt_oe,-0.6944444
ATLAS_SIG_B_TOP100,ccsbBroad304_06172,EPS8,trt_oe,-43.43551
ATLAS_SIG_B_TOP100,ccsbBroad304_00745,HLA-DRB4,trt_oe,51.192024
ATLAS_SIG_B_TOP100,ccsbBroad304_00811,ICAM1,trt_oe,-70.67176
ATLAS_SIG_B_TOP100,ccsbBroad304_13903,MTAP,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01087,NF2,trt_oe,-64.447945
ATLAS_SIG_B_TOP100,ccsbBroad304_01090,NFE2L2,trt_oe,12.307339
ATLAS_SIG_B_TOP100,ccsbBroad304_10491,PFKL,trt_oe,49.82145
ATLAS_SIG_B_TOP100,ccsbBroad304_01326,PSME1,trt_oe,66.80479
ATLAS_SIG_B_TOP100,ccsbBroad304_02853,QPCT,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01408,RNF5,trt_oe,-4.953704
ATLAS_SIG_B_TOP100,ccsbBroad304_10116,SHC4,trt_oe,-58.61036
ATLAS_SIG_B_TOP100,ccsbBroad304_01538,SKP2,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_07564,SLC25A15,trt_oe,11.080317
ATLAS_SIG_B_TOP100,ccsbBroad304_04726,TAGAP,trt_oe,3.6209383
ATLAS_SIG_B_TOP100,ccsbBroad304_01735,UBE2D1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01812,ZNF175,trt_oe,-60.94783
ATLAS_SIG_B_TOP100,ccsbBroad304_00130,ATP5F1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_03179,BOLA1,trt_oe,13.854624
ATLAS_SIG_B_TOP100,ccsbBroad304_14066,CHEK2,trt_oe,-15.227684
ATLAS_SIG_B_TOP100,ccsbBroad304_01835,CXCR4,trt_oe,-0.787037
ATLAS_SIG_B_TOP100,ccsbBroad304_03239,DCXR,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_04053,DERL1,trt_oe,2.580338
ATLAS_SIG_B_TOP100,ccsbBroad304_01976,EIF4EBP3,trt_oe,55.3881
ATLAS_SIG_B_TOP100,ccsbBroad304_00525,EZH1,trt_oe,-10.601851
ATLAS_SIG_B_TOP100,ccsbBroad304_00710,GUSB,trt_oe,-89.903694
ATLAS_SIG_B_TOP100,ccsbBroad304_07651,HEXIM1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_04534,HN1L,trt_oe,78.33157
ATLAS_SIG_B_TOP100,ccsbBroad304_02370,HRSP12,trt_oe,58.074757
ATLAS_SIG_B_TOP100,ccsbBroad304_02221,HS2ST1,trt_oe,-34.62083
ATLAS_SIG_B_TOP100,ccsbBroad304_03032,HTATSF1,trt_oe,-9.49666
ATLAS_SIG_B_TOP100,ccsbBroad304_07760,KAT7,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_02592,KIF2C,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_06525,LIPA,trt_oe,8.935185
ATLAS_SIG_B_TOP100,ccsbBroad304_04398,MRPL43,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_03197,NDUFA13,trt_oe,91.3839
ATLAS_SIG_B_TOP100,ccsbBroad304_01142,PAFAH1B2,trt_oe,59.736214
ATLAS_SIG_B_TOP100,ccsbBroad304_11024,PDGFRA,trt_oe,6.0847197
ATLAS_SIG_B_TOP100,ccsbBroad304_10232,PDIA5,trt_oe,-26.476467
ATLAS_SIG_B_TOP100,ccsbBroad304_07598,PEMT,trt_oe,-40.771782
ATLAS_SIG_B_TOP100,ccsbBroad304_01351,PEX19,trt_oe,86.11039
ATLAS_SIG_B_TOP100,ccsbBroad304_01211,PKM2,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_06755,PPAT,trt_oe,-22.046661
ATLAS_SIG_B_TOP100,ccsbBroad304_02440,PPIE,trt_oe,-85.03115
ATLAS_SIG_B_TOP100,ccsbBroad304_01282,PRKCB,trt_oe,-4.7685184
ATLAS_SIG_B_TOP100,ccsbBroad304_02087,PRPF4,trt_oe,8.305232
ATLAS_SIG_B_TOP100,ccsbBroad304_13933,PSME2,trt_oe,7.453704
ATLAS_SIG_B_TOP100,ccsbBroad304_01333,PTGFR,trt_oe,-75.81852
ATLAS_SIG_B_TOP100,ccsbBroad304_01360,RAB4A,trt_oe,-17.54234
ATLAS_SIG_B_TOP100,ccsbBroad304_03309,RNF138,trt_oe,-1.3888888
ATLAS_SIG_B_TOP100,ccsbBroad304_01445,RPS3,trt_oe,-22.063786
ATLAS_SIG_B_TOP100,ccsbBroad304_01469,RSU1,trt_oe,21.08459
ATLAS_SIG_B_TOP100,ccsbBroad304_00068,SLC25A6,trt_oe,3.4859436
ATLAS_SIG_B_TOP100,ccsbBroad304_01523,SRSF4,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01618,STXBP1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_02396,TCIRG1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_07050,TFAP2A,trt_oe,32.91773
ATLAS_SIG_B_TOP100,ccsbBroad304_01675,TK1,trt_oe,-3.3333333
ATLAS_SIG_B_TOP100,ccsbBroad304_02138,TRIP10,trt_oe,43.066055
ATLAS_SIG_B_TOP100,ccsbBroad304_07102,TSG101,trt_oe,1.712963
ATLAS_SIG_B_TOP100,ccsbBroad304_07078,TSPAN6,trt_oe,-51.288704
ATLAS_SIG_B_TOP100,ccsbBroad304_01724,TTR,trt_oe,-35.547787
ATLAS_SIG_B_TOP100,ccsbBroad304_07118,UGDH,trt_oe,-2.6028948
ATLAS_SIG_B_TOP100,ccsbBroad304_07119,UGP2,trt_oe,-52.48013
ATLAS_SIG_B_TOP100,ccsbBroad304_01852,ZNF212,trt_oe,6.265073
ATLAS_SIG_B_TOP100,ccsbBroad304_04522,ZNF625,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_07412,ZRANB2,trt_oe,26.578037
ATLAS_SIG_B_TOP100,ccsbBroad304_05899,BMP4,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00278,CDK5,trt_oe,-15.925926
ATLAS_SIG_B_TOP100,ccsbBroad304_00359,CPT1A,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00689,GRB7,trt_oe,84.76317
ATLAS_SIG_B_TOP100,ccsbBroad304_06539,LSS,trt_oe,64.16967
ATLAS_SIG_B_TOP100,ccsbBroad304_02220,MTFR1,trt_oe,-55.581757
ATLAS_SIG_B_TOP100,ccsbBroad304_03817,NMRAL1,trt_oe,-46.555874
ATLAS_SIG_B_TOP100,ccsbBroad304_00693,NR3C1,trt_oe,24.21067
ATLAS_SIG_B_TOP100,ccsbBroad304_01143,PAFAH1B3,trt_oe,3.3590922
ATLAS_SIG_B_TOP100,ccsbBroad304_02560,RNPS1,trt_oe,-7.453704
ATLAS_SIG_B_TOP100,ccsbBroad304_01483,SAT1,trt_oe,8.727169
ATLAS_SIG_B_TOP100,ccsbBroad304_02384,SMNDC1,trt_oe,54.086338
ATLAS_SIG_B_TOP100,ccsbBroad304_01584,SPARC,trt_oe,14.91252
ATLAS_SIG_B_TOP100,ccsbBroad304_04891,TMEM174,trt_oe,-38.499504
ATLAS_SIG_B_TOP100,ccsbBroad304_07616,ZNF238,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_08786,ZNF350,trt_oe,-12.962963
ATLAS_SIG_B_TOP100,ccsbBroad304_00214,CAPN1,trt_oe,27.36879
ATLAS_SIG_B_TOP100,ccsbBroad304_05937,CASP7,trt_oe,-29.439018
ATLAS_SIG_B_TOP100,ccsbBroad304_00514,ERF,trt_oe,28.16019
ATLAS_SIG_B_TOP100,ccsbBroad304_05817,ANPEP,trt_oe,-14.83725
ATLAS_SIG_B_TOP100,ccsbBroad304_06055,CSNK1A1,trt_oe,-7.889741
ATLAS_SIG_B_TOP100,ccsbBroad304_00381,CSNK2A1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_03859,ENOPH1,trt_oe,-1.0648148
ATLAS_SIG_B_TOP100,ccsbBroad304_00088,FASLG,trt_oe,-1.2962962
ATLAS_SIG_B_TOP100,ccsbBroad304_06238,GABBR1,trt_oe,-17.699867
ATLAS_SIG_B_TOP100,ccsbBroad304_05527,GPR141,trt_oe,-54.69584
ATLAS_SIG_B_TOP100,ccsbBroad304_00899,KCNK2,trt_oe,2.9629629
ATLAS_SIG_B_TOP100,ccsbBroad304_01008,KITLG,trt_oe,-18.002672
ATLAS_SIG_B_TOP100,ccsbBroad304_04406,PLA2G12B,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_06774,PRKCQ,trt_oe,-46.67801
ATLAS_SIG_B_TOP100,ccsbBroad304_07097,TRAF1,trt_oe,-79.60835
ATLAS_SIG_B_TOP100,ccsbBroad304_07129,VIPR1,trt_oe,0.5092593
ATLAS_SIG_B_TOP100,ccsbBroad304_02579,YWHAQ,trt_oe,-36.215702
ATLAS_SIG_B_TOP100,ccsbBroad304_04567,ZNF300,trt_oe,3.166991
ATLAS_SIG_B_TOP100,ccsbBroad304_01797,ZNF32,trt_oe,3.148148
ATLAS_SIG_B_TOP100,ccsbBroad304_08531,ZNF331,trt_oe,-22.502592
ATLAS_SIG_B_TOP100,ccsbBroad304_05757,ACADS,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00017,ACTN2,trt_oe,19.994617
ATLAS_SIG_B_TOP100,ccsbBroad304_05773,ADCY9,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_00038,AGL,trt_oe,-45.0773
ATLAS_SIG_B_TOP100,ccsbBroad304_07363,AIFM1,trt_oe,48.490505
ATLAS_SIG_B_TOP100,ccsbBroad304_05560,AMIGO3,trt_oe,1.8801734
ATLAS_SIG_B_TOP100,ccsbBroad304_07217,AXIN2,trt_oe,2.6851852
ATLAS_SIG_B_TOP100,ccsbBroad304_05882,BCL6,trt_oe,53.576473
ATLAS_SIG_B_TOP100,ccsbBroad304_10487,BPHL,trt_oe,86.82209
ATLAS_SIG_B_TOP100,ccsbBroad304_00174,BRAF,trt_oe,6.712963
ATLAS_SIG_B_TOP100,ccsbBroad304_07183,BRPF1,trt_oe,-2.8703704
ATLAS_SIG_B_TOP100,ccsbBroad304_00180,BTK,trt_oe,-0.1388889
ATLAS_SIG_B_TOP100,ccsbBroad304_09592,CTCFL,trt_oe,-0.9259259
ATLAS_SIG_B_TOP100,ccsbBroad304_00390,CTGF,trt_oe,-89.832466
ATLAS_SIG_B_TOP100,ccsbBroad304_06095,DFFB,trt_oe,-62.881165
ATLAS_SIG_B_TOP100,ccsbBroad304_03155,DHH,trt_oe,14.435426
ATLAS_SIG_B_TOP100,ccsbBroad304_00454,DNMT3A,trt_oe,72.004486
ATLAS_SIG_B_TOP100,ccsbBroad304_13848,EGFR,trt_oe,-21.928108
ATLAS_SIG_B_TOP100,ccsbBroad304_03604,ENOSF1,trt_oe,-0.6481481
ATLAS_SIG_B_TOP100,ccsbBroad304_06168,EPHA3,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_07798,EXOC3,trt_oe,2.824074
ATLAS_SIG_B_TOP100,ccsbBroad304_00554,FGB,trt_oe,-1.8055556
ATLAS_SIG_B_TOP100,ccsbBroad304_06211,FGFR2,trt_oe,-2.8703704
ATLAS_SIG_B_TOP100,ccsbBroad304_00597,FUT1,trt_oe,51.745453
ATLAS_SIG_B_TOP100,ccsbBroad304_01054,GADD45B,trt_oe,84.41149
ATLAS_SIG_B_TOP100,ccsbBroad304_00617,GBA,trt_oe,-12.828159
ATLAS_SIG_B_TOP100,ccsbBroad304_08014,GBGT1,trt_oe,4.351852
ATLAS_SIG_B_TOP100,ccsbBroad304_06304,GPC1,trt_oe,34.77205
ATLAS_SIG_B_TOP100,ccsbBroad304_03847,GPR107,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_06317,GPR26,trt_oe,-2.0489495
ATLAS_SIG_B_TOP100,ccsbBroad304_00670,GPR4,trt_oe,30.329283
ATLAS_SIG_B_TOP100,ccsbBroad304_03072,GTPBP8,trt_oe,0.9083656
ATLAS_SIG_B_TOP100,ccsbBroad304_06394,HOXC9,trt_oe,78.855736
ATLAS_SIG_B_TOP100,ccsbBroad304_00840,IGFBP7,trt_oe,9.402817
ATLAS_SIG_B_TOP100,ccsbBroad304_06433,IGHMBP2,trt_oe,25.387463
ATLAS_SIG_B_TOP100,ccsbBroad304_00841,IKBKB,trt_oe,-22.509584
ATLAS_SIG_B_TOP100,ccsbBroad304_00846,IL2,trt_oe,2.5925925
ATLAS_SIG_B_TOP100,ccsbBroad304_00849,IL4,trt_oe,-16.458485
ATLAS_SIG_B_TOP100,ccsbBroad304_06451,IMPDH1,trt_oe,4.1181684
ATLAS_SIG_B_TOP100,ccsbBroad304_06481,KCNJ11,trt_oe,-63.97895
ATLAS_SIG_B_TOP100,ccsbBroad304_03788,LPAR5,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_04379,LZIC,trt_oe,79.55511
ATLAS_SIG_B_TOP100,ccsbBroad304_01038,MSRA,trt_oe,56.078835
ATLAS_SIG_B_TOP100,ccsbBroad304_02496,MTX2,trt_oe,-0.6944444
ATLAS_SIG_B_TOP100,ccsbBroad304_01052,MYB,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_10994,NEK2,trt_oe,54.84726
ATLAS_SIG_B_TOP100,ccsbBroad304_06637,NFKB1,trt_oe,-54.44321
ATLAS_SIG_B_TOP100,ccsbBroad304_01102,NMT1,trt_oe,64.79115
ATLAS_SIG_B_TOP100,ccsbBroad304_08045,NOX1,trt_oe,-47.786736
ATLAS_SIG_B_TOP100,ccsbBroad304_05133,OXER1,trt_oe,5.1515827
ATLAS_SIG_B_TOP100,ccsbBroad304_01141,PAFAH1B1,trt_oe,79.398895
ATLAS_SIG_B_TOP100,ccsbBroad304_02605,PAPD7,trt_oe,49.563934
ATLAS_SIG_B_TOP100,ccsbBroad304_01184,PGK1,trt_oe,15.569107
ATLAS_SIG_B_TOP100,ccsbBroad304_01204,PIK3CD,trt_oe,-79.33069
ATLAS_SIG_B_TOP100,ccsbBroad304_07859,PLCB1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_01222,PLP2,trt_oe,6.388889
ATLAS_SIG_B_TOP100,ccsbBroad304_08480,PNPO,trt_oe,59.65526
ATLAS_SIG_B_TOP100,ccsbBroad304_01234,POLB,trt_oe,16.165592
ATLAS_SIG_B_TOP100,ccsbBroad304_06760,PPP2R3A,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_13929,PRKACA,trt_oe,-25.830477
ATLAS_SIG_B_TOP100,ccsbBroad304_07328,PRPF4B,trt_oe,49.499702
ATLAS_SIG_B_TOP100,ccsbBroad304_02845,PRPF6,trt_oe,-25.416666
ATLAS_SIG_B_TOP100,ccsbBroad304_01327,PSPH,trt_oe,68.26472
ATLAS_SIG_B_TOP100,ccsbBroad304_06814,PTPN12,trt_oe,4.215854
ATLAS_SIG_B_TOP100,ccsbBroad304_09954,PTRF,trt_oe,10.592933
ATLAS_SIG_B_TOP100,ccsbBroad304_01936,RAE1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_09420,RASGRP4,trt_oe,1.1574074
ATLAS_SIG_B_TOP100,ccsbBroad304_09425,RNF166,trt_oe,27.31433
ATLAS_SIG_B_TOP100,ccsbBroad304_08709,SCYL3,trt_oe,-37.396053
ATLAS_SIG_B_TOP100,ccsbBroad304_06928,SDHB,trt_oe,-1.0648148
ATLAS_SIG_B_TOP100,ccsbBroad304_01536,SIM2,trt_oe,-2.9493554
ATLAS_SIG_B_TOP100,ccsbBroad304_02659,SLC6A14,trt_oe,4.4718895
ATLAS_SIG_B_TOP100,ccsbBroad304_03961,SMURF2,trt_oe,39.30503
ATLAS_SIG_B_TOP100,ccsbBroad304_07820,SNW1,trt_oe,8.518518
ATLAS_SIG_B_TOP100,ccsbBroad304_05192,SPRED2,trt_oe,-1.712963
ATLAS_SIG_B_TOP100,ccsbBroad304_01593,SRP14,trt_oe,80.191
ATLAS_SIG_B_TOP100,ccsbBroad304_02784,SUZ12,trt_oe,64.96003
ATLAS_SIG_B_TOP100,ccsbBroad304_07064,TH,trt_oe,1.6203704
ATLAS_SIG_B_TOP100,ccsbBroad304_00256,TNFSF8,trt_oe,58.554092
ATLAS_SIG_B_TOP100,ccsbBroad304_01732,UBA52,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_06309,UTS2R,trt_oe,3.6111112
ATLAS_SIG_B_TOP100,ccsbBroad304_07131,VRK1,trt_oe,18.177982
ATLAS_SIG_B_TOP100,ccsbBroad304_03479,YTHDF1,trt_oe,38.140507
ATLAS_SIG_B_TOP100,ccsbBroad304_12885,ZFYVE19,trt_oe,68.48858
ATLAS_SIG_B_TOP100,ccsbBroad304_07678,ZNF266,trt_oe,-83.368484
ATLAS_SIG_B_TOP100,ccsbBroad304_08971,ZNF669,trt_oe,-5.6944447
ATLAS_SIG_B_TOP100,ccsbBroad304_03950,ATG3,trt_oe,-0.8333333
ATLAS_SIG_B_TOP100,ccsbBroad304_00183,C1S,trt_oe,-45.26757
ATLAS_SIG_B_TOP100,ccsbBroad304_08879,CASD1,trt_oe,75.966225
ATLAS_SIG_B_TOP100,ccsbBroad304_00238,CCNE1,trt_oe,49.652534
ATLAS_SIG_B_TOP100,ccsbBroad304_10489,CSF3,trt_oe,-57.143906
ATLAS_SIG_B_TOP100,ccsbBroad304_06058,CSNK2B,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_09177,EFCAB2,trt_oe,-2.5462964
ATLAS_SIG_B_TOP100,ccsbBroad304_00551,FECH,trt_oe,86.94885
ATLAS_SIG_B_TOP100,ccsbBroad304_00564,FGR,trt_oe,39.53797
ATLAS_SIG_B_TOP100,ccsbBroad304_06683,FURIN,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_10846,GGT1,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_02981,GPR160,trt_oe,-4.0740743
ATLAS_SIG_B_TOP100,ccsbBroad304_00707,GTF2E2,trt_oe,-1.6666666
ATLAS_SIG_B_TOP100,ccsbBroad304_03005,HCAR1,trt_oe,34.48175
ATLAS_SIG_B_TOP100,ccsbBroad304_06401,HRH1,trt_oe,-42.20327
ATLAS_SIG_B_TOP100,ccsbBroad304_06420,ICAM3,trt_oe,-3.5648148
ATLAS_SIG_B_TOP100,ccsbBroad304_00851,IL6R,trt_oe,32.707424
ATLAS_SIG_B_TOP100,ccsbBroad304_06453,ING2,trt_oe,0.0
ATLAS_SIG_B_TOP100,ccsbBroad304_10929,JAK2,trt_oe,-43.689796
ATLAS_SIG_B_TOP100,ccsbBroad304_07727,LIAS,trt_oe,-52.455658
ATLAS_SIG_B_TOP100,ccsbBroad304_07381,MAPKAPK2,trt_oe,16.69765
ATLAS_SIG_B_TOP100,ccsbBroad304_01065,NDUFA3,trt_oe,-8.657408
ATLAS_SIG_B_TOP100,ccsbBroad304_05309,OR52B2,trt_oe,14.303436
ATLAS_SIG_B_TOP100,ccsbBroad304_01216,PLD1,trt_oe,-1.5230547
ATLAS_SIG_B_TOP100,ccsbBroad304_06739,PLOD1,trt_oe,-20.872494
ATLAS_SIG_B_TOP100,ccsbBroad304_01332,PTGER4,trt_oe,4.0740743
ATLAS_SIG_B_TOP100,ccsbBroad304_04261,RAB1B,trt_oe,4.834442
ATLAS_SIG_B_TOP100,ccsbBroad304_01425,RPL22,trt_oe,-54.9647
ATLAS_SIG_B_TOP100,ccsbBroad304_07322,SGPL1,trt_oe,8.333333
ATLAS_SIG_B_TOP100,ccsbBroad304_08805,SLC22A23,trt_oe,-15.983923
ATLAS_SIG_B_TOP100,ccsbBroad304_00964,SMAD7,trt_oe,-99.49074
