query,pert_id,pert_iname,pert_type,tau
ATLAS_SIG_B_TOP100,BRD-K77793136,hydroxyfasudil,trt_cp,-45.20728
ATLAS_SIG_B_TOP100,BRD-A15493168,tetracycline,trt_cp,-45.202026
ATLAS_SIG_B_TOP100,BRD-A22032524,amlodipine,trt_cp,-44.940056
ATLAS_SIG_B_TOP100,BRD-K32977963,eugenol,trt_cp,-44.93273
ATLAS_SIG_B_TOP100,BRD-K28667196,fillalbin,trt_cp,-44.741264
ATLAS_SIG_B_TOP100,BRD-K62206109,VUF-5681,trt_cp,-44.70848
ATLAS_SIG_B_TOP100,BRD-K11742128,triprolidine,trt_cp,-44.621677
ATLAS_SIG_B_TOP100,BRD-A23637604,oxymetholone,trt_cp,-44.341537
ATLAS_SIG_B_TOP100,BRD-K99260425,etodolac,trt_cp,-44.321022
ATLAS_SIG_B_TOP100,BRD-K76674262,homoharringtonine,trt_cp,-44.295868
ATLAS_SIG_B_TOP100,BRD-K45446451,JZL-184,trt_cp,-44.27649
ATLAS_SIG_B_TOP100,BRD-K70751730,BRD-K70751730,trt_cp,-44.232243
ATLAS_SIG_B_TOP100,BRD-K14965640,ibuprofen-(S),trt_cp,-44.16568
ATLAS_SIG_B_TOP100,BRD-A56359832,zileuton,trt_cp,-44.116383
ATLAS_SIG_B_TOP100,BRD-K59184148,SB-216763,trt_cp,-44.115448
ATLAS_SIG_B_TOP100,BRD-K41859756,NVP-AUY922,trt_cp,-44.01989
ATLAS_SIG_B_TOP100,BRD-K19360254,ergocornine,trt_cp,-43.981503
ATLAS_SIG_B_TOP100,BRD-K24994810,androstenol,trt_cp,-43.960052
ATLAS_SIG_B_TOP100,BRD-K16551401,PNU-22394,trt_cp,-43.88552
ATLAS_SIG_B_TOP100,BRD-A84389633,"tropanyl-3,5-dimethylbenzoate",trt_cp,-43.808662
ATLAS_SIG_B_TOP100,BRD-K97440753,dihydroergocristine,trt_cp,-43.774242
ATLAS_SIG_B_TOP100,BRD-K51575138,TPCA-1,trt_cp,-43.639847
ATLAS_SIG_B_TOP100,BRD-A48261811,argatroban,trt_cp,-43.634808
ATLAS_SIG_B_TOP100,BRD-A10188456,dexamethasone,trt_cp,-43.598267
ATLAS_SIG_B_TOP100,BRD-A52588987,SKF-83566,trt_cp,-43.544106
ATLAS_SIG_B_TOP100,BRD-K70693222,BRD-K70693222,trt_cp,-43.522636
ATLAS_SIG_B_TOP100,BRD-K61269089,daphnetin,trt_cp,-43.49672
ATLAS_SIG_B_TOP100,BRD-K37618799,MRS-1220,trt_cp,-43.39675
ATLAS_SIG_B_TOP100,BRD-K83322645,L-693403,trt_cp,-43.357353
ATLAS_SIG_B_TOP100,BRD-A26787626,cyclopiazonic-acid,trt_cp,-43.297382
ATLAS_SIG_B_TOP100,BRD-A09533288,verapamil,trt_cp,-43.12323
ATLAS_SIG_B_TOP100,BRD-K32584078,BML-257,trt_cp,-43.09183
ATLAS_SIG_B_TOP100,BRD-K19894101,MST-312,trt_cp,-43.040028
ATLAS_SIG_B_TOP100,BRD-K43149758,myricetin,trt_cp,-43.03753
ATLAS_SIG_B_TOP100,BRD-A50157456,terbutaline,trt_cp,-42.802612
ATLAS_SIG_B_TOP100,BRD-A61189834,BRD-A61189834,trt_cp,-42.7526
ATLAS_SIG_B_TOP100,BRD-K27499107,carbacyclin,trt_cp,-42.648
ATLAS_SIG_B_TOP100,BRD-K32836707,CAY-10577,trt_cp,-42.26599
ATLAS_SIG_B_TOP100,BRD-K44876623,zolpidem,trt_cp,-42.208298
ATLAS_SIG_B_TOP100,BRD-A38913120,BH3I-1,trt_cp,-42.117878
ATLAS_SIG_B_TOP100,BRD-K15502390,nevirapine,trt_cp,-42.020172
ATLAS_SIG_B_TOP100,BRD-A93048969,BRD-A93048969,trt_cp,-41.836624
ATLAS_SIG_B_TOP100,BRD-K35687265,ON-01910,trt_cp,-41.826263
ATLAS_SIG_B_TOP100,BRD-A17411484,carprofen,trt_cp,-41.67498
ATLAS_SIG_B_TOP100,BRD-K53545112,CNQX,trt_cp,-41.653446
ATLAS_SIG_B_TOP100,BRD-A32164164,methyllycaconitine,trt_cp,-41.552067
ATLAS_SIG_B_TOP100,BRD-A73605923,mocimycin,trt_cp,-41.482388
ATLAS_SIG_B_TOP100,BRD-K39520573,GW-5074,trt_cp,-41.32254
ATLAS_SIG_B_TOP100,BRD-K82731415,olomoucine,trt_cp,-41.275345
ATLAS_SIG_B_TOP100,BRD-K97951054,BRD-K97951054,trt_cp,-41.229424
ATLAS_SIG_B_TOP100,BRD-K65146499,nabumetone,trt_cp,-41.073524
ATLAS_SIG_B_TOP100,BRD-K76568384,PHTPP,trt_cp,-40.98928
ATLAS_SIG_B_TOP100,BRD-K56558538,ambroxol,trt_cp,-40.88928
ATLAS_SIG_B_TOP100,BRD-K61314889,endo-IWR-1,trt_cp,-40.875793
ATLAS_SIG_B_TOP100,BRD-K46766488,S-14506,trt_cp,-40.85456
ATLAS_SIG_B_TOP100,BRD-K95921201,reserpine,trt_cp,-40.84658
ATLAS_SIG_B_TOP100,BRD-A90311807,cilastatin,trt_cp,-40.759197
ATLAS_SIG_B_TOP100,BRD-K88429204,pyrimethamine,trt_cp,-40.721493
ATLAS_SIG_B_TOP100,BRD-K03670461,tyrphostin-AG-82,trt_cp,-40.5991
ATLAS_SIG_B_TOP100,BRD-K53570330,carbofuran,trt_cp,-40.464893
ATLAS_SIG_B_TOP100,BRD-K71430621,clobenpropit,trt_cp,-40.338066
ATLAS_SIG_B_TOP100,BRD-A41630653,BRD-A41630653,trt_cp,-40.289722
ATLAS_SIG_B_TOP100,BRD-A06390036,hydroquinidine,trt_cp,-40.102448
ATLAS_SIG_B_TOP100,BRD-K02715688,"hydrastine-(1r,-9s)",trt_cp,-40.05471
ATLAS_SIG_B_TOP100,BRD-K31792052,pifithrin,trt_cp,-39.911304
ATLAS_SIG_B_TOP100,BRD-K35498378,alrestatin,trt_cp,-39.73407
ATLAS_SIG_B_TOP100,BRD-A92826379,lupanine,trt_cp,-39.71443
ATLAS_SIG_B_TOP100,BRD-K48427617,U-0124,trt_cp,-39.553844
ATLAS_SIG_B_TOP100,BRD-K21971034,OM-137,trt_cp,-39.54982
ATLAS_SIG_B_TOP100,BRD-A42628519,iopanoic-acid,trt_cp,-39.3869
ATLAS_SIG_B_TOP100,BRD-K55889443,rifapentine,trt_cp,-39.359016
ATLAS_SIG_B_TOP100,BRD-K79437791,acetyl-farnesyl-cysteine,trt_cp,-39.310402
ATLAS_SIG_B_TOP100,BRD-K31627533,rimexolone,trt_cp,-39.204544
ATLAS_SIG_B_TOP100,BRD-K18250272,propoxycaine,trt_cp,-38.969124
ATLAS_SIG_B_TOP100,BRD-K09900591,caffeic-acid,trt_cp,-38.95047
ATLAS_SIG_B_TOP100,BRD-K74430258,"1,2-dichlorobenzene",trt_cp,-38.90431
ATLAS_SIG_B_TOP100,BRD-M00539986,formoterol,trt_cp,-38.87361
ATLAS_SIG_B_TOP100,BRD-K91315211,betahistine,trt_cp,-38.541985
ATLAS_SIG_B_TOP100,BRD-A41555725,chlortetracycline,trt_cp,-38.53005
ATLAS_SIG_B_TOP100,BRD-K49519144,LY-2140023,trt_cp,-38.500805
ATLAS_SIG_B_TOP100,BRD-A38030642,cyclosporin-a,trt_cp,-38.283497
ATLAS_SIG_B_TOP100,BRD-K65786282,CGP-7930,trt_cp,-38.21315
ATLAS_SIG_B_TOP100,BRD-A33833419,TER-14687,trt_cp,-38.197998
ATLAS_SIG_B_TOP100,BRD-K29113274,ketoconazole,trt_cp,-38.17706
ATLAS_SIG_B_TOP100,BRD-A82307304,atorvastatin,trt_cp,-38.053806
ATLAS_SIG_B_TOP100,BRD-A74771556,nikkomycin,trt_cp,-38.02307
ATLAS_SIG_B_TOP100,BRD-K29530284,amlexanox,trt_cp,-37.85388
ATLAS_SIG_B_TOP100,BRD-K72264770,QW-BI-011,trt_cp,-37.836708
ATLAS_SIG_B_TOP100,BRD-A89672324,CGP-55845,trt_cp,-37.834663
ATLAS_SIG_B_TOP100,BRD-K26160755,RS-45041-190,trt_cp,-37.746723
ATLAS_SIG_B_TOP100,BRD-A54596827,solifenacin,trt_cp,-37.647472
ATLAS_SIG_B_TOP100,BRD-A42346008,metanephrine,trt_cp,-37.53832
ATLAS_SIG_B_TOP100,BRD-K48115423,2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,trt_cp,-37.311516
ATLAS_SIG_B_TOP100,BRD-K64245000,GW-4064,trt_cp,-37.294754
ATLAS_SIG_B_TOP100,BRD-K03406345,azacitidine,trt_cp,-37.281746
ATLAS_SIG_B_TOP100,BRD-K67445247,flurofamide,trt_cp,-37.272293
ATLAS_SIG_B_TOP100,BRD-K15563106,phloretin,trt_cp,-37.116245
ATLAS_SIG_B_TOP100,BRD-K32412559,morphothebaine,trt_cp,-36.97666
ATLAS_SIG_B_TOP100,BRD-K60218670,BRD-K60218670,trt_cp,-36.972008
ATLAS_SIG_B_TOP100,BRD-K76425766,BRD-K76425766,trt_cp,-36.89001
ATLAS_SIG_B_TOP100,BRD-A04352665,maraviroc,trt_cp,-36.880947
ATLAS_SIG_B_TOP100,BRD-K62363391,dapsone,trt_cp,-36.852226
ATLAS_SIG_B_TOP100,BRD-K40742111,baeomycesic-acid,trt_cp,-36.773888
ATLAS_SIG_B_TOP100,BRD-K14880289,GW-501516,trt_cp,-36.660625
ATLAS_SIG_B_TOP100,BRD-K67017579,cilostazol,trt_cp,-36.568356
ATLAS_SIG_B_TOP100,BRD-K56301217,ABT-737,trt_cp,-36.547043
ATLAS_SIG_B_TOP100,BRD-A98378129,talniflumate,trt_cp,-36.3101
ATLAS_SIG_B_TOP100,BRD-A70083328,secnidazole,trt_cp,-36.271267
ATLAS_SIG_B_TOP100,BRD-A35623999,CGP-37157,trt_cp,-36.261013
ATLAS_SIG_B_TOP100,BRD-K89152108,liothyronine,trt_cp,-36.09951
ATLAS_SIG_B_TOP100,BRD-K06024458,N-arachidonyl-GABA,trt_cp,-36.093826
ATLAS_SIG_B_TOP100,BRD-K41895714,AS-605240,trt_cp,-35.727528
ATLAS_SIG_B_TOP100,BRD-K95739795,tetrabenazine,trt_cp,-35.646782
ATLAS_SIG_B_TOP100,BRD-K85383046,IAA-94,trt_cp,-35.592094
ATLAS_SIG_B_TOP100,BRD-A97454584,nadolol,trt_cp,-35.551544
ATLAS_SIG_B_TOP100,BRD-K07265709,dexrazoxane,trt_cp,-35.518402
ATLAS_SIG_B_TOP100,BRD-K74763371,bosentan,trt_cp,-35.480804
ATLAS_SIG_B_TOP100,BRD-K40758068,efavirenz,trt_cp,-35.422207
ATLAS_SIG_B_TOP100,BRD-K82865713,prostaglandin-b2,trt_cp,-35.39823
ATLAS_SIG_B_TOP100,BRD-A52282606,lacidipine,trt_cp,-35.356766
ATLAS_SIG_B_TOP100,BRD-A97104540,fenoterol,trt_cp,-35.289974
ATLAS_SIG_B_TOP100,BRD-K85503079,perospirone,trt_cp,-35.25115
ATLAS_SIG_B_TOP100,BRD-K96354014,nifedipine,trt_cp,-35.130684
ATLAS_SIG_B_TOP100,BRD-K14643723,4-(2-amino-ethyl)-benzenesulfonamide,trt_cp,-35.12152
ATLAS_SIG_B_TOP100,BRD-K21672174,Ro-28-1675,trt_cp,-34.97466
ATLAS_SIG_B_TOP100,BRD-A44090213,indoprofen,trt_cp,-34.81919
ATLAS_SIG_B_TOP100,BRD-A39268308,epibatidine,trt_cp,-34.56698
ATLAS_SIG_B_TOP100,BRD-K54210043,NS-1619,trt_cp,-34.515903
ATLAS_SIG_B_TOP100,BRD-K07888196,tyrphostin-AG-538,trt_cp,-34.374477
ATLAS_SIG_B_TOP100,BRD-K93325701,damnacanthal,trt_cp,-34.37255
ATLAS_SIG_B_TOP100,BRD-K81916719,triclabendazole,trt_cp,-34.245327
ATLAS_SIG_B_TOP100,BRD-K40227168,vinburnine,trt_cp,-34.23519
ATLAS_SIG_B_TOP100,BRD-A30590053,MR-16728,trt_cp,-34.16811
ATLAS_SIG_B_TOP100,BRD-A29731977,17-hydroxyprogesterone-caproate,trt_cp,-33.954266
ATLAS_SIG_B_TOP100,BRD-K52640952,BRD-K52640952,trt_cp,-33.94535
ATLAS_SIG_B_TOP100,BRD-A90515964,guaifenesin,trt_cp,-33.734035
ATLAS_SIG_B_TOP100,BRD-K62056274,N-methylquipazine,trt_cp,-33.667915
ATLAS_SIG_B_TOP100,BRD-K15588452,R-96544,trt_cp,-33.61164
ATLAS_SIG_B_TOP100,BRD-A06352508,SB-218078,trt_cp,-33.465538
ATLAS_SIG_B_TOP100,BRD-A80775386,hyperforin,trt_cp,-33.40447
ATLAS_SIG_B_TOP100,BRD-K19295594,gossypol,trt_cp,-33.31175
ATLAS_SIG_B_TOP100,BRD-K49807096,benazepril,trt_cp,-33.011806
ATLAS_SIG_B_TOP100,BRD-K29582677,flunarizine,trt_cp,-33.007893
ATLAS_SIG_B_TOP100,BRD-K50388907,fenofibrate,trt_cp,-32.965202
ATLAS_SIG_B_TOP100,BRD-A98725278,methysergide,trt_cp,-32.92247
ATLAS_SIG_B_TOP100,BRD-K41051431,mecillinam,trt_cp,-32.87681
ATLAS_SIG_B_TOP100,BRD-A55756846,H-7,trt_cp,-32.77042
ATLAS_SIG_B_TOP100,BRD-K82823076,Ro-15-4513,trt_cp,-32.754883
ATLAS_SIG_B_TOP100,BRD-K33572481,taurodeoxycholic-acid,trt_cp,-32.67296
ATLAS_SIG_B_TOP100,BRD-K85013741,auraptene,trt_cp,-32.662632
ATLAS_SIG_B_TOP100,BRD-K48935217,epothilone,trt_cp,-32.62359
ATLAS_SIG_B_TOP100,BRD-K78280988,anandamide,trt_cp,-32.59797
ATLAS_SIG_B_TOP100,BRD-A22256192,terazosin,trt_cp,-32.48725
ATLAS_SIG_B_TOP100,BRD-K05464208,JX-401,trt_cp,-32.274944
ATLAS_SIG_B_TOP100,BRD-A35108200,dexamethasone,trt_cp,-32.249184
ATLAS_SIG_B_TOP100,BRD-A46186775,hydrocortisone-phosphate,trt_cp,-32.219177
ATLAS_SIG_B_TOP100,BRD-K54316499,tolterodine,trt_cp,-32.154175
ATLAS_SIG_B_TOP100,BRD-A47706533,buthionine-sulfoximine,trt_cp,-32.15024
ATLAS_SIG_B_TOP100,BRD-A09472452,flecainide,trt_cp,-32.143135
ATLAS_SIG_B_TOP100,BRD-K28183345,proguanil,trt_cp,-32.122334
ATLAS_SIG_B_TOP100,BRD-K30189597,SYK-inhibitor,trt_cp,-31.987823
ATLAS_SIG_B_TOP100,BRD-A19195498,trimipramine,trt_cp,-31.97786
ATLAS_SIG_B_TOP100,BRD-A20968261,WAY-213613,trt_cp,-31.797865
ATLAS_SIG_B_TOP100,BRD-A17819071,gedunin,trt_cp,-31.732721
ATLAS_SIG_B_TOP100,BRD-K79759585,sildenafil,trt_cp,-31.675108
ATLAS_SIG_B_TOP100,BRD-K00337317,NU-7441,trt_cp,-31.649963
ATLAS_SIG_B_TOP100,BRD-K03642198,AY-9944,trt_cp,-31.60103
ATLAS_SIG_B_TOP100,BRD-M07438658,lapatinib,trt_cp,-31.599869
ATLAS_SIG_B_TOP100,BRD-K95609758,BMS-191011,trt_cp,-31.584824
ATLAS_SIG_B_TOP100,BRD-K49685476,TTNPB,trt_cp,-31.450481
ATLAS_SIG_B_TOP100,BRD-K98763141,niflumic-acid,trt_cp,-31.42279
ATLAS_SIG_B_TOP100,BRD-K95237249,probenecid,trt_cp,-31.417057
ATLAS_SIG_B_TOP100,BRD-K54314721,zolmitriptan,trt_cp,-31.314537
ATLAS_SIG_B_TOP100,BRD-K54987996,CAY-10578,trt_cp,-31.30797
ATLAS_SIG_B_TOP100,BRD-K02953697,naringin,trt_cp,-31.235346
ATLAS_SIG_B_TOP100,BRD-K32645441,dipropyl-5ct,trt_cp,-31.21155
ATLAS_SIG_B_TOP100,BRD-K31553034,zibotentan,trt_cp,-31.146858
ATLAS_SIG_B_TOP100,BRD-U33728988,QL-X-138,trt_cp,-31.034119
ATLAS_SIG_B_TOP100,BRD-A65615053,zacopride,trt_cp,-31.032137
ATLAS_SIG_B_TOP100,BRD-K26979635,NS-3694,trt_cp,-30.994476
ATLAS_SIG_B_TOP100,BRD-K61480498,epoxycholesterol,trt_cp,-30.93436
ATLAS_SIG_B_TOP100,BRD-K49027941,PSB-1115,trt_cp,-30.926748
ATLAS_SIG_B_TOP100,BRD-K14329163,BAY-K-8644-(S)-(-),trt_cp,-30.917566
ATLAS_SIG_B_TOP100,BRD-K51941867,LM-1685,trt_cp,-30.872517
ATLAS_SIG_B_TOP100,BRD-K33818169,GW-3965,trt_cp,-30.765442
ATLAS_SIG_B_TOP100,BRD-A67373739,AICA-ribonucleotide,trt_cp,-30.75285
ATLAS_SIG_B_TOP100,BRD-K46419649,U0126,trt_cp,-30.673542
ATLAS_SIG_B_TOP100,BRD-A83859836,tropisetron,trt_cp,-30.598743
ATLAS_SIG_B_TOP100,BRD-K21317336,phentolamine,trt_cp,-30.546143
ATLAS_SIG_B_TOP100,BRD-A67605442,tetrahydrobiopterin,trt_cp,-30.49536
ATLAS_SIG_B_TOP100,BRD-U97083655,teicoplanin,trt_cp,-30.491318
ATLAS_SIG_B_TOP100,BRD-K73824630,skatole,trt_cp,-30.488573
ATLAS_SIG_B_TOP100,BRD-K85402309,dovitinib,trt_cp,-30.472153
ATLAS_SIG_B_TOP100,BRD-K63089472,farnesylthioacetic-acid,trt_cp,-30.30285
ATLAS_SIG_B_TOP100,BRD-A88282067,delcorine,trt_cp,-30.283558
ATLAS_SIG_B_TOP100,BRD-K89923877,scopolamine,trt_cp,-30.219748
ATLAS_SIG_B_TOP100,BRD-K94379058,BML-190,trt_cp,-30.005325
ATLAS_SIG_B_TOP100,BRD-K08547377,irinotecan,trt_cp,-29.981533
ATLAS_SIG_B_TOP100,BRD-K19687926,lapatinib,trt_cp,-29.981476
ATLAS_SIG_B_TOP100,BRD-K66093087,FGIN-1-43,trt_cp,-29.967308
ATLAS_SIG_B_TOP100,BRD-K55468218,spiperone,trt_cp,-29.85449
ATLAS_SIG_B_TOP100,BRD-A78391468,prednisolone-hemisuccinate,trt_cp,-29.831142
ATLAS_SIG_B_TOP100,BRD-K05395900,nicotine,trt_cp,-29.822062
ATLAS_SIG_B_TOP100,BRD-K75181824,acetyl-geranygeranyl-cysteine,trt_cp,-29.757202
ATLAS_SIG_B_TOP100,BRD-K12244279,MEK1-2-inhibitor,trt_cp,-29.543999
ATLAS_SIG_B_TOP100,BRD-K89237706,noscapine,trt_cp,-29.520351
ATLAS_SIG_B_TOP100,BRD-A61793559,metolazone,trt_cp,-29.501705
ATLAS_SIG_B_TOP100,BRD-A75172220,hydrocortisone,trt_cp,-29.49062
ATLAS_SIG_B_TOP100,BRD-K48692744,NU-1025,trt_cp,-29.447258
ATLAS_SIG_B_TOP100,BRD-M86331534,pyrvinium-pamoate,trt_cp,-29.28641
ATLAS_SIG_B_TOP100,BRD-K51751936,alfadolone-acetate,trt_cp,-29.176336
ATLAS_SIG_B_TOP100,BRD-K74284736,L-689560,trt_cp,-29.140152
ATLAS_SIG_B_TOP100,BRD-K14791739,fluticasone,trt_cp,-29.090864
ATLAS_SIG_B_TOP100,BRD-A96456596,FPL-55712,trt_cp,-29.043266
ATLAS_SIG_B_TOP100,BRD-A13807286,HA-14-1,trt_cp,-29.018906
ATLAS_SIG_B_TOP100,BRD-A67981824,cefotaxime,trt_cp,-29.016073
ATLAS_SIG_B_TOP100,BRD-A16444946,acarbose,trt_cp,-28.852951
ATLAS_SIG_B_TOP100,BRD-A74667430,etodolac,trt_cp,-28.81624
ATLAS_SIG_B_TOP100,BRD-K92731339,perindopril,trt_cp,-28.790184
ATLAS_SIG_B_TOP100,BRD-A48570745,ivermectin,trt_cp,-28.74226
ATLAS_SIG_B_TOP100,BRD-K36638830,anabasine,trt_cp,-28.719646
ATLAS_SIG_B_TOP100,BRD-A53952395,prilocaine,trt_cp,-28.609875
ATLAS_SIG_B_TOP100,BRD-K78294846,osthol,trt_cp,-28.595976
ATLAS_SIG_B_TOP100,BRD-K37312348,kenpaullone,trt_cp,-28.59041
ATLAS_SIG_B_TOP100,BRD-K17008822,BD-1008,trt_cp,-28.569162
ATLAS_SIG_B_TOP100,BRD-A93659613,GR-89696,trt_cp,-28.49825
ATLAS_SIG_B_TOP100,BRD-K86301799,dipyridamole,trt_cp,-28.443674
ATLAS_SIG_B_TOP100,BRD-K00206590,P-1075,trt_cp,-28.362492
ATLAS_SIG_B_TOP100,BRD-K09907482,PRL-3-inhibitor-I,trt_cp,-28.334888
ATLAS_SIG_B_TOP100,BRD-K18757346,U-46619,trt_cp,-28.23493
ATLAS_SIG_B_TOP100,BRD-K62736196,guanaben-acetate,trt_cp,-28.191992
ATLAS_SIG_B_TOP100,BRD-K62982419,cilomilast,trt_cp,-28.168953
ATLAS_SIG_B_TOP100,BRD-K29582115,ziprasidone,trt_cp,-28.143295
ATLAS_SIG_B_TOP100,BRD-K09255212,clioquinol,trt_cp,-28.100351
ATLAS_SIG_B_TOP100,BRD-A41304429,practolol,trt_cp,-28.03668
ATLAS_SIG_B_TOP100,BRD-A91699651,chloroquine,trt_cp,-27.8126
ATLAS_SIG_B_TOP100,BRD-A02710418,meptazinol,trt_cp,-27.789557
ATLAS_SIG_B_TOP100,BRD-K16604360,BRD-K16604360,trt_cp,-27.72072
ATLAS_SIG_B_TOP100,BRD-K80325895,eicosadienoic-acid,trt_cp,-27.599014
ATLAS_SIG_B_TOP100,BRD-K59650319,YM-298198,trt_cp,-27.541283
ATLAS_SIG_B_TOP100,BRD-K45542189,diethylcarbamazine,trt_cp,-27.474222
ATLAS_SIG_B_TOP100,BRD-A49172652,lansoprazole,trt_cp,-27.459686
ATLAS_SIG_B_TOP100,BRD-K17294426,clebopride,trt_cp,-27.415348
ATLAS_SIG_B_TOP100,BRD-K01555864,dibenzoylmethane,trt_cp,-27.358181
ATLAS_SIG_B_TOP100,BRD-A98702003,carbenoxolone,trt_cp,-27.150024
ATLAS_SIG_B_TOP100,BRD-K21450440,benzthiazide,trt_cp,-27.125336
ATLAS_SIG_B_TOP100,BRD-K70778732,trazodone,trt_cp,-27.102394
ATLAS_SIG_B_TOP100,BRD-K92726801,hydrastinine,trt_cp,-26.970486
ATLAS_SIG_B_TOP100,BRD-A69951442,dexamethasone,trt_cp,-26.880026
ATLAS_SIG_B_TOP100,BRD-A48430263,pioglitazone,trt_cp,-26.866491
ATLAS_SIG_B_TOP100,BRD-A80383043,4-carboxy-3-hydroxyphenylglycine-(RS),trt_cp,-26.860548
ATLAS_SIG_B_TOP100,BRD-K77695569,tiabendazole,trt_cp,-26.844849
ATLAS_SIG_B_TOP100,BRD-A59215453,lobelanidine,trt_cp,-26.498678
ATLAS_SIG_B_TOP100,BRD-K82746043,navitoclax,trt_cp,-26.469765
ATLAS_SIG_B_TOP100,BRD-K40578143,GR-79236,trt_cp,-26.346745
ATLAS_SIG_B_TOP100,BRD-K48168960,propylthiouracil,trt_cp,-26.34571
ATLAS_SIG_B_TOP100,BRD-K13872703,BRD-K13872703,trt_cp,-26.296307
ATLAS_SIG_B_TOP100,BRD-K60511616,pravastatin,trt_cp,-26.212505
ATLAS_SIG_B_TOP100,BRD-K52459643,alprostadil,trt_cp,-26.074934
ATLAS_SIG_B_TOP100,BRD-K12765235,carbenoxolone,trt_cp,-26.043976
ATLAS_SIG_B_TOP100,BRD-K37130656,rivaroxaban,trt_cp,-25.94101
ATLAS_SIG_B_TOP100,BRD-K93258693,GW-9662,trt_cp,-25.939274
ATLAS_SIG_B_TOP100,BRD-K83153774,mirtazapine,trt_cp,-25.91613
ATLAS_SIG_B_TOP100,BRD-A00993607,alprenolol,trt_cp,-25.744873
ATLAS_SIG_B_TOP100,BRD-A65739223,ramipril,trt_cp,-25.663988
ATLAS_SIG_B_TOP100,BRD-K42679050,Y-27152,trt_cp,-25.646349
ATLAS_SIG_B_TOP100,BRD-K12539581,nocodazole,trt_cp,-25.553284
ATLAS_SIG_B_TOP100,BRD-A29426959,carbinoxamine,trt_cp,-25.495083
ATLAS_SIG_B_TOP100,BRD-K33396764,alpha-linolenic-acid,trt_cp,-25.443546
ATLAS_SIG_B_TOP100,BRD-K38449220,seneciphylline,trt_cp,-25.412443
ATLAS_SIG_B_TOP100,BRD-K01648091,LE-300,trt_cp,-25.405424
ATLAS_SIG_B_TOP100,BRD-K59851896,calycanthine,trt_cp,-25.316456
ATLAS_SIG_B_TOP100,BRD-K93618743,ipriflavone,trt_cp,-25.286594
ATLAS_SIG_B_TOP100,BRD-K35430135,SR-59230A,trt_cp,-25.26017
ATLAS_SIG_B_TOP100,BRD-K70301876,escitalopram,trt_cp,-25.230179
ATLAS_SIG_B_TOP100,BRD-K67511046,naloxone,trt_cp,-25.201134
ATLAS_SIG_B_TOP100,BRD-A20131130,"2',5'-dideoxyadenosine",trt_cp,-25.192337
ATLAS_SIG_B_TOP100,BRD-K10207760,lasalocid,trt_cp,-25.181383
ATLAS_SIG_B_TOP100,BRD-A80151636,bromocriptine,trt_cp,-25.077732
ATLAS_SIG_B_TOP100,BRD-K74913225,brinzolamide,trt_cp,-25.046082
ATLAS_SIG_B_TOP100,BRD-A31800922,procyclidine,trt_cp,-24.923943
ATLAS_SIG_B_TOP100,BRD-K91696562,orantinib,trt_cp,-24.911058
ATLAS_SIG_B_TOP100,BRD-K93280214,gabazine,trt_cp,-24.899536
ATLAS_SIG_B_TOP100,BRD-A15435692,BMY-14802,trt_cp,-24.882069
ATLAS_SIG_B_TOP100,BRD-K40624912,ZM-39923,trt_cp,-24.799952
ATLAS_SIG_B_TOP100,BRD-U94846492,quinine,trt_cp,-24.529684
ATLAS_SIG_B_TOP100,BRD-K29905972,axitinib,trt_cp,-24.478056
ATLAS_SIG_B_TOP100,BRD-K64236792,austricine,trt_cp,-24.391335
ATLAS_SIG_B_TOP100,BRD-K95655893,MAZ-51,trt_cp,-24.285587
ATLAS_SIG_B_TOP100,BRD-A83937277,mephenytoin,trt_cp,-24.26775
ATLAS_SIG_B_TOP100,BRD-K37516142,idebenone,trt_cp,-24.254623
ATLAS_SIG_B_TOP100,BRD-K00610438,altanserin,trt_cp,-24.189026
ATLAS_SIG_B_TOP100,BRD-K57304726,PRE-084,trt_cp,-24.12891
ATLAS_SIG_B_TOP100,BRD-K11158509,tyrphostin-B44,trt_cp,-24.039783
ATLAS_SIG_B_TOP100,BRD-K64052750,gefitinib,trt_cp,-23.987715
ATLAS_SIG_B_TOP100,BRD-A34806832,proscillaridin,trt_cp,-23.883726
ATLAS_SIG_B_TOP100,BRD-A80793822,pemoline,trt_cp,-23.855093
ATLAS_SIG_B_TOP100,BRD-A12016240,LY-278584,trt_cp,-23.849854
ATLAS_SIG_B_TOP100,BRD-K88560311,rucaparib,trt_cp,-23.761574
ATLAS_SIG_B_TOP100,BRD-K22828899,TUL-XXI039,trt_cp,-23.666769
ATLAS_SIG_B_TOP100,BRD-K72024482,MRS-1754,trt_cp,-23.59489
ATLAS_SIG_B_TOP100,BRD-A41722204,sulmazole,trt_cp,-23.565514
ATLAS_SIG_B_TOP100,BRD-K32398298,alprazolam,trt_cp,-23.497576
ATLAS_SIG_B_TOP100,BRD-A96255180,ribavirin,trt_cp,-23.48811
ATLAS_SIG_B_TOP100,BRD-A26845397,isamoltane,trt_cp,-23.398657
ATLAS_SIG_B_TOP100,BRD-K76810206,nicergoline,trt_cp,-23.31487
ATLAS_SIG_B_TOP100,BRD-K66792149,quinoclamine,trt_cp,-23.31473
ATLAS_SIG_B_TOP100,BRD-A25143711,hydrocortisone-valerate,trt_cp,-23.299532
