query,signature_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,is_touchstone,is_exemplar,connectivity
ATLAS_SIG_B_TOP100,CGS001_HEPG2_96H:FOXN3:1.5,CGS001-1112,FOXN3,trt_sh.cgs,HEPG2,1.5 �L,96 h,1,1,-0.45189154
ATLAS_SIG_B_TOP100,CPC016_A549_24H:BRD-K85383046-001-02-5:10,BRD-K85383046,IAA-94,trt_cp,A549,10 �M,24 h,1,0,-0.45184797
ATLAS_SIG_B_TOP100,CPC017_A549_6H:BRD-K67261995-001-03-4:10,BRD-K67261995,adipiodone,trt_cp,A549,10 �M,6 h,1,1,-0.45182723
ATLAS_SIG_B_TOP100,OEB006_MCF7_96H:BRDN0000461236:-666,ccsbBroad304_06309,UTS2R,trt_oe,MCF7,2 �L,96 h,1,1,-0.451518
ATLAS_SIG_B_TOP100,CGS001_MCF7_96H:NFATC2:2,CGS001-4773,NFATC2,trt_sh.cgs,MCF7,2 �L,96 h,1,1,-0.45084232
ATLAS_SIG_B_TOP100,CGS001_A549_96H:FOXN3:1,CGS001-1112,FOXN3,trt_sh.cgs,A549,1 �L,96 h,1,1,-0.4504547
ATLAS_SIG_B_TOP100,OEB004_MCF7_96H:BRDN0000407092:-666,ccsbBroad304_01398,RHEB,trt_oe,MCF7,2 �L,96 h,1,1,-0.45029402
ATLAS_SIG_B_TOP100,CPC002_HA1E_6H:BRD-K80778372-001-01-7:10,BRD-K80778372,Ro-19-4605,trt_cp,HA1E,10 �M,6 h,1,1,-0.44942117
ATLAS_SIG_B_TOP100,CPC005_HA1E_24H:BRD-A02713983-001-02-0:10,BRD-A02713983,dihydrodeoxygedunin,trt_cp,HA1E,10 �M,24 h,1,1,-0.44856265
ATLAS_SIG_B_TOP100,CGS001_HCC515_96H:ATG5:2,CGS001-9474,ATG5,trt_sh.cgs,HCC515,2 �L,96 h,1,1,-0.44819936
ATLAS_SIG_B_TOP100,CPC017_A549_24H:N10,DMSO,DMSO,ctl_vehicle,A549,-666,24 h,1,1,-0.447729
ATLAS_SIG_B_TOP100,CPC006_A375_6H:BRD-K88544581-001-03-8:80,BRD-K88544581,CI-976,trt_cp,A375,80 �M,6 h,1,0,-0.4477026
ATLAS_SIG_B_TOP100,OEB005_HEPG2_96H:BRDN0000409541:-666,ccsbBroad304_08786,ZNF350,trt_oe,HEPG2,2 �L,96 h,1,1,-0.4476745
ATLAS_SIG_B_TOP100,CGS001_MCF7_144H:DHX8:2,CGS001-1659,DHX8,trt_sh.cgs,MCF7,2 �L,144 h,1,0,-0.4476434
ATLAS_SIG_B_TOP100,CGS001_PC3_96H:HSD17B8:2,CGS001-7923,HSD17B8,trt_sh.cgs,PC3,2 �L,96 h,1,1,-0.4476277
ATLAS_SIG_B_TOP100,CPC005_VCAP_24H:BRD-K55344148-003-01-8:10,BRD-K55344148,BU-224,trt_cp,VCAP,10 �M,24 h,1,1,-0.44746482
ATLAS_SIG_B_TOP100,CGS001_A375_96H:RARRES1:1,CGS001-5918,RARRES1,trt_sh.cgs,A375,1 �L,96 h,1,1,-0.4471689
ATLAS_SIG_B_TOP100,CGS001_PC3_96H:SF1:2,CGS001-7536,SF1,trt_sh.cgs,PC3,2 �L,96 h,1,1,-0.44701585
ATLAS_SIG_B_TOP100,CGS001_MCF7_96H:ARHGDIB:2,CGS001-397,ARHGDIB,trt_sh.cgs,MCF7,2 �L,96 h,1,1,-0.44697902
ATLAS_SIG_B_TOP100,OEB005_MCF7_96H:BRDN0000409365:-666,ccsbBroad304_01078,NDUFV2,trt_oe,MCF7,2 �L,96 h,1,1,-0.44688794
ATLAS_SIG_B_TOP100,CPC011_HA1E_6H:BRD-K40758068-001-06-6:10,BRD-K40758068,efavirenz,trt_cp,HA1E,10 �M,6 h,1,1,-0.44624886
ATLAS_SIG_B_TOP100,CPC014_MCF7_24H:BRD-K89014967-001-01-9:10,BRD-K89014967,AS-703026,trt_cp,MCF7,10 �M,24 h,1,0,-0.44570982
ATLAS_SIG_B_TOP100,OEB001_VCAP_96H:BRDN0000400118:-666,ccsbBroad304_05801,ALDH3A1,trt_oe,VCAP,3 �L,96 h,1,1,-0.4455166
ATLAS_SIG_B_TOP100,CGS001_VCAP_120H:UBAP2L:5,CGS001-9898,UBAP2L,trt_sh.cgs,VCAP,5 �L,120 h,1,0,-0.4451438
ATLAS_SIG_B_TOP100,CPC005_VCAP_6H:BRD-K47192521-001-02-1:10,BRD-K47192521,icosapent,trt_cp,VCAP,10 �M,6 h,1,0,-0.44424248
ATLAS_SIG_B_TOP100,CPC004_MCF7_6H:J15,DMSO,DMSO,ctl_vehicle,MCF7,-666,6 h,1,1,-0.44402695
ATLAS_SIG_B_TOP100,CPC016_MCF7_24H:E06,DMSO,DMSO,ctl_vehicle,MCF7,-666,24 h,1,1,-0.44394433
ATLAS_SIG_B_TOP100,CGS001_VCAP_120H:ARHGEF7:5,CGS001-8874,ARHGEF7,trt_sh.cgs,VCAP,5 �L,120 h,1,0,-0.4433676
ATLAS_SIG_B_TOP100,OEB005_HT29_96H:BRDN0000410679:-666,ccsbBroad304_13975,TYRO3,trt_oe,HT29,2 �L,96 h,1,1,-0.44270995
ATLAS_SIG_B_TOP100,CPC014_MCF7_6H:F05,DMSO,DMSO,ctl_vehicle,MCF7,-666,6 h,1,0,-0.44267774
ATLAS_SIG_B_TOP100,OEB006_HA1E_96H:BRDN0000460969:-666,ccsbBroad304_05832,AIRE,trt_oe,HA1E,1 �L,96 h,1,1,-0.44260493
ATLAS_SIG_B_TOP100,CPC011_A549_24H:BRD-K33425534-001-06-7:10,BRD-K33425534,exemestane,trt_cp,A549,10 �M,24 h,1,0,-0.44223306
ATLAS_SIG_B_TOP100,CPC011_VCAP_24H:BRD-A48430263-003-11-5:10,BRD-A48430263,pioglitazone,trt_cp,VCAP,10 �M,24 h,1,0,-0.4422288
ATLAS_SIG_B_TOP100,CGS001_HA1E_96H:BCCIP:1.5,CGS001-56647,BCCIP,trt_sh.cgs,HA1E,1.5 �L,96 h,1,1,-0.4421161
ATLAS_SIG_B_TOP100,CPD001_MCF7_6H:BRD-K88429204-001-25-2:10,BRD-K88429204,pyrimethamine,trt_cp,MCF7,10 �M,6 h,1,1,-0.44192165
ATLAS_SIG_B_TOP100,CGS001_VCAP_120H:PBK:5,CGS001-55872,PBK,trt_sh.cgs,VCAP,5 �L,120 h,1,0,-0.4417482
ATLAS_SIG_B_TOP100,CPC003_HA1E_6H:BRD-A17411484-001-05-1:10,BRD-A17411484,carprofen,trt_cp,HA1E,10 �M,6 h,1,1,-0.44174638
ATLAS_SIG_B_TOP100,CPC010_MCF7_6H:BRD-A02990301-003-04-1:10,BRD-A02990301,lofexidine,trt_cp,MCF7,10 �M,6 h,1,0,-0.4416178
ATLAS_SIG_B_TOP100,CPC006_A549_24H:BRD-K11853856-003-01-3:10,BRD-K11853856,PJ-34,trt_cp,A549,10 �M,24 h,1,1,-0.44130147
ATLAS_SIG_B_TOP100,CPC010_MCF7_6H:BRD-K61993165-001-07-3:10,BRD-K61993165,niacin,trt_cp,MCF7,10 �M,6 h,1,1,-0.44112992
ATLAS_SIG_B_TOP100,CPC010_MCF7_6H:O02,DMSO,DMSO,ctl_vehicle,MCF7,-666,6 h,1,0,-0.44063228
ATLAS_SIG_B_TOP100,CGS001_HEPG2_96H:CP:1.5,CGS001-1356,CP,trt_sh.cgs,HEPG2,1.5 �L,96 h,1,1,-0.44062227
ATLAS_SIG_B_TOP100,CGS001_HT29_96H:IGF2R:1,CGS001-3482,IGF2R,trt_sh.cgs,HT29,1 �L,96 h,1,1,-0.44031814
ATLAS_SIG_B_TOP100,KDC001_A375_96H:TRCN0000208001:-666,TRCN0000208001,EMPTY_VECTOR,ctl_vector,A375,1 �L,96 h,1,0,-0.44026908
ATLAS_SIG_B_TOP100,HOG001_MCF7_24H:BRD-K75532464-001-01-4:1.11,BRD-K75532464,FTI-276,trt_cp,MCF7,1 �M,24 h,1,0,-0.44012222
ATLAS_SIG_B_TOP100,CPC014_MCF7_24H:BRD-K97764662-001-09-0:10,BRD-K97764662,PD-173074,trt_cp,MCF7,10 �M,24 h,1,0,-0.43989602
ATLAS_SIG_B_TOP100,CGS001_HCC515_96H:SPA17:2,CGS001-53340,SPA17,trt_sh.cgs,HCC515,2 �L,96 h,1,1,-0.4396513
ATLAS_SIG_B_TOP100,CPC005_A375_24H:BRD-A60197193-001-05-4:10,BRD-A60197193,amisulpride,trt_cp,A375,10 �M,24 h,1,1,-0.439447
ATLAS_SIG_B_TOP100,CPC019_PC3_24H:N10,DMSO,DMSO,ctl_vehicle,PC3,-666,24 h,1,0,-0.43938002
