rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
399,BRD-A56987319,SQ-22536,6,-0.30386418000000004,-0.29138021,-0.32152587,-0.23060623,0.03486467139782045,6,A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
400,BRD-A42346008,metanephrine,7,-0.30381864,-0.2980671242857143,-0.32213718,-0.25963706,0.026385617438806713,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
401,BRD-K97158071,droperidol,5,-0.30373728,-0.309117938,-0.3387089,-0.28271127,0.02072053893934519,4,A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
402,BRD-K05528470,L-745870,2,-0.30373086000000005,-0.30373086000000005,-0.36247367,-0.24498805,0.0830748785939059,2,A549;VCAP,10 �M,24 h,2
403,BRD-K32744045,disulfiram,4,-0.303706865,-0.305175055,-0.38915044,-0.22413605,0.07352122364193191,3,A549;HA1E;VCAP,10 �M,24 h;6 h,4
404,BRD-K12994359,valdecoxib,7,-0.30363834,-0.29331487857142857,-0.33097106,-0.24148205,0.033362376794670676,4,HCC515;HT29;MCF7;VCAP,10 �M;100 �M,24 h;6 h,7
405,BRD-K56115039,BU-226,2,-0.30356566500000004,-0.30356566500000004,-0.3880775,-0.21905383,0.11951778323803725,2,HT29;MCF7,10 �M,24 h;6 h,2
406,BRD-K94920105,DR-2313,26,-0.30356387500000004,-0.3054752234615385,-0.3934546,-0.22947791,0.04216971892141268,5,A549;HCC515;MCF7;PC3;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,26
407,BRD-K63089472,farnesylthioacetic-acid,6,-0.30352893999999997,-0.30034139666666665,-0.35289115,-0.22211678,0.04993431545026671,5,A549;HA1E;HCC515;HT29;VCAP,10 �M,24 h;6 h,6
408,BRD-A16444946,acarbose,7,-0.3034589,-0.3012433657142857,-0.32792976,-0.25618058,0.02710961307439784,6,A375;A549;HA1E;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,7
409,BRD-K25741894,skimmianine,3,-0.30339068,-0.34046261666666666,-0.43026897,-0.2877282,0.07816785876695888,2,HA1E;VCAP,10 �M,24 h;6 h,3
410,BRD-K85266041,DNQX,5,-0.30338502,-0.31538607399999996,-0.40736824,-0.22203746,0.07759920835492572,4,A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
411,BRD-K15502390,nevirapine,8,-0.30335141499999996,-0.30613421875,-0.38071215,-0.26569343,0.03650857502654739,5,A375;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
412,BRD-A48237631,mitomycin-c,5,-0.30330497,-0.294211564,-0.37500477,-0.22557226,0.06305539333296738,4,A375;HCC515;HT29;VCAP,10 �M,24 h;6 h,5
413,BRD-K75478907,GS-39783,8,-0.30328009,-0.29308162875,-0.37708282,-0.1925465,0.057251144725699456,5,A549;HCC515;HEPG2;PC3;VCAP,10 �M,24 h;6 h,8
414,BRD-K88677950,PD-198306,7,-0.30325997,-0.3224709057142857,-0.3926614,-0.23985723,0.058138022258669875,6,A375;A549;HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,7
415,BRD-K93023739,IKK-inhibitor-X,5,-0.3032581,-0.289331176,-0.37526745,-0.20900647,0.0629976074759314,5,A549;HA1E;HT29;MCF7;VCAP,5 �M,24 h;6 h,5
416,BRD-K50720187,flupirtine,6,-0.303193435,-0.31015783,-0.40348566,-0.23028886,0.06893497255377012,6,A375;A549;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
417,BRD-A59215453,lobelanidine,4,-0.30317362999999997,-0.2984207275,-0.31057018,-0.27676547,0.015662241676506296,4,HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
418,BRD-K50018155,RS-67506,7,-0.3031716,-0.27694011,-0.3229565,-0.22268036,0.0458114425085076,5,HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
419,BRD-K56558538,ambroxol,10,-0.303164815,-0.296938618,-0.38894,-0.21540493,0.05193819042473762,6,A375;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
420,BRD-K67831364,ZM-323881,8,-0.30314437,-0.29509222625,-0.36570022,-0.2183105,0.057359027215358155,6,A375;A549;HA1E;HCC515;HT29;MCF7,10 �M,24 h;6 h,8
421,BRD-K83794624,pirarubicin,1,-0.3031284,-0.3031284,-0.3031284,-0.3031284,0.0,1,VCAP,10 �M,24 h,1
422,BRD-K26117720,gingerol,4,-0.3031255,-0.2951753125,-0.34615877,-0.22829148,0.051524413502703356,3,A375;HT29;PC3,10 �M,24 h;6 h,4
423,BRD-K53857191,risperidone,8,-0.30311316499999996,-0.2789650125,-0.33394736,-0.19221431,0.05877329302201343,5,A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
424,BRD-K97514127,vinorelbine,4,-0.303077175,-0.287292385,-0.3680206,-0.17499459,0.0825338520846093,4,A375;HT29;MCF7;PC3,10 �M,24 h;6 h,4
425,BRD-K53523901,arctigenin,4,-0.30306114,-0.3128165825,-0.3762483,-0.26889575,0.04528100348307104,4,HCC515;HT29;PC3;VCAP,10 �M,6 h,4
426,BRD-K14767410,SC-560,4,-0.303017835,-0.30153779999999997,-0.34004065,-0.26007488,0.03643970998570009,3,HA1E;HCC515;PC3,10 �M,24 h;6 h,4
427,BRD-K18905250,ST-91,7,-0.30293217,-0.2881421057142857,-0.36269048,-0.22550273,0.04885327550720484,6,A375;HA1E;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,7
428,BRD-K52172416,anastrozole,5,-0.30288428,-0.310451096,-0.35966963,-0.28251582,0.028967002463208547,4,HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
429,BRD-K66206289,lobeline,5,-0.30287504,-0.29212562200000003,-0.37891972,-0.21594127,0.06529974470329475,4,A375;HA1E;MCF7;PC3,10 �M,24 h;6 h,5
430,BRD-K43330982,JTE-013,6,-0.302851525,-0.28622286,-0.35183698,-0.20069763,0.065795953002874,5,A549;HA1E;HCC515;HT29;VCAP,10 �M,24 h;6 h,6
431,BRD-A36074203,remacemide,5,-0.30280787,-0.280893574,-0.31546107,-0.217051,0.041505827561931975,4,A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
432,BRD-K05804044,AZ-628,8,-0.30280526,-0.31423438125,-0.40566164,-0.20818384,0.06683810672148602,4,A549;HCC515;HEPG2;MCF7,1 �M;10 �M;500 nM,24 h;6 h,8
433,BRD-A66927094,nemonapride,1,-0.3027829,-0.3027829,-0.3027829,-0.3027829,0.0,1,HT29,10 �M,6 h,1
434,BRD-K93332168,isocarboxazid,4,-0.302756715,-0.3045209775,-0.3878769,-0.22469358,0.07244241202163565,4,A375;HEPG2;HT29;MCF7,10 �M,6 h,4
435,BRD-K97440753,dihydroergocristine,6,-0.302753735,-0.3363359666666667,-0.47641116,-0.26581272,0.08507010802366943,5,A549;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
436,BRD-K48115423,2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol,6,-0.30270717999999996,-0.28602067000000003,-0.3571627,-0.16057615,0.07635994861178627,6,A375;A549;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,6
437,BRD-K89595132,chlorphenamine,4,-0.30270146,-0.2797511075,-0.35756242,-0.15603909,0.0870262285365783,3,A375;MCF7;PC3,10 �M,24 h;6 h,4
438,BRD-K47328134,lysylphenylalanyl-tyrosine,5,-0.30262128,-0.29666982000000003,-0.3568759,-0.23841548,0.04564158051636908,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,5
439,BRD-K63954456,BRD-K63954456,3,-0.30262107,-0.2824043766666667,-0.32847506,-0.216117,0.05884402627915117,3,A375;A549;PC3,10 �M,24 h;6 h,3
440,BRD-K26674531,GR-235,1,-0.3026093,-0.3026093,-0.3026093,-0.3026093,0.0,1,A549,10 �M,24 h,1
441,BRD-K68095457,palmitoylethanolamide,3,-0.30260536,-0.31058583333333334,-0.33903348,-0.29011866,0.02541517007372039,3,HA1E;HCC515;MCF7,10 �M,24 h;6 h,3
442,BRD-K01253243,SB-590885,4,-0.302604675,-0.296855815,-0.38678157,-0.19543234,0.09717311777904579,4,A549;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,4
443,BRD-A91008255,bepridil,3,-0.30260336,-0.3146678133333333,-0.3608077,-0.28059238,0.041446202073890145,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,3
444,BRD-K22096725,ALW-II-49-7,8,-0.302600035,-0.28820951625,-0.35114324,-0.20521438,0.0563937798338487,6,A549;HA1E;HCC515;HT29;MCF7;VCAP,1 �M;10 �M,24 h;6 h,8
445,BRD-K89626439,sirolimus,4,-0.302582205,-0.2722154,-0.32915968,-0.15453751,0.08152653519189892,3,HA1E;HCC515;VCAP,10 �M,24 h;6 h,4
446,BRD-K71534238,GW-9508,3,-0.3025422,-0.2900570533333333,-0.30877206,-0.2588569,0.027199080221995246,3,A375;MCF7;VCAP,10 �M,24 h;6 h,3
447,BRD-A79314293,cephalosporanic-acid,2,-0.30234344,-0.30234344,-0.33463168,-0.2700552,0.04566246691315748,2,A549;HEPG2,10 �M,6 h,2
448,BRD-A97454584,nadolol,5,-0.3023403,-0.283476074,-0.36029422,-0.17988588,0.06786590127300735,5,A375;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,5
449,BRD-K20197062,SA-94315,2,-0.30228074,-0.30228074,-0.33558074,-0.26898074,0.047093311627024056,2,HCC515;HEPG2,10 �M,6 h,2
450,BRD-K73999723,telmisartan,7,-0.30225572,-0.30903475999999996,-0.36304894,-0.26939234,0.03445184792810199,5,A549;HA1E;HEPG2;PC3;VCAP,10 �M,24 h;6 h,7
451,BRD-K70301876,escitalopram,13,-0.3022316,-0.3098365284615384,-0.367756,-0.22802997,0.0438750346397893,8,A375;A549;HA1E;HCC515;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,13
452,BRD-K34034388,GBR-12783,4,-0.30223011,-0.2825789375,-0.30598104,-0.21987449,0.04184668851404481,4,A549;HCC515;PC3;VCAP,10 �M,24 h;6 h,4
453,BRD-K20313525,rosmarinic-acid,5,-0.30220997,-0.28331111600000003,-0.32595152,-0.20186552,0.04935698266823278,4,HA1E;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
454,BRD-K86003836,flubendazole,4,-0.30208902000000004,-0.30460912,-0.3286525,-0.28560594,0.02169654663189207,4,A375;HA1E;MCF7;PC3,10 �M,24 h;6 h,4
455,BRD-K45252063,clofibrate,13,-0.30207747,-0.2978493369230769,-0.39242536,-0.22331655,0.0582837179491087,7,A375;A549;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
456,BRD-K64610608,EMF-BCA1-57,12,-0.30201706500000003,-0.30130614666666666,-0.39242083,-0.22342083,0.05856328948147812,6,A375;A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
457,BRD-A04352665,maraviroc,7,-0.30197,-0.29191328285714285,-0.42606106,-0.21026711,0.07156837612050376,4,A375;HA1E;PC3;VCAP,10 �M,24 h;6 h,7
458,BRD-K72420232,WZ-4002,9,-0.3019666,-0.2980944888888889,-0.40892935,-0.23268345,0.05168459583185486,6,A375;A549;HCC515;MCF7;PC3;VCAP,1 �M;10 �M,24 h;6 h,9
459,BRD-A11007541,BCI-hydrochloride,2,-0.30196444,-0.30196444,-0.31974918,-0.2841797,0.025151420511279308,2,A375;PC3,10 �M,24 h;6 h,2
460,BRD-K00206590,P-1075,7,-0.30194297,-0.29273854000000005,-0.3499198,-0.23204327,0.03576853830809277,7,A375;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
461,BRD-A91699651,chloroquine,35,-0.30188513,-0.29627876257142854,-0.41887093,-0.16766134,0.05982806529652019,7,A549;HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;500 nM,24 h;6 h,35
462,BRD-K05977355,fluconazole,9,-0.30186018,-0.2889912377777778,-0.37240973,-0.2130282,0.05107542488397594,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
463,BRD-K19525698,ozagrel,10,-0.30180724000000003,-0.30100524,-0.37670916,-0.2405569,0.04173698382560005,5,A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
464,BRD-A44008656,doxylamine,12,-0.30175673000000003,-0.28610256,-0.35925514,-0.17703933,0.06018322132378046,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
465,BRD-K30020243,aliskiren,4,-0.30170442,-0.299188765,-0.3441267,-0.24921952,0.04251717105089151,3,A549;HT29;MCF7,10 �M,24 h;6 h,4
466,BRD-K37846922,"3,3'-diindolylmethane",8,-0.30168724999999996,-0.29839514625,-0.38203174,-0.22972429,0.05045653141304895,6,A375;A549;HA1E;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,8
467,BRD-K01779529,fluoropyruvate,29,-0.30165687,-0.3035188527586207,-0.41911525,-0.21782348,0.059186878870812094,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,1 nM;1 �M;10 nM;10 �M;100 nM;3 �M;40 �M;500 nM,24 h;6 h,29
468,BRD-K01663662,diphenidol,8,-0.30165279,-0.29730682625,-0.33421314,-0.26124173,0.02685468158314137,5,A375;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
469,BRD-K83322645,L-693403,9,-0.3016244,-0.28044971333333335,-0.3867817,-0.17660433,0.07389249911273015,7,A549;HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
470,BRD-K96134740,kitasamycin,5,-0.30161577,-0.31059195,-0.35428762,-0.2647088,0.03593967937246241,4,A549;HA1E;HT29;VCAP,10 �M,24 h;6 h,5
471,BRD-K13544237,r(-)-propylnorapomorphine,1,-0.3015897,-0.3015897,-0.3015897,-0.3015897,0.0,1,A549,10 �M,24 h,1
472,BRD-K12502280,TG-101348,7,-0.30158803,-0.2798200671428571,-0.32001057,-0.2141371,0.04204919031496315,5,A375;A549;HA1E;HEPG2;MCF7,10 �M;100 nM;500 nM,24 h;6 h,7
473,BRD-K32412559,morphothebaine,7,-0.301571,-0.29570091,-0.35411766,-0.22994684,0.04882209862570261,6,A375;A549;HA1E;HCC515;HT29;MCF7,10 �M,24 h;6 h,7
474,BRD-K02715688,"hydrastine-(1r,-9s)",6,-0.30148747,-0.2772557566666667,-0.3307762,-0.17020209,0.06135398968364642,5,A375;HA1E;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
475,BRD-K51290057,SA-792709,1,-0.30144298,-0.30144298,-0.30144298,-0.30144298,0.0,1,HT29,10 �M,6 h,1
476,BRD-A02710418,meptazinol,9,-0.30134928,-0.3074790633333333,-0.40204895,-0.24980898,0.04899843048631177,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
477,BRD-A67605442,tetrahydrobiopterin,4,-0.30130831999999996,-0.30268891,-0.3576748,-0.2504642,0.05407722258652404,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
478,BRD-K97764662,PD-173074,29,-0.30123165,-0.2983999562068966,-0.43989602,-0.2135907,0.0594373311428145,9,A375;A549;HA1E;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,29
479,BRD-K56700933,phenethyl-isothiocyanate,4,-0.30120707999999996,-0.303166365,-0.3563831,-0.2538682,0.053216093895628674,3,HCC515;HT29;VCAP,10 �M,24 h;6 h,4
480,BRD-K23335153,AMN-082,5,-0.30120283,-0.31273136,-0.38151866,-0.27967006,0.04153214899756152,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,5
481,BRD-K10870738,CDC,2,-0.30119679499999996,-0.30119679499999996,-0.36237144,-0.24002215,0.08651401263235943,2,A549;HT29,10 �M,6 h,2
482,BRD-K55127134,fluphenazine,16,-0.30118437,-0.29319175125,-0.33770192,-0.20833269,0.03599271869182986,5,A375;HT29;MCF7;PC3;VCAP,1 �M;10 �M;100 nM;500 nM,24 h;6 h,16
483,BRD-K37561857,zardaverine,9,-0.30099592,-0.3012226066666666,-0.3687296,-0.21097681,0.05212387435571846,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
484,BRD-K28912512,nicotinamide,2,-0.300993875,-0.300993875,-0.40069598,-0.20129177,0.14100006908814638,2,HA1E;PC3,10 �M,24 h;6 h,2
485,BRD-K32710582,EI-247,4,-0.30099317999999997,-0.30327145,-0.37932283,-0.23177661,0.06034655609792657,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,4
486,BRD-K48969316,BRD-K48969316,3,-0.30097672,-0.27713446,-0.31526172,-0.21516494,0.0541403856933325,3,A375;A549;HA1E,10 �M,24 h;6 h,3
487,BRD-K32311154,nifekalant,5,-0.30092058,-0.284614928,-0.33677644,-0.22904062,0.04656720112844575,3,A549;PC3;VCAP,10 �M,24 h;6 h,5
488,BRD-K25906698,immepip,4,-0.300908895,-0.2933420875,-0.30576056,-0.26579,0.0189007634510979,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,4
489,BRD-A74904029,EI-231,3,-0.30085313,-0.28526287333333333,-0.34709102,-0.20784447,0.07092032500577697,3,A375;MCF7;VCAP,10 �M,24 h;6 h,3
490,BRD-A34706053,CGP-12177,5,-0.30062038,-0.31873924800000003,-0.41946098,-0.24964961,0.06550206341706778,5,A549;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
491,BRD-K87696786,LY-456236,6,-0.300606435,-0.28732172333333333,-0.3184104,-0.22356075,0.035369332313951105,6,A549;HA1E;HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,6
492,BRD-A02713983,dihydrodeoxygedunin,3,-0.30055317,-0.34095237333333334,-0.44856265,-0.2737413,0.09415252427009928,3,HA1E;HCC515;VCAP,10 �M,24 h;6 h,3
493,BRD-A33833419,TER-14687,6,-0.30045506,-0.28785261,-0.31152296,-0.2136778,0.03701966221591926,6,A549;HA1E;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,6
494,BRD-K23583188,lavendustin-a,3,-0.3004066,-0.2796279166666667,-0.33654624,-0.20193091,0.06967163718868985,3,HA1E;HCC515;MCF7,10 �M,24 h,3
495,BRD-K52850071,WHI-P154,2,-0.30026372,-0.30026372,-0.33681834,-0.2637091,0.051696039371394824,2,HEPG2;MCF7,10 �M,6 h,2
496,BRD-A65739223,ramipril,8,-0.30025437499999996,-0.2989600025,-0.3798313,-0.2359753,0.05501134943469409,6,A375;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
497,BRD-A99449986,MT-21,3,-0.3002326,-0.31511946,-0.36407208,-0.2810537,0.043465236740995686,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,3
498,BRD-A61858259,CAY-10415,6,-0.300229625,-0.306027655,-0.34244412,-0.27249002,0.02575149088094881,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,6
499,BRD-A08187463,racecadotril,9,-0.3001341,-0.29695602666666665,-0.3962954,-0.20928594,0.05979894647099251,6,A375;A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
500,BRD-K46419649,U0126,5,-0.30001622,-0.32454228,-0.39337957,-0.27019203,0.05716998450617814,5,A375;A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
501,BRD-A41519720,ezetimibe,2,-0.29996197999999996,-0.29996197999999996,-0.32528776,-0.2746362,0.03581606155367725,2,A549;MCF7,10 �M,24 h;6 h,2
502,BRD-K74195153,irsogladine,13,-0.29994956,-0.28266030076923077,-0.36338735,-0.20292708,0.05541158842248561,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,13
503,BRD-K36198571,WAY-170523,2,-0.29994931,-0.29994931,-0.38651073,-0.21338789,0.12241633414227371,2,MCF7;VCAP,10 �M,24 h;6 h,2
504,BRD-K54529596,captopril,8,-0.29988057,-0.29341828,-0.4012281,-0.18922743,0.06794410706758038,7,A375;A549;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
505,BRD-A46179541,doxapram,6,-0.299871285,-0.2877855933333333,-0.32961118,-0.19907182,0.05011750808346464,6,A375;A549;HA1E;HCC515;HEPG2;HT29,10 �M,24 h;6 h,6
506,BRD-K35941380,methysergide,10,-0.29985858,-0.28636768199999996,-0.42305082,-0.17241125,0.07790450395293783,7,A375;A549;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
507,BRD-K30197592,5-methoxytryptamine,4,-0.29969818,-0.295098515,-0.31358984,-0.26740786,0.02234617273400451,3,HCC515;MCF7;VCAP,10 �M,24 h;6 h,4
508,BRD-K46384212,O-3M3FBS,5,-0.29963526,-0.292789372,-0.35217446,-0.22871348,0.0443304505698433,4,A549;HEPG2;HT29;VCAP,10 �M,24 h;6 h,5
509,BRD-A50311610,meclizine,9,-0.29962164,-0.2955973311111111,-0.3665167,-0.22589797,0.04040596732214268,5,HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
510,BRD-K70241288,L-692585,6,-0.29961677,-0.2905314683333333,-0.35398528,-0.21325186,0.05723756473420385,5,A375;HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,6
511,BRD-A32917072,BRD-A32917072,2,-0.299489365,-0.299489365,-0.36633694,-0.23264179,0.09453674717675267,2,HEPG2;PC3,10 �M,24 h;6 h,2
512,BRD-K54095730,CMPD-1,1,-0.299488,-0.299488,-0.299488,-0.299488,0.0,1,HT29,10 �M,24 h,1
513,BRD-A16311756,profenamine,5,-0.29945803,-0.29195055999999997,-0.36110622,-0.183907,0.06816646724986669,4,HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,5
514,BRD-K62374253,rufloxacin,2,-0.29943588,-0.29943588,-0.32983094,-0.26904082,0.04298510608114395,2,MCF7;VCAP,10 �M,24 h;6 h,2
515,BRD-K54416256,methimazole,7,-0.29935855,-0.30445294142857143,-0.385647,-0.22079271,0.06483860448974964,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
516,BRD-K35531059,molsidomine,4,-0.299346,-0.2969566675,-0.3597778,-0.22935687,0.054406302540546674,4,HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
517,BRD-A09094913,strychnine,5,-0.2993226,-0.282372278,-0.32142663,-0.1973089,0.05044711566138909,5,A375;HA1E;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
518,BRD-A50764878,MDL-73005EF,7,-0.2993101,-0.2853779857142857,-0.34492335,-0.21382718,0.04965989983558494,6,A375;A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,7
519,BRD-A33084410,5'-guanidinonaltrindole,3,-0.29927486,-0.29602148,-0.36282596,-0.22596362,0.0684891479625583,3,A375;HA1E;MCF7,10 �M,24 h;6 h,3
520,BRD-K06902185,minoxidil,5,-0.29915428,-0.290368176,-0.35784936,-0.21182323,0.05700859730934738,5,A549;HEPG2;HT29;PC3;VCAP,10 �M,24 h;6 h,5
521,BRD-K91696562,orantinib,6,-0.29910813,-0.299852595,-0.3736615,-0.23343992,0.05417989544272956,5,A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
522,BRD-K23913458,coumarin,10,-0.29905103,-0.29358595099999996,-0.39176336,-0.17276774,0.06165550963882027,7,A375;HA1E;HCC515;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
523,BRD-A78295502,hydroquinine,3,-0.2990334,-0.29090044666666665,-0.3425498,-0.23111814,0.05615925934367845,2,A375;A549,10 �M,24 h;6 h,3
524,BRD-A15070535,bucladesine,4,-0.298982635,-0.3126257,-0.39663768,-0.25589985,0.05973230883078773,4,A549;HCC515;HT29;PC3,10 �M,24 h;6 h,4
525,BRD-A50454580,PD-0325901,7,-0.29895806,-0.3068595885714286,-0.3853748,-0.22522107,0.05447922084752816,5,A375;A549;HCC515;MCF7;VCAP,10 �M,24 h;6 h,7
526,BRD-K76964878,EX-527,7,-0.29894668,-0.2911935085714286,-0.351641,-0.2360715,0.04925678924593017,5,A375;HA1E;MCF7;PC3;VCAP,20 �M,24 h;6 h,7
527,BRD-K57569181,pentoxifylline,10,-0.29890749,-0.288257005,-0.3619815,-0.21165335,0.05867946530567879,5,HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
528,BRD-K18574842,nafcillin,10,-0.29879712,-0.290413812,-0.36512178,-0.2287992,0.04466066938520385,6,A549;HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
529,BRD-K88304388,dextrorphan,2,-0.29878228500000004,-0.29878228500000004,-0.3064894,-0.29107517,0.010899506559769156,2,PC3;VCAP,10 �M,6 h,2
530,BRD-A69927616,isradipine,2,-0.298761585,-0.298761585,-0.41072828,-0.18679489,0.15834481860309182,1,VCAP,10 �M,24 h;6 h,2
531,BRD-A17448384,beclometasone,8,-0.29874016000000003,-0.2937937525,-0.3593504,-0.24104562,0.03879170463636442,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
532,BRD-A04668240,CGP-52432,7,-0.29866093,-0.3097126485714286,-0.35214052,-0.27357668,0.03295589965579781,5,A549;HA1E;HEPG2;PC3;VCAP,10 �M,24 h;6 h,7
533,BRD-A70083328,secnidazole,8,-0.29856347,-0.28355598125000003,-0.33958954,-0.20916407,0.04996426694282269,6,A375;A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
534,BRD-K04170657,psoromic-acid,4,-0.29853131,-0.30249615,-0.39793935,-0.21498263,0.07988849125113369,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,4
535,BRD-A41450521,tosufloxacin,3,-0.29849082,-0.2896266966666667,-0.30890334,-0.26148593,0.02492051774398828,2,MCF7;PC3,10 �M,24 h;6 h,3
536,BRD-K24994810,androstenol,5,-0.29848254,-0.296985694,-0.32396746,-0.27226803,0.01962588678738823,5,A375;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,5
537,BRD-A34907681,rutin,4,-0.29847158500000004,-0.2923298925,-0.3767156,-0.1956608,0.0767717423726557,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
538,BRD-K67680372,CI-966,4,-0.298449525,-0.2953796725,-0.34998122,-0.23463842,0.04742764020135753,4,A375;A549;HA1E;MCF7,10 �M,6 h,4
539,BRD-A61793559,metolazone,10,-0.29843463000000003,-0.296856849,-0.38308415,-0.17015854,0.07589393214447798,7,A375;HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,10
540,BRD-K33453211,levocabastine,8,-0.29839666499999995,-0.29053441,-0.36493218,-0.22256026,0.04368548055828583,5,A549;HA1E;HT29;PC3;VCAP,10 �M,24 h;6 h,8
541,BRD-K15262564,mupirocin,6,-0.29839174,-0.30196298833333335,-0.340311,-0.26799566,0.026014606487224364,4,A375;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
542,BRD-A15010982,HU-211,5,-0.29833823,-0.297108818,-0.31881717,-0.2562039,0.025356802631031194,4,A375;A549;HCC515;PC3,10 �M,24 h;6 h,5
543,BRD-K67637637,olopatadine,2,-0.29833529000000003,-0.29833529000000003,-0.3663862,-0.23028438,0.09623851985383089,2,HA1E;MCF7,10 �M,6 h,2
