rank,pert_id,pert_iname,n_signatures,median_connectivity,mean_connectivity,best_connectivity,weakest_connectivity,sd_connectivity,n_cells,cell_lines,doses,times,n_negative_signatures
2461,BRD-K14821540,FCCP,2,-0.23949194000000001,-0.23949194000000001,-0.27620083,-0.20278305,0.0519142100976621,2,A549;VCAP,10 �M,6 h,2
2462,BRD-K99696746,fatostatin,5,-0.23947933,-0.26198351,-0.34682643,-0.21972616,0.05031392904221905,4,HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,5
2463,BRD-K39503511,quiflapon,4,-0.23947645499999998,-0.2294201575,-0.2640219,-0.17470582,0.038321404084916966,4,A549;HA1E;MCF7;PC3,80 �M,24 h;6 h,4
2464,BRD-A34255068,rolipram,15,-0.2394084,-0.24538885400000002,-0.3410309,-0.1842346,0.03858938125460919,8,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,15
2465,BRD-A16820783,BRD-A16820783,3,-0.23937389,-0.25894949,-0.3093067,-0.22816788,0.04396908134437312,3,HA1E;HEPG2;VCAP,10 �M,6 h,3
2466,BRD-A54236247,ephedrine-(racemic),6,-0.23937213499999999,-0.2543241683333333,-0.32454205,-0.20862955,0.04953461066168478,5,A375;A549;HA1E;MCF7;VCAP,10 �M,24 h;6 h,6
2467,BRD-K01902415,pirinixic-acid,5,-0.23936343,-0.24133289800000002,-0.26630282,-0.21002759,0.02492627124273042,4,A375;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
2468,BRD-K11757396,BRD-K11757396,2,-0.23927609500000002,-0.23927609500000002,-0.25741637,-0.22113582,0.025654222930177602,2,A549;HEPG2,10 �M,6 h,2
2469,BRD-A72758037,asiatic-acid,5,-0.23927301,-0.269277072,-0.36854702,-0.20906863,0.06370915962133836,4,A375;HCC515;MCF7;VCAP,10 �M,24 h;6 h,5
2470,BRD-M86331534,pyrvinium-pamoate,7,-0.23917185,-0.24174517714285715,-0.3037535,-0.20145708,0.03788294757426384,5,A375;A549;HT29;MCF7;PC3,10 �M,24 h;6 h,7
2471,BRD-K12219985,glipizide,6,-0.23916349,-0.24571168499999999,-0.35423982,-0.14885256,0.06689651554348007,3,HT29;MCF7;PC3,10 �M,24 h;6 h,6
2472,BRD-K11373525,ZD-7155,2,-0.23915706,-0.23915706,-0.26330236,-0.21501176,0.034146610727567105,2,MCF7;PC3,10 �M,6 h,2
2473,BRD-K23383398,T-0901317,6,-0.239066495,-0.23575428333333334,-0.27547526,-0.18552628,0.03095740531837297,4,A549;HT29;PC3;VCAP,10 �M,24 h;6 h,6
2474,BRD-A60274948,bromocriptine,3,-0.23890437,-0.24777185999999998,-0.2740704,-0.23034081,0.023174199976851412,3,MCF7;PC3;VCAP,10 �M,24 h;6 h,3
2475,BRD-K72029282,probucol,6,-0.23889957,-0.2522916866666667,-0.345495,-0.1905524,0.059770755973681526,5,A375;A549;HA1E;HCC515;PC3,10 �M,24 h;6 h,6
2476,BRD-K47598052,PP-1,2,-0.23877863,-0.23877863,-0.26545003,-0.21210723,0.03771905560747776,2,HEPG2;HT29,10 �M,6 h,2
2477,BRD-K56745457,azauridine,4,-0.2387551,-0.23645106999999999,-0.2604708,-0.20782328,0.02305864461791571,4,HEPG2;HT29;MCF7;PC3,10 �M,6 h,4
2478,BRD-K50464341,berbamine,2,-0.238573325,-0.238573325,-0.27990746,-0.19723919,0.05845529430596042,2,HCC515;VCAP,10 �M,6 h,2
2479,BRD-A94413429,NTNCB,4,-0.2384916,-0.24235069250000002,-0.2808838,-0.21153577,0.03227949406942782,4,A375;A549;HEPG2;MCF7,10 �M,6 h,4
2480,BRD-K17294426,clebopride,9,-0.2384763,-0.2748414433333333,-0.43285555,-0.18972863,0.08026331024629715,6,A375;A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
2481,BRD-K01095011,finasteride,12,-0.2384194,-0.2522356966666667,-0.4056443,-0.16301444,0.06459405677489592,6,A375;A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,12
2482,BRD-K89391146,RG-108,4,-0.23839886500000002,-0.23836178,-0.28365117,-0.19299822,0.04154630919304629,4,A375;A549;HCC515;HEPG2,80 �M,24 h;6 h,4
2483,BRD-K67102207,phenylbutyrate,3,-0.23837045,-0.23544358666666668,-0.25720808,-0.21075223,0.023365816838592082,2,A549;VCAP,10 �M,24 h;6 h,3
2484,BRD-A62525898,prednisone,4,-0.238243665,-0.238794975,-0.2796673,-0.19902527,0.04569996144281124,3,A549;HEPG2;MCF7,10 �M,24 h;6 h,4
2485,BRD-K13664374,dichloroacetic-acid,3,-0.23823094,-0.24005410000000002,-0.25674117,-0.22519019,0.015854306009072117,2,A549;MCF7,10 �M,24 h;6 h,3
2486,BRD-K70799801,quinidine,2,-0.238217925,-0.238217925,-0.24072076,-0.23571509,0.0035395432013820777,2,A549;HT29,10 �M,6 h,2
2487,BRD-A13188892,doxazosin,5,-0.23820285,-0.252124762,-0.3293947,-0.21316229,0.047035647732231456,4,A375;HCC515;MCF7;PC3,10 �M,24 h;6 h,5
2488,BRD-K61691971,avrainvillamide-analog-1,16,-0.238184645,-0.254468903125,-0.38060725,-0.16546385,0.06105908062364176,7,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3,0.04 �M;0.12 �M;0.37 �M;1.11 �M;10 �M;3.33 �M,24 h,16
2489,BRD-A03359064,ICI-89406,7,-0.23805124,-0.25260333285714287,-0.37108433,-0.18834643,0.05928711360559892,6,A549;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,7
2490,BRD-K28029915,dolasetron,4,-0.23788114,-0.2316316225,-0.24898347,-0.20178074,0.021934374490492285,4,A549;HA1E;MCF7;PC3,10 �M,24 h;6 h,4
2491,BRD-K67080878,milrinone,11,-0.23784426,-0.25148400818181815,-0.36387366,-0.1881251,0.04836333108212414,5,HA1E;HCC515;MCF7;PC3;VCAP,10 �M,24 h;6 h,11
2492,BRD-K26521938,dinoprostone,6,-0.23776423000000002,-0.24514955666666668,-0.3432572,-0.17084335,0.06441083583959262,5,A375;HA1E;HCC515;HEPG2;VCAP,10 �M,24 h;6 h,6
2493,BRD-A10523515,GSK-429286A,16,-0.23766323,-0.251862855,-0.36993158,-0.18191215,0.04874178466426288,7,A549;HCC515;HEPG2;HT29;MCF7;PC3;VCAP,10 �M;100 nM;500 nM,24 h;6 h,16
2494,BRD-A60571864,budesonide,10,-0.237641195,-0.252961381,-0.3222672,-0.21211244,0.03573972347297625,6,A375;HA1E;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,10
2495,BRD-K55454768,TAS-301,7,-0.23759013,-0.25361583285714284,-0.29803625,-0.21178997,0.03154858059948747,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,7
2496,BRD-K28307902,flutamide,8,-0.23727973,-0.25855615625,-0.35705814,-0.20214395,0.05261330673494407,4,A549;HT29;MCF7;VCAP,10 �M;30 �M,24 h;6 h,8
2497,BRD-K98297262,BRD-K98297262,4,-0.23721964,-0.23780553,-0.25033534,-0.2264475,0.011984094030658584,4,HA1E;HCC515;PC3;VCAP,10 �M,6 h,4
2498,BRD-A99411506,esculin,2,-0.237191965,-0.237191965,-0.29061353,-0.1837704,0.07554950174619586,2,HT29;MCF7,10 �M,24 h;6 h,2
2499,BRD-A28422330,BRD-A28422330,1,-0.23715118,-0.23715118,-0.23715118,-0.23715118,0.0,1,HA1E,10 �M,24 h,1
2500,BRD-K68402494,ML-9,3,-0.2370247,-0.23575732000000002,-0.24502268,-0.22522458,0.009959712844796286,3,A549;HT29;MCF7,10 �M,24 h;6 h,3
2501,BRD-K97056771,GNF-2,1,-0.2370069,-0.2370069,-0.2370069,-0.2370069,0.0,1,A549,10 �M,24 h,1
2502,BRD-K81169441,cerivastatin,4,-0.23696779,-0.24492781,-0.32998085,-0.17579481,0.0636154601961153,4,A375;A549;MCF7;PC3,10 �M,24 h;6 h,4
2503,BRD-U88459701,atorvastatin,4,-0.23693892500000002,-0.26191788,-0.3831869,-0.19060677,0.08403456089079657,4,A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,4
2504,BRD-K68144790,glycodeoxycholic-acid,4,-0.236904845,-0.25176692,-0.30212462,-0.23113337,0.033728893364936625,4,A549;HCC515;HT29;VCAP,10 �M,24 h;6 h,4
2505,BRD-K26548821,quinpirol-(-),2,-0.23680119,-0.23680119,-0.27278048,-0.2008219,0.05088239988255467,2,HA1E;HT29,10 �M,24 h;6 h,2
2506,BRD-K87919739,tyrphostin-AG-825,1,-0.23662847,-0.23662847,-0.23662847,-0.23662847,0.0,1,VCAP,10 �M,6 h,1
2507,BRD-A62326914,paroxetine,4,-0.236620245,-0.243852025,-0.26805064,-0.23411697,0.016175527509956746,3,A375;HA1E;MCF7,10 �M,24 h;6 h,4
2508,BRD-A68039575,liquiritigenin,4,-0.2365876,-0.2697550275,-0.41897672,-0.18686819,0.1023289331657192,4,A375;HA1E;HT29;MCF7,10 �M,24 h;6 h,4
2509,BRD-K67537649,PQ-401,3,-0.23656416,-0.26907828333333333,-0.35632318,-0.21434751,0.076368507122299,3,A549;HA1E;MCF7,10 �M,24 h;6 h,3
2510,BRD-K10042277,desmethylclozapine,5,-0.23647028,-0.25286532,-0.2924912,-0.22412568,0.031690187098293535,5,A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2511,BRD-K77008974,WYE-354,3,-0.23644915,-0.26624711666666667,-0.3414693,-0.2208229,0.06561118480366616,3,HEPG2;MCF7;VCAP,10 �M,6 h,3
2512,BRD-A37780065,triamcinolone,6,-0.236438025,-0.24158839833333334,-0.30042976,-0.1865255,0.03937570097691843,5,A375;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,6
2513,BRD-A12016240,LY-278584,6,-0.236433485,-0.2529287283333333,-0.37240732,-0.17979546,0.06640626563337,5,A375;HA1E;HCC515;HEPG2;HT29,10 �M,24 h;6 h,6
2514,BRD-K37865504,LY-2183240,4,-0.23637686000000002,-0.2537462525,-0.32509038,-0.21714091,0.04851300486751937,4,HCC515;HEPG2;HT29;VCAP,10 �M,6 h,4
2515,BRD-K78122587,NNC-55-0396,3,-0.23633748,-0.24450231666666666,-0.28091565,-0.21625382,0.03309511267668136,3,HCC515;HEPG2;VCAP,10 �M,6 h,3
2516,BRD-K32164935,tolazamide,12,-0.23624119500000001,-0.24038607,-0.34858793,-0.1853282,0.045334009629067265,6,A375;A549;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,12
2517,BRD-K16554956,PTB1,6,-0.236207315,-0.23950712666666665,-0.27505141,-0.20323858,0.023853719576650237,4,A375;HCC515;HT29;PC3,10 �M,24 h;6 h,6
2518,BRD-K05901394,terguride,6,-0.23615988999999998,-0.24312841333333332,-0.28049177,-0.20877668,0.026920414245408374,5,HA1E;HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,6
2519,BRD-K28428262,brivanib,5,-0.23610154,-0.265463226,-0.3294224,-0.21623126,0.05857313569376818,5,A375;A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2520,BRD-A97035593,BRD-A97035593,2,-0.23608968,-0.23608968,-0.24298087,-0.22919849,0.009745614358889838,2,A375;HCC515,10 �M,24 h;6 h,2
2521,BRD-K77771411,moxonidine,7,-0.23606938,-0.24663030428571428,-0.33454415,-0.19073567,0.049737374663404416,5,A549;HA1E;HCC515;HT29;VCAP,10 �M,24 h;6 h,7
2522,BRD-K59419204,AM-281,6,-0.23600137,-0.229208275,-0.28982738,-0.16347788,0.056077964663639415,5,A375;HA1E;HT29;MCF7;PC3,10 �M,24 h;6 h,6
2523,BRD-K49049886,CGS-15943,5,-0.23597676,-0.24337380199999997,-0.30136207,-0.17741027,0.05684518647729878,3,A375;A549;HT29,10 �M,24 h;6 h,5
2524,BRD-K48059230,YM-298198,9,-0.23594981,-0.24427105333333335,-0.31810403,-0.15517569,0.05324732100239506,7,A375;A549;HA1E;HCC515;HT29;MCF7;VCAP,10 �M,24 h;6 h,9
2525,BRD-A60294240,tribenoside,3,-0.23594408,-0.23690154666666666,-0.27588123,-0.19887933,0.03850987805376476,3,HA1E;MCF7;VCAP,10 �M,24 h;6 h,3
2526,BRD-K67783091,haloperidol,7,-0.23590787,-0.24648903,-0.31376588,-0.17832555,0.04908003729112377,5,A549;HA1E;HCC515;HT29;MCF7,10 �M,24 h;6 h,7
2527,BRD-A32949107,MRS-1845,3,-0.23590541,-0.23178296333333334,-0.26690412,-0.19253936,0.037353384148615436,2,A549;HA1E,10 �M,24 h;6 h,3
2528,BRD-M45964048,verteporfin,6,-0.23585453,-0.23164041833333335,-0.28539217,-0.1917632,0.0349124267791338,5,A549;HEPG2;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2529,BRD-K16195444,oxymetazoline,7,-0.23576991,-0.25516237999999997,-0.3616112,-0.19053161,0.05940306574251086,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,7
2530,BRD-A19248578,latrunculin-b,2,-0.235769275,-0.235769275,-0.25961477,-0.21192378,0.03372262243049982,1,MCF7,10 �M,24 h;6 h,2
2531,BRD-K78084463,W-12,1,-0.23568001,-0.23568001,-0.23568001,-0.23568001,0.0,1,HCC515,10 �M,6 h,1
2532,BRD-K55677650,CO-101244,4,-0.23564802,-0.250497995,-0.31841102,-0.21228492,0.04814467769400994,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
2533,BRD-A65282128,cefazolin,3,-0.23564053,-0.25528722666666664,-0.3211949,-0.20902625,0.05860841260552649,3,HCC515;HT29;PC3,10 �M,24 h;6 h,3
2534,BRD-A66563878,medetomidine,2,-0.235620025,-0.235620025,-0.24699911,-0.22424094,0.016092456334396255,2,HCC515;VCAP,10 �M,24 h;6 h,2
2535,BRD-A25775766,securinine,5,-0.23559919,-0.24439565800000002,-0.31967893,-0.21385896,0.043682371279602845,5,HCC515;HEPG2;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2536,BRD-K33882852,ZK-93423,4,-0.23558622499999998,-0.26382667,-0.3919344,-0.19219983,0.08788010347354058,4,A549;HCC515;MCF7;VCAP,10 �M,24 h,4
2537,BRD-K28143534,cyproheptadine,4,-0.235511185,-0.23501546,-0.28918055,-0.17985892,0.04744829274820819,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,4
2538,BRD-A07824748,flavanone,4,-0.23550892,-0.2428133425,-0.2843262,-0.21590933,0.030784027258345465,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
2539,BRD-K11801786,trimidox,3,-0.23548669,-0.23438901999999998,-0.23635623,-0.23132414,0.0026896360374035672,3,A375;HCC515;VCAP,10 �M,6 h,3
2540,BRD-K08973992,linoleic-acid,2,-0.23546287,-0.23546287,-0.2888769,-0.18204884,0.07553884564700337,2,MCF7;VCAP,10 �M,24 h,2
2541,BRD-K68077509,brucine,3,-0.23535201,-0.25556111,-0.3110701,-0.22026122,0.04866075383531474,2,HT29;VCAP,10 �M,24 h;6 h,3
2542,BRD-K85925969,zalcitabine,6,-0.2352304,-0.25043679166666666,-0.33143038,-0.1828476,0.06603379410393874,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2543,BRD-K75615183,talipexole,4,-0.23513455,-0.24030746749999998,-0.28532767,-0.2056331,0.03392661585924277,4,HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,4
2544,BRD-A09828896,SKF-81297,2,-0.23509247500000002,-0.23509247500000002,-0.2723397,-0.19784525,0.05267553075576223,2,HA1E;HT29,10 �M,6 h,2
2545,BRD-K48722258,dilazep,5,-0.23508234,-0.259598824,-0.39630562,-0.20167804,0.07991313118251393,5,A375;A549;HA1E;HT29;MCF7,10 �M,24 h;6 h,5
2546,BRD-A64479082,quinidine,5,-0.23503742,-0.23293824600000002,-0.27672416,-0.19000953,0.03117780236299424,4,A549;HA1E;MCF7;PC3,10 �M,24 h;6 h,5
2547,BRD-K14791739,fluticasone,6,-0.23501875500000002,-0.253785045,-0.32250267,-0.20171809,0.05019366821131315,6,A375;A549;HA1E;HEPG2;PC3;VCAP,10 �M,24 h;6 h,6
2548,BRD-K66043364,noscapine,1,-0.23487128,-0.23487128,-0.23487128,-0.23487128,0.0,1,HT29,10 �M,6 h,1
2549,BRD-K00317371,RITA,7,-0.23482205,-0.25743935714285715,-0.3920372,-0.14979938,0.08684134088940373,5,A549;HCC515;HT29;PC3;VCAP,10 �M,24 h;6 h,7
2550,BRD-K27074404,BRD-K27074404,6,-0.23471637,-0.2482664883333333,-0.30244687,-0.21121243,0.03833467193778885,6,A375;HA1E;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2551,BRD-K49481516,galantamine,3,-0.23464815,-0.21926340666666666,-0.23851323,-0.18462884,0.030056606877564097,3,A549;HA1E;PC3,10 �M,24 h;6 h,3
2552,BRD-A84389091,L-655708,5,-0.23455417,-0.23771247,-0.2891963,-0.20071194,0.03491808287601426,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
2553,BRD-K93658967,aloisine,7,-0.23448145,-0.24218717857142855,-0.291228,-0.17716202,0.039884623847463004,5,A549;HA1E;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,7
2554,BRD-K07220430,cinnarizine,5,-0.2344344,-0.255994984,-0.32069415,-0.21822143,0.04391981989857691,5,A549;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
2555,BRD-K39356024,pregnenolone,3,-0.2344104,-0.24744395666666666,-0.27482185,-0.23309962,0.023719007537850997,3,A375;HCC515;VCAP,10 �M,24 h;6 h,3
2556,BRD-K19352500,prochlorperazine,4,-0.23419276,-0.2312438175,-0.2592855,-0.19730425,0.02743142332722502,4,HCC515;HEPG2;HT29;PC3,10 �M,24 h;6 h,4
2557,BRD-K67298865,SB-431542,3,-0.23417091,-0.23209743666666668,-0.2477862,-0.2143352,0.016821617609434403,3,HEPG2;HT29;VCAP,10 �M,24 h;6 h,3
2558,BRD-K77390737,xanthohumol,8,-0.23416734,-0.2574732925,-0.33916342,-0.19439465,0.05893422172975214,5,A549;HCC515;HEPG2;MCF7;PC3,10 �M,24 h;6 h,8
2559,BRD-K21283037,riluzole,4,-0.23402252499999998,-0.2457088525,-0.31756544,-0.19722492,0.05298675681238813,4,HCC515;HT29;MCF7;PC3,10 �M,24 h;6 h,4
2560,BRD-K97309399,thiothixene,2,-0.233623005,-0.233623005,-0.25978124,-0.20746477,0.03699333070474259,2,A549;PC3,10 �M,24 h;6 h,2
2561,BRD-K73838513,cinacalcet,5,-0.23347643,-0.257518694,-0.3175337,-0.19151655,0.055949421370326324,4,HA1E;HCC515;HEPG2;PC3,10 �M,24 h;6 h,5
2562,BRD-K02283807,GR-32191,2,-0.23323317,-0.23323317,-0.24260929,-0.22385705,0.013259836066437616,2,HEPG2;MCF7,10 �M,6 h,2
2563,BRD-A79479878,testosterone,4,-0.233172375,-0.23895363749999998,-0.3133607,-0.1761091,0.05772658077299712,4,A549;HCC515;HT29;PC3,10 �M,24 h;6 h,4
2564,BRD-K46137903,prednicarbate,4,-0.23312331,-0.24218934,-0.3027835,-0.19972724,0.044735666728905846,4,A375;HCC515;HEPG2;VCAP,10 �M,6 h,4
2565,BRD-A29901043,KIN001-127,3,-0.23311612,-0.29408419,-0.41671437,-0.23242208,0.10620141810731484,1,MCF7,1 �M;10 �M;100 nM,24 h;6 h,3
2566,BRD-K99922388,DPO-1,3,-0.23302999,-0.28285637333333336,-0.39361128,-0.22192785,0.09607705965110212,3,HT29;MCF7;PC3,10 �M,24 h;6 h,3
2567,BRD-K83597974,pargyline,7,-0.23302701,-0.2459568342857143,-0.32491896,-0.17402878,0.06077347830207019,4,HA1E;HCC515;MCF7;PC3,10 �M,24 h;6 h,7
2568,BRD-K14221570,benzopurpurin-4b,3,-0.23267856,-0.27607904,-0.40546814,-0.19009042,0.11405959765084389,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
2569,BRD-A49680073,cucurbitacin-i,1,-0.23255426,-0.23255426,-0.23255426,-0.23255426,0.0,1,HT29,10 �M,6 h,1
2570,BRD-K15409150,penfluridol,3,-0.23254289,-0.2541286566666667,-0.3094139,-0.22042918,0.04826001544042886,3,HT29;PC3;VCAP,10 �M,6 h,3
2571,BRD-K94144010,cotinine,1,-0.23251873,-0.23251873,-0.23251873,-0.23251873,0.0,1,A549,10 �M,6 h,1
2572,BRD-A29644307,nomifensine,6,-0.23240892000000002,-0.24192228000000002,-0.32394224,-0.18697606,0.0457359856772918,4,HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2573,BRD-K95992530,cyclo-[Arg-Gly-Asp-D-Phe-Val],5,-0.23230715,-0.269388048,-0.39026833,-0.16983289,0.09114881562786328,4,A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,5
2574,BRD-K26664453,cytochalasin-b,4,-0.232130185,-0.25484994,-0.34757158,-0.20756781,0.06301387512358582,4,HCC515;HEPG2;HT29;PC3,10 �M,24 h;6 h,4
2575,BRD-K99498722,plinabulin,1,-0.23206131,-0.23206131,-0.23206131,-0.23206131,0.0,1,A549,10 �M,24 h,1
2576,BRD-K45988865,tetramethylsilane,3,-0.23199953,-0.25786918,-0.31343943,-0.22816858,0.04816335285538685,2,HA1E;HCC515,10 �M,24 h;6 h,3
2577,BRD-A13133631,fluorometholone,6,-0.23196393999999998,-0.25338365333333335,-0.33982354,-0.18478876,0.06264099343862342,4,A375;A549;HT29;MCF7,10 �M,24 h;6 h,6
2578,BRD-K92991072,PAC-1,1,-0.23185636,-0.23185636,-0.23185636,-0.23185636,0.0,1,A549,10 �M,6 h,1
2579,BRD-K39983086,loteprednol,5,-0.23128845,-0.253654388,-0.31073862,-0.21152127,0.046926818766104,4,A375;A549;PC3;VCAP,10 �M,24 h;6 h,5
2580,BRD-A69951442,dexamethasone,8,-0.231224655,-0.23628974625000002,-0.3041837,-0.18136877,0.03441895227151788,7,A375;A549;HA1E;HEPG2;HT29;MCF7;PC3,10 �M,24 h;6 h,8
2581,BRD-A24191444,ifenprodil,3,-0.23121446,-0.25336954666666667,-0.34203696,-0.18685722,0.07992699059468295,3,HA1E;PC3;VCAP,10 �M,24 h;6 h,3
2582,BRD-K66198023,losartan,3,-0.23115985,-0.23982594666666665,-0.28976744,-0.19855055,0.046221814967556514,3,A375;A549;MCF7,10 �M,24 h;6 h,3
2583,BRD-K15107389,BRD-K15107389,5,-0.2311534,-0.271881408,-0.37770462,-0.22914016,0.06484233933302623,4,HA1E;HCC515;PC3;VCAP,10 �M,24 h;6 h,5
2584,BRD-K29113274,ketoconazole,5,-0.2311324,-0.24801780199999998,-0.29003596,-0.22177005,0.031499036986451165,5,A375;A549;HT29;MCF7;VCAP,10 �M,24 h;6 h,5
2585,BRD-K76703230,YM-155,3,-0.23108506,-0.22525694,-0.2746616,-0.17002416,0.052561618120917857,2,HCC515;PC3,500 nM,24 h;6 h,3
2586,BRD-A31204924,mitotane,8,-0.2308992,-0.24019519375,-0.33477268,-0.19125468,0.043454065468154814,6,A375;A549;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,8
2587,BRD-K51677086,erythromycin-ethylsuccinate,7,-0.23089896,-0.2332940157142857,-0.25921485,-0.20010777,0.019643521252047144,5,HA1E;HCC515;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,7
2588,BRD-K35189033,levonorgestrel,6,-0.23083670499999998,-0.25191435833333337,-0.34930027,-0.19656006,0.0571897401985298,5,A549;HA1E;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2589,BRD-K71860425,CDK2-5-inhibitor,4,-0.23082179,-0.2444388475,-0.3222826,-0.19382921,0.0547547780389866,4,A549;HEPG2;MCF7;VCAP,10 �M,24 h;6 h,4
2590,BRD-A71157293,fursultiamine,6,-0.230665215,-0.2507155066666667,-0.34844595,-0.18214422,0.06243876732212855,3,A375;HT29;MCF7,10 �M,24 h;6 h,6
2591,BRD-K79092138,nitrofural,3,-0.23040776,-0.23510224999999998,-0.28471577,-0.19018322,0.04744079920960123,3,A549;PC3;VCAP,10 �M,24 h;6 h,3
2592,BRD-K10705233,GW-405833,4,-0.230385215,-0.23984075500000002,-0.2867139,-0.21187869,0.032564727359596216,3,A375;HEPG2;PC3,40 �M,24 h;6 h,4
2593,BRD-A16998493,etodolac,1,-0.23027411,-0.23027411,-0.23027411,-0.23027411,0.0,1,HEPG2,10 �M,6 h,1
2594,BRD-K14696368,"9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide",1,-0.23026937,-0.23026937,-0.23026937,-0.23026937,0.0,1,HT29,10 �M,24 h,1
2595,BRD-K89997465,chlorpromazine,9,-0.23025182,-0.25077304777777776,-0.35145873,-0.1914427,0.053931207332557185,6,HA1E;HCC515;HT29;MCF7;PC3;VCAP,10 �M,24 h;6 h,9
2596,BRD-K80639402,SB-258585,2,-0.23020673,-0.23020673,-0.23287374,-0.22753972,0.0037717217129846644,2,PC3;VCAP,10 �M,24 h;6 h,2
2597,BRD-K77987382,mebendazole,3,-0.2301194,-0.24514135,-0.29081652,-0.21448813,0.04032059047620583,3,A375;HA1E;MCF7,10 �M,6 h,3
2598,BRD-A54845972,dihydroergotamine,5,-0.22994891,-0.25156915,-0.3164628,-0.21303266,0.04651265646171263,4,A375;A549;HA1E;VCAP,10 �M,24 h;6 h,5
2599,BRD-K19462402,buflomedil,1,-0.2299229,-0.2299229,-0.2299229,-0.2299229,0.0,1,A549,10 �M,6 h,1
2600,BRD-K70281171,U-99194,6,-0.22983016,-0.24425426833333333,-0.35670573,-0.16322957,0.06947418523335769,5,A549;HA1E;HCC515;HEPG2;MCF7,10 �M,24 h;6 h,6
2601,BRD-K08219523,5-nonyloxytryptamine,3,-0.22976294,-0.25207252333333335,-0.30508366,-0.22137097,0.04610034433861889,2,MCF7;VCAP,10 �M,24 h;6 h,3
2602,BRD-K41567364,SB-334867,2,-0.22973824999999998,-0.22973824999999998,-0.25387812,-0.20559838,0.034138931547923385,2,HCC515;MCF7,10 �M,6 h,2
2603,BRD-K00603606,ticlopidine,4,-0.22968573,-0.2393091625,-0.33695117,-0.16091402,0.07407045631718108,4,A549;HEPG2;MCF7;PC3,10 �M,24 h;6 h,4
2604,BRD-K02867583,minaprine,6,-0.22954149499999998,-0.22404140666666664,-0.25647154,-0.1720432,0.030579418580783807,5,A375;A549;MCF7;PC3;VCAP,10 �M,24 h;6 h,6
2605,BRD-A29485665,bicalutamide,9,-0.22951324,-0.24850037444444442,-0.36485094,-0.19784582,0.05671166908571133,6,A375;A549;HA1E;HT29;MCF7;VCAP,10 �M,24 h;6 h,9
2606,BRD-K52989797,clomipramine,3,-0.22949725,-0.26394349333333333,-0.351719,-0.21061423,0.07659991376641773,3,HT29;MCF7;VCAP,10 �M,24 h;6 h,3
2607,BRD-K33583600,isoliquiritigenin,2,-0.22944885999999998,-0.22944885999999998,-0.23712492,-0.2217728,0.010855588157589607,2,A549;VCAP,10 �M,24 h,2
2608,BRD-A87848830,bimatoprost,2,-0.22941358,-0.22941358,-0.2835226,-0.17530456,0.07652170993071705,1,PC3,10 �M,24 h;6 h,2
2609,BRD-K99946902,hexylresorcinol,1,-0.22934845,-0.22934845,-0.22934845,-0.22934845,0.0,1,VCAP,10 �M,6 h,1
2610,BRD-K64890080,BI-2536,3,-0.22923261,-0.22322761333333332,-0.24293593,-0.1975143,0.023298628858566605,3,A375;A549;MCF7,1 �M;10 �M,6 h,3
2611,BRD-K76723084,isotretinoin,4,-0.22922019500000002,-0.2374150725,-0.2748909,-0.216329,0.026309238309898387,3,A375;HT29;VCAP,10 �M,24 h;6 h,4
