query,signature_id,pert_id,pert_iname,pert_type,cell_id,pert_idose,pert_itime,is_touchstone,is_exemplar,connectivity
ATLAS_SIG_B_TOP100,CPC001_HCC515_6H:BRD-K84266862-001-01-6:10,BRD-K84266862,BRL-50481,trt_cp,HCC515,10 �M,6 h,1,1,-0.24830976
ATLAS_SIG_B_TOP100,CPD002_MCF7_24H:BRD-A22256192-003-18-5:10,BRD-A22256192,terazosin,trt_cp,MCF7,10 �M,24 h,1,0,-0.24830092
ATLAS_SIG_B_TOP100,HOG003_A549_6H:BRD-K48692744-001-01-2:0.2222,BRD-K48692744,NU-1025,trt_cp,A549,100 nM,6 h,1,0,-0.24826902
ATLAS_SIG_B_TOP100,CPC006_HA1E_24H:BRD-K76205745-237-05-8:160,BRD-K76205745,losartan,trt_cp,HA1E,100 �M,24 h,1,0,-0.2482669
ATLAS_SIG_B_TOP100,CPC020_PC3_24H:BRD-K01612348-001-07-2:10,BRD-K01612348,meropenem,trt_cp,PC3,10 �M,24 h,1,0,-0.24825364
ATLAS_SIG_B_TOP100,CPC011_MCF7_24H:BRD-K88789588-001-10-7:10,BRD-K88789588,letrozole,trt_cp,MCF7,10 �M,24 h,1,0,-0.24825075
ATLAS_SIG_B_TOP100,CPC006_PC3_6H:BRD-K58550667-001-01-2:0.08,BRD-K58550667,FK-866,trt_cp,PC3,100 nM,6 h,1,0,-0.24824995
ATLAS_SIG_B_TOP100,CPC003_HA1E_6H:BRD-K37792168-001-01-0:10,BRD-K37792168,denbufylline,trt_cp,HA1E,10 �M,6 h,1,1,-0.24824953
ATLAS_SIG_B_TOP100,CPC003_VCAP_24H:BRD-K68103045-001-01-1:10,BRD-K68103045,CGS-20625,trt_cp,VCAP,10 �M,24 h,1,0,-0.24823856
ATLAS_SIG_B_TOP100,CPC012_VCAP_6H:BRD-A75409952:10,BRD-A75409952,wortmannin,trt_cp,VCAP,10 �M,6 h,1,0,-0.24822977
ATLAS_SIG_B_TOP100,CPC003_HA1E_24H:BRD-A22380646-001-02-3:10,BRD-A22380646,pantoprazole,trt_cp,HA1E,10 �M,24 h,1,0,-0.24820855
ATLAS_SIG_B_TOP100,CPC011_PC3_24H:BRD-K81916719-001-10-5:10,BRD-K81916719,triclabendazole,trt_cp,PC3,10 �M,24 h,1,0,-0.2481921
ATLAS_SIG_B_TOP100,CPC020_HA1E_6H:BRD-K32821942-001-16-3:10,BRD-K32821942,azathioprine,trt_cp,HA1E,10 �M,6 h,1,0,-0.24818999
ATLAS_SIG_B_TOP100,CPC008_MCF7_24H:BRD-K92817986-001-03-3:10,BRD-K92817986,BIX-02188,trt_cp,MCF7,10 �M,24 h,1,0,-0.2481843
ATLAS_SIG_B_TOP100,CPC001_PC3_6H:BRD-K84709232-001-02-6:10,BRD-K84709232,caffeic-acid,trt_cp,PC3,10 �M,6 h,1,1,-0.24817678
ATLAS_SIG_B_TOP100,HOG003_MCF7_24H:BRD-A73680854-001-01-3:0.0015,BRD-A73680854,PT-630,trt_cp,MCF7,1 nM,24 h,1,0,-0.2481558
ATLAS_SIG_B_TOP100,CPC007_HCC515_6H:BRD-K32821942-001-12-2:10,BRD-K32821942,azathioprine,trt_cp,HCC515,10 �M,6 h,1,0,-0.24813075
ATLAS_SIG_B_TOP100,CPC013_A549_6H:BRD-K71427192-014-01-3:10,BRD-K71427192,BRD-K71427192,trt_cp,A549,10 �M,6 h,1,0,-0.24812792
ATLAS_SIG_B_TOP100,CPC005_VCAP_6H:BRD-K88172511-310-03-8:10,BRD-K88172511,naltrexone,trt_cp,VCAP,10 �M,6 h,1,0,-0.24812174
ATLAS_SIG_B_TOP100,CPC011_HA1E_6H:BRD-K25433859-003-19-7:10,BRD-K25433859,maprotiline,trt_cp,HA1E,10 �M,6 h,1,0,-0.24812032
ATLAS_SIG_B_TOP100,HDAC002_HA1E_24H:BRD-K00627859-001-03-1:5,BRD-K00627859,tubastatin-a,trt_cp,HA1E,5 �M,24 h,1,0,-0.24811348
ATLAS_SIG_B_TOP100,CPC006_VCAP_6H:BRD-K99818283-001-01-8:10,BRD-K99818283,PIK-90,trt_cp,VCAP,10 �M,6 h,1,0,-0.24811256
ATLAS_SIG_B_TOP100,CPC011_VCAP_6H:BRD-K20168484-001-05-0:10,BRD-K20168484,BRD-K20168484,trt_cp,VCAP,10 �M,6 h,1,0,-0.2481055
ATLAS_SIG_B_TOP100,LJP001_MCF7_6H:BRD-K53414658-001-04-1:0.4,BRD-K53414658,tivozanib,trt_cp,MCF7,500 nM,6 h,1,0,-0.24809827
ATLAS_SIG_B_TOP100,CPC013_HT29_6H:BRD-K35687265-236-01-8:10,BRD-K35687265,ON-01910,trt_cp,HT29,10 �M,6 h,1,1,-0.24808797
ATLAS_SIG_B_TOP100,CPC004_VCAP_6H:BRD-K28307902-001-09-2:10,BRD-K28307902,flutamide,trt_cp,VCAP,10 �M,6 h,1,1,-0.2480847
ATLAS_SIG_B_TOP100,CPC020_HT29_6H:BRD-A79479878-001-06-5:10,BRD-A79479878,testosterone,trt_cp,HT29,10 �M,6 h,1,0,-0.24807844
ATLAS_SIG_B_TOP100,CPC006_MCF7_6H:BRD-K40892394-001-01-9:11.1,BRD-K40892394,AR-C133057XX,trt_cp,MCF7,10 �M,6 h,1,0,-0.24805796
ATLAS_SIG_B_TOP100,CPC012_A549_24H:BRD-K55591206-001-07-4:10,BRD-K55591206,epigallocatechin-gallate-(-),trt_cp,A549,10 �M,24 h,1,0,-0.24803421
ATLAS_SIG_B_TOP100,CPC006_PC3_24H:BRD-K01638814-051-10-1:10,BRD-K01638814,rilmenidine,trt_cp,PC3,10 �M,24 h,1,1,-0.24803093
ATLAS_SIG_B_TOP100,CPD003_PC3_6H:BRD-K45252063-001-08-6:10,BRD-K45252063,clofibrate,trt_cp,PC3,10 �M,6 h,1,1,-0.2480092
ATLAS_SIG_B_TOP100,CPC006_A549_6H:BRD-A97437073-001-03-1:80,BRD-A97437073,rosiglitazone,trt_cp,A549,80 �M,6 h,1,0,-0.24800871
ATLAS_SIG_B_TOP100,CPC012_MCF7_6H:BRD-K18855837-046-01-4:10,BRD-K18855837,varenicline,trt_cp,MCF7,10 �M,6 h,1,1,-0.24800839
ATLAS_SIG_B_TOP100,CPC020_MCF7_24H:BRD-K09900591-001-18-4:10,BRD-K09900591,caffeic-acid,trt_cp,MCF7,10 �M,24 h,1,0,-0.24800503
ATLAS_SIG_B_TOP100,CPC012_HCC515_6H:BRD-K54987996-001-01-2:10,BRD-K54987996,CAY-10578,trt_cp,HCC515,10 �M,6 h,1,1,-0.24797116
